,feature_469,feature_130,feature_60,feature_34,feature_478,feature_461
76,517.5313,-1.2290000000000003,-2.0327000000000006,9.1526,4.8172,42.9683
77,248.53290000000004,-2.647,3.0982000000000003,8.8546,4.8741,15.239799999999999
78,296.5305,-0.8042000000000002,-2.9609000000000005,8.2963,7.3252,41.0931
79,275.1411,-2.033,3.543600000000002,8.8519,4.3696,36.1226
80,255.1683,0.04729999999999975,1.5127000000000008,8.5779,8.4684,19.107
81,522.2222,-0.4730999999999999,1.17,8.8132,4.533,14.786899999999997
82,498.4175,-3.779,-0.8044999999999999,8.9979,5.2201,25.1543
83,212.04009999999997,0.04729999999999975,2.9900000000000015,9.754,6.867399999999999,28.116
84,28.490199999999998,0.3310999999999997,2.066181986795492,8.6667,6.7229,27.961299999999998
85,627.1429,-3.5429999999999997,0.6999999999999993,8.1161,3.952,31.0537
86,97.7677,-0.04729999999999975,10.995500000000002,8.6013,9.4756,27.265499999999996
87,197.4359,-0.14189999999999994,1.7373000000000014,9.7324,4.368200000000001,57.4597
88,42.3154,0.0,0.5558974091287056,9.0121,6.6127,36.4153
89,213.64119195054386,0.5203999999999996,0.9572999999999993,8.8356,5.5044,33.7616
90,139.1762,-0.14189999999999994,-3.3555,8.9607,6.5896,18.5401
91,197.29956136643347,-2.08,-0.6327000000000005,8.8078,5.515,33.5782
92,208.3214,0.2837999999999999,5.0691,8.7782,2.7352,28.2506
93,50.12890000000001,-0.7096,11.290900000000002,8.7994,10.7271,14.2373
94,277.2981,-1.56,-2.6109,8.5571,2.5503,38.1751
95,0.0,-1.655,-0.3736000000000006,8.9635,5.7983,9.9594
96,768.1564,-0.14189999999999994,-1.1391000000000002,8.6427,3.3645000000000005,32.6244
97,170.9421,-0.8515,-4.989999999999999,8.891999140698966,4.3431,17.566
98,0.0,-1.088,-0.9091000000000001,8.6472,4.2125,24.7655
99,290.6907,0.0,1.8163999999999987,8.2638,5.801,25.6097
100,0.0,0.23650000000000015,0.12269999999999931,9.5713,6.0602,48.6567
101,651.7672,-0.5203999999999996,0.8744999999999993,8.5251,5.0466,13.3724
102,295.625,-3.4960000000000004,-1.0181999999999993,8.7779,6.2631,21.897799999999997
103,0.0,-0.2837999999999999,0.3035999999999996,8.8513,6.8782,44.6147
104,214.05139999999997,-0.6149999999999999,2.0509000000000013,8.6556,8.3516,40.5582
105,21.4542,0.0,5.119275252163906,9.0998,8.4149,41.8041
106,132.6463,0.14189999999999994,4.1464,8.5889,8.2175,14.7718
107,0.0,0.9461000000000002,0.3245000000000006,8.8973,8.9509,35.9083
108,53.9598,-0.23650000000000015,6.1527,8.6915,2.6252,20.4625
109,257.1358,0.0,-1.8473,8.7879,8.9647,17.4387
110,0.0,0.04729999999999975,-1.6436000000000004,8.2823,7.076,16.3298
111,326.7801,-2.175,2.298200000000001,8.6799,4.252,17.0104
112,25.1189,-0.3784000000000001,2.2749638650778645,9.1638,3.626,28.6509
113,169.7758,-0.6149999999999999,3.810899999999999,8.9605,5.1132,23.5536
114,156.2315,0.14189999999999994,-6.74,9.7137,4.736,29.254699999999996
115,564.1475,-0.0946000000000002,2.2618,9.7571,8.7071,25.2926
116,600.6613,0.23650000000000015,1.9245000000000005,8.5459,4.641700000000001,32.1755
117,0.0,-3.591,-0.44089999999999935,8.3663,6.1962,50.5707
118,32.8258,0.04729999999999975,1.1930688020147406,8.7947,6.5265,28.572599999999998
119,708.4114,-0.14189999999999994,2.4208999999999987,9.0145,6.6675,27.1007
120,679.0123,-0.6623,-0.8099999999999994,8.6439,5.915393257229335,20.4275
121,230.10103586489376,-2.647,0.6214871152815845,8.2981,4.19908233536621,14.3206
122,34.7392,-0.6149999999999999,-0.1062806708520906,9.043,4.7846,30.632700000000003
123,0.0,0.04729999999999975,-0.7155000000000006,8.6799,2.1779,10.4895
124,118.0464,0.23650000000000015,4.150900000000001,9.0622,5.0601,30.238300000000002
125,130.8203,-3.732,3.967299999999998,9.0811,5.5115,15.9349
126,129.3151,-1.608,-3.6499999999999986,8.3663,4.6997,52.76969999999999
127,195.92489999999998,0.7568999999999998,-1.9855000000000005,8.7932,7.921400000000001,35.9372
128,367.7835,-0.9461000000000002,-3.880000000000001,8.3675,4.8058,22.441
129,114.39310000000002,0.2837999999999999,5.804500000000001,8.7932,8.0418,19.7246
130,235.58389689563222,-2.647,-0.9944999999999995,8.287,6.5778,22.3774
131,91.1306,-0.4258000000000001,-4.6636,8.655659794123661,4.3419,28.9328
132,56.60039999999999,0.02295328465581752,0.8952836904221175,8.8388,3.4781,48.0809
133,118.736,-1.1349999999999998,3.2509,8.6772,5.7289,22.8954
134,406.9788,-0.14189999999999994,2.3318,8.1605,5.6591,10.9048
135,85.5268,-0.5677000000000001,5.4018,8.6406,3.3141000000000003,49.4768
136,0.0,0.6622999999999996,-0.5690999999999998,9.2291,3.3826,46.5347
137,31.2541,-0.04729999999999975,1.2132150710495013,9.043,6.0188,39.3922
138,382.1152,-0.5203999999999996,-1.0573000000000008,8.9635,3.3903,23.6161
139,150.8065,-0.14189999999999994,-6.8764,8.6556,4.028500000000001,24.4516
140,108.4006,0.7096,2.8135999999999988,9.131,5.8022,14.965300000000001
141,425.01830000000007,0.0,-3.724499999999999,8.1605,5.115600000000001,16.8014
142,440.0,-0.23650000000000015,-1.2182000000000008,8.937142411316294,5.243,56.0161
143,148.7676,0.04729999999999975,-5.679999999999999,8.8215,8.4634,36.8197
144,258.7444769733953,-1.2290000000000003,1.2517999999999996,8.6384,4.0841,31.6738
145,0.0,0.04729999999999975,-0.11450000000000067,8.8215,5.2041,12.7454
146,19.1709,-0.4258000000000001,2.881849931523127,9.4832,6.634,19.3787
147,225.6274,-0.8042000000000002,-3.7672999999999996,8.3845,5.8656,29.614665652431288
148,231.1791,-0.0946000000000002,-3.6855,8.5855,5.7486,17.8529
149,106.1378,0.6149999999999999,3.3917999999999995,8.7696,5.460600000000001,14.5404
150,315.1416,-2.505,-2.5036000000000005,8.7383,5.4421,21.2922
151,56.3361,0.4258000000000001,1.0734814023764883,8.5788,6.1628,29.1167
152,263.0388,0.14189999999999994,4.6609,8.7487,4.2114,12.3355
153,0.0,-0.14189999999999994,1.5882000000000014,8.787481088305542,2.8513,28.5384
154,17.1085,0.4258000000000001,3.786737831896771,9.1757,8.171,19.9947
155,0.0,-0.3784000000000001,0.15180000000000057,9.5713,3.0125,36.2621
156,77.2606,-0.1891999999999997,8.0636,8.872,6.2537,39.6163
157,8.2922,-0.5677000000000001,1.1980686820317894,9.6234,8.3929,34.1207
158,66.147,0.2837999999999999,3.265499999999999,9.754,7.2471,15.739799999999999
159,288.9712,-2.128,2.2008999999999985,8.8356,3.9769999999999994,25.788099999999996
160,69.7194,-3.025,-6.6409,9.4336,2.9266000000000005,32.3429
161,217.84050000000002,-3.591,-3.7045,8.6695,6.9715,37.1455
162,193.9163,-0.7096,-2.6299999999999994,8.7897,4.9807,22.883399999999998
163,289.2036,0.0946000000000002,-2.7281999999999993,9.0942,2.8666000000000005,17.3039
164,125.00850000000001,-1.797,2.6717999999999984,8.6772,2.7091,22.4885
165,355.5177037304655,0.7568999999999998,1.0044999999999997,8.9546,6.8317,23.789399999999997
166,486.94669999999996,-0.8042000000000002,1.6018,8.6384,3.6851999999999996,12.0051
167,23.6959,1.4190000000000003,3.55091321772403,8.6211,4.603200000000001,24.484899999999996
168,157.7371,-2.08,-3.1254999999999997,8.5862,4.0177000000000005,26.3999
169,85.8727,-0.2837999999999999,4.0991,9.396,3.9273,31.313700000000004
170,119.7333,-3.449,-6.3391,8.9191,2.5684,34.943
171,40.8297,0.23650000000000015,6.245499999999999,8.8384,5.0709,18.9777
172,141.5153,0.6622999999999996,10.210899999999999,9.1502,4.8214,24.178099999999997
173,33.6514,0.6622999999999996,2.705070389514387,8.6667,5.766800000000001,19.0156
174,498.2434,0.0,-0.7245000000000003,8.287,4.6526,28.9769
175,0.0,-0.9934,-0.27090000000000003,8.7552,3.3925,24.287799999999997
176,77.4635,0.7568999999999998,10.8955,8.872,4.3312,52.3768
177,24.0136,-0.3784000000000001,3.356028812096676,8.7947,6.312490745800445,22.563199999999995
178,565.5833,-3.1660000000000004,-1.0908999999999995,8.9191,5.7275,19.0341
179,0.0,-0.9461000000000002,-0.5654999999999999,9.2036,4.8219,26.5172
180,229.3691,-0.5203999999999996,-2.8818,8.8132,5.3451,16.6937
181,351.6788,0.5203999999999996,3.1136,8.5405,7.6393,29.6847
182,198.48250000000002,-1.939,-7.0082,8.5298,7.8141,32.7019
183,136.0758,1.4190000000000003,3.071800000000001,8.2914,6.275,11.5422
184,444.9217,-0.8042000000000002,-1.5036,9.7571,2.8462,13.0968
185,166.1148,1.939,3.1845000000000003,8.5779,5.4338,8.4841
186,18.224,0.0,1.7322707157409154,8.7879,5.3468,56.87329999999999
187,54.55570000000001,-0.0946000000000002,-12.1527,8.6309,5.096099999999999,25.3602
188,278.4483,-2.93,2.3199999999999994,8.7646,4.7428,41.0548
189,0.0,1.4190000000000003,0.7864000000000008,8.8973,5.0348,20.1254
190,303.4066,0.5203999999999996,-2.4818000000000002,8.2914,3.3746,31.675399999999996
191,182.0299,0.8042000000000002,9.3336,9.1784,8.5107,24.275299999999998
192,364.219,-0.1891999999999997,2.042700000000001,9.2362,8.6072,32.8168
193,717.2838,1.939,2.4299999999999997,8.4896,3.6629,28.3738
194,0.0,0.4258000000000001,0.3035999999999996,9.308,7.5994,40.8202
195,0.0,-3.1189999999999998,0.24640000000000067,8.9191,6.4316,29.118299999999998
196,572.063,0.04729999999999975,1.2691000000000008,8.3179,6.585700000000001,41.9211
197,0.0,-0.14189999999999994,0.28179999999999933,9.0776,4.416800000000001,18.6318
198,553.248,-3.025,-0.9236000000000009,8.7548,6.5365,16.3655
199,98.7323,0.7568999999999998,5.378199999999999,8.6406,5.5785,58.2153
200,0.0,-0.5203999999999996,0.8044999999999999,8.9541,7.499299999999999,17.0777
201,707.1429,-2.647,0.41999999999999993,8.6695,6.8146,29.9729
202,277.6561,0.0,2.8236000000000003,9.4749,7.901699999999999,20.4165
203,497.67280000000005,-1.088,1.3282000000000007,8.0787,2.8024,28.260999999999996
204,208.6639,-0.5677000000000001,1.9935999999999994,8.5407,6.7038,13.0839
205,467.616,0.9461000000000002,2.5855000000000015,9.3868,3.1843,29.2584
206,38.4586,-0.5677000000000001,2.6889057036758026,8.6829,6.6161,35.1736
207,99.9592,-0.4258000000000001,6.6827000000000005,8.572,5.5553,37.1538
208,238.6225,-0.4258000000000001,2.8245000000000013,9.5713,4.281300000000001,58.28770000000001
209,66.9732,-0.4258000000000001,7.316399999999998,8.3588,3.2839,35.2149
210,87.1175,-0.5677000000000001,7.0709,8.7851,5.7825,25.223199999999995
211,318.4417,-2.08,-2.5435999999999996,8.8105,5.4237,29.7269
212,148.2928,-0.04729999999999975,4.6327,8.5266,3.6741,25.351699999999997
213,0.0,-0.14189999999999994,-0.6936000000000005,8.5615,5.2008,41.5859
214,428.3092,0.7568999999999998,-0.9409000000000005,8.778587353038153,6.4924,36.5919
215,144.7517,0.3784000000000001,-5.326399999999999,8.3675,5.4535,22.231599999999997
216,209.57480000000004,0.0,2.8009000000000013,8.5494,4.0832,22.321599999999997
217,82.6132,0.2837999999999999,-10.6036,8.5405,6.8752,25.934
218,202.0477,0.2837999999999999,-5.9045,9.2291,6.2047,16.3975
219,224.1947,-0.8988000000000002,-4.768200000000001,8.941,3.8697,43.098
220,46.3631,0.23650000000000015,12.8982,9.2007,8.285,47.8124
221,186.7257,0.7568999999999998,5.65,8.5135,9.0309,26.336599999999997
222,0.0,-0.8988000000000002,0.6055000000000005,9.4749,4.2645,19.1275
223,574.2933,-0.04729999999999975,1.0291000000000003,8.7867,6.679,25.724999999999998
224,399.28260000000006,-1.608,-2.5345,8.8581,2.7794,34.0106
225,20.2564,0.7568999999999998,1.8246612780112919,9.3998,8.8334,21.2653
226,0.0,-2.458,1.7018000000000013,8.6472,4.1438,41.1932
227,133.887,-2.317,-3.0100000000000002,9.0639,2.7758,20.6644
228,209.34390000000002,-0.4258000000000001,5.03,8.798376379824228,5.085783553612253,14.6482
229,0.0,0.23650000000000015,0.2336000000000001,8.6556,4.257300000000001,24.8632
230,457.54190000000006,-1.608,-1.7899999999999996,8.4278,2.2725,30.217200000000002
231,0.0,-0.9934,-0.18819999999999973,9.065,4.4714,11.786
232,129.3373,-3.1189999999999998,-3.9509000000000007,8.5735,4.133500000000001,21.0376
233,55.2829,0.2837999999999999,-8.4836,8.5177,6.991799999999999,24.965499999999995
234,143.0412,0.7568999999999998,3.880000000000001,8.8505,4.6953,32.7596
235,83.75153144899265,0.0946000000000002,0.6782000000000007,8.8249,4.7511,30.812599999999996
236,144.101,-0.5677000000000001,5.794499999999999,8.9562,6.0735,57.6061
237,0.0,-0.5677000000000001,1.5645000000000016,8.7164,6.6138,19.8777
238,127.90020000000001,-0.14189999999999994,6.849099999999998,9.0061,4.3849,20.2307
239,189.9209,-0.8988000000000002,4.933599999999998,9.0744,5.8227,20.8626
240,412.8881,-3.025,-3.8655,8.6611,6.381,24.0438
241,35.8041,0.14189999999999994,2.2245204128778755,9.094,5.7213,57.7848
242,333.7533,-3.5429999999999997,1.7318000000000002,8.6544,3.7079,36.9884
243,130.435,-2.789,-5.52,8.58,3.7167,31.396499999999996
244,651.1494,-3.5429999999999997,-0.6327000000000005,8.8581,3.0271,31.803099999999997
245,304.6005,0.04729999999999975,5.177299999999999,8.2638,4.8457,32.2595
246,753.8644,-0.7096,1.1526999999999987,8.6005,5.4141,24.0418
247,364.9575,-2.08,-2.5345,8.5862,2.8331000000000004,24.2244
248,88.8481,0.5203999999999996,-3.9618,8.2061,4.9627,22.861399999999996
249,0.0,-0.6149999999999999,0.6999999999999993,9.088,7.0696,32.5922
250,691.0327,-0.1891999999999997,-1.8045000000000004,8.6024,7.2043,24.3754
251,17.8868,-0.5677000000000001,2.841355258736086,9.5642,3.1529,43.512
252,234.2825,0.14189999999999994,-3.1927000000000008,8.4537,3.0517,23.911
253,15.2868,0.0,0.16915857334914935,8.914374766158312,5.9742,34.3099
254,289.37359175287037,0.23650000000000015,-0.7036000000000008,8.3324,4.8678,24.590399999999995
255,156.4001,-3.591,-4.2327,8.8546,7.7983,42.8604
256,121.08460000000001,0.0,6.739100000000001,8.934964485311102,6.9887,10.6601
257,322.0119,-1.939,3.217300000000001,8.7597,5.4916,35.1704
258,207.71010000000004,0.0,3.9382,8.4092,4.8265,39.3949
259,677.3865,-0.5677000000000001,1.1617999999999997,8.5596,10.5293,35.7487
260,177.1014,-0.7568999999999998,-3.4500000000000006,8.886,5.9053,48.6777
261,0.0,-0.5677000000000001,1.1273000000000002,9.2171,2.8783999999999996,31.6632
262,0.0,-1.8300000000000003,0.7955000000000002,8.8909,2.4776,17.896
263,151.1472,-0.8042000000000002,3.5264,8.7662,6.2851,18.111
264,236.87140000000002,0.0,-3.2717999999999994,8.5571,4.0368,21.271
265,167.0091,-3.5429999999999997,-2.3891,8.9221,5.9176,53.3906
266,133.8615,0.0,-5.7373,8.81731854051992,6.2186,34.6773
267,0.0,-0.23650000000000015,-0.1544999999999997,9.4749,4.426300000000001,24.0691
268,335.2623,-0.14189999999999994,1.1782000000000001,8.7418,6.4326,17.1475
269,0.0,1.939,-0.22820000000000032,8.5788,5.720219960638857,25.361299999999996
270,0.0,0.04729999999999975,0.3418000000000002,9.4257,4.5494,26.476900000000004
271,68.4894,-0.4258000000000001,9.5927,8.9416,4.018600000000001,40.8978
272,704.5238,-0.7568999999999998,-1.1455000000000006,9.3181,4.1182,23.0106
273,620.4214,0.4730999999999999,0.5608999999999996,9.0121,2.8961,14.279900000000001
274,127.6609,-2.742,4.5355,8.0787,4.1739,13.8863
275,414.0704,0.5203999999999996,-1.9899999999999995,8.1409,5.941,36.8863
276,588.8176,0.0,-0.9918000000000003,8.8384,3.4182,22.881
277,349.2743,0.0946000000000002,-2.5682,8.6799,3.2156,38.251
278,276.8524,0.0,2.9691000000000005,8.7552,3.4776,10.8581
279,0.0,-3.591,-0.01640000000000043,8.8548,4.2753,36.5649
280,440.3351,-0.4258000000000001,2.9863999999999984,8.9036,3.95,28.713100000000004
281,0.0,-0.9461000000000002,0.08550000000000071,9.2016,7.3841,17.0958
282,228.14137145936664,-0.8988000000000002,0.5763999999999992,8.3273,4.142500000000001,25.5239
283,98.6104,0.04729999999999975,3.336399999999999,8.4896,4.5331,14.6479
284,154.5001,0.5203999999999996,-4.919099999999999,8.3845,5.6678,50.7607
285,305.0027,-3.025,1.7082000000000002,8.9833,4.001,41.9054
286,81.4286,-2.553,-9.1,8.9857,6.1557,36.2937
287,60.333499999999994,0.0,12.4309,9.2658,10.2688,25.8126
288,40.4175,-0.9461000000000002,3.982985843472587,8.6527,5.8984,43.942
289,122.6506,-2.6,-4.1499999999999995,8.7199,3.8611,26.5712
290,0.0,-2.694,1.4054999999999997,8.7597,7.1475,20.6732
291,137.8644,-0.2837999999999999,4.8018,8.5952,6.4164,23.527599999999996
292,58.1528,-0.14189999999999994,5.915499999999999,8.2832,5.5662,21.740799999999997
293,366.3819,-2.694,-2.3364000000000003,8.8355,3.2527,52.9556
294,221.70139999999998,-1.088,-2.115499999999999,8.721112866198244,4.6677,18.8678
295,257.4561,-0.5203999999999996,2.279999999999999,9.2047,7.5564,55.0612
296,427.1744,-2.742,1.9335999999999984,8.2776,3.6107,24.341899999999995
297,287.4211,-0.04729999999999975,5.615500000000001,8.4891,2.9642,41.9657
298,60.8761,0.14189999999999994,-10.8745,8.8945,3.8138,48.4181
299,30.514100000000003,-0.5677000000000001,13.3709,8.8043,5.5966193716092985,23.1715
300,58.6936,0.8042000000000002,13.374499999999998,9.1757,5.0984,43.0048
301,0.0,-2.6,0.15360000000000051,9.4336,7.5974,24.924099999999996
302,484.0,0.9934,4.159099999999998,8.7402,2.9657,37.3314
303,129.1659,1.088,-5.024499999999999,9.5689,8.7115,23.703899999999997
304,81.8802,-0.5203999999999996,7.0591,8.5251,5.8522,15.823
305,196.71709999999996,-0.5203999999999996,2.1045000000000003,9.6938,10.5022,22.802799999999998
306,182.0257,-0.5677000000000001,2.5491000000000006,8.3006,5.603699999999999,20.4102
307,708.8157,0.23650000000000015,0.5981999999999995,9.2064,3.1248999999999993,21.7136
308,0.0,0.14189999999999994,-0.1773000000000004,8.5889,6.41,18.032
309,223.78050000000002,-0.1891999999999997,3.280000000000001,8.6324,3.5925,27.048100000000005
310,43.1458,-0.9934,1.6793801683251344,9.4043,8.5333,46.8422
311,196.789,-0.8988000000000002,3.3691,9.1637,5.0427,34.6758
312,31.428600000000003,-0.4730999999999999,1.7869838242774736,8.6789,4.525800000000001,30.9721
313,720.0396,-0.0946000000000002,1.3791000000000007,8.5334,9.2809,18.4484
314,334.0857,-0.9934,-3.1817999999999995,8.3267,6.16,16.2118
315,156.8025,-0.0946000000000002,-4.6173,8.886,5.0841,19.939
316,0.0,0.0,-0.8964000000000009,8.7283,4.4311,33.4113
317,292.7834,-0.6623,0.43889317590559,8.8505,5.753975092861352,16.7414
318,425.07779999999997,-0.9461000000000002,-1.4609000000000003,8.3267,7.3778,26.579999999999995
319,146.5461,0.7568999999999998,4.9745,9.0998,3.4412,18.7042
320,76.5159,-0.04729999999999975,5.907299999999998,9.3335,5.579899999999999,33.5482
321,0.0,0.6622999999999996,0.9026999999999998,8.6384,3.8619,22.544
322,646.4455,0.4730999999999999,0.9591000000000008,8.7015,3.1241,43.3339
323,114.4298,0.0946000000000002,-3.2509,8.6309,7.3364,26.9323
324,159.5537,-0.04729999999999975,3.2591,8.5232,6.260455887142817,33.0931
325,618.75,-3.591,-0.8726999999999994,8.6149,4.3145,19.3211
326,124.5155,0.0,4.4091,8.531,6.7011,33.1717
327,197.678,-2.364,-4.659099999999999,8.8889,5.8666,33.3189
328,297.6061,-0.14189999999999994,2.012699999999999,8.7994,4.571,31.1763
329,466.8149,-0.7096,1.0218000000000007,8.5987,3.4914000000000005,15.701799999999999
330,188.2393,-0.0946000000000002,4.042699999999999,8.9635,5.4374,19.5843
331,26.0402,-0.14189999999999994,3.9329689389800535,8.7487,3.0761,39.9146
332,115.5651,-0.04729999999999975,4.4563999999999995,8.5232,5.749925325329482,40.5005
333,414.38360000000006,-0.7568999999999998,1.8582000000000007,8.5735,6.818,38.9591
334,218.0515,-0.0946000000000002,4.3109,8.8741,4.502500000000001,27.403
335,0.0,-0.0946000000000002,0.2536000000000004,9.754,5.7431,30.4772
336,0.0,0.2837999999999999,0.6572999999999997,8.5298,7.111699999999999,41.1981
337,247.5357176663604,-0.7709000000000001,-1.5090999999999994,8.3823,6.8431,21.627199999999995
338,100.2214,-2.789,-5.747299999999999,9.0942,2.6227,33.8242
339,72.9303,-0.1891999999999997,7.774500000000001,9.2655,3.4881,40.7589
340,635.2304,-0.0946000000000002,1.4373,8.7812,9.2986,29.4499
341,44.9502,-0.3784000000000001,1.1362048656487538,9.4832,4.7381,54.1647
342,255.1802,-1.1349999999999998,2.4217999999999993,8.5862,5.6564000000000005,51.0526
343,430.9183,0.0,-3.2373,8.1605,4.4719,31.032899999999998
344,58.5837,-0.4258000000000001,10.770900000000001,8.5405,8.6732,29.2214
345,188.0806,-0.5203999999999996,2.211800000000001,8.5251,3.3887,18.591
346,95.8213,0.9461000000000002,-9.7682,9.7137,6.4163,23.4919
347,202.1169,0.6622999999999996,2.1472999999999995,9.2328,2.5138,33.9244
348,197.7457,-0.0946000000000002,-3.1455,8.5779,8.0986,15.6102
349,130.5882,0.0,-4.25,8.2061,5.000099999999999,33.6219
350,475.7265,1.088,1.0635999999999997,8.5987,7.3977,16.589
