,feature_60,feature_478,feature_421,feature_125,feature_349,feature_65,feature_299,feature_442,feature_332,feature_22,feature_563
17,1.9482,9.1675,2.7501,15.73,0.0381,34.628234914183935,0.0868,0.8222,0.094,-5410.5,261.168
18,8.1455,3.4324,0.5649,16.07,0.0253,11.8545,0.0359,0.6144,0.1011,-5233.75,264.272
19,4.9555,9.9444,3.0235,15.54,0.0184,15.0445,0.12570673571792548,0.9383,0.0622,-4173.970024483161,269.366
20,9.1882,5.9269,2.7521,15.92,0.014,30.8118,0.0565,0.5593,0.0968,-6363.0,262.68239719621266
21,2.2855,10.1458,2.126,15.66,0.0162,17.7145,0.0166,0.5836,0.0954,-6257.5,264.272
22,0.6191,7.5571,1.0582,15.79,0.0229,19.3809,0.0488,0.78,0.0929,-5607.25,251.03
23,-3.7509,3.369,1.6264,15.71,0.0209,23.7509,0.071,0.6373,0.1043,-5720.25,264.272
24,4.9118,4.8707,0.9131,15.73,0.0154,15.0882,0.045,0.7655,0.085,-5122.5,264.272
25,0.12,5.817,2.3232,15.84,0.0241,19.88,0.0601,0.9965,0.0883,-5434.0,263.02
26,1.8173,3.4949,2.6912,15.99,0.0445,18.1827,0.053,0.7928,0.0848,-6349.75,265.908
27,2.7927,3.9522,1.1494,15.87,0.0245,17.2073,0.0643,0.7233,0.0911,-5419.75,253.314
28,2.1109,8.8016,2.5678,15.84,0.0177,17.8891,0.0339,0.6667,0.0778,-6154.0,261.9507869599122
29,-4.4109,3.706,0.8233,15.75,0.0199,24.4109,0.1043,0.6641,0.0842,-5341.25,264.272
30,8.9136,7.1799,1.9599,15.73,0.0373,31.0864,0.0254,0.7584,0.0224,-5474.25,260.674
31,-2.0764,6.11,0.5995,15.95,0.0278,22.0764,0.0587,1.1255,0.0652,-6305.25,261.997612634999
32,0.5518,6.0246,1.6993,15.75,0.0273,19.4482,0.0286,1.0541,0.0875,-5639.75,264.272
33,-0.9364,2.9235,1.4106,15.73,0.017,20.9364,0.0816,0.442,0.0839,-5977.25,277.55
34,5.2064,4.0558,2.4229,15.92,0.0207,14.7936,0.0679,0.9238,0.0871,-5466.75,264.272
35,1.2836,12.043976418591186,1.9827,15.97,0.0319,18.7164,0.0472,0.6987,0.0775,-6279.0,264.47
36,1.0027,7.1443,1.9321,15.7,0.0221,18.9973,0.0175,0.656,0.0812,-5477.0,264.272
37,-2.6564,2.3646,1.5853,15.74,0.0256,22.6564,0.099,0.7534,0.0824,-5371.5,272.572
38,-0.0636,10.0705,1.3856,15.76,0.0253,20.0636,0.0257,0.8859,0.0699,-5176.25,256.014
39,3.9055,6.1617,2.1898,15.68,0.0164,34.628234914183935,0.038,0.6901,0.0224,-5641.25,263.176
40,2.0318,4.3582,0.758,15.77,0.0227,17.9682,0.0327,0.5317,0.1065,-5193.25,253.17
41,17.3873,5.7628,2.0262,16.05,0.0461,22.6127,0.0384,1.0644,0.0247,-5369.0,265.49
42,-0.1545,4.319,0.8954,15.73,0.0241,20.1545,0.0393,0.6815,0.0381,-5770.75,250.206
43,-0.3309,3.2036,1.686,15.8,0.0169,20.3309,0.0805,0.7053,0.0699,-5658.25,264.272
44,-5.7182,6.748,1.9769,15.85,0.0144,25.7182,0.045,0.5632,0.0969,-5282.75,264.272
45,3.65,6.0536,0.8225,15.98,0.0247,16.35,0.0351,0.8716,0.0833,-5936.0,250.292
46,25.5127,5.1949,3.0263,15.64,0.0151,14.4873,0.0433,0.7613,0.0778,-5657.75,261.542
47,-5.6473,6.4204,0.9489,15.85,0.0252,25.6473,0.088,1.1525,0.0254,-5226.5,249.548
48,1.8609,2.582,0.6982,15.75,0.0197,18.1391,0.1198,0.9136,0.0832,-5603.75,264.272
49,-4.4927,4.5795,1.865,15.75,0.0141,24.4927,0.0573,0.684,0.0381,-5508.5,264.272
50,17.4,5.1848,2.9276,15.77,0.0256,22.6,0.0813,0.9251,0.0964,-6112.25,262.938
51,1.6073,4.6249,1.6524,16.04,0.0232,18.3927,0.0144,0.7663,0.0623,-5422.0,262.0442261284223
52,0.8873,3.9097,2.2843,15.88,0.049993520511957476,19.1127,0.061,0.9251,0.1003,-6280.75,261.13060360516903
53,-2.7136,6.015,0.7504,15.78,0.0211,22.7136,0.0626,0.5669,0.0306,-5425.5,257.404
54,5.3382,6.0748,0.6393,15.74,0.0162,34.628234914183935,0.12570673571792548,0.7898,0.0779,-4173.970024483161,264.136
55,1.6373,6.026,1.0597,15.75,0.0236,18.3627,0.0454,0.8807,0.0813,-6310.25,250.0
56,2.9691,3.4708,0.7677,15.96,0.0141,17.0309,0.0397,0.577,0.0817,-5490.25,250.698
57,-1.0991,6.1979,0.5105,15.63,0.0154,21.0991,0.0337,0.9588,0.0658,-5273.0,248.774
58,2.9518,4.8857,1.9332,15.88,0.0194,17.0482,0.05,0.8435,0.0813,-5427.75,262.86782521154726
59,-10.37,4.4544,0.587,15.88,0.049993520511957476,30.37,0.0339,0.8384,0.0823,-6439.0,263.1820201370596
60,1.3445,3.9991,0.7364,15.73,0.0208,18.6555,0.074,1.0216,0.1044,-5250.75,251.156
61,1.1664,3.4878,0.8082225599581712,15.799571107939428,0.0220385313928323,18.8336,0.0452,0.7584,0.0706,-5153.25,256.73
62,0.1873,3.4793,1.5628,15.8,0.0248,19.8127,0.0494,0.6641,0.0686,-5359.25,268.152
63,0.4836,3.9691,2.2048,15.84,0.0185,19.5164,0.0467,0.9965,0.0914,-5575.25,263.066
64,4.0809,3.2357,3.4596,15.73,0.0208,15.9191,0.0387,0.7506,0.1061,-6029.0,264.272
65,18.3936,4.2732,2.1094,16.03,0.0386,21.6064,0.12570673571792548,0.7015,0.0859,-4173.970024483161,262.1611772597347
66,1.2809,4.3922,1.8251,15.67,0.0208,18.7191,0.0644,0.9396,0.086,-5371.25,266.8
67,0.5682,7.684,1.8931,15.88,0.0183,19.4318,0.0875,0.8435,0.0813,-5932.0,261.80197926636026
68,8.0955,6.9474,3.6139,15.75,0.049993520511957476,11.9045,0.0535,0.7928,0.0998,-6383.75,262.45570548589814
69,-1.97,2.8027,0.7325,15.75,0.0337,21.97,0.0866,0.481,0.0863,-5377.0,256.778
70,-8.2255,5.2293,1.4955,15.752890558082143,0.0138,28.2255,0.0813,0.6302,0.15596532402764018,-5393.25,261.436
71,-0.75,5.8268,1.7461,15.71,0.025,20.75,0.0803,0.6641,0.0875,-5692.5,261.234
72,0.1627,3.2662,2.0227,15.75,0.0215,19.8373,0.0119,0.7611,0.034,-5326.5,264.272
73,-1.9555,7.1548,2.6144,15.87,0.0201,21.9555,0.0564,0.7477,0.0241,-6453.75,264.272
74,-1.3018,5.6614,2.0111,15.51,0.0281,21.3018,0.0551,0.8471,0.0337,-5175.5,264.272
75,-0.0191,6.4234,0.6356,15.96,0.0149,20.0191,0.09,0.6335,0.0599,-5336.0,250.556
76,-2.0327,4.8172,2.107,15.84,0.0229,22.0327,0.0342,0.4254,0.03,-5305.25,280.32
77,3.0982,4.8741,0.9782,15.82,0.0192,16.9018,0.0884,0.7337,0.0895,-5548.25,264.272
78,-2.9609,7.3252,2.6642,15.57,0.0134,22.9609,0.0532,0.8136,0.0311,-5426.0,271.75
79,3.5436,4.3696,0.6798,15.7,0.0199,16.4564,0.1084,0.6927,0.0347,-5329.25,248.426
80,1.5127,8.4684,1.7616,15.97,0.0239,18.4873,0.0678,1.0189,0.0817,-6447.25,261.6280477555181
81,1.17,4.533,0.8233,15.88,0.0234,18.83,0.059,0.8146,0.0871,-5545.75,252.932
82,-0.8045,5.2201,0.9967,15.74,0.0152,20.8045,0.0835,0.7258,0.1092,-5439.25,256.832
83,2.99,6.8674,2.1239,15.87,0.0461,17.01,0.0654,0.577,0.1012,-5513.5,261.43220053870255
84,27.3427,6.7229,2.2424,15.7,0.0135,12.6573,0.0466,1.0959,0.0754,-6472.5,260.17
85,0.7,3.952,1.0328,15.65,0.0175,19.3,0.0849,0.8595,0.0858,-5339.5,264.272
86,10.9955,9.4756,3.0711,15.75,0.0306,29.0045,0.0355,1.1815,0.0937,-5633.25,262.2556869459534
87,1.7373,4.3682,2.7535,15.77,0.0269,18.2627,0.0859,0.8752,0.0909,-5763.75,263.02244334598987
88,-19.9927,6.6127,1.558,15.98,0.0323,34.628234914183935,0.0517,0.8716,0.0911,-5362.75,265.16
89,0.9573,5.5044,1.8251,16.01,0.0219,19.0427,0.0627,0.5194,0.1067,-5663.5,264.272
90,-3.3555,6.5896,2.2185,15.87,0.02001828361546352,23.3555,0.0249,0.7392,0.0782,-6408.75,266.832
91,-0.6327,5.515,1.1295,15.71,0.0169,20.6327,0.0205,1.0143,0.1087,-5434.25,264.272
92,5.0691,2.7352,2.2274,16.07,0.0193,14.9309,0.0697,0.745,0.1058,-5138.5,272.312
93,11.2909,10.7271,2.3213,15.91,0.021,8.7091,0.038,0.8435,0.0925,-5343.0,265.432
94,-2.6109,2.5503,0.728,15.89,0.0151,22.6109,0.0539,0.7032,0.0841,-5621.0,264.272
95,-0.3736,5.7983,0.985,15.95,0.0127,20.3736,0.0536,0.7643,0.0848,-5135.0,261.78425301956344
96,-1.1391,3.3645,3.974970864382434,15.94,0.0204,21.1391,0.0413,0.9079,0.0619,-5750.0,250.78
97,-4.99,4.3431,1.2342,15.72,0.01903389821495519,24.99,0.0367,0.8229,0.0832,-5491.75,251.976
98,-0.9091,4.2125,2.1252,15.51,0.0176,20.9091,0.0554,0.7611,0.1111,-5160.75,272.74
99,1.8164,5.801,1.9196,15.66,0.0226,18.1836,0.0824,0.9726,0.0685,-5763.0,262.8239090974464
100,0.1227,6.0602,1.8766,15.85,0.0262,19.8773,0.0394,0.7928,0.0998,-6391.5,261.498994246611
101,0.8745,5.0466,2.2727,15.92,0.0125,19.1255,0.0525,0.869,0.0264,-6409.5,262.5048166431687
102,-1.0182,6.2631,0.6018,15.75,0.0142,21.0182,0.0921,0.466,0.0858,-5966.75,251.252
103,0.3036,6.8782,0.8932,15.76,0.0189,19.6964,0.0307,1.062,0.0969,-6259.5,264.272
104,2.0509,8.3516,2.1524,15.84,0.026,17.9491,0.0881,0.6163,0.0845,-5445.25,264.272
105,22.7927,8.4149,0.5819,15.77,0.0352,17.2073,0.0573,1.0551,0.0529,-5707.5,262.5081011610625
106,4.1464,8.2175,1.8864,15.63,0.0202,15.8536,0.0338,0.6222,0.0865,-5618.75,259.932
107,0.3245,8.9509,0.8376,15.62,0.049993520511957476,19.6755,0.0341,0.6796,0.1114,-5390.0,264.272
108,6.1527,2.6252,0.9826,15.85,0.0183,13.8473,0.0231,0.9639,0.0915,-5487.25,250.676
109,-1.8473,8.9647,2.3236,15.83,0.0249,34.628234914183935,0.0706,0.8556,0.0946,-5518.0,264.774
110,-1.6436,7.076,1.4712,15.72,0.0202,21.6436,0.0489,0.8133,0.1071,-5539.5,261.24
111,2.2982,4.252,0.9955,15.71,0.0171,17.7018,0.0229,0.593,0.0861,-5402.0,266.644
112,23.8864,3.626,0.6129,15.74,0.0395,16.1136,0.0438,0.6641,0.0785,-6599.25,243.712
113,3.8109,5.1132,1.2073,15.84,0.0146,16.1891,0.0659,0.9274,0.15596532402764018,-5260.25,264.272
114,-6.74,4.736,1.6664,15.61,0.0195,26.74,0.0661,0.3973,0.0452,-5415.25,273.694
115,2.2618,8.7071,1.775,15.71,0.0253,17.7382,0.077,0.7852,0.0989,-5641.0,264.298
116,1.9245,4.6417,0.4866,15.99,0.0136,18.0755,0.0561,1.0918,0.0932,-5803.0,250.11
117,-0.4409,6.1962,1.4757,15.7,0.0175,20.4409,0.0666,0.5779,0.1187,-5125.75,264.272
118,27.651774908140876,6.5265,1.836,15.76,0.0432,11.5773,0.0823,0.8446,0.0529,-5497.75,262.637252490895
119,2.4209,6.6675,3.974970864382434,15.82,0.0218,17.5791,0.0176,0.5478,0.1141,-5451.75,261.262
120,-0.81,12.043976418591186,2.7057,15.74,0.0294,20.81,0.0572,1.0135,0.0936,-6310.25,262.101388886328
121,-3.1696148297326268,5.621176959513042,1.7405,15.82,0.0153,20.340857993813362,0.0534,0.7093,0.0834,-5420.25,265.378
122,-17.9336,4.7846,1.7306,15.78,0.0237,34.628234914183935,0.0332,0.7574,0.0871,-6364.25,260.87
123,-0.7155,2.1779,2.1813,15.73,0.0245,20.7155,0.0465,0.593,0.0939,-5729.25,266.126
124,4.1509,5.0601,1.1449,15.85,0.0285,15.8491,0.0945,0.8343,0.084,-5566.75,247.374
125,3.9673,5.5115,0.6254,15.7,0.0171,16.0327,0.0305,1.1213,0.15596532402764018,-6411.0,264.272
126,-3.65,4.6997,0.8176,15.77,0.0261,23.65,0.073,0.5779,0.1103,-5217.25,247.772
127,-1.9855,7.9214,0.4724,15.77,0.0197,21.9855,0.0559,0.8159,0.0855,-5329.0,262.42810986113534
128,-3.88,4.8058,2.9509,15.73,0.0122,23.88,0.0268,0.6268,0.0315,-5153.5,264.272
129,5.8045,8.0418,1.2537,15.61,0.0248,14.1955,0.0389,0.8159,0.0824,-5452.75,260.13
130,-0.9945,6.5778,2.1512,15.82,0.0284,20.9945,0.0804,1.0541,0.1065,-5477.5,272.668
131,-4.6636,4.3419,2.7454,15.8,0.0224,24.6636,0.0425,0.7477,0.0857,-5592.75,269.484
132,-19.1518,3.4781,1.4538,15.766969965575727,0.0283,34.628234914183935,0.0344,0.9836,0.15596532402764018,-6563.75,265.006
133,3.2509,5.7289,0.7672,15.9,0.0222,16.7491,0.1053,0.9048,0.0932,-5508.75,264.272
134,2.3318,5.6591,1.4371,15.87,0.025540086732499967,17.6682,0.0225,0.9175,0.1051,-6416.25,267.712
135,5.4018,3.3141,3.5447,15.79,0.0146,14.5982,0.0519,0.8235,0.0848,-6565.5,261.57933628588336
136,-0.5691,3.3826,0.8435,15.73,0.0156,20.5691,0.0559,0.811,0.0939,-6420.25,248.468
137,-21.830014838710813,6.0188,1.8808,15.75,0.0362,34.628234914183935,0.0828,0.7574,0.0968,-5563.5,264.272
138,-1.0573,3.3903,3.974970864382434,15.97,0.024,21.0573,0.0653,0.7643,0.0775,-5055.5,284.73166230454297
139,-6.8764,4.0285,1.7813,15.98,0.0195,26.8764,0.0295,0.6163,0.0452,-5729.5,279.076
140,2.8136,5.8022,1.9253,15.73,0.0164,17.1864,0.0358,0.7139,0.0897,-5195.75,267.726
141,-3.7245,5.1156,2.6715,15.73,0.0307,23.7245,0.0554,0.9175,0.0368,-6194.0,274.576
142,-1.2182,5.243,2.1351,15.87,0.0342,21.2182,0.0357,0.7477,0.0938,-6411.75,267.428
143,-5.68,8.4634,2.3414,15.85,0.0245,25.68,0.0933,0.573,0.0301,-5422.75,284.73166230454297
144,1.2518,4.0841,1.775,15.61,0.0372,18.7482,0.0334,0.7532,0.0819,-6473.25,264.272
145,-0.1145,5.2041,1.02,15.85,0.0229,20.1145,0.0767,0.573,0.0323,-5404.5,252.594
146,19.5609,6.634,2.4078,15.87,0.0243,20.4391,0.0493,0.7507,0.0969,-6426.5,261.9226531472561
147,-3.7673,5.8656,1.9113,15.74,0.0293,23.7673,0.0522,0.6787,0.0304,-5656.75,264.272
148,-3.6855,5.7486,1.3434,15.96,0.0291,23.6855,0.0526,0.9588,0.0852,-6234.5,265.448
149,3.3918,5.4606,1.1369,15.97,0.022,16.6082,0.0559,0.3963,0.0849,-6590.75,264.272
150,-2.5036,5.4421,0.7179,15.73,0.0128,22.5036,0.0513,1.0186,0.0373,-5062.25,264.272
151,16.2418,6.1628,2.7813,15.85,0.0293,23.7582,0.0407,0.9683,0.0246,-6277.75,268.064
152,4.6609,4.2114,2.0708,15.8,0.0386,34.628234914183935,0.12570673571792548,1.0459,0.0786,-5073.25,261.2
153,1.5882,2.8513,2.6078,15.82,0.0169,34.628234914183935,0.0734,0.7584,0.0734,-5175.5,262.48533909624996
154,24.14,8.171,3.1339,15.85,0.0187,15.86,0.091,0.7059,0.0969,-5242.25,262.1458284745866
155,0.1518,3.0125,1.0383,15.92,0.0239,19.8482,0.0523,0.7928,0.1003,-5064.0,248.276
156,8.0636,6.2537,2.4536,15.72,0.0244,31.9364,0.0458,0.7524,0.0964,-4781.5,262.798
157,25.0836,8.3929,3.4671,15.86,0.037,14.9164,0.03,0.5955,0.0789,-6097.75,264.188
158,3.2655,7.2471,2.3014,15.61,0.0145,16.7345,0.0678,0.577,0.0865,-5636.75,264.36
159,2.2009,3.977,1.3672,15.64,0.0191,17.7991,0.0853,0.5194,0.1067,-5422.25,273.0
160,-6.6409,2.9266,0.862,15.7,0.0186,26.6409,0.0945,1.1623,0.0811,-5455.25,264.272
161,-3.7045,6.9715,2.2267,15.7,0.0264,23.7045,0.0571,0.8616,0.1017,-5339.0,264.272
162,-2.63,4.9807,1.8963,15.91,0.0221,22.63,0.0169,0.5377,0.0819,-5628.0,261.5604948762516
163,-2.7282,2.8666,1.0244,15.7,0.0143,22.7282,0.0362,0.7677,0.0939,-5181.75,264.272
164,2.6718,2.7091,1.7514,15.8,0.0213,17.3282,0.0796,0.9048,0.15596532402764018,-5604.5,266.568
165,1.0045,6.8317,0.8049,15.85,0.0264,18.9955,0.064,0.8883,0.0932,-5669.75,249.896
166,1.6018,3.6852,2.1633,15.57,0.0151,18.3982,0.0321,0.7532,0.0792,-6586.0,264.272
167,20.7209,4.6032,3.3969,15.8,0.0462,19.2791,0.0575,0.7408,0.0804,-6205.0,263.24300064607866
168,-3.1255,4.0177,0.6876,15.71,0.0203,23.1255,0.0501,0.9332,0.1088,-5870.5,264.272
169,4.0991,3.9273,2.3478,15.84,0.0289,15.9009,0.0495,0.6576,0.0873,-5415.0,264.272
170,-6.3391,2.5684,1.3299,15.72,0.0158,26.3391,0.0667,0.8859,0.1087,-4951.25,264.272
171,6.2455,5.0709,0.8252,15.85,0.0277,13.7545,0.054,0.768,0.0915,-6408.75,261.2921267587875
172,10.2109,4.8214,2.4317,15.8,0.0405,29.7891,0.0953,0.7162,0.0734,-5683.75,263.2190492767365
173,26.7745,5.7668,2.1292,15.8,0.0371,13.2255,0.051,1.0959,0.0729,-6362.5,265.296
174,-0.7245,4.6526,1.5148,15.74,0.014,20.7245,0.029,1.0541,0.0841,-5704.5,267.526
175,-0.2709,3.3925,0.5628,15.56,0.0247,20.2709,0.0243,0.9066,0.0324,-5394.25,253.892
176,10.8955,4.3312,2.2772,15.77,0.0328,29.1045,0.0601,0.7524,0.1004,-5593.75,262.65609399269096
177,27.651774908140876,12.043976418591186,1.8718,15.74,0.0162,10.8082,0.0636,0.8446,0.0786,-5653.75,263.738
178,-1.0909,5.7275,2.5222,15.71,0.0177,21.0909,0.0779,0.8859,0.0686,-5346.25,264.272
179,-0.5655,4.8219,2.1379,15.73,0.0209,20.5655,0.0478,0.7277,0.0315,-6106.25,270.686
180,-2.8818,5.3451,2.3022,15.89,0.015,22.8818,0.0193,0.8146,0.065,-5389.75,271.168
181,3.1136,7.6393,1.1073,15.84,0.0296,34.628234914183935,0.0588,0.9059,0.0257,-6406.25,247.164
182,-7.0082,7.8141,2.1375,15.69,0.0296,27.0082,0.0412,0.9276,0.1088,-5303.0,264.272
183,3.0718,6.275,1.955,15.75,0.0207,16.9282,0.0989,0.6385,0.0851,-5524.5,270.158
184,-1.5036,2.8462,2.0028,15.74,0.0269,21.5036,0.0435,0.7852,0.0863,-5378.0,264.272
185,3.1845,5.4338,1.6881,15.93,0.0182,16.8155,0.0492,1.0189,0.0856,-6448.25,266.496
186,22.7173,5.3468,2.7002,15.9,0.0219,17.2827,0.1044,0.8556,0.1013,-5302.75,250.474
187,-12.1527,5.0961,1.6525,15.77,0.0132,32.1527,0.0367,1.148,0.0759,-6349.5,262.136
188,2.32,4.7428,2.9692,15.76,0.0264,17.68,0.059,0.685,0.084,-5228.25,272.624
189,0.7864,5.0348,1.9955,15.69,0.0217,19.2136,0.0425,0.6796,0.0323,-5307.75,277.982
190,-2.4818,3.3746,1.8234,16.01,0.0202,22.4818,0.0456,0.6385,0.0824,-5719.0,268.894
191,9.3336,8.5107,1.4548,15.87,0.0153,30.6664,0.026,0.7898,0.0366,-5537.5,264.188
192,2.0427,8.6072,1.9924,15.72,0.0316,34.628234914183935,0.0521,0.9087,0.0993,-5336.5,262.29880241005964
193,2.43,3.6629,1.0834,15.93,0.0163,17.57,0.0405,0.9735,0.1017,-5397.25,264.272
194,0.3036,7.5994,2.0297,15.95,0.0216,19.6964,0.018,1.0078,0.0929,-5667.75,267.28
195,0.2464,6.4316,1.278,15.93,0.0241,19.7536,0.0322,0.8859,0.1017,-5313.5,264.272
196,1.2691,6.5857,1.2354,15.78,0.0301,18.7309,0.0834,0.6257,0.0621,-5528.75,258.346
197,0.2818,4.4168,1.4825,15.77,0.0261,19.7182,0.0507,0.5888,0.0852,-6211.25,262.98
198,-0.9236,6.5365,1.5611,15.71,0.0225,20.9236,0.0682,0.7954,0.1062,-5759.75,264.272
199,5.3782,5.5785,1.0077,15.83,0.0326,14.6218,0.062,0.8235,0.0803,-6401.75,251.098
200,0.8045,7.4993,1.8409,15.8,0.033,19.1955,0.0832,0.4749,0.0323,-5802.25,264.39
201,0.42,6.8146,2.0961,15.82,0.0212,19.58,0.0618,0.8616,0.0875,-5444.75,272.358
202,2.8236,7.9017,1.9215,15.71,0.0216,17.1764,0.0613,0.9525,0.0328,-5514.75,264.272
203,1.3282,2.8024,0.8874,15.454196657788039,0.0277,18.6718,0.0694,0.6644,0.0337,-5651.25,264.272
204,1.9936,6.7038,1.5426,15.67,0.0247,18.0064,0.0443,0.4382,0.0662,-5611.75,266.33
205,2.5855,3.1843,2.1252,15.62,0.0366,17.4145,0.0452,0.8198,0.0328,-5767.75,271.406
206,16.4073,6.6161,2.6824,15.9,0.0411,23.5927,0.0542,0.7158,0.0823,-6425.5,269.33
207,6.6827,5.5553,1.8492,15.8,0.0247,13.3173,0.0678,0.9238,0.0871,-5505.5,266.086
208,2.8245,4.2813,0.7962,15.9,0.0205,17.1755,0.0443,0.7928,0.0848,-6273.5,261.9259372934754
209,7.3164,3.2839,1.1332,15.8,0.0169,12.6836,0.0435,0.713,0.0896,-5585.25,247.666
210,7.0709,5.7825,1.9733,15.99,0.0205,12.9291,0.0484,0.4389,0.082,-6626.5,264.716
211,-2.5436,5.4237,2.1248,15.71,0.0192,22.5436,0.0635,0.4817,0.0814,-5305.75,267.884
212,4.6327,3.6741,2.4001,15.88,0.049993520511957476,15.3673,0.0772,0.9725,0.0977,-5469.5,249.402
213,-0.6936,5.2008,1.1627,15.94,0.0196,20.6936,0.0293,0.832,0.0664,-5279.5,251.508
214,-0.9409,6.4924,0.7652,15.83,0.0122,20.9409,0.0349,0.7681,0.0652,-5536.0,249.254
215,-5.3264,5.4535,0.9079,15.73,0.0163,25.3264,0.0481,0.6268,0.0356,-5636.0,264.272
216,2.8009,4.0832,1.297,15.93,0.020510581796568866,17.1991,0.0188,0.7865,0.0818,-6456.25,256.698
217,-10.6036,6.8752,0.6016,15.82,0.0176,30.6036,0.0475,0.9059,0.0969,-6402.75,261.2560281168907
218,-5.9045,6.2047,3.2785,15.92,0.0272,25.9045,0.0447,0.811,0.0747,-6367.0,264.272
219,-4.7682,3.8697,1.0596,15.56,0.0238,24.7682,0.0373,1.026,0.1005,-5552.0,259.108
220,12.8982,8.285,0.9323,15.79,0.0341,27.1018,0.12570673571792548,0.7015,0.0746,-4173.970024483161,243.178
221,5.65,9.0309,0.9712,15.85,0.0165,14.35,0.0564,1.0393,0.0929,-5278.0,260.9926228105769
222,0.6055,4.2645,1.4585,15.56,0.0264,19.3945,0.0339,0.9525,0.1104,-5591.75,264.272
223,1.0291,6.679,1.7501,15.75,0.0208,18.9709,0.059,0.78,0.0848,-5711.0,264.272
224,-2.5345,2.7794,1.5833,15.77,0.0228,22.5345,0.0548,0.6373,0.1187,-5394.75,260.832
225,27.3,8.8334,2.7269,15.83,0.0116,12.7,0.0513,0.596,0.0946,-6448.0,262.21952470186227
226,1.7018,4.1438,1.3701,15.6,0.0211,18.2982,0.0505,0.7611,0.1055,-5078.75,266.612
227,-3.01,2.7758,0.5965,15.69,0.0243,23.01,0.0612,0.9091,0.0851,-5190.0,264.272
228,5.03,12.043976418591186,2.2181,15.83,0.013,34.628234914183935,0.0284,0.7584,0.0779,-5546.5,262.644
229,0.2336,4.2573,1.3857,15.74,0.0172,19.7664,0.0194,0.6163,0.0935,-5207.25,263.936
230,-1.79,2.2725,1.5165,15.77,0.0151,21.79,0.0313,0.7558,0.0841,-5445.5,265.89
231,-0.1882,4.4714,0.8135,15.72,0.0273,20.1882,0.0703,0.8452,0.1104,-5822.75,251.418
232,-3.9509,4.1335,1.1642,15.93,0.0236,23.9509,0.0625,0.9075,0.1088,-5535.0,264.272
233,-8.4836,6.9918,2.7878,15.92,0.0175,28.4836,0.0401,0.8384,0.0823,-6374.75,264.802
234,3.88,4.6953,0.7131,15.77,0.0381,16.12,0.0443,0.687,0.097,-6279.5,261.5735833419153
235,0.6782,4.7511,2.543,15.9,0.0184,19.3218,0.0569,0.6302,0.077,-5545.0,261.714
236,5.7945,6.0735,1.3642,15.86,0.0242,14.2055,0.0314,0.9444,0.0894,-5300.5,259.102
237,1.5645,6.6138,1.0315,15.76,0.018935127981589663,18.4355,0.036,0.8569,0.1104,-5222.0,264.272
238,6.8491,4.3849,1.2181,15.82,0.0272,13.1509,0.0098,0.5374,0.0901,-5418.75,268.032
239,4.9336,5.8227,1.2591,15.73,0.0284,15.0664,0.0603,0.4782,0.15596532402764018,-5519.25,264.272
240,-3.8655,6.381,1.8574,15.71,0.0203,23.8655,0.0541,0.7719,0.1033,-5554.5,260.564
241,21.7573,5.7213,0.7752,15.8,0.011,18.2427,0.039,0.7613,0.0776,-7134.1855407522135,242.286
242,1.7318,3.7079,2.3522,15.65,0.028,18.2682,0.083,0.6641,0.0686,-5295.0,264.272
