,feature_1,feature_20,feature_22,feature_34,feature_42,feature_60,feature_91,feature_92,feature_103,feature_104,feature_112,feature_116,feature_118,feature_122,feature_130,feature_131,feature_248,feature_288,feature_320,feature_337,feature_342,feature_421,feature_461,feature_469,feature_524,feature_588
10,3028.08,12.5967,-5345.25,9.534,2.305,2.9282000000000004,8078.23,0.019299999999999987,-0.03740000000000001,-0.0086,229.0942,681.0371,55.9011,15.95,0.5203999999999996,0.6778,0.027380936840727392,0.2194,7.2602,8.5805,2.4674,1.4902,13.0192,234.2751,0.1342023559140735,0.01
11,3003.82,12.4998,-5192.5,8.5288,3.1820000000000004,5.499099999999999,8564.1802,-0.030100000000000005,-0.016599999999999993,-0.0105,230.80592861125524,729.4385,56.4388,15.94,-0.5677000000000001,0.6786,0.0217,0.1281,11.3343,11.094,2.3933,2.2458,27.419400000000003,75.6489,0.07956433350232087,0.0226
12,2990.57,12.537300000000002,-6623.75,8.1605,2.759,-2.5026999999999995,8808.85,-0.1331,0.009900000000000003,-0.0094,233.8565,801.3997,56.3776,15.699999999999998,0.0,0.7048,0.03392515578853849,0.1273,4.2805,10.1164,3.1730999999999994,2.5141999999999998,33.2053,528.6233,0.09539999999999998,0.0121
13,2986.5,12.4849,-5416.0,8.8043,5.044,0.3400000000000003,8303.47,-0.02720000000000001,-0.0323,-0.013,230.83659867592868,722.202,59.0911,15.96,-0.9461000000000002,0.7527,0.015299999999999998,0.1075,6.6974,11.13,3.2261,0.9559000000000001,30.5482,0.0,0.0918,0.0277
14,3035.4438471157596,12.5914,-5187.25,8.7556,4.194,4.1691,8508.81,0.04250000000000002,-0.0867,-0.0121,234.1616,725.1428,59.6793,15.82,-0.4258000000000001,0.6888,0.02220534899780919,0.0812,4.6509,10.0258,3.0012999999999996,0.8172999999999999,24.0618,306.3018,0.1061,0.0121
15,2913.4,12.5488,-5153.750000000001,8.5571,2.791,-3.7400000000000007,9303.0001,0.03299999999999998,-0.04000000000000001,-0.0098,231.8430954325969,762.0218,56.77839999999999,15.750000000000002,-3.4960000000000004,0.5638,0.029166727067912734,0.1219,8.643,10.0281,1.547,1.653,55.391,148.1283,0.10054001625849841,0.012700000000000001
16,3018.8,12.452149583825861,-5334.749999999999,9.131,3.3120000000000007,2.4862004636245816,9207.0201,0.0,0.0,-0.0108,231.8164,735.5572,59.0958,15.8,0.0,0.7865,0.02925337549844706,0.0711,8.7444,8.183254305684327,2.661697758004848,0.9921,44.9213,68.62175023982336,0.0837,0.013500000000000002
17,2942.41,12.6278,-5410.500000000001,8.5687,3.186,1.948200000000001,8738.47,0.01599999999999999,0.005199999999999995,-0.0072,231.2237353808083,749.6408,57.4901,15.77,0.0,0.8217,0.0167,0.2159,9.9818,10.2062,3.8317999999999994,2.7501,20.7031,684.2277,0.0527,0.0355
18,2848.46,12.4716,-5233.75,8.7187,2.826,8.145499999999998,9280.83,0.06359999999999999,-0.026499999999999996,-0.0114,229.8595,798.0013,59.280021809642,16.02,-0.7568999999999998,0.7403,0.029058042641210615,0.0834,8.8329,12.8157,1.5118,0.5649,25.4407,217.05360000000002,0.1064429937877014,0.0159
19,3010.26,12.4049,-6093.2542379519755,8.441,3.134,4.9555,8531.5401,-0.08229999999999998,0.03700000000000001,-0.0097,231.72070612041705,691.3175,58.74580000000001,15.59,-0.14189999999999994,0.6847,0.0354,0.0903,6.368999999999999,8.8046,4.030899999999998,3.0235,14.845299999999998,75.2706,0.1072,0.0227
20,3033.29,12.6278,-6363.0,9.5642,2.888,9.188200000000002,8981.2399,0.015599999999999994,-0.008400000000000005,-0.0086,232.2457176346095,809.4099,59.8003,15.83,-0.3784000000000001,0.7463000000000001,0.0202,0.15324660096616372,10.0419,8.4756,2.903,2.7521,26.160999999999998,83.4768,0.0644,0.014200000000000003
21,2941.23,12.58,-6257.5,8.6706,3.5149999999999997,2.285499999999998,8586.1801,-0.1071,0.0479957629730885,-0.006199999999999999,231.38897035857926,730.9317,59.5427,15.65,1.0399999999999998,0.657,0.020389418902464672,0.1179,6.6024,9.93832932529391,3.158278102135669,2.126,16.8406,722.3947,0.04519999999999998,0.0189
22,3043.22,12.4849,-5607.25,8.7867,2.9559999999999995,0.6191000000000005,8881.1499,0.09989999999999999,-0.04419999999999999,-0.008,230.86575127131167,742.3405,58.4837,15.740000000000002,-0.9461000000000002,0.6893,0.04440000000000001,0.2329,6.2683,11.5569,3.4032,1.0582,28.830399999999997,0.0,0.10780000000000002,0.0335
23,3021.61,12.412399999999998,-5720.25,8.8581,5.31,-3.7508999999999997,8562.79,0.10239999999999999,0.024399999999999988,-0.0086,230.42295560937328,710.5846,59.3419,15.729999999999999,-3.449,0.6745088687478173,0.02156716309250566,0.2818,9.5407,9.9534,1.5594,1.6263999999999998,21.7993,220.47989999999996,0.147,0.02
24,3048.76,12.512000000000002,-5122.5,8.8624,2.6730000000000005,4.911800000000001,9060.0199,0.011799999999999988,0.028600000000000007,-0.0114,233.3418,782.5507,57.18690000000001,15.750000000000002,0.7096,0.8542999999999998,0.0196,0.0752,8.1451,9.5915,2.5103,0.9130999999999999,36.519,129.6872,0.0656,0.0113
25,3011.465133285707,12.476099999999999,-5434.0,8.6397,0.9003,0.1200000000000001,9233.7999,-0.1293,0.0776,-0.0092,231.6598814676337,804.2368,58.690799999999996,15.87,-0.4258000000000001,0.7784999999999999,0.028873891165397687,0.1078,7.1292,9.1303,2.9002999999999997,2.3232,31.398700000000005,0.0,0.0828,0.006
26,2943.9,12.475300000000002,-6349.75,9.5713,2.5010000000000003,1.8172999999999986,8639.07,0.025700000000000004,-0.0785,-0.016,232.54265642408686,763.2943,59.4203,15.92,0.23650000000000015,0.7286999999999999,0.0205,0.1032,9.9673,8.5625,1.9383,2.6912,47.66959972587551,423.1616,0.0258,0.0159
27,2965.41,12.503948257806535,-5419.75,8.2345,2.272,2.7927000000000004,8742.249899999999,0.004999999999999999,0.0195,-0.0091,230.9354,815.9082,58.3601,15.87,-0.8042000000000002,0.7003,0.02470355740951933,0.1437,8.8706,8.674,1.8276000000000001,1.1494,19.1756,138.5742,0.1126,0.021
28,3030.27,12.4608,-6154.0,9.1502,3.978,2.1108999999999996,9238.3601,0.13969999999999996,0.022099999999999995,-0.004200000000000001,231.61706717542813,806.2734,58.82299999999999,15.83,-0.4730999999999999,0.7589,0.046055816260585615,0.1207,5.168499999999999,8.099,4.1816,2.5678,23.6929,162.4892,0.09879999999999999,0.0151
29,3035.89,12.58,-5341.25,8.6544,2.5840000000000005,-4.410900000000001,8628.6799,-0.028000000000000004,0.0371,-0.0101,230.123,730.2174,59.4322,15.84,-2.553,0.8014,0.03444248757634377,0.1541,6.7671,8.0188,1.7378,0.8233000000000001,32.6596,184.7692,0.0853,0.0181
30,2943.58,12.5698,-5474.250000000001,8.979049280893568,2.419,8.913600000000002,8527.2501,0.1834,-0.0483,-0.0039,231.36516670648848,737.8589,59.0911,15.740000000000002,-0.3310999999999997,0.7681,0.03160467594996772,0.1116,6.1812,7.9086,2.9372999999999996,1.9599,53.5488,141.1321,0.09719999999999997,0.0145
31,3006.39,12.5218,-6305.25,8.5891,2.9150000000000005,-2.0764000000000005,8763.57,-0.010900000000000005,-0.05739999999999999,-0.0141,234.21806291448374,755.3514,59.06439999999999,15.93,-1.655,0.7590999999999999,0.0162,0.12470000000000002,8.1083,10.3051,2.9180999999999995,0.5995,33.3826,344.8336,0.11550000000000002,0.0102
32,3007.75,12.5488,-5639.749999999999,8.287,3.0879999999999996,0.5517999999999998,8875.2099,-0.0036000000000000064,0.01739999999999999,-0.0123,231.79839212571073,782.4785,58.628790375384135,15.77,0.04729999999999975,0.6423,0.0225,0.1373,8.6604,9.7387,2.4760000000000004,1.6993,56.318000000000005,0.0,0.09011445728835706,0.013900000000000001
33,2936.51,12.4059,-5977.250000000001,8.5851,2.41,-0.9363999999999992,8163.3701,-0.0288,0.033599999999999984,-0.0158,230.0787,682.5904,58.2257,15.79,-2.222,0.7822,0.022531362008015025,0.0877,7.3995,8.7863,1.4554,1.4106,22.4105,744.3689,0.0711,0.0093
34,3021.83,12.4349,-5466.75,8.572,2.951,5.2063999999999995,8812.8499,0.0,0.0,-0.0102,231.1416,744.1374,58.6223,15.9,0.0,0.8536000000000001,0.018,0.158,8.0433,9.4316,1.6991,2.4229,18.8183,110.2497,0.07750000000000001,0.0184
35,3033.29,12.4998,-6279.0,9.7836,3.242,1.2836000000000014,8543.74,0.02509999999999998,-0.06039999999999999,-0.012,231.3863202921025,702.0668,59.1488,15.95,-0.5203999999999996,0.7232000000000001,0.0293,0.1317,11.4268,13.093599999999999,2.959250321510985,1.9827,14.2191,426.13309999999996,0.1055,0.0189
36,2993.1014401928824,12.56,-5477.0,8.9132,2.5440000000000005,1.0026999999999995,8974.0602,0.06359999999999999,-0.015499999999999995,-0.0139,230.6949,768.3565,57.5441,15.76,0.0,0.8253,0.023988152870103474,0.10339999999999999,10.3712,9.8985,2.7472999999999996,1.9321,28.108100000000004,638.2593,0.0527,0.0059
37,2951.06,12.5967,-5371.5,9.0447,2.6900000000000004,-2.656400000000001,9268.49,-0.029399999999999996,-0.04349999999999999,-0.0083,229.6407,811.2656,58.8339,15.740000000000002,-0.5203999999999996,0.7154,0.020880763126429804,0.1598,7.9876,8.1657,1.0966999999999998,1.5853,18.1961,306.4339,0.1454,0.0183
38,2994.06,12.50599214100032,-5176.249999999999,8.9191,2.955,-0.0636000000000002,9575.3898,0.0,0.0,-0.0106,231.2142,827.0727,57.6451,15.83,-2.93,0.8145,0.03801652993143857,0.3387,7.5094,8.1525,3.6057999999999995,1.3856,46.5021,0.0,0.09898978054326611,0.0071
39,2955.3,12.4247,-5641.250000000001,9.2405,2.634,3.9055000000000013,8802.4499,0.0,0.0,-0.0068000000000000005,232.03129417754178,759.1619,57.7094,15.699999999999998,0.7568999999999998,0.7859999999999999,0.0182,0.1051,5.9099,7.878700000000001,2.822,2.1897999999999995,29.5865,81.4246,0.09900009477591552,0.014934125942216851
40,2996.65,12.649,-5193.25,8.7512,2.5860000000000003,2.0318000000000014,8754.484603785078,-0.1331,0.038900000000000004,-0.0101,229.5449,791.9736,58.5099,15.740000000000002,0.6622999999999996,0.8781,0.022257254456927715,0.0827,9.0252,12.3178,2.1479,0.758,20.8576,766.3087,0.11870000000000001,0.0106
41,2988.99,12.4231,-5369.000000000001,8.9336,2.6779999999999995,4.147146183948955,8608.34,-0.1689,0.038500000000000006,-0.0078,230.90890557058728,735.4067,58.6421,15.98,-0.04729999999999975,0.6287,0.0332,0.20514767457695818,5.722000000000001,8.585,2.4996999999999994,2.0262,30.435600000000004,37.4986,0.1349,0.018091830095276273
42,3054.52,12.612200000000001,-5770.75,8.8909,2.677,-0.15449999999999958,8997.84,-0.04349999999999998,0.006100000000000014,-0.0164,230.3738,787.916,58.7766,15.82,0.04729999999999975,0.8343000000000002,0.0219,0.1299,4.795899999999999,8.9376,2.3749,0.8953999999999999,28.4535,0.0,0.04599999999999999,0.0108
43,3044.885237658276,12.550999999999998,-5658.25,8.7635,2.5940000000000003,-0.3308999999999996,7936.6601,-0.03599999999999999,-0.029000000000000005,-0.0118,231.2351,714.6349,61.2828,15.8,-1.797,0.5662,0.02750811792566565,0.12479999999999998,7.1902,8.0577,1.5814,1.686,45.2399,0.0,0.18859999999999996,0.0078
44,2977.43,12.4616,-5282.75,9.1855,1.8800000000000003,-5.7181999999999995,8552.3599,-0.0094,0.03770000000000002,-0.0135,231.6402419586163,740.1718,59.3036,15.87,-0.23650000000000015,0.8117,0.026768318832480067,0.1301,10.0673,8.9853,2.6755,1.9768999999999999,33.5223,107.9014,0.12300000000000001,0.0115
45,3017.87,12.5018,-5935.999999999999,9.0121,3.3949999999999996,3.649999999999998,8672.8999,-0.030199999999999994,0.06850000000000002,-0.01,230.5558906518676,745.5714,56.9856,15.97,0.0,0.7987,0.019,0.1319,10.6621,10.256,2.6407999999999996,0.8224999999999999,30.783900000000003,125.2055,0.0916,0.0106
46,2981.5268554519034,12.5088,-5657.75,9.094,4.839,-1.7178392466735783,8394.1499,0.092,-0.012399999999999993,-0.004400000000000001,233.74747557674763,719.0445,57.8978,15.699999999999998,-0.14189999999999994,0.6925,0.0641,0.1348,4.615899999999999,6.0479,2.5308,3.0263,53.855,30.847299999999997,0.09455635012565876,0.0102
47,3002.628907043491,12.4661,-5226.5,8.536,3.220780795441994,-5.647300000000001,9839.3898,0.050599999999999985,-0.0706,-0.0119,232.64551205764124,839.7342,58.148,15.79,0.23650000000000015,0.6755,0.0455,0.2493,5.726,8.5708,2.7356999999999996,0.9488999999999999,45.946,233.91819999999998,0.1048,0.0191
48,3182.8699999999994,12.612200000000001,-5603.75,8.8097,2.7099999999999995,1.8608999999999989,8901.3802,0.1162,0.014399999999999994,-0.0092,230.7053,759.6441,59.305,15.78,1.4190000000000003,0.8209999999999998,0.0219,0.2412,9.7272,8.8196,1.2755,0.6982,14.495000000000001,278.1086508615794,0.134,0.0326
49,3037.2,12.498,-5508.5,8.58,3.071,-4.4927,9044.85,0.007699999999999998,0.03770000000000002,-0.01,231.7058,732.8971,59.0025,15.84,-2.553,0.8014,0.0162,0.0901,5.4373,8.2088,1.9594,1.8650000000000002,22.1105,150.4654,0.0675,0.0096
50,3024.15,12.6202,-6112.25,8.8287,3.7080000000000006,5.029225599328259,9309.2001,-0.1676,0.06870000000000001,-0.0046,231.45300130961004,800.7351,57.0914,15.750000000000002,-0.14189999999999994,0.7085,0.0593,0.0898,11.139000000000001,8.854,2.4162,2.9276,31.099,42.8736,0.0788,0.0191
51,3004.71,12.470599999999997,-5422.0,8.7219,3.629,1.6073000000000006,9025.0999,-0.08840000000000002,0.08519999999999997,-0.011,231.92362776074654,774.0379,59.3308,16.0,-0.0946000000000002,0.7975,0.025563625914953855,0.0688,6.4445,7.8666,1.915,1.6524000000000003,25.3724,517.6471,0.1224,0.014900000000000002
52,2894.04,12.4616,-6280.75,8.4092,3.434,0.8873,9223.0399,0.06889999999999998,-0.08599999999999998,-0.004999999999999999,233.08422355117352,670.0627,58.3741,15.82,0.8042000000000002,0.6518,0.042175779690731115,0.17764551929263406,9.7086,10.7031,1.7009,2.2843,47.8395,494.7746,0.08669999999999997,0.0106
53,2997.45,12.6012,-5425.5,9.6515,2.3740000000000006,-2.7136000000000005,8835.2399,0.018700000000000015,0.023100000000000006,-0.0129,231.6601,743.0757,58.3573,15.87,-1.277,0.7222999999999999,0.027871180470626287,0.1649,4.325499999999999,8.5178,2.5379,0.7504,21.568999999999996,272.6968,0.1882,0.0203
54,2950.0,12.4743,-5559.278037406006,9.1784,3.698,5.3382000000000005,8844.5601,-0.001100000000000007,0.0327,-0.004200000000000001,232.13983297684848,779.8,58.97440000000001,15.719999999999999,-0.04729999999999975,0.7304,0.0507,0.14869922674778763,10.670600000000002,9.7353,3.2521999999999998,0.6393,25.280799999999996,133.7534,0.1097,0.0218
55,2997.15,12.4841,-6310.25,8.5987,3.3120000000000007,1.6373,9491.1301,0.10139999999999998,-0.041100000000000005,-0.013,232.39304802904144,811.2332,58.732299999999995,15.740000000000002,-0.04729999999999975,0.6887,0.0154,0.223,11.3511,10.2277,2.6628,1.0597,35.497,648.0289,0.0594,0.012200000000000003
56,3058.6,12.4618,-5490.25,9.754,3.4619999999999997,2.969099999999999,8726.7798,0.015199999999999997,0.021099999999999987,-0.0089,232.56861853810452,744.2807,58.5766,15.92,-0.0946000000000002,0.7435999999999999,0.020300000000000002,0.0928,10.2887,9.4876,1.5393,0.7677,16.6688,178.169,0.0306,0.0146
57,2940.26,12.4743,-5273.0,8.5855,2.8090000000000006,-1.0990999999999995,8220.8401,0.014500000000000013,0.08139999999999999,-0.0085,232.24653682647295,723.0805,58.3136,15.62,0.14189999999999994,0.7697,0.051,0.1468,6.6419,8.0304,2.9541,0.5105,18.1084,280.2316,0.08920000000000002,0.0276
58,3053.49,12.5894,-5427.749999999999,8.7994,0.9273,2.951799999999999,8588.1999,-0.1999,0.0916,-0.0118,232.1521920302612,732.0802,59.0601,15.87,-0.9461000000000002,0.8244,0.0176,0.2372,11.079900000000002,10.3095,2.386,1.9332,13.4574,218.1706,0.078,0.0156
59,3035.75,12.470000000000002,-6439.000000000001,8.5177,3.595,-10.37,9092.3101,0.0336,0.004499999999999992,-0.0117,232.44257067730607,695.9574,57.9622,15.82,-0.04729999999999975,0.6751,0.040101172792390664,0.14497685875092314,10.6012,9.4337,2.3236,0.587,42.3395,82.5458,0.0987,0.017795318475103874
60,3017.39,12.4731739927578,-5250.75,8.2395,3.527,1.3444999999999985,9055.269899999998,0.0,0.0,-0.0136,231.4772,796.4259,57.3415,15.76,-1.2290000000000003,0.7906000000000001,0.02326044831510769,0.132,10.2987,10.316146253937456,1.9909,0.7364,20.9694,0.0,0.12120000000000002,0.013500000000000002
61,2978.81,12.4555,-5153.25,8.1728,2.8629999999999995,1.1664000000000017,8992.6702,-0.022299999999999997,0.0022000000000000006,-0.0142,231.2249,704.2686,59.20459999999999,15.786662796315833,-1.2901486241528146,0.6416312285427943,0.031162187523936638,0.18853798645184222,6.4475999999999996,7.9584,1.7756,1.367068673265832,37.7546,698.7529,0.09429999999999998,0.0086
62,2994.22,12.5412,-5359.25,8.6544,2.5840000000000005,0.18729999999999933,8946.8699,-0.2011,0.05059999999999998,-0.0137,230.0474,770.2,59.2204,15.8,-2.033,0.8826,0.022238055095094442,0.1935,7.1809,8.5,1.7606,1.5628,18.1433,0.0,0.09260000000000002,0.0072
63,3040.34,12.5222,-5575.25,8.6397,2.085993648339408,0.4836000000000006,9242.01,-0.0142,0.037299999999999986,-0.0052,230.09676465519885,790.0665,59.4838,15.87,-0.4258000000000001,0.7784999999999999,0.022707935045140154,0.1433,6.9173,9.5519,1.8126,2.2048,20.4401,0.0,0.12730000000000002,0.0151
64,3171.5399999999995,12.499,-6029.000000000001,8.322,3.178,4.0809,8373.9599,0.05710000000000002,-0.002799999999999996,-0.0114,232.0602,712.0192,58.8463,15.79,-1.986,0.8529,0.029993066553733367,0.08759999999999998,8.9913,11.136573335684956,1.1728,3.4596,30.1043,454.5556,0.09340000000000001,0.0181
65,2884.74,12.476099999999999,-5423.011943072391,9.2007,1.946,1.4813772678647295,8621.49,0.0,0.0,-0.0108,230.27230793170992,762.9077,56.8545,15.96,-0.4730999999999999,0.8093000000000001,0.03567684503465274,0.21630879586672971,6.9612,7.483300000000001,1.9061,2.1093999999999995,25.904999999999998,18.1585,0.09030037212523508,0.0213
66,3045.07,12.4349,-5371.25,8.3331,2.9029999999999996,1.2808999999999997,8796.8197,-0.039900000000000005,-0.0016999999999999958,-0.0112,232.69208055119813,754.992,59.2341,15.65,-0.5677000000000001,0.6697,0.0174,0.127,8.7815,8.5052,2.2628,1.8251,26.564899999999998,462.1718,0.0701,0.0058
67,3085.57,12.530200000000002,-5932.0,8.7994,0.9273,0.5681999999999997,8785.2899,-0.0604072608699913,0.1089,-0.0122,230.52184431015868,761.0258,57.1673,15.87,-0.9461000000000002,0.8244,0.0359,0.2578,11.6452,10.5813,3.146799999999999,1.8930999999999998,10.8607,0.0,0.08601261026527722,0.0156
68,2954.36,12.4896,-6383.750000000001,9.5713,2.5010000000000003,8.095499999999998,8701.1101,0.0515,-0.0459,-0.0106,231.3716900138901,740.0678,59.0927,15.740000000000002,0.5203999999999996,0.698,0.037889187540154905,0.2272,9.1487,8.6057,2.7760999999999996,3.6139000000000006,46.4202,66.9512,0.0627,0.0106
69,2908.47,12.572200000000002,-5377.0,9.088,2.136,-1.9699999999999995,8362.97,0.0987,0.0195,-0.0111,234.1873,707.236,59.6505,15.82,1.6550000000000002,0.8136999999999999,0.026213662324207247,0.2289,7.3351,7.5909,1.2915,0.7325,22.133399999999998,285.2792,0.14400000000000002,0.0192
70,3031.9,12.4743,-5393.250000000001,8.8249,3.2999705977103284,-8.2255,8929.2,0.1354,-0.033600000000000005,-0.0053,230.49851815210914,768.9496,57.6821,15.807304340826173,0.08618261386857136,0.7672032373746773,0.034433853756326266,0.2387,5.171,7.2231,2.0766,1.4955,35.7201,71.2423,0.1272,0.0083
71,3084.23,12.5488,-5692.5,8.6544,2.5840000000000005,-0.75,8854.61,0.030900000000000028,-0.035699999999999996,-0.0091,230.7885,773.5931,57.2349,15.750000000000002,-3.025,0.562,0.0181,0.1262,8.4755,8.8828,2.5434,1.7461,43.5382,758.6667,0.12092689652309506,0.0156
72,2914.04,12.464700000000002,-5326.5,8.6472,2.359,0.16270000000000026,8646.3799,0.08809999999999998,-0.0437,-0.0093,228.9898,673.5806,59.25849999999999,15.78,1.4190000000000003,0.8209999999999998,0.0233,0.154,4.467,8.5926,1.7493,2.0227,22.222099999999998,0.0,0.1531,0.0152
73,2993.48,12.475899999999998,-6453.75,9.036221901296841,4.165,-1.9555000000000002,8842.5401,0.07279999999999999,-0.041,-0.0059,232.48068074421658,704.7627,57.4722,15.8,-0.23650000000000015,0.7527,0.03851502466991705,0.22179999999999997,5.0497999999999985,9.264,3.1815,2.6144,20.3639,520.0832,0.1296,0.0112
74,2990.46,12.424500000000002,-5175.5,8.7538,3.3199999999999994,-1.3017999999999998,8704.619714988881,-0.10340000000000002,0.04529999999999999,-0.0096,235.6203,753.7796,59.644499999999994,15.56,-1.088,0.592,0.030051175072663954,0.0958,4.7613,8.8514,3.1853,2.0111,8.6169,111.67706479889868,0.12170000000000003,0.0266
75,3064.81,12.5094,-5336.0,9.0425,2.9171872630738362,-0.01909999999999998,8846.63,-0.1227,-0.014899999999999998,-0.0132,231.5918313282076,758.1576,58.3868,15.92,-0.0946000000000002,0.7435999999999999,0.04109999999999999,0.1281,6.8615,8.844,2.7577999999999996,0.6356,31.245299999999997,0.0,0.11470000000000001,0.012700000000000001
76,3019.44,12.4363,-5305.25,9.1526,2.114,-2.0326999999999997,8790.21,-0.217,0.0684,-0.0124,235.1533,771.077,56.67580000000001,15.81,-1.2290000000000003,0.7189,0.022579112334155205,0.0909,4.8461,9.2033,2.518,2.1069999999999998,42.9683,517.5313,0.11931211864204999,0.0078
77,3058.91,12.5106,-5548.250000000001,8.8546,2.5410000000000004,3.0981999999999985,8445.5301,0.08019999999999998,-0.0654,-0.0126,233.0361,732.2913,58.20140000000001,15.84,-2.647,0.8348999999999999,0.04349999999999999,0.15520000000000003,8.9793,9.6698,2.2029,0.9782,15.239799999999999,248.53290000000004,0.1674,0.0058
78,2963.26,12.5184,-5426.000000000001,8.2963,3.53,-2.9608999999999996,8965.11,-0.1031,0.018000000000000002,-0.0141,234.4585,779.7144,59.3887,15.63,-0.8042000000000002,0.6534,0.029009105518428058,0.2147,4.688699999999999,10.4322,3.4059999999999997,2.6641999999999997,41.0931,296.5305,0.1,0.017405234921937567
79,3010.75,12.5145,-5329.25,8.8519,3.1820000000000004,3.543599999999999,8512.3,0.04330000000000001,-0.0681,-0.0143,231.31491117446265,722.1561,57.8907,15.76,-2.033,0.8121000000000002,0.0,0.0817,4.9575,8.4183,2.2344,0.6798,36.1226,275.1411,0.1064,0.0207
80,2939.6,12.530200000000002,-6447.25,8.5779,5.019,1.5126999999999993,8666.5399,-0.0169,0.10670000000000003,-0.0096,231.80147091477224,720.4036,59.4696,15.96,0.04729999999999975,0.8162,0.025071789489601592,0.0611,10.6519,10.7125,3.8356,1.7616,19.107,255.1683,0.07720000000000002,0.0277
81,2965.52,12.499,-5545.75,8.8132,2.2440000000000007,1.1699999999999988,8944.2699,-0.103,0.058899999999999994,-0.007000000000000001,232.01238381485692,762.103,58.5681,15.86,-0.4730999999999999,0.8318,0.024488276244350512,0.3078,8.8426,10.4546,1.7536,0.8233000000000001,14.786899999999997,522.2222,0.12480000000000002,0.0129
82,3188.9,12.409001147141716,-5439.25,8.9979,3.08,-0.8044999999999994,8910.68,-0.01950000000000001,0.03520000000000001,-0.0093,230.8775,680.5773,59.68249999999999,15.719999999999999,-3.779,0.5708,0.03183254526243501,0.1507,9.9205,9.96,2.5895,0.9967,25.1543,498.4175,0.1153,0.0187
