,feature_1,feature_20,feature_22,feature_34,feature_60,feature_112,feature_122,feature_130,feature_131,feature_206,feature_248,feature_383,feature_427
58,3053.49,12.5894,-5427.75,8.7994,2.9517999999999995,231.29535352975674,15.87,-0.9461000000000002,0.8243999999999999,7.1499999999999995,0.0176,0.000557807193597203,1.1766
59,3035.75,12.47,-6439.0,8.5177,-10.37,231.94506572961387,15.820000000000002,-0.04729999999999975,0.6751,6.909999999999999,0.04236649605750214,0.0013828509431349847,2.2773
60,3017.39,12.276893646641154,-5250.75,8.2395,1.3445000000000011,231.4772,15.76,-1.2290000000000003,0.7906000000000001,5.94,0.05087720767444862,0.0011,0.6101
61,2978.81,12.4555,-5153.25,8.1728,1.1664,231.2249,15.79021125434162,-0.8207486516277629,0.7233095368130149,5.33,0.05456092786727939,0.00020000000000000004,0.7541466524705099
62,2994.22,12.5412,-5359.25,8.6544,0.18730000000000058,230.0474,15.8,-2.033,0.8826,5.2,0.047294006424657066,0.0005,1.1702
63,3040.34,12.5222,-5575.25,8.6397,0.4836000000000004,231.91248624539276,15.87,-0.4258000000000001,0.7784999999999999,5.95,0.05396452899772687,0.0003297974876723068,1.4616
64,3171.54,12.499,-6029.0,8.322,4.0809000000000015,232.0602,15.790000000000001,-1.986,0.8529,4.87,0.04879242804350995,0.0018587623920710747,2.2414
65,2884.74,12.4761,-4173.970024424177,9.2007,18.393600000000003,230.9971476563782,15.960000000000003,-0.4730999999999999,0.8093,6.28,0.21496076152331178,0.0007525026550879755,1.5379
66,3045.07,12.4349,-5371.25,8.3331,1.2809000000000004,231.45141278578132,15.649999999999999,-0.5677000000000001,0.6697,6.47,0.0174,0.00061531201264357,1.9706000000000001
67,3085.57,12.5302,-5932.0,8.7994,0.5681999999999996,231.99116851958095,15.87,-0.9461000000000002,0.8243999999999999,11.19,0.0359,0.0007042368573473689,1.1539
68,2954.36,12.4896,-6383.750000000001,9.5713,8.0955,231.90762145347793,15.74,0.5203999999999996,0.698,10.23,0.0916,0.0009997800313940302,2.0544
69,2908.47,12.5722,-5377.0,9.088,-1.9700000000000009,234.1873,15.820000000000002,1.6550000000000002,0.8137,4.15,0.053408437496729466,0.00030000000000000003,0.7382
70,3031.9,12.4743,-5393.25,8.8249,-8.2255,231.38645043635472,15.771090912741473,-0.8840405560300524,0.7611140605729974,7.579999999999999,0.027250589840649184,0.0011416649046284352,1.3796
71,3084.23,12.5488,-5692.5,8.6544,-0.7499999999999992,230.7885,15.75,-3.025,0.562,8.49,0.0181,0.0006999999999999999,1.2366
72,2914.04,12.4647,-5326.5,8.6472,0.16270000000000057,228.9898,15.78,1.4190000000000003,0.821,4.89,0.0233,0.0006,1.5257
73,2993.48,12.4759,-6453.749999999999,9.9964,-1.9555,232.29824091899562,15.8,-0.23650000000000015,0.7527,10.52,0.054468570030673215,5.873783212576382e-05,0.4832
74,2990.46,12.4245,-5175.5,8.7538,-1.301799999999999,235.6203,15.56,-1.088,0.592,8.42,0.04191953750904976,0.0006999999999999999,1.4317
75,3064.81,12.5094,-5336.0,9.0425,-0.01909999999999911,230.6538310478016,15.92,-0.0946000000000002,0.7436,9.75,0.0411,0.00024492287711771506,0.5758
76,3019.44,12.4363,-5305.25,9.1526,-2.032699999999999,235.1533,15.81,-1.2290000000000003,0.7189,7.01,0.05663517876082172,0.0004,1.5604
77,3058.91,12.5106,-5548.25,8.8546,3.0982,233.0361,15.84,-2.647,0.8349000000000001,7.049999999999999,0.0435,0.0017,0.5481
78,2963.26,12.5184,-5426.0,8.2963,-2.960899999999999,234.4585,15.63,-0.8042000000000002,0.6534,10.81,0.05475736965195131,0.0005,1.7736
79,3010.75,12.5145,-5329.25,8.8519,3.5435999999999996,232.50170066034764,15.76,-2.033,0.8121,6.559999999999999,0.0,0.0009080037006307262,0.6243999999999998
80,2939.6,12.5302,-6447.25,8.5779,1.5126999999999997,232.3343555760181,15.960000000000003,0.04729999999999975,0.8162,12.38,0.05459718040023635,0.0006148574305160064,1.8291
81,2965.52,12.499,-5545.75,8.8132,1.169999999999999,232.15473333266232,15.86,-0.4730999999999999,0.8318,6.389999999999999,0.1454,0.0009718667894273204,0.5965
82,3188.9,12.2981,-5439.25,8.9979,-0.8045000000000003,230.8775,15.72,-3.779,0.5708,7.99,0.054112260252087686,0.00030000000000000003,0.5518
83,3025.81,12.4896,-5513.5,9.754,2.9899999999999975,231.56840896678477,15.86,0.04729999999999975,0.7747,9.9,0.0168,0.0009278315791569033,1.8725
84,3049.19,12.4371,-6472.5,8.6667,27.342700000000008,231.56312050016717,15.7,0.3310999999999997,0.7636,10.31,0.0427,0.0013624211643366666,2.1221
85,3033.11,12.3351,-5339.5,8.1161,0.6999999999999995,229.9405,15.74,-3.5429999999999997,0.6304,5.88,0.04180128387251486,0.0008999999999999999,1.0482
86,2917.09,12.6278,-5633.25,8.6013,10.995499999999998,232.19584390532142,15.77,-0.04729999999999975,0.6586,13.97,0.0334,0.001672730980144787,1.4977999999999998
87,3072.41,12.5065,-5763.75,9.7324,1.737299999999999,232.0466025832603,15.72,-0.14189999999999994,0.6556,6.3999999999999995,0.1247,0.0006247468129737533,0.7851
88,3041.23,12.5906,-5362.75,9.0121,-19.9927,232.01069696559648,15.97,0.0,0.7987,10.01,0.014899999999999998,0.0001851256109089202,1.2405
89,3225.54,12.4018,-5663.5,8.8356,0.9573000000000014,230.7703,15.95,0.5203999999999996,0.6778,8.32,0.06105787607467966,0.0013,1.39
90,3052.31,12.402,-6408.75,8.9607,-3.355500000000002,235.2582,15.92,-0.14189999999999994,0.8712,9.54,0.05353695615137565,0.0006,1.588
91,2978.96,12.5661,-5434.25,8.8078,-0.6327,231.6752075002164,15.790000000000001,-2.08,0.8404999999999999,8.16,0.04722512995351432,0.0006537493255853456,0.6811
92,3075.05,12.4018,-5138.5,8.7782,5.069100000000001,230.0099,16.03,0.2837999999999999,0.7772,4.13,0.05459413802928036,0.0005,1.4069
93,2949.82,12.5553,-5343.0,8.7994,11.290899999999997,231.46373181146473,15.9,-0.7096,0.6802,15.56,0.0312,0.0005214666623417647,1.6695
94,3007.47,12.5429,-5621.0,8.5571,-2.610900000000001,231.6966,15.85,-1.56,0.822,3.84,0.0,0.0006999999999999999,0.557
95,3158.88,12.5031,-5135.0,8.9635,-0.3735999999999987,231.03777084441379,15.930000000000001,-1.655,0.7591,8.67,0.0147,0.0005696559935395324,0.7473
96,2985.38,12.4618,-5750.0,8.6427,-1.1391000000000011,232.5341311523687,15.92,-0.14189999999999994,0.8079999999999999,4.95,0.051361649520645127,0.0007701473129666183,0.7797
97,3183.63,12.5453,-5491.75,10.053779064762416,-4.989999999999999,235.9079,15.7,-0.8515,0.6102,6.329999999999999,0.04686468600030781,0.0008999999999999999,0.6728000000000001
98,3025.04,12.3869,-5160.75,8.6472,-0.909100000000001,236.152,15.56,-1.088,0.592,6.32,0.05619761637054693,0.0004,1.4506
99,3055.66,12.4769,-5763.0,8.2638,1.8164,230.72192834193433,15.7,0.0,0.7308,8.59,0.0338,0.0008289225110262067,0.9418
100,3037.81,12.4104,-6391.5,9.5713,0.12270000000000018,232.6822497896581,15.790000000000001,0.23650000000000015,0.6755,8.98,0.0394,0.0010700240231114007,1.7597
101,3007.38,12.4724,-6409.5,8.5251,0.8744999999999988,231.96128974366826,15.88,-0.5203999999999996,0.7884,7.21,0.0264,0.0005950562850486063,1.5321
102,2945.9,12.4996,-5966.75,8.7779,-1.0182000000000002,232.63104445119572,15.75,-3.4960000000000004,0.5013,9.49,0.041566531141585705,0.0009430019037570055,0.4657
103,2940.72,12.448,-6259.5,8.8513,0.30360000000000015,231.9116856997828,15.73,-0.2837999999999999,0.6834,9.79,0.054661182659387964,0.0005897556009083257,0.5311
104,2873.83,12.5439,-5445.25,8.6556,2.0508999999999986,231.84100203901983,15.88,-0.6149999999999999,0.7202,12.38,0.05699130025567645,0.0006450288989016639,1.4331
105,2949.65,12.5506,-5707.5,9.0998,22.7927,232.16609428798236,15.73,0.0,0.8764,12.74,0.131,0.0010750874711345363,0.6265999999999999
106,3080.89,12.5663,-5618.75,8.5889,4.146400000000001,230.99070692987146,15.619999999999997,0.14189999999999994,0.7697,12.08,0.023525869624328052,0.0011368899400627346,0.9017
107,3202.9,12.6149,-5390.0,8.8973,0.3244999999999987,229.5651,15.64,0.9461000000000002,0.7573,12.8,0.040539043756748244,0.0005,0.6247
108,2933.88,12.4655,-5487.25,8.6915,6.152700000000001,231.3910170249941,15.87,-0.23650000000000015,0.8116999999999999,3.86,0.0284,0.0011763247945408403,0.5238
109,2954.1,12.6063,-5518.0,8.7879,-1.8473000000000006,231.76181008549548,15.790000000000001,0.0,0.8187000000000001,13.31,0.0446,0.0013253158115286556,1.6916
110,2953.41,12.601,-5539.5,8.2823,-1.6436,232.3015418847994,15.67,0.04729999999999975,0.7639,10.41,0.05481806379806629,0.0008270687779567703,1.2856
111,3059.68,12.4431,-5402.0,8.6799,2.298200000000001,231.02382704499843,15.77,-2.175,0.8318,6.12,0.05195069824393568,0.0004763604321185097,0.8812
112,3044.46,12.5849,-6599.25,9.1638,23.886400000000002,231.95523910826083,15.74,-0.3784000000000001,0.7429,5.27,0.05800000000000001,0.0011910829299755805,0.5256
113,2997.84,12.5039,-5260.25,8.9605,3.810899999999998,231.05652191847378,15.88,-0.6149999999999999,0.7202,7.53,0.022547810237209677,0.000541272298863431,0.7915
114,2990.66,12.4839,-5415.25,9.7137,-6.740000000000002,230.0055,15.67,0.14189999999999994,0.7131,7.299999999999999,0.052529887451310826,0.00030000000000000003,1.2719999999999998
115,3026.86,12.5469,-5641.0,9.7571,2.261799999999999,234.3421,15.7,-0.0946000000000002,0.6815,12.5,0.05215487578319538,0.0005,1.2353
116,2990.72,12.448,-5803.0,8.5459,1.9244999999999994,232.4090684489265,15.92,0.23650000000000015,0.7287,6.76,0.0362,0.0007359338092522095,0.4244
117,3012.68,12.3578,-5125.75,8.3663,-0.44090000000000096,231.254,15.75,-3.591,0.5882,8.97,0.05146193252456801,0.0011,1.1499
118,3049.31,12.4882,-5497.75,8.7947,27.6517749082342,231.90534308542036,15.71,0.04729999999999975,0.7388,9.77,0.21496076152331178,0.0009921578881840285,1.4744
119,3085.1,12.5967,-5451.75,9.0145,2.420900000000001,231.8302,15.88,-0.14189999999999994,0.8106,9.46,0.05457285755828233,0.0011999999999999997,2.741894702028713
120,3053.95,12.5351,-6310.25,8.6439,-0.8100000000000012,231.73448199317323,15.71,-0.6623,0.6852,17.847436217406994,0.013799999999999998,0.0007252124315600024,1.4873
121,2982.4,12.3996,-5420.25,8.2981,-3.1719147876648726,232.5124,15.84,-2.647,0.8349000000000001,8.361147852175836,0.0126,0.0008999999999999999,1.2939
122,3072.73,12.5816,-6364.25,9.043,-17.9336,232.410539789362,15.81,-0.6149999999999999,0.7675,7.329999999999999,0.05281281399488857,0.000971482896173279,1.6353
123,3026.07,12.5008,-5729.25,8.6799,-0.7154999999999998,232.24552070026786,15.820000000000002,0.04729999999999975,0.8343,3.19,0.0289,0.0009751561647551413,1.3653999999999997
124,3105.49,12.4492,-5566.75,9.0622,4.1509,231.82629248941146,15.790000000000001,0.23650000000000015,0.6755,7.54,0.04796299728399022,0.0010140876948516644,0.5748
125,3045.11,12.5106,-6411.000000000001,9.0811,3.9673000000000007,232.37504197848952,15.74,-3.732,0.5833,8.13,0.017,0.0005818725788352721,0.4496
126,2978.57,12.5429,-5217.25,8.3663,-3.6499999999999995,230.6108,15.77,-1.608,0.5812,7.339999999999999,0.014799999999999999,0.00030000000000000003,0.41150000000000003
127,2898.08,12.5094,-5329.0,8.7932,-1.9855000000000012,232.04744901533826,15.790000000000001,0.7568999999999998,0.6627,11.23,0.015199999999999998,0.0005892139717810931,0.8449
128,3031.93,12.5214,-5153.5,8.3675,-3.8799999999999994,233.3213,15.73,-0.9461000000000002,0.7269,7.199999999999999,0.05384156784951128,0.0004,1.9127
129,3057.65,12.3639,-5452.75,8.7932,5.804500000000002,231.78251226143584,15.59,0.2837999999999999,0.7879,11.8,0.0177,0.0009004490929541109,1.0177
130,3087.24,12.5049,-5477.5,8.287,-0.9944999999999999,231.76811838363503,15.84,-2.647,0.8349000000000001,9.57,0.0097,0.0008772380698837261,1.1538
131,3103.85,12.4049,-5592.75,9.9964,-4.663599999999999,231.34439251211845,15.790000000000001,-0.4258000000000001,0.7217,6.329999999999999,0.04575577461049238,0.00021072800037444907,1.3867
132,3023.86,12.4743,-6563.75,8.8388,-19.1518,232.53323177275882,15.772080092255441,0.00040445523458915286,0.6845379532587974,5.17,0.06068423567849554,0.000906191131512992,0.9767
133,2914.86,12.5376,-5508.75,8.6772,3.2508999999999983,230.9114,15.92,-1.1349999999999998,0.8390999999999998,8.71,0.0231,0.0011,0.3917
134,2939.35,12.452,-6416.25,8.1605,2.3318000000000008,232.7418,15.92,-0.14189999999999994,0.8712,8.42,0.05158072337754612,0.0018587623920710747,1.0549
135,2972.78,12.4104,-6565.5,8.6406,5.401799999999999,232.50440173175417,15.83,-0.5677000000000001,0.6887,4.81,0.0254,0.0009871151911072448,2.4480999999999997
136,2908.11,12.4273,-6420.25,9.2291,-0.5690999999999993,232.43105686213565,15.7,0.6622999999999996,0.7914,4.89,0.0514498559652481,0.0009679064177592916,0.5565
137,3048.73,12.6278,-5563.5,9.043,-21.83001483878679,232.27666090937365,15.77,-0.04729999999999975,0.6586,8.89,0.049450418346654326,0.0003974295102773494,1.4959
138,2984.68,12.276893646641154,-5055.5,8.9635,-1.057300000000001,230.66143805721592,15.95,-0.5203999999999996,0.7232,4.89,0.0121,0.0007303067189782033,2.741894702028713
139,3016.93,12.4614,-5729.5,8.6556,-6.8764,230.0803,15.930000000000001,-0.14189999999999994,0.7284,6.199999999999999,0.06079020057033899,9.999999999999998e-05,1.4018
140,3084.81,12.4078,-5195.75,9.131,2.8135999999999988,233.0776,15.75,0.7096,0.8543,8.45,0.0125,0.0013,0.9597
141,2976.92,12.521,-6194.0,8.1605,-3.7244999999999995,235.4429,15.71,0.0,0.6567,7.309999999999999,0.05768915983837322,0.00020000000000000004,1.6516
142,3127.07,12.5106,-6411.75,9.9964,-1.2181999999999993,231.82633644272022,15.8,-0.23650000000000015,0.7527,7.78,0.055884633735767825,0.0011063118244753842,1.2486
143,2981.72,12.4363,-5422.75,8.8215,-5.68,235.796,15.8,0.04729999999999975,0.743,12.4,0.05287244391489783,0.0005,1.5108
144,2968.78,12.6308,-6473.25,8.6384,1.2517999999999991,233.6314,15.619999999999997,-1.2290000000000003,0.7248,5.79,0.049600525149238704,0.0008999999999999999,1.177
145,3084.17,12.7051,-5404.5,8.8215,-0.11450000000000018,232.10727489418647,15.8,0.04729999999999975,0.743,7.97,0.0219,0.00040566110653497515,0.6995
146,2850.33,12.4337,-6426.5,9.4832,19.5609,231.72652629458202,15.85,-0.4258000000000001,0.7135,9.98,0.1307,0.0013996732974222957,1.507
147,3093.31,12.3858,-5656.75,8.3845,-3.7673000000000014,233.6352,15.78,-0.8042000000000002,0.7348,8.56,0.05012876565111793,0.0005,1.6801000000000001
148,3050.22,12.4673,-6234.500000000001,8.5855,-3.6855000000000016,231.86882336126004,15.92,-0.0946000000000002,0.7436,8.41,0.0225,0.0005197863749394073,1.0482
149,3108.56,12.488,-6590.75,8.7696,3.391800000000001,231.98124337524308,15.98,0.6149999999999999,0.8261,7.78,0.05497936024864519,0.0009655351274632082,0.9541
150,3016.34,12.4002,-5062.25,8.7383,-2.503600000000001,230.6866,15.83,-2.505,0.7932,7.8999999999999995,0.06138444196356044,0.00030000000000000003,1.145
151,3010.71,12.4469,-6277.75,8.5788,16.2418,231.7373972673992,15.8,0.4258000000000001,0.6909,9.07,0.0429,0.0010307556236275586,1.6869999999999998
152,2954.44,12.5037,-5073.25,8.7487,4.6609,231.7995153341302,15.76,0.14189999999999994,0.8434,6.309999999999999,0.0711,0.0011589699100133363,1.6433
153,2938.41,12.4871,-5175.5,10.053779064762416,1.5881999999999992,232.050277229995,15.820000000000002,-0.14189999999999994,0.7304,4.34,0.21496076152331178,0.001866988815472946,1.5114
154,3008.84,12.46,-5242.25,9.1757,24.140000000000004,231.62270734383338,15.8,0.4258000000000001,0.6909,12.26,0.0385,0.0015117820494565876,1.8574999999999997
155,2968.02,12.4492,-5064.0,9.5713,0.1517999999999987,230.94523851712435,15.83,-0.3784000000000001,0.7463,4.32,0.0323,0.0009771152821932572,0.7827
156,3109.01,12.6202,-4781.5,8.872,8.0636,232.0304677045045,15.72,-0.1891999999999997,0.7138,9.01,0.0216,0.0009299650880058991,1.4282
157,2928.84,12.5263,-6097.750000000001,9.6234,25.0836,232.5760290373186,15.88,-0.5677000000000001,0.8038,12.1,0.0458,0.0008544812407061048,1.7250000000000003
158,2961.73,12.5163,-5636.75,9.754,3.265499999999999,230.03592892104035,15.59,0.2837999999999999,0.7879,10.49,0.023001389894104697,0.0008904845017593602,1.1178
159,3021.25,12.5596,-5422.25,8.8356,2.2009000000000003,230.5115,15.72,-2.128,0.7931,6.07,0.052107626724975306,0.0007999999999999998,1.1846
160,3182.35,12.5651,-5455.25,9.4336,-6.640899999999999,230.1063,15.81,-3.025,0.8090000000000002,4.46,0.026776533031080865,0.0006999999999999999,0.6766
161,2971.54,12.3578,-5339.0,8.6695,-3.704500000000001,230.8255,15.72,-3.591,0.5949,10.29,0.0179,0.00030000000000000003,1.1462
162,2974.93,12.5351,-5628.0,8.7897,-2.63,232.33341029248916,15.9,-0.7096,0.6802,7.299999999999999,0.0214,0.001155344591364177,1.068
163,2950.97,12.5786,-5181.75,9.0942,-2.7282,230.7163,15.76,0.0946000000000002,0.8046,4.24,0.0175,0.0004,0.61
164,3000.38,12.4692,-5604.5,8.6772,2.6717999999999997,231.2269,15.8,-1.797,0.5662,4.09,0.0248,0.0011,0.9771
165,2973.55,12.448,-5669.75,8.9546,1.0044999999999993,232.26603692356443,15.81,0.7568999999999998,0.7025,9.99,0.0221,0.000856245867193791,0.4391
