,feature_66,feature_427,feature_442,feature_3
115,26.3682,1.2353,0.7852,2285.905176053787
116,22.7319,0.4244,1.0918,2155.6333
117,23.5781,1.1499,0.5779,2172.3111
118,17.7542,1.4744,0.8446,2265.1889
119,22.2504,2.741894702029184,0.5478,2199.6334
120,29.1501,1.4873,1.0135,2183.1
121,24.003100835694614,1.2939,0.7093,2193.3529817260182
122,44.783769805205026,1.6353,0.7574,2224.4778
123,25.1172,1.3654,0.593,2170.7444
124,23.5582,0.5748,0.8343,2218.5778
125,22.513,0.4496,1.1213,2215.1778
126,28.6073,0.4115,0.5779,2180.5556
127,30.1818,0.8449,0.8159,2159.0556
128,32.1774,1.9127,0.6268,2205.5
129,20.2515,1.0177,0.8159,2203.4556
130,27.0475,1.1538,1.0541,2114.9905673821168
131,33.7771,1.3867,0.7477,2194.5889
132,44.783769805205026,0.9767,0.9836,2172.3666
133,23.112,0.3917,0.9048,2210.2778
134,20.9574,1.0549,0.9175,2195.1
135,19.9951,2.4481,0.8235,2197.2667
136,25.2645,0.5565,0.811,2218.0555
137,44.783769805205026,1.4959,0.7574,2205.2222
138,29.012,2.741894702029184,0.7643,2179.0778
139,36.283,1.4018,0.6163,2173.4889
140,21.9929,0.9597,0.7139,2224.6778
141,30.9009,1.6516,0.9175,2187.9889
142,26.3771,1.2486,0.7477,2198.7222
143,37.8425,1.5108,0.573,2207.9555
144,24.1495,1.177,0.7532,2207.1
145,24.1581,0.6995,0.573,2231.0555
146,27.7378,1.507,0.7507,2177.3222
147,28.7957,1.6801,0.6787,2207.9555
148,28.4754,1.0482,0.9588,2242.8555
149,22.8177,0.9541,0.3963,2201.0667
150,28.2316,1.145,1.0186,2266.8333
151,30.5545,1.687,0.9683,2243.7778
152,44.783769805205026,1.6433,1.0459,2221.9444
153,44.783769805205026,1.5114,0.7584,2166.5222
154,22.8392,1.8575,0.7059,2177.3222
155,24.7192,0.7827,0.7928,2197.2667
156,39.8719,1.4282,0.7524,2171.8111
157,21.6833,1.725,0.5955,2196.2111
158,21.4549,1.1178,0.577,2146.9111
159,22.4948,1.1846,0.5194,2221.3667
160,33.5324,0.6766,1.1623,2187.7888
161,31.622,1.1462,0.8616,2180.5556
162,29.1444,1.068,0.5377,2200.7333
163,27.4264,0.61,0.7677,2249.2556
164,23.9846,0.9771,0.9048,2191.1333
165,23.2147,0.4391,0.8883,2235.0556
166,21.8556,1.5403,0.7532,2195.1
167,27.0269,2.4842,0.7408,2238.5444
168,30.4987,0.5555,0.9332,2200.2
169,18.3248,1.3887,0.6576,2178.0778
170,34.2074,1.1199,0.8859,2211.6
171,20.7886,0.587,0.768,2196.8
172,39.6865,1.7284,0.7162,2196.6555
173,20.1161,1.261,1.0959,2196.6555
174,25.9809,1.126,1.0541,2189.3556
175,25.1055,0.5593,0.9066,2181.1889
176,37.5213,1.3533,0.7524,2197.2333
177,17.4684,0.5947,0.8446,2239.4223
178,26.7205,1.2194,0.8859,2218.6223
179,24.6207,1.429,0.7277,2195.9778
180,29.7075,1.3251,0.8146,2167.2
181,44.783769805205026,0.6224,0.9059,2178.7333
182,34.3077,1.3425,0.9276,2243.8556
183,24.0276,1.2937,0.6385,2236.1111
184,25.5747,1.3582,0.7852,2209.6667
185,22.1925,1.4507,1.0189,2236.0667
186,22.3699,0.948,0.8556,2214.7111
187,42.2381,0.8327,1.148,2181.5111
188,25.6635,1.6932,0.685,2203.4445
189,23.1222,1.5101,0.6796,2173.2778
190,30.222,1.42,0.6385,2173.2778
191,41.5043,0.9558,0.7898,2183.4333
192,44.783769805205026,1.4775,0.9087,2139.2667
193,22.2242,0.8521,0.9735,2184.8889
194,24.4119,1.9183,1.0078,2233.1556
195,25.4657,1.036,0.8859,2226.0667
196,26.114,0.9145,0.6257,2181.0444
197,26.9505,1.1351,0.5888,2141.0667
198,32.7145,1.0438,0.7954,2202.3556
199,21.6961,0.499,0.8235,2197.6444
200,23.7588,1.1126,0.4749,2203.1667
201,26.5186,1.0423,0.8616,2228.7222
202,24.5318,1.4033,0.9525,2180.8889
203,22.9188,0.6153,0.6644,2232.0778
204,22.1064,1.1443,0.4382,2194.8
205,23.8635,1.416,0.8198,2200.1222
206,31.6904,1.5751,0.7158,2185.8111
207,19.9232,1.1092,0.9238,2218.8778
208,23.8635,0.7485,0.7928,2176.6334
209,16.8961,0.589,0.713,2188.7111
210,18.8096,1.4645,0.4389,2234.5222
211,29.6277,1.3408,0.4817,2221.9778
212,22.1063,0.6104,0.9725,2208.4444
213,28.2022,0.8961,0.832,2200.0666
214,29.2332,0.5862,0.7681,2159.0556
215,36.1696,0.7666,0.6268,2192.1889
216,21.0159,0.8832,0.7865,2210.3556
217,37.0555,0.5426,0.9059,2197.6778
218,34.578,2.3536,0.811,2218.5778
219,32.6371,0.7727,1.026,2177.4333
220,34.6022,0.8833,0.7015,2221.9444
221,20.0533,0.7133,1.0393,2235.0556
222,26.314,0.9055,0.9525,2192.7556
223,26.5379,1.4885,0.78,2230.7555
224,28.3035,0.7743,0.6373,2210.2778
225,19.1593,1.5638,0.596,2185.9333
226,24.6278,1.1976,0.7611,2137.6111
227,27.0311,0.8222,0.9091,2178.5889
228,38.8982,1.7323,0.7584,2166.5222
229,22.8831,1.2968,0.6163,2189.6778
230,27.6339,1.174,0.7558,2216.5
231,29.5672,0.5358,0.8452,2177.0333
232,31.7775,0.6779,0.9075,2231.6111
233,38.0547,1.697,0.8384,2224.0
234,20.9881,0.4833,0.687,2205.2222
235,27.7301,1.2029,0.6302,2172.9778
236,15.7033,0.9954,0.9444,2192.3778
237,24.9562,1.0296,0.8569,2167.4222
238,13.5705,0.9166,0.5374,2208.6556
239,24.1408,0.8871,0.4782,2206.4
240,30.1925,0.9429,0.7719,2194.9556
241,21.8247,0.5923,0.7613,2138.8778
242,23.8107,1.911,0.6641,2192.5556
243,31.8429,1.7271,0.684,2215.5111
244,25.0547,0.5866,0.6373,2247.3666
245,21.0858,0.4517,0.9726,2189.8778
246,24.6357,1.2765,1.1248,2163.5889
247,29.8877,0.5368,0.9332,2219.7667
248,31.4055,1.6067,0.4744,2192.1889
249,24.3734,0.87,0.481,2210.8556
250,30.1905,1.6506,0.5329,2187.3444
251,14.406,2.0383,0.5593,2243.7778
252,30.3384,1.33,0.9186,2208.9
253,19.7743,2.3024,0.8735,2220.7111
254,26.841,1.0179,1.1638,2155.6333
255,30.0271,1.197,0.7337,2213.9111
256,39.587,0.9742,0.7584,2206.5112
257,22.0794,1.6752,0.8659,2243.8556
258,20.8163,0.5671,0.9251,2197.6778
259,26.3647,1.1396,0.6805,2188.6
260,32.4091,1.0539,0.9707,2204.2889
261,24.2043,2.4515,0.9255,2178.7333
262,25.1914,0.5783,0.6815,2200.1222
263,21.3934,0.9338,0.57,2217.8667
264,29.0059,1.1257,0.7032,2171.5
265,25.6619,1.1328,0.6332,2201.8666
266,34.4785,1.4004,0.3512,2205.5
267,26.2155,0.672,0.9525,2172.8111
268,20.0249,0.9178,0.9193,2183.3444
269,28.6915,0.9433,0.9715,2229.3333
270,27.8586,0.9332,0.8336,2236.0667
271,15.585,0.8101,0.7121,2224.0
272,28.8169,0.6411,0.6611,2183.5889
273,27.1415,1.0165,0.8716,2199.6334
274,18.6383,0.9655,0.6644,2260.2222
275,28.2459,1.8361,0.7663,2217.0
276,28.4192,0.6801,0.768,2167.9444
277,30.4269,0.543,0.593,2200.2
278,24.1042,1.5766,0.9066,2192.7556
279,29.7647,1.1059,0.6903,2172.3111
280,19.9304,1.4043,0.8089,2200.2027721936756
281,29.085,1.066,0.9072,2214.9333
282,26.0255,0.8903,0.8705,2246.5778
283,24.4489,1.3825,0.9735,2229.3333
284,27.8129,0.8107,0.6787,2217.0
285,23.195,0.9669,0.815,2195.5
286,36.7408,0.7686,1.0765,2244.9778
287,37.4995,1.2543,0.8007,2239.3
288,29.5935,2.1387,1.1869,2172.5333
289,32.3553,0.738,0.714,2201.432845272573
290,21.2995,1.1757,0.8659,2241.1778
291,20.4284,2.051,1.0047,2186.9889
292,19.9683,0.8661,0.7664,2200.9556
293,25.7524,0.5952,0.8571,2188.5111
294,25.8775,1.0047,1.0918,2192.7889
295,23.4612,1.3849,0.7153,2124.8444
296,22.2958,1.2098,0.6857,2244.9778
297,20.1338,1.2667,0.7674,2218.8111
298,38.597,0.6741,0.8384,2248.4222
299,12.0446,0.8297,0.7316,2170.9667
300,35.4148,2.448,0.7059,2196.6889
301,26.26,0.5796,1.1623,2231.9555
302,20.1913,0.6628,0.7724,2199.6556
303,32.3293,2.3988,0.8962,2203.0445
304,19.9831,1.267,0.869,2173.4556
305,22.9633,0.9146,0.9729,2183.3444
306,21.7752,1.8588,0.8161,2134.7445
307,26.9923,1.1613,0.5066,2205.2555
308,25.8412,1.0562,0.6222,2245.3667
309,44.783769805205026,1.478,1.0803,2139.2667
310,30.1316,1.8196,0.5677,2243.7778
311,22.863,0.661,0.5858,2206.9667
312,25.5177,1.9245,1.1054,2195.1222
313,24.6273,2.741894702029184,0.9826,2171.8556
314,28.4535,0.5624,0.9329,2216.8111
315,30.6183,1.0395,0.9707,2192.7556
316,25.5848,0.5054,0.604,2167.2
317,30.3896,1.3557,0.687,2170.9667
318,28.8331,1.6262,0.9329,2195.9778
319,44.783769805205026,0.663,1.0551,2221.9444
320,19.9156,0.6777,0.7642,2202.1222
321,27.1184,0.8503,0.7532,2192.7889
322,25.2629,0.7847,0.8336,2205.7
323,32.6343,1.1404,1.148,2186.2667
324,25.2855,0.5176,1.0338,2213.7556
325,26.308,0.4807,1.0359,2206.1444
326,22.6131,0.547,1.0323,2224.0
327,32.7382,0.5159,1.0478,2231.6111
328,25.4566,0.4382,0.8435,2179.0778
329,23.6862,1.1866,0.8807,2200.7333
330,23.229,1.0777,0.7643,2216.4778
331,26.658,1.8979,1.0459,2180.6778
332,21.1288,0.4907,1.0338,2213.7556
333,27.0904,0.9052,0.9075,2189.6778
334,18.6087,1.2833,0.8681,2180.1556
335,28.3785,0.6415,0.577,2216.4778
336,26.5918,1.2209,0.9276,2172.8111
337,28.1825,1.0556,0.8155,2177.4333
338,34.1825,1.1885,0.7677,2244.5
339,39.9106,2.4641,0.7747,2184.8889
340,25.7025,1.4643,0.8231,2171.8556
341,25.5875,2.1837,0.7507,2243.7778
342,23.8478,1.2156,0.9332,2194.5889
343,30.2685,1.0912,0.9175,2187.9889
344,35.7866,1.9645,0.9059,2196.6889
345,23.5681,1.4277,0.869,2172.1223
346,40.8846,0.6209,0.3973,2203.1667
347,23.7727,1.9923,0.8041,2218.0555
348,31.4605,0.8899,1.0189,2171.8556
349,31.9995,1.4218,0.4744,2216.8333
350,22.5764,1.9578,0.8807,2177.0222
351,32.12591268514439,1.0355,0.6644,2269.2556
352,23.241,1.1257,0.8435,2170.9667
353,18.5853,1.4659,1.0891,2174.8666
354,29.6922,0.4922,0.685,2243.8556
355,33.7075,1.3401,0.7719,2188.5444
356,30.1518,1.746,0.768,2236.0667
357,29.1285,0.8158,0.8159,2171.3222
358,25.8642,0.9396,1.0631,2213.9111
359,20.8541,0.54,1.0216,2190.1555
360,20.1394,0.7954,0.8345,2212.7111
361,22.8619,0.6347,0.8047,2218.7778
362,32.5387,1.7394,1.0323,2177.3222
363,20.8256,1.2146,1.0216,2220.0445
364,44.783769805205026,0.8075,0.9413,2196.6889
365,44.0701,1.1821,0.9393,2171.9
366,29.5895,1.0292,1.0393,2159.0556
367,24.0616,0.5019,0.745,2170.7444
368,44.783769805205026,1.8287,0.6302,2285.905176053787
369,20.4431,1.8924,1.062,2208.4444
370,23.2908,2.3473,1.0338,2180.0556
371,23.9046,1.5431,0.5194,2199.6556
372,24.8245,1.3016,0.593,2266.8333
373,26.1208,1.2793,0.6222,2174.7555
374,28.0815,1.0089,0.587,2194.9556
375,23.3059,1.1364,0.687,2186.9889
376,28.8578,1.2126,0.7506,2165.0333
377,44.783769805205026,0.8832,1.0803,2221.9444
378,29.7843,1.3151,0.4744,2196.1111
379,25.9662,1.56,0.9361,2183.3111
380,21.6796,0.8488,0.713,2218.8778
381,31.879,0.7724,0.7159,2200.9889
382,28.1985,0.5141,0.5836,2164.3
383,23.7087,0.6813,0.687,2197.2333
384,25.2115,0.9829,0.9826,2201.8222
385,35.2757,0.636,0.5677,2197.6778
386,30.013,0.9405,0.466,2206.1444
387,28.6157,1.2209,0.6066,2203.4556
388,31.0321,2.3927,0.9683,2280.8222
389,18.7085,1.4867,0.6242,2173.2778
390,21.9055,1.0252,0.587,2211.7778
391,24.0673,1.053,1.0323,2196.6889
392,18.2764,2.421,1.0323,2205.4667
393,32.176,1.8409,0.7159,2210.2778
394,31.3396,1.0947,1.0541,2194.3778
395,23.4301,1.4327,0.8076,2199.6556
396,17.8357,1.1921,0.9232,2217.4111
397,20.5351,0.9092,0.9251,2168.7222
398,23.3895,0.9037,0.6903,2210.2778
399,28.1392,1.4406,0.7015,2224.6222
400,31.7755,1.1524,0.8297,2201.2889
401,26.8972,0.5412,1.0393,2235.0556
402,29.1464,1.3462,0.9735,2205.7222
403,17.3399,1.1433,1.0135,2189.6555
404,22.588,0.454,0.8343,2218.5778
405,25.0401,2.1857,0.7507,2186.9889
406,21.2359,1.2893,0.7059,2197.2333
407,30.2702,1.3868,0.5967,2204.2889
408,22.6626,1.8458,0.6796,2187.9889
409,28.8106,0.9833,1.0541,2114.9905673821168
410,30.7204,1.3541,0.7534,2236.1111
411,39.683,0.8118,1.1086,2187.5222
412,19.3697,0.6189,0.9725,2208.4444
413,18.6476,1.3617,0.4221,2265.1889
414,22.8489,0.7446,0.8752,2183.3111
415,22.9832,0.6305,0.8229,2231.6111
416,29.8057,1.5357,0.8136,2205.5
417,38.9877,2.3928,0.8556,2201.5777
418,14.8409,1.1482,0.713,2202.2556
419,32.7742,1.6889,0.5742,2207.9555
420,23.6925,0.8588,0.869,2180.7
421,22.8057,0.6902,0.9136,2176.4667
422,24.3585,0.5434,0.9091,2227.9778
423,30.59,0.5378,0.7258,2276.4556
424,22.7886,1.3679,0.4685,2171.8556
425,30.3824,1.0263,0.9735,2162.7556
426,26.3334,1.7921,0.7681,2159.0556
427,30.9695,1.7352,0.6056,2217.0
428,25.4819,1.4776,0.6066,2190.1555
429,25.4333,1.7578,1.0407,2220.5445
430,31.3826,0.9984,0.815,2216.5
431,20.2022,0.5358,0.4817,2260.7333
432,33.6506,1.5318,0.4817,2171.8556
433,41.5512,1.7925,0.9368,2166.5222
434,33.9495,0.6368,0.6161,2260.7333
435,24.7094,0.6321,0.5284,2244.5
436,31.3918,1.1005,1.0631,2189.3556
437,22.97,0.6766,0.7032,2200.9889
438,39.6821,2.1091,0.6302,2228.0555
439,25.4943,0.9553,0.573,2212.3
440,41.9354,1.5056,0.7574,2217.7556
441,38.5841,1.6454,0.9255,2194.6444
442,28.8009,2.741894702029184,0.9588,2184.8889
443,27.2525,1.0037,0.815,2206.1444
444,29.9212,1.6691,0.4254,2182.4111
445,20.6576,1.1005,0.9274,2195.4444
446,31.818186238625593,1.6595,0.714,2173.6444
447,30.0241,1.9298,1.2223,2180.3778
448,23.1757,1.7021,0.7613,2183.4333
449,44.783769805205026,2.1645,1.0216,2200.995798335903
450,30.3538,1.7789,0.7162,2180.3778
451,29.0454,0.9172,0.6254,2195.1
452,26.7098,0.7935,0.577,2171.8556
453,25.4798,1.5394,0.6385,2173.2778
454,27.984,2.0675,0.8163,2166.2111
455,18.277,0.9863,0.3963,2205.7222
456,30.2755,0.8142,0.8384,2223.4
457,32.4807,1.2878,0.6611,2241.1778
458,26.0868,0.8824,1.0359,2168.7333
459,21.9792,1.1737,0.8146,2205.7222
460,25.688,0.4568,0.9873,2126.6555
461,23.1136,0.7458,1.0216,2204.5445
462,23.8511,0.9222,0.9175,2187.9889
463,39.4515,2.3584,0.9109,2280.8222
464,24.5095,1.5174,0.7193,2198.8556
465,29.2938,1.6628,0.6259,2207.9555
466,28.4793,0.5152,0.604,2253.5111
467,32.0454,1.4633,1.1869,2195.7666
468,28.9752,0.9923,0.4744,2212.3
469,26.1038,1.174,0.7153,2155.6333
470,31.3727,1.8398,0.4744,2209.6667
471,27.9706,1.5461,0.7392,2215.8111
472,27.0478,0.5554,0.6927,2151.6889
473,29.0537,1.5425,0.7392,2207.1444
474,18.8532,1.6463,0.6242,2164.3666
475,29.4926,0.8503,1.1255,2183.5
476,33.4081,1.9569,0.8041,2218.0555
477,23.1861,1.5723,0.7506,2175.2556
478,21.1535,2.0322,0.6641,2171.9
479,31.5545,0.621,0.8705,2210.9778
480,31.016,1.0689,0.8231,2171.3222
481,29.7545,0.498,0.8163,2200.9889
482,31.3313,0.8767,0.4996,2223.1667
483,31.0165,0.496,0.656,2219.7667
484,32.4059,1.2528,0.9136,2223.0444
485,26.3006,0.6162,0.9588,2167.9444
486,33.0615,1.3776,0.687,2185.3334
487,24.3206,1.5383,0.5279,2169.4667
488,26.2879,0.7163,0.7849,2207.9555
489,32.3378,1.7486,0.6901,2246.4889
490,36.343,1.8977,0.5858,2210.7333
491,27.6705,1.0303,0.7337,2182.0222
492,30.3892,0.5448,0.768,2167.9444
493,23.0468,1.1893,1.0407,2206.5112
494,21.0027,1.0161,0.6576,2178.6889
495,25.849,1.0662,0.8716,2217.8667
496,27.6462,1.163,0.7719,2200.2
497,26.3116,0.5544,0.7663,2171.8556
498,28.803,1.7661,1.0631,2192.0
499,28.6912,1.4001,0.9186,2244.9778
500,22.6504,1.5858,0.7613,2199.3334
501,28.1993,2.1399,0.5742,2209.4667
502,28.189,0.9768,0.9049,2204.6667
503,30.0565,1.4319,0.5377,2183.3111
504,18.2111,1.2562,0.7613,2191.9
505,26.0425,0.6287,0.7643,2159.0556
506,23.7055,0.5642,1.0478,2189.8778
507,26.2629,0.5072,0.8571,2199.6556
508,34.1725,0.9274,0.4443,2206.4
509,24.7718,0.6388,0.7611,2137.6111
510,27.8252,0.5889,1.0143,2219.7667
511,16.3432,1.1453,0.5284,2228.9445
512,26.0317,0.963,0.6335,2285.905176053787
513,21.2711,0.9534,0.8231,2204.5445
514,27.2483,0.5779,1.0631,2196.0
515,31.416,2.1505,1.1815,2185.9333
516,25.3309,1.2665,0.9186,2178.5889
517,24.3465,0.4508,1.0189,2216.4778
518,23.5304,1.8714,0.9725,2173.6222
519,28.6582,0.9273,0.6144,2210.8556
520,22.3822,0.3971,0.6987,2219.1333
521,32.6465,2.1512,0.6901,2222.3333
522,23.2779,1.4487,0.9725,2180.9666
523,27.0988,0.9407,1.0918,2155.6333
524,24.2974,1.169,0.8616,2196.1111
525,25.7166,0.7974,0.7663,2205.2222
526,25.3734,0.5985,0.5799,2242.8555
527,25.1013,0.6081,0.8883,2235.0556
528,18.3175,1.7144,0.9251,2185.9333
529,30.7458,1.3106,0.8076,2217.5778
530,30.6953,1.3522,0.5284,2188.5111
531,37.6915,1.4197,0.6783,2270.2556
532,26.4193,0.5811,0.6163,2164.2667
533,19.1895,0.8821,0.746,2210.3556
534,25.6003,0.5732,0.832,2159.0556
535,20.6151,1.1259,0.8705,2216.7333
536,26.166,1.2276,0.7316,2146.1111
537,22.8211,1.2161,0.7664,2200.9556
538,20.7242,0.9775,0.8834,2114.9905673821168
539,18.784,0.956,0.8758,2177.4333
540,26.4708,1.653,0.6161,2219.7667
541,18.9734,1.7646,0.5765,2200.2333
542,19.6859,1.5655,1.1869,2219.1333
543,18.0095,1.1074,0.7093,2204.2333
544,33.0758,0.5952,0.7408,2238.5444
545,27.5177,0.9656,1.0765,2186.9
546,26.8806,1.0294,0.9916,2216.6778
547,33.6192,2.2207,0.662,2180.3778
548,28.0695,1.143,0.7162,2181.6111
549,23.4873,0.4977,0.8883,2163.8667
550,44.783769805205026,1.3704,0.7516,2181.1889
551,23.7193,0.9529,0.78,2242.4333
552,28.9017,0.5774,0.9276,2147.1111
553,32.6374,1.2101,0.7233,2200.9060646451817
554,41.8842,0.5712,1.148,2234.6111
555,21.9792,2.1467,0.8235,2214.7111
556,20.5025,0.9215,0.7093,2205.7445
557,26.0917,0.7553,0.4254,2201.304260527602
558,23.7806,0.5063,0.8752,2213.7556
559,27.527,1.5008,0.9186,2178.4667
560,27.6476,1.0674,0.9726,2136.4111
561,26.8797,2.0131,0.9413,2196.6889
562,24.7298,1.4905,0.5194,2244.5
563,21.0446,0.9001,0.647,2208.9778
564,27.6301,1.4857,1.2364,2230.4222
565,40.5205,0.5697,1.0551,2196.6555
566,21.3671,1.5248,0.7532,2207.1
567,26.7021,1.079,0.7153,2114.9905673821168
568,31.4439,0.8458,0.5355,2200.0666
569,28.7752,0.5645,0.4382,2155.3111
570,30.6289,1.205,0.6783,2197.3111
571,26.1855,2.2394,0.7408,2197.6778
572,22.3374,0.6183,1.1815,2202.1222
573,29.3844,1.3993,0.7584,2174.8666
574,21.7381,1.6741,1.062,2225.5889
575,20.2979,1.662,0.5632,2167.5
576,26.7245,0.7625,0.8263,2169.9444
577,24.3275,0.6021,1.1525,2214.7111
578,30.2505,2.0058,1.0803,2178.7333
579,23.4325,1.065,0.5799,2229.3333
580,24.1601,0.6534,0.4782,2199.4580924858674
581,23.7913,0.896,0.7808,2197.6778
582,31.9933,1.5624,0.5377,2183.3111
583,20.9755,0.4549,0.8336,2114.9905673821168
584,18.5294,0.8581,1.0478,2211.7778
585,28.1426,1.1776,0.5742,2209.4667
586,22.6375,0.5981,0.9826,2216.4778
587,22.519,2.3637,0.7121,2198.7222
588,24.3769,1.5979,0.6222,2218.6333
589,24.1465,0.4919,0.9729,2151.6889
590,23.6178,1.1828,0.5066,2208.9778
591,20.0445,0.5803,0.5836,2164.3
592,22.969,0.6342,1.1869,2214.7111
593,28.252,1.2874,0.7942,2207.1
594,39.9438,1.3188,0.4184,2183.4556
595,19.6185,0.7779,0.7677,2169.9444
596,26.3122,1.9099,0.7121,2243.7778
597,23.0148,1.4308,0.8735,2171.9
598,27.8256,1.0753,0.8569,2201.2889
599,29.2883,0.808,0.8304,2127.9555
600,26.977,1.507,0.8089,2189.6778
601,19.9565,2.0754,0.8007,2222.3222
602,28.6558,0.7991,0.9163,2200.9889
603,26.9974,0.8728,0.832,2165.8666
604,31.0075,0.6604,0.7159,2171.5
605,27.5901,1.7093,0.8122,2217.4111
606,28.8518,1.2873,0.8807,2202.2889
607,23.6405,1.3873,0.7674,2239.4111
608,22.9785,0.9634,1.0393,2217.8111
609,26.0408,0.7595,0.8159,2216.5111
610,22.3489,2.2069,0.7015,2166.5222
611,29.6544,0.5782,0.4782,2191.6445
