,feature_20,feature_22,feature_54,feature_57,feature_59,feature_60,feature_65,feature_100,feature_112,feature_118,feature_130,feature_133,feature_144,feature_165,feature_169,feature_183,feature_198,feature_202,feature_206,feature_217,feature_250,feature_456,feature_472,feature_565,feature_577,feature_584,feature_588
34,12.4349,-5466.75,4.549,0.9215,4.6004,5.2064,14.7936,0.0,231.1416,58.622299999999996,0.0,2.3817,0.0028,0.154,0.11900000000000001,4.29,22.769999999999996,5.74,5.7,0.0941,0.0,3.6241,4.5454,4.980000000000001,2.0444,0.0123,0.018400000000000003
35,12.499799999999999,-6279.0,4.659,0.928,4.5337,1.2836000000000007,18.7164,0.0177,231.9841629720775,59.1488,-0.5203999999999996,2.2771,0.0037,0.064,0.076,11.7,27.85,5.47,18.96,0.0889,0.0,5.0114,10.8175,5.26,1.4589,0.0082,0.0189
36,12.559999999999999,-5477.0,4.591,0.9302,4.5586,1.002699999999999,18.9973,0.027899999999999998,230.6949,57.54409999999999,0.0,2.2864,0.0049,0.11,0.10700000000000001,12.83,18.03,6.4,10.400000000000002,0.0391,0.0,4.5881,12.193999999999999,4.980000000000001,2.1334,0.0184,0.0059
37,12.5967,-5371.5,4.621,0.9327,4.554,-2.6564,22.6564,0.034400000000000014,229.6407,58.83389999999999,-0.5203999999999996,2.2434,0.0036,0.126,0.10300000000000001,7.16,15.88,8.14,3.4900000000000007,0.05689999999999999,0.0,3.5501,6.3093,9.14,1.4546,0.0131,0.0183
38,12.2981,-5176.25,4.554,0.932,4.6449,-0.06359999999999875,20.0636,0.0,231.2142,57.6451,-2.93,2.2569,0.0054,0.022,0.11700000000000002,7.74,19.96,6.52,15.35,0.0598,0.0,3.6577,5.4642,5.530000000000002,1.1946,0.0137,0.0071
39,12.4247,-5641.25,4.607,0.934,4.6613,3.905500000000002,35.591120445653786,0.0,231.4345412606558,57.7094,0.7568999999999998,2.3712,0.0073,0.12300000000000001,0.066,9.299999999999999,20.62,3.18,8.66,0.0649,0.0,2.8726999999999996,5.7812,7.53,1.692,0.013,0.0379
40,12.649,-5193.25,4.6,0.9336,4.5531,2.0318,17.9682,-0.038099999999999995,229.5449,58.5099,0.6622999999999996,2.3187,0.0044,0.12099999999999998,0.08,13.099999999999998,23.35,15.57,6.37,0.05510000000000001,0.0,4.2078,21.4774,13.009999999999998,1.5487,0.014500000000000002,0.0106
41,12.4231,-5369.0,4.585,0.933,4.6476,17.3873,22.6127,-0.020499999999999997,231.37027442559562,58.64209999999999,-0.04729999999999975,2.2887,0.0031,0.11199999999999999,0.086,10.2,21.449999999999996,6.52,8.26,0.06160000000000001,0.0,2.7887999999999997,6.452100000000001,10.420000000000002,1.7732000000000003,0.0158,0.0397
42,12.6122,-5770.75,4.582,0.9224,4.5327,-0.1544999999999999,20.1545,-0.014,230.3738,58.7766,0.04729999999999975,2.4151,0.0031,0.182,0.19,11.51,23.0,7.2299999999999995,6.33,0.1167,0.0,2.4524999999999997,4.7191,8.8,2.047,0.0116,0.0108
43,12.551,-5658.25,4.554,0.932,4.6449,-0.3309,20.3309,-0.04740000000000001,231.2351,61.2828,-1.797,2.2616,0.0039000000000000003,0.12,0.11,9.5,18.64,10.02,4.78,0.15800946007761849,0.0,3.6174000000000004,4.6081,4.980000000000001,1.1851,0.0123,0.0078
44,12.4616,-5282.75,4.61,0.9366,4.6801,-5.718200000000002,25.7182,0.062300000000000015,231.27267250701146,59.3036,-0.23650000000000015,2.3672,0.0036,0.091,0.178,8.57,20.309999999999995,6.170000000000001,9.82,0.07650000000000001,0.0,4.7254,8.5489,4.980000000000001,1.34,0.0174,0.0115
45,12.5018,-5936.0,4.609,0.9288,4.5186,3.650000000000001,16.35,0.03349999999999999,232.44825815287956,56.985600000000005,0.0,2.3375,0.0042,0.069,0.188,11.61,19.74,4.57,9.02,0.0891,0.0,4.8727,10.1487,9.46,1.5927,0.0101,0.0106
46,12.5088,-5657.75,4.551,0.9326,4.7045,25.5127,14.4873,-0.01580000000000001,231.613190650218,57.8978,-0.14189999999999994,2.3756,0.0037,0.084,0.085,8.319999999999999,15.69,7.869999999999999,7.739999999999999,0.054200000000000005,0.0,2.2445,2.4540000000000006,4.1,1.4504,0.0106,0.0102
47,12.4661,-5226.5,4.55,0.9228,4.5924,-5.647299999999999,25.6473,-0.031599999999999996,230.51317579338783,58.148,0.23650000000000015,2.3099000000000003,0.0031,0.037,0.189,13.37,17.73,13.21,9.04,0.1056,0.0,2.7632,5.1163,7.259999999999998,1.8119,0.0126,0.019100000000000002
48,12.6122,-5603.75,4.582,0.9331,4.4932,1.8609000000000004,18.1391,0.01950000000000001,230.7053,59.30499999999999,1.4190000000000003,2.2825999999999995,0.0031,0.108,0.057,19.15,18.4,15.04,3.85,0.1035,0.0,4.0384,7.4918,4.980000000000001,1.9075000000000002,0.027899999999999998,0.0326
49,12.498,-5508.5,4.547,0.9148,4.5324,-4.492699999999999,24.4927,-0.009299999999999992,231.7058,59.0025,-2.553,2.4241,0.0049,0.105,0.075,12.239999999999998,19.83,6.76,6.780000000000001,0.0862,0.0008,2.7924999999999995,6.135,4.980000000000001,1.3144,0.0098,0.0096
50,12.620199999999999,-6112.25,4.658,0.9359,4.5579,17.4,22.6,-0.001899999999999992,232.8600238892983,57.0914,-0.14189999999999994,2.3275,0.0049,0.068,0.09300000000000001,11.020000000000001,11.84,7.459999999999999,7.23,0.1113,0.0,4.5918,7.6161,3.71,1.8064999999999998,0.0289,0.019100000000000002
51,12.4706,-5422.0,4.624,0.9329,4.5834,1.607300000000001,18.3927,0.018599999999999985,232.0569423719129,59.3308,-0.0946000000000002,2.3257,0.0042,0.132,0.134,9.48,17.8,8.32,7.03,0.0721,0.0,3.0382,7.2065,6.515512407226164,56.173747931284815,0.012,0.0149
52,12.4616,-6280.75,4.563,0.9364,4.6771,0.8873000000000013,19.1127,0.030699999999999995,232.44510735468305,58.3741,0.8042000000000002,2.3132,0.0032,0.096,0.121,10.329999999999998,18.1,4.39,5.71,0.08269999999999998,0.0,4.4513,6.786500000000001,6.459127718044344,1.6664,0.020799999999999996,0.0106
53,12.6012,-5425.5,4.638,0.9223,4.5444,-2.7135999999999982,22.7136,-0.03719999999999999,231.6601,58.357299999999995,-1.277,2.2752,0.0033,0.162,0.084,13.35,21.26,7.400000000000001,9.09,0.0321,0.0,2.2198,7.026,5.450000000000001,56.173747931284815,0.0129,0.020300000000000002
54,12.4743,-3726.665583970241,4.575,0.93,4.6061,5.3382000000000005,34.6618,-0.046499999999999986,231.54418032435143,58.974399999999996,-0.04729999999999975,2.3497,0.0043,0.8754127888874621,0.076,9.96,20.05,7.140000000000001,9.26,0.0919,0.0,4.9626,9.1746,9.58,2.2977,0.0101,0.0218
55,12.4841,-6310.25,4.623,0.9251,4.5155,1.6373000000000013,18.3627,0.023299999999999994,232.64616511927653,58.7323,-0.04729999999999975,2.3259,0.0031,0.079,0.129,12.2,22.759999999999998,10.61,8.83,0.08739999999999999,0.0,5.1487,9.5734,9.09,0.9874,0.013,0.012199999999999999
56,12.4618,-5490.25,4.617,0.929,4.5141,2.9690999999999996,17.0309,0.01579999999999999,231.7315317278745,58.5766,-0.0946000000000002,2.3063,0.0033,0.109,0.11900000000000001,10.759999999999998,18.71,5.29,5.07,0.0895,0.0,4.7213,8.9233,7.380000000000002,2.0132,0.0111,0.014599999999999998
57,12.4743,-5273.0,4.588,0.9348,4.6737,-1.0991000000000006,21.0991,0.028799999999999985,231.74429605868366,58.3136,0.14189999999999994,2.4213999999999998,0.0045,0.074,0.171,8.509999999999998,21.13,3.0799999999999996,8.97,0.088,0.0,3.1464999999999996,8.0657,7.82,1.8896,0.0121,0.0276
58,12.5894,-5427.75,4.623,0.9251,4.5155,2.9517999999999995,17.0482,-0.005599999999999992,231.32660984704927,59.0601,-0.9461000000000002,2.3573,0.0053,0.135,0.06,11.119999999999997,18.73,6.44,7.1499999999999995,0.1022,0.0,4.971,6.929,6.537510556802161,1.534,0.0132,0.0156
59,12.47,-6439.0,4.633,0.9227,4.6862,-10.370000000000001,30.37,0.044600000000000015,232.0096184628273,57.9622,-0.04729999999999975,2.295,0.0032,0.04,0.105,10.34,21.31,8.56,6.91,0.0805,0.0,4.8552,6.5088,6.585070448625179,56.173747931284815,0.0265,0.0424395211613185
60,12.129800000000001,-5250.75,4.601,0.9327,4.4994,1.3445000000000016,18.6555,0.0,231.4772,57.3415,-1.2290000000000003,2.2807999999999997,0.0057,0.192,0.176,17.49,26.11,20.17,5.9399999999999995,0.068,0.0,4.8902,30.6162,6.200000000000001,1.7681,0.014500000000000002,0.0135
61,12.4555,-5153.25,4.596,0.9353,4.6118,1.166399999999999,18.8336,-0.0177,231.2249,59.2046,-0.8581149368524359,2.3009043076829023,0.0043,0.074,0.151,8.74,21.74,8.15,5.33,0.08087061810591684,0.0,2.8922,3.3785,11.09,1.2237,0.0153,0.0086
62,12.541199999999998,-5359.25,4.534,0.9311,4.6263,0.1872999999999995,19.8127,0.02980000000000001,230.0474,59.2204,-2.033,2.3922999999999996,0.005,0.051,0.098,9.91,19.37,7.730000000000001,5.200000000000001,0.0991,0.0,3.5866000000000002,3.9538000000000006,11.329999999999997,1.0188,0.0157,0.0072
63,12.5222,-5575.25,4.632,0.9231,4.5554,0.4835999999999992,19.5164,0.03720000000000001,231.92849817516708,59.4838,-0.4258000000000001,2.3121999999999994,0.0053,0.066,0.147,9.67,20.21,5.3,5.95,0.04939999999999999,0.0,2.7427999999999995,7.2194,3.4699999999999998,1.1273,0.0117,0.015100000000000004
64,12.499,-6029.0,4.593,0.9312,4.5071,4.080900000000001,15.919100000000002,-0.055799999999999995,232.0602,58.8463,-1.986,2.4079,0.0034,0.091,0.058,17.17,27.05,18.55,4.87,0.0758,0.0,4.1926,29.6597,4.980000000000001,1.8704999999999998,0.0091,0.0181
65,12.4761,-3726.665583970241,4.558,0.9323,4.5924,18.3936,21.6064,0.0,231.00434963739917,56.8545,-0.4730999999999999,2.2936,0.0049,0.8754127888874621,0.11700000000000002,5.630000000000001,16.58,3.34,6.28,0.08590000000000002,0.0,3.1906000000000003,5.827699999999999,6.308936887625429,1.6343,0.0099,0.0213
66,12.4349,-5371.25,4.571,0.9242,4.5663,1.2808999999999997,18.7191,0.0484,231.51500970317286,59.2341,-0.5677000000000001,2.349,0.0048,0.149,0.126,4.76,19.38,5.92,6.47,0.0648,0.0,3.8197999999999994,5.7203,4.639999999999999,2.0444,0.011,0.0058
67,12.5302,-5932.0,4.623,0.9251,4.5155,0.568200000000001,19.4318,-0.062300000000000015,232.00974578573783,57.1673,-0.9461000000000002,2.3573,0.0063,0.076,0.171,13.409999999999998,21.29,8.31,11.19,0.056700000000000014,0.0,5.223,9.9092,6.454046372568101,1.1219,0.0147,0.0156
68,12.4896,-6383.75,4.584,0.936,4.6798,8.095500000000001,11.9045,0.15349999999999997,231.96068541198352,59.092699999999994,0.5203999999999996,2.3865,0.0029,0.084,0.051,9.87,17.94,5.42,10.23,0.0604,0.0,4.2017,4.935,6.485821122824095,2.0471,0.025999999999999995,0.0106
69,12.5722,-5377.0,4.604,0.9347,4.535,-1.9699999999999989,21.97,-0.031599999999999996,234.1873,59.6505,1.6550000000000002,2.2797,0.0041,0.055,0.099,6.119999999999999,18.73,5.62,4.15,0.07959999999999999,0.0,3.1362,2.814,12.040000000000001,1.6951,0.0185,0.0192
70,12.4743,-5393.25,4.594,0.9318,4.6463,-8.225500000000002,28.2255,-0.005599999999999992,231.478218482819,57.6821,-0.8906806263448478,2.3276576114927545,0.0073,0.049,0.10400000000000001,7.980000000000001,13.05,5.86,7.58,0.0908,0.0,2.5398,11.9746,5.779999999999999,56.173747931284815,0.0134,0.0083
71,12.5488,-5692.5,4.601,0.9348,4.6766,-0.7500000000000001,20.75,0.022300000000000007,230.7885,57.23490000000001,-3.025,2.2647,0.0031,0.118,0.18,7.85,14.909999999999998,5.69,8.49,0.092,0.0,3.8216,7.6945,5.200000000000001,2.0496,0.0118,0.0156
72,12.4647,-5326.5,4.622,0.9222,4.5255,0.1627000000000014,19.8373,0.020499999999999997,228.9898,59.258500000000005,1.4190000000000003,2.2825999999999995,0.0051,0.16,0.177,14.35,20.34,7.730000000000001,4.89,0.0803,0.0,2.3544999999999994,7.3686,4.980000000000001,1.4206,0.0141,0.015200000000000002
73,12.4759,-6453.75,4.588,0.9266,4.5129,-1.9555000000000013,21.9555,0.06879999999999999,232.34250595967288,57.472199999999994,-0.23650000000000015,2.3161,0.0036,0.098,0.068,11.68,24.81,10.17,10.52,0.0763,0.0,2.5384999999999995,5.3164,4.980000000000001,1.8749000000000002,0.0125,0.0112
74,12.4245,-5175.5,4.612,0.9203,4.534,-1.3018000000000014,21.3018,0.12279999999999998,235.6203,59.6445,-1.088,2.2915,0.0039000000000000003,0.091,0.132,14.85,22.45,11.39,8.42,0.06610000000000002,0.0,2.4969999999999994,5.4439,4.980000000000001,1.0106,0.0123,0.0266
75,12.5094,-5336.0,4.614,0.9313,4.6532,-0.01910000000000088,20.0191,-0.1163,230.33856729574063,58.3868,-0.0946000000000002,2.3063,0.0046,0.062,0.132,8.21,16.92,10.28,9.75,0.0892,0.0,3.3496,7.8838,4.05,1.5148,0.0288,0.0127
76,12.4363,-5305.25,4.556,0.9168,4.5074,-2.0327000000000006,22.0327,-0.032600000000000004,235.1533,56.67580000000001,-1.2290000000000003,2.2563,0.0035,0.096,0.126,15.319999999999999,23.43,10.52,7.01,0.0831,0.0,2.4365,5.2334,11.649999999999997,1.4883,0.0185,0.0078
77,12.5106,-5548.25,4.681,0.9314,4.6336,3.0982000000000025,16.9018,-0.0037000000000000006,233.0361,58.20139999999999,-2.647,2.3883,0.0035,0.094,0.12,4.57,18.73,7.7,7.050000000000001,0.1132,0.0,4.0315,8.5496,4.980000000000001,1.6874,0.0099,0.0058
78,12.5184,-5426.0,4.601,0.9185,4.539,-2.9609000000000014,22.9609,0.07250000000000001,234.4585,59.38870000000001,-0.8042000000000002,2.2859,0.0056,0.151,0.154,14.92,29.249999999999996,8.78,10.81,0.1016,0.0,2.3085,6.6632,10.26,56.173747931284815,0.015500000000000002,0.0373
79,12.5145,-5329.25,4.658,0.9157,4.335991396277554,3.5436,16.4564,0.03720000000000001,232.44387355217773,57.8907,-2.033,2.2726,0.008017461442539005,0.185,0.11,11.31,18.23,9.75,6.56,0.0907,0.0,2.3525999999999994,12.7651,6.309999999999999,1.6891,0.0135,0.0207
80,12.5302,-6447.25,4.617,0.929,4.5141,1.5127000000000004,18.4873,0.008399999999999989,232.3714802470637,59.4696,0.04729999999999975,2.3322999999999996,0.0039000000000000003,0.125,0.054,12.28,18.33,3.8600000000000003,12.380000000000003,0.0748,0.0,4.7214,11.0293,6.424250370117396,1.3771,0.0114,0.0277
81,12.499,-5545.75,4.63,0.9265,4.5682,1.1700000000000006,18.83,-0.02980000000000001,232.12290999063325,58.5681,-0.4730999999999999,2.3402,0.0052,0.089,0.15,7.3,27.909999999999997,6.11,6.39,0.1427,0.0,4.292,5.563500000000001,5.610000000000001,1.5148,0.0112,0.0129
82,12.2981,-5439.25,4.593,0.9317,4.7544,-0.8045000000000002,20.8045,0.04369999999999999,230.8775,59.68249999999999,-3.779,2.2472,0.0032,0.11300000000000002,0.10800000000000001,13.15,18.05,4.01,7.990000000000001,0.0948,0.0,4.4635,13.012600000000003,5.99,1.7166,0.018,0.0187
83,12.4896,-5513.5,4.574,0.9337,4.5319,2.9900000000000015,17.01,0.14229999999999998,231.602390554416,57.4551,0.04729999999999975,2.3604,0.0042,0.091,0.151,9.9,19.83,6.34,9.9,0.0632,0.0,4.3042,8.4123,6.4371905416532,1.7609,0.0116,0.0113
84,12.437100000000001,-6472.5,4.527,0.933,4.7644,27.3427,12.6573,-0.04000000000000001,231.67574233172584,56.9211,0.3310999999999997,2.3524,0.0043,0.076,0.073,7.360000000000001,15.97,7.789999999999999,10.31,0.0809,0.0,2.1629,3.1932,5.96,1.3334,0.0181,0.0218
85,12.3351,-5339.5,4.596,0.9366,4.6928,0.6999999999999986,19.3,0.011199999999999984,229.9405,59.3614,-3.5429999999999997,2.2445,0.0049,0.103,0.079,6.620000000000001,15.63,4.39,5.88,0.1471,0.0,3.7441,5.4643999999999995,4.980000000000001,1.8719999999999999,0.0149,0.019100000000000002
86,12.6278,-5633.25,4.608,0.9337,4.5304,10.995499999999998,29.0045,-0.01950000000000001,232.20615247021684,58.487899999999996,-0.04729999999999975,2.3073,0.0039000000000000003,0.093,0.143,8.579999999999998,23.63,10.75,13.97,0.0581,0.0,4.2611,12.312500000000002,6.406171826208991,1.5567,0.0184,0.0141
87,12.5065,-5763.75,4.576,0.9327,4.5454,1.7373000000000012,18.2627,-0.03719999999999999,232.0640020194841,57.094199999999994,-0.14189999999999994,2.3162,0.0032,0.173,0.075,9.09,17.6,3.43,6.4,0.07290000000000002,0.0,3.9947,7.0856,6.59195999778461,1.4934,0.0164,0.0071
