,feature_1,feature_20,feature_22,feature_34,feature_60,feature_103,feature_122,feature_131,feature_206,feature_248,feature_383,feature_427
21,2941.23,12.58,-6257.500000000001,8.6706,2.2855,0.17851137983328097,15.649999999999999,0.657,14.91,0.05696406274039193,0.0013521172642906776,1.5151
22,3043.22,12.4849,-5607.25,8.7867,0.6190999999999987,-0.04420000000000002,15.74,0.6893,11.18,0.0444,0.0010559630249882355,0.737
23,3021.61,12.4124,-5720.25,8.8581,-3.750900000000001,0.02439999999999999,15.73,0.5042,4.95,0.052146252559228126,0.000985596136125793,1.2606
24,3048.76,12.512,-5122.5,8.8624,4.9118,0.02860000000000002,15.75,0.8543,7.04,0.0196,0.0018587623796689125,0.5418
25,3011.944256515786,12.4761,-5434.0,8.6397,0.11999999999999979,0.0776,15.87,0.7784999999999999,8.33,0.05566007763095938,0.00017679820801384634,1.7251
26,2943.9,12.4753,-6349.75,9.5713,1.8173000000000006,-0.0785,15.92,0.7287,5.14,0.0205,0.0008866571236858521,2.2004
27,2965.41,12.7051,-5419.75,8.2345,2.7926999999999986,0.019500000000000014,15.87,0.7003,6.01,0.024072580666491913,0.0004,0.8378
28,3030.27,12.4608,-6154.0,9.1502,2.110899999999999,0.022099999999999988,15.83,0.7589,13.41,0.0654793137594718,0.00042352268134916894,1.9544
29,3035.89,12.58,-5341.25,8.6544,-4.4109,0.0371,15.84,0.8013999999999999,5.5,0.04925197685039565,0.0006,0.6131
30,2943.58,12.5698,-5474.25,10.053779039737469,8.9136,-0.0483,15.74,0.7681,10.22,0.1677,0.001004091274628735,1.3431
31,3006.39,12.5218,-6305.25,8.5891,-2.0763999999999996,-0.05740000000000001,15.930000000000001,0.7591,9.35,0.0162,0.00010446293307109396,0.4793
32,3007.75,12.5488,-5639.75,8.287,0.5517999999999986,0.01739999999999998,15.77,0.6423,8.84,0.0225,0.0010081982300858394,0.9287
33,2936.51,12.4059,-5977.250000000001,8.5851,-0.936399999999999,0.0336,15.790000000000001,0.7822,4.38,0.03897841160207802,0.0003,0.9268999999999998
34,3021.83,12.4349,-5466.75,8.572,5.206400000000003,0.0,15.9,0.8536,5.7,0.018,0.0012,1.2483
35,3033.29,12.4998,-6279.0,9.7836,1.2835999999999999,-0.060399999999999995,15.95,0.7232,17.847436190549466,0.029299999999999996,0.0006923039278311123,1.0257
36,3230.1250333219627,12.56,-5477.0,8.9132,1.0027,-0.015499999999999993,15.76,0.8253000000000001,10.4,0.04417511570281811,0.0012,0.5418
37,2951.06,12.5967,-5371.5,9.0447,-2.6563999999999997,-0.04349999999999999,15.74,0.7154,3.49,0.04783320573653386,9.999999999999999e-05,1.1716000000000002
38,2994.06,12.2981,-5176.25,8.9191,-0.0636000000000001,0.0,15.83,0.8145,15.35,0.05380723993584882,0.0004,0.8527
39,2955.3,12.4247,-5641.25,9.2405,3.9055,0.0,15.7,0.7860000000000001,8.66,0.0182,0.0008646606042305247,1.4389
40,2996.65,12.649,-5193.25,8.7512,2.0317999999999996,0.03889999999999999,15.74,0.8781,6.369999999999999,0.050057305201612896,0.0018587623796689125,0.5403
41,2988.99,12.4231,-5369.0,8.9336,17.3873,0.03850000000000001,15.98,0.6287,8.26,0.0332,0.0006222112700792169,1.2655000000000003
42,3054.52,12.6122,-5770.75,8.8909,-0.1544999999999993,0.006100000000000017,15.820000000000002,0.8343,6.33,0.0219,0.0005,0.5996000000000001
43,3221.21,12.551,-5658.25,8.7635,-0.3308999999999988,-0.028999999999999995,15.8,0.5662,4.78,0.04750660202967306,0.0004,1.3047
44,2977.43,12.4616,-5282.75,9.1855,-5.718200000000001,0.037699999999999984,15.87,0.8116999999999999,9.82,0.02812166152126528,0.0014399139865743787,1.5308
45,3017.87,12.5018,-5936.0,9.0121,3.649999999999998,0.0685,15.97,0.7987,9.02,0.019,0.000730177024913372,0.6632
46,3015.787795910086,12.5088,-5657.75,9.094,25.5127,-0.012400000000000003,15.7,0.6925,7.739999999999999,0.0641,0.0008989252160174818,2.1082
47,3230.1250333219627,12.4661,-5226.5,8.536,-5.647300000000001,-0.0706,15.790000000000001,0.6755,9.04,0.0455,0.0001157718316725596,0.6269
48,3182.87,12.6122,-5603.75,8.8097,1.8608999999999989,0.014399999999999994,15.78,0.821,3.85,0.0219,0.0006,0.5892
49,3037.2,12.498,-5508.5,8.58,-4.4927,0.037699999999999984,15.84,0.8013999999999999,6.779999999999999,0.0162,0.0009,1.5991
50,3024.15,12.6202,-6112.25,8.8287,17.400000000000002,0.06870000000000001,15.75,0.7085,7.23,0.059300000000000005,0.0011812978197979756,1.6608
51,3004.71,12.4706,-5422.0,8.7219,1.6073000000000008,0.0852,16.0,0.7975,7.03,0.1811,0.0008600449559706922,1.7426
52,2894.04,12.4616,-6280.75,8.4092,0.8872999999999994,-0.086,15.820000000000002,0.6518,5.71,0.05692505778927686,0.0009699084828285553,0.6011
53,2997.45,12.6012,-5425.5,9.6515,-2.713599999999999,0.023099999999999985,15.87,0.7223,9.09,0.056948288460923355,0.0003,0.6632
54,2950.0,12.4743,-4173.970024483161,9.1784,5.338199999999997,0.03270000000000001,15.72,0.7304,9.26,0.0507,0.0013470840276624558,1.2223999999999997
55,2997.15,12.4841,-6310.25,8.5987,1.6373000000000009,-0.041099999999999984,15.74,0.6887,8.83,0.0154,0.0010148313742815475,0.5648
56,3058.6,12.4618,-5490.25,9.754,2.969100000000001,0.021099999999999994,15.92,0.7436,5.07,0.0203,0.0007313476413335542,0.6418
57,2940.26,12.4743,-5273.0,8.5855,-1.0991000000000004,0.08139999999999999,15.619999999999997,0.7697,8.97,0.051,0.0010183589681881187,0.5445
58,3053.49,12.5894,-5427.75,8.7994,2.9518,0.09160000000000003,15.87,0.8243999999999999,7.15,0.0176,0.0005580243771514098,1.1766000000000003
59,3035.75,12.47,-6439.0,8.5177,-10.37,0.0045000000000000005,15.820000000000002,0.6751,6.909999999999999,0.04238569694289582,0.0013851639344195593,2.2773
60,3017.39,12.276893646663098,-5250.75,8.2395,1.3444999999999991,0.0,15.76,0.7906000000000001,5.94,0.050875451912909375,0.0011,0.6101
61,2978.81,12.4555,-5153.25,8.1728,1.1664000000000005,0.0021999999999999984,15.79022716048615,0.7230655923534282,5.33,0.05455918575002468,0.00019999999999999998,0.7554229664815155
62,2994.22,12.5412,-5359.25,8.6544,0.18729999999999974,0.050600000000000006,15.8,0.8826,5.2,0.047294504085442314,0.0005,1.1702
63,3040.34,12.5222,-5575.25,8.6397,0.48359999999999936,0.037300000000000014,15.87,0.7784999999999999,5.95,0.053964355215179165,0.0003301324990808534,1.4616
64,3171.54,12.499,-6029.0,8.322,4.080900000000001,-0.0028,15.790000000000001,0.8529,4.87,0.04879642114074629,0.0018587623796689125,2.2414
65,2884.74,12.4761,-4173.970024483161,9.2007,18.3936,0.0,15.960000000000003,0.8093,6.28,0.2149605130032192,0.0007503071811943776,1.5379
66,3045.07,12.4349,-5371.25,8.3331,1.2808999999999988,-0.0017000000000000006,15.649999999999999,0.6697,6.47,0.0174,0.0006144673502543711,1.9706
67,3085.57,12.5302,-5932.0,8.7994,0.5682000000000003,0.10890000000000001,15.87,0.8243999999999999,11.19,0.0359,0.0007041061024698394,1.1539
68,2954.36,12.4896,-6383.75,9.5713,8.095500000000003,-0.045899999999999996,15.74,0.698,10.23,0.0916,0.0009992891964620068,2.0544
69,2908.47,12.5722,-5377.0,9.088,-1.970000000000001,0.019500000000000014,15.820000000000002,0.8137,4.15,0.05340755342911397,0.0003,0.7381999999999999
70,3031.9,12.4743,-5393.25,8.8249,-8.2255,-0.0336,15.771099918294027,0.7603710872303933,7.58,0.027273524470111277,0.0011433608931016425,1.3796
71,3084.23,12.5488,-5692.5,8.6544,-0.7500000000000014,-0.035699999999999996,15.75,0.562,8.49,0.0181,0.0007,1.2366
72,2914.04,12.4647,-5326.5,8.6472,0.16269999999999873,-0.043699999999999996,15.78,0.821,4.89,0.0233,0.0006,1.5256999999999998
73,2993.48,12.4759,-6453.75,9.996400000000001,-1.9555000000000007,-0.041,15.8,0.7527,10.52,0.05447539840147758,5.8395370273946215e-05,0.4832
74,2990.46,12.4245,-5175.5,8.7538,-1.3018,0.04529999999999998,15.56,0.592,8.42,0.04192120980789455,0.0007,1.4317
75,3064.81,12.5094,-5336.0,9.0425,-0.019099999999999683,-0.014899999999999991,15.92,0.7436,9.75,0.0411,0.00024426737876871545,0.5758
76,3019.44,12.4363,-5305.25,9.1526,-2.0326999999999993,0.0684,15.81,0.7189,7.01,0.05662995685067578,0.0004,1.5604
77,3058.91,12.5106,-5548.25,8.8546,3.0981999999999994,-0.06540000000000001,15.84,0.8349000000000001,7.05,0.0435,0.0017,0.5481
78,2963.26,12.5184,-5426.0,8.2963,-2.9608999999999988,0.018000000000000002,15.63,0.6534,10.81,0.0547863521873447,0.0005,1.7736
79,3010.75,12.5145,-5329.25,8.8519,3.5436000000000023,-0.0681,15.76,0.8121,6.559999999999999,0.0,0.0009084592197186447,0.6244
80,2939.6,12.5302,-6447.25,8.5779,1.512699999999999,0.1067,15.960000000000003,0.8162,12.38,0.05459828337586321,0.0006138170836820535,1.8290999999999997
81,2965.52,12.499,-5545.75,8.8132,1.1700000000000006,0.05889999999999998,15.86,0.8318,6.389999999999999,0.1454,0.00097072849067051,0.5965000000000001
82,3188.9,12.2981,-5439.25,8.9979,-0.8045,0.035200000000000016,15.72,0.5708,7.99,0.05411511480986835,0.0003,0.5518
83,3025.81,12.4896,-5513.5,9.754,2.9899999999999993,-0.03330000000000001,15.86,0.7747,9.9,0.0168,0.000927887407480326,1.8725
84,3049.19,12.4371,-6472.500000000001,8.6667,27.3427,-0.001800000000000004,15.7,0.7636,10.31,0.0427,0.0013612216327348638,2.1221
85,3033.11,12.3351,-5339.5,8.1161,0.6999999999999996,0.0026999999999999962,15.74,0.6304,5.88,0.04180883317410856,0.0009,1.0482
86,2917.09,12.6278,-5633.25,8.6013,10.9955,-0.1327,15.77,0.6586,13.97,0.0334,0.0016714875943459814,1.4978
87,3072.41,12.5065,-5763.75,9.7324,1.7373000000000016,-0.0444,15.72,0.6556,6.4,0.1247,0.0006252260064420617,0.7851
88,3041.23,12.5906,-5362.75,9.0121,-19.9927,0.12060000000000003,15.97,0.7987,10.01,0.014900000000000002,0.00018324231228554824,1.2405
89,3225.54,12.4018,-5663.5,8.8356,0.9573000000000002,-0.033100000000000004,15.95,0.6778,8.32,0.06106162882276125,0.0013,1.3900000000000001
90,3052.31,12.402,-6408.75,8.9607,-3.3555,0.0855,15.92,0.8712,9.54,0.053537692306017334,0.0006,1.588
91,2978.96,12.5661,-5434.25,8.8078,-0.6326999999999997,0.0013000000000000062,15.790000000000001,0.8404999999999999,8.16,0.047218587497606525,0.00065486890965572,0.6810999999999999
92,3075.05,12.4018,-5138.5,8.7782,5.069099999999997,-0.0297,16.03,0.7772,4.13,0.05459223694105622,0.0005,1.4069000000000003
93,2949.82,12.5553,-5343.0,8.7994,11.290899999999999,-0.0606,15.9,0.6802,15.560000000000002,0.031199999999999995,0.0005211195949839202,1.6695
94,3007.47,12.5429,-5621.0,8.5571,-2.6109000000000004,0.034699999999999995,15.85,0.822,3.84,0.0,0.0007,0.557
95,3158.88,12.5031,-5135.0,8.9635,-0.3736000000000005,0.009000000000000001,15.930000000000001,0.7591,8.67,0.0147,0.0005695063174475136,0.7473
96,2985.38,12.4618,-5750.0,8.6427,-1.1391000000000013,0.15029999999999996,15.92,0.8079999999999999,4.95,0.05136228902529834,0.0007702120698835705,0.7797
97,3183.63,12.5453,-5491.75,10.053779039737469,-4.99,-0.12030000000000002,15.7,0.6102,6.33,0.04686532609111962,0.0009,0.6728
98,3025.04,12.3869,-5160.75,8.6472,-0.9090999999999999,-0.0708,15.56,0.592,6.32,0.05618855122361916,0.0004,1.4506
99,3055.66,12.4769,-5763.0,8.2638,1.8164000000000011,0.05620000000000001,15.7,0.7308,8.59,0.0338,0.000828860330977378,0.9417999999999999
100,3037.81,12.4104,-6391.5,9.5713,0.12270000000000063,0.03899999999999999,15.790000000000001,0.6755,8.98,0.0394,0.0010721121993095776,1.7597
101,3007.38,12.4724,-6409.5,8.5251,0.8745000000000008,-0.018100000000000005,15.88,0.7884,7.209999999999999,0.0264,0.000594951385273889,1.5321
102,2945.9,12.4996,-5966.750000000001,8.7779,-1.0181999999999995,0.021099999999999994,15.75,0.5013,9.49,0.04156264219347622,0.0009431744177681462,0.4657
103,2940.72,12.448,-6259.5,8.8513,0.3035999999999997,0.02519999999999998,15.73,0.6834,9.79,0.05465864697168841,0.0005891799444458051,0.5311
104,2873.83,12.5439,-5445.25,8.6556,2.0508999999999995,0.06149999999999999,15.88,0.7202,12.38,0.056986208169586446,0.0006442057326638759,1.4331
105,2949.65,12.5506,-5707.5,9.0998,22.792700000000004,0.0014999999999999937,15.73,0.8764,12.74,0.131,0.0010733695102448145,0.6265999999999999
106,3080.89,12.5663,-5618.75,8.5889,4.146400000000002,-0.006099999999999998,15.619999999999997,0.7697,12.08,0.023527419171433167,0.0011381675548146862,0.9016999999999998
107,3202.9,12.6149,-5390.0,8.8973,0.32450000000000084,-0.03610000000000001,15.64,0.7573,12.8,0.04054029962560995,0.0005,0.6247
108,2933.88,12.4655,-5487.25,8.6915,6.1526999999999985,0.12139999999999997,15.87,0.8116999999999999,3.86,0.0284,0.001174364306869024,0.5238
109,2954.1,12.6063,-5518.0,8.7879,-1.8473000000000004,-0.1087,15.790000000000001,0.8187000000000001,13.31,0.0446,0.0013237490619373916,1.6916
110,2953.41,12.601,-5539.5,8.2823,-1.643599999999999,-0.018100000000000005,15.67,0.7639,10.41,0.054819591609055716,0.0008267067032206674,1.2855999999999999
111,3059.68,12.4431,-5402.0,8.6799,2.298199999999999,0.009000000000000001,15.77,0.8318,6.12,0.0519460681357033,0.00047553601006494224,0.8812
112,3044.46,12.5849,-6599.25,9.1638,23.8864,0.02160000000000001,15.74,0.7429,5.27,0.058,0.0011885610535260667,0.5256
113,2997.84,12.5039,-5260.25,8.9605,3.810899999999998,0.0593,15.88,0.7202,7.53,0.022565472258373277,0.0005407092684647317,0.7915
114,2990.66,12.4839,-5415.25,9.7137,-6.740000000000001,-0.0359,15.67,0.7131,7.3,0.05252293525072159,0.0003,1.272
115,3026.86,12.5469,-5641.0,9.7571,2.261800000000001,0.0549,15.7,0.6815,12.5,0.05214455549692474,0.0005,1.2353
116,2990.72,12.448,-5803.0,8.5459,1.924499999999999,-0.06980000000000001,15.92,0.7287,6.76,0.0362,0.0007363414080704209,0.4244
117,3012.68,12.3578,-5125.75,8.3663,-0.4409000000000004,-0.007900000000000003,15.75,0.5882,8.97,0.05147391572396558,0.0011,1.1499000000000001
118,3049.31,12.4882,-5497.75,8.7947,27.651774908140876,0.0516,15.71,0.7388,9.77,0.2149605130032192,0.000990895448637336,1.4744
119,3085.1,12.5967,-5451.75,9.0145,2.4208999999999996,-0.051399999999999994,15.88,0.8106,9.46,0.054579136347441944,0.0012,2.741894702028664
120,3053.95,12.5351,-6310.25,8.6439,-0.8100000000000013,-0.021099999999999994,15.71,0.6852,17.847436190549466,0.013799999999999998,0.0007247964944890797,1.4873
121,2982.4,12.3996,-5420.25,8.2981,-3.169614829732627,0.005099999999999982,15.84,0.8349000000000001,8.361124318023679,0.0126,0.0009,1.2939
122,3072.73,12.5816,-6364.25,9.043,-17.9336,-0.06640000000000001,15.81,0.7675,7.329999999999999,0.052824406764151004,0.0009720375006686734,1.6353
123,3026.07,12.5008,-5729.25,8.6799,-0.7154999999999991,-0.013700000000000009,15.820000000000002,0.8343,3.19,0.028900000000000002,0.0009756482491088975,1.3654
124,3105.49,12.4492,-5566.75,9.0622,4.150900000000001,-0.068,15.790000000000001,0.6755,7.539999999999999,0.047962249284725186,0.0010136975214293555,0.5748
125,3045.11,12.5106,-6411.0,9.0811,3.9672999999999985,-0.0483,15.74,0.5833,8.13,0.017,0.0005799796992440268,0.4496
126,2978.57,12.5429,-5217.25,8.3663,-3.650000000000001,-0.07259999999999998,15.77,0.5812,7.34,0.014800000000000002,0.0003,0.4115
127,2898.08,12.5094,-5329.0,8.7932,-1.9855000000000005,-0.0008999999999999923,15.790000000000001,0.6627,11.23,0.015200000000000002,0.0005882441965500384,0.8449
128,3031.93,12.5214,-5153.5,8.3675,-3.8799999999999994,0.05290000000000001,15.73,0.7269,7.199999999999999,0.05383886252465172,0.0004,1.9127
129,3057.65,12.3639,-5452.75,8.7932,5.804499999999998,-0.0376,15.59,0.7879,11.8,0.0177,0.000900077080027168,1.0177000000000003
130,3087.24,12.5049,-5477.5,8.287,-0.9945000000000006,-0.0471,15.84,0.8349000000000001,9.57,0.0097,0.0008765199926834902,1.1538
131,3103.85,12.4049,-5592.75,9.996400000000001,-4.663599999999998,0.04420000000000002,15.790000000000001,0.7217,6.33,0.04575506748551641,0.00021120097496339646,1.3867
132,3023.86,12.4743,-6563.75,8.8388,-19.1518,0.030400000000000003,15.77222423760865,0.6845231192551786,5.17,0.060679310399366505,0.0009063767795929842,0.9767
133,2914.86,12.5376,-5508.75,8.6772,3.250900000000003,-0.0325,15.92,0.8390999999999998,8.71,0.0231,0.0011,0.3917
134,2939.35,12.452,-6416.249999999999,8.1605,2.331799999999999,0.0,15.92,0.8712,8.42,0.05157842439833736,0.0018587623796689125,1.0549000000000002
135,2972.78,12.4104,-6565.5,8.6406,5.4018,0.0415,15.83,0.6887,4.81,0.0254,0.000987664885461221,2.4481
136,2908.11,12.4273,-6420.249999999999,9.2291,-0.5690999999999996,0.1724,15.7,0.7914,4.89,0.05144543543037775,0.000967423045674043,0.5565
137,3048.73,12.6278,-5563.5,9.043,-21.830014838710813,0.15999999999999998,15.77,0.6586,8.89,0.04944640478192914,0.0003971463101777699,1.4958999999999998
138,2984.68,12.276893646663098,-5055.5,8.9635,-1.057300000000001,-0.09520000000000002,15.95,0.7232,4.89,0.0121,0.0007305326761707852,2.741894702028664
139,3016.93,12.4614,-5729.5,8.6556,-6.876399999999999,-0.0376,15.930000000000001,0.7284,6.199999999999999,0.06079023760907755,9.999999999999999e-05,1.4018000000000002
140,3084.81,12.4078,-5195.75,9.131,2.8135999999999997,-0.0487,15.75,0.8543,8.45,0.0125,0.0013,0.9597000000000001
141,2976.92,12.521,-6193.999999999999,8.1605,-3.7244999999999986,0.0505,15.71,0.6567,7.31,0.05768641751542244,0.00019999999999999998,1.6516
142,3127.07,12.5106,-6411.75,9.996400000000001,-1.2182000000000008,0.1498,15.8,0.7527,7.780000000000001,0.05588805199547787,0.001107129003917873,1.2486000000000002
143,2981.72,12.4363,-5422.75,8.8215,-5.679999999999999,0.021700000000000014,15.8,0.743,12.4,0.05287176959428836,0.0005,1.5108000000000001
144,2968.78,12.6308,-6473.250000000001,8.6384,1.2518000000000011,0.082,15.619999999999997,0.7248,5.79,0.04959803317839932,0.0009,1.177
145,3084.17,12.7051,-5404.5,8.8215,-0.11450000000000121,-0.0354,15.8,0.743,7.970000000000001,0.0219,0.0004056884631379893,0.6995
146,2850.33,12.4337,-6426.500000000001,9.4832,19.5609,-0.036899999999999995,15.85,0.7135,9.98,0.1307,0.0013989222560741883,1.507
147,3093.31,12.3858,-5656.75,8.3845,-3.7672999999999996,0.12710000000000002,15.78,0.7348,8.56,0.050118671537545754,0.0005,1.6801
148,3050.22,12.4673,-6234.5,8.5855,-3.6854999999999993,-0.017799999999999996,15.92,0.7436,8.41,0.0225,0.0005192464999998863,1.0482
149,3108.56,12.488,-6590.75,8.7696,3.391800000000001,0.11220000000000001,15.98,0.8261,7.780000000000001,0.05497809054180713,0.0009644347793193956,0.9541
150,3016.34,12.4002,-5062.25,8.7383,-2.5035999999999996,0.057899999999999986,15.83,0.7932,7.8999999999999995,0.06138783323127568,0.0003,1.145
151,3010.71,12.4469,-6277.749999999999,8.5788,16.2418,-0.051800000000000006,15.8,0.6909,9.07,0.0429,0.001029893909973439,1.687
152,2954.44,12.5037,-5073.25,8.7487,4.660899999999997,0.10359999999999998,15.76,0.8434,6.309999999999999,0.0711,0.0011563758746799598,1.6433
153,2938.41,12.4871,-5175.5,10.053779039737469,1.5882000000000012,-0.0712,15.820000000000002,0.7304,4.34,0.2149605130032192,0.0018664450395949833,1.5114
154,3008.84,12.46,-5242.25,9.1757,24.140000000000004,0.0515,15.8,0.6909,12.26,0.0385,0.0015110775596212033,1.8575
155,2968.02,12.4492,-5064.0,9.5713,0.1518000000000012,-0.006300000000000004,15.83,0.7463,4.32,0.0323,0.0009776719147406663,0.7827
156,3109.01,12.6202,-4781.5,8.872,8.063599999999996,-0.0741,15.72,0.7138,9.01,0.0216,0.000929813888856516,1.4282
157,2928.84,12.5263,-6097.75,9.6234,25.083600000000004,0.0,15.88,0.8038,12.1,0.0458,0.0008520558513984075,1.725
158,2961.73,12.5163,-5636.75,9.754,3.265500000000003,-0.019700000000000002,15.59,0.7879,10.49,0.022998690490572207,0.0008911970157482237,1.1178
159,3021.25,12.5596,-5422.25,8.8356,2.200899999999999,-0.05860000000000001,15.72,0.7931,6.07,0.05210821946787108,0.0008,1.1846
160,3182.35,12.5651,-5455.25,9.4336,-6.640899999999999,0.0112,15.81,0.8090000000000002,4.46,0.02677620848900094,0.0007,0.6766
161,2971.54,12.3578,-5339.0,8.6695,-3.7044999999999995,-0.029300000000000007,15.72,0.5949,10.29,0.0179,0.0003,1.1462000000000003
162,2974.93,12.5351,-5628.0,8.7897,-2.63,0.037300000000000014,15.9,0.6802,7.3,0.0214,0.0011559280166156052,1.068
163,2950.97,12.5786,-5181.75,9.0942,-2.7281999999999993,-0.0258,15.76,0.8046,4.24,0.0175,0.0004,0.61
164,3000.38,12.4692,-5604.5,8.6772,2.6717999999999993,0.06349999999999999,15.8,0.5662,4.09,0.0248,0.0011,0.9771
165,2973.55,12.448,-5669.75,8.9546,1.0044999999999986,-0.0674,15.81,0.7025,9.99,0.0221,0.0008556692402653058,0.4391
166,3051.1,12.6308,-6586.000000000001,8.6384,1.6017999999999994,0.0415,15.63,0.6534,5.43,0.057930406867451344,0.0006,1.5403
167,2889.93,12.5078,-6205.0,8.6211,20.7209,-0.04019999999999999,15.77,0.8284,6.86,0.0217,0.0013620059744302304,2.4842
168,3009.94,12.5786,-5870.5,8.5862,-3.125500000000001,-0.004100000000000006,15.790000000000001,0.8404999999999999,5.98,0.061976516143280085,0.0009,0.5555
169,2988.92,12.5894,-5415.0,9.396,4.099099999999998,0.0,15.81,0.6469,5.71,0.0182,0.0009782928178076484,1.3887
170,3053.34,12.3543,-4951.25,8.9191,-6.339100000000001,0.10880000000000001,15.72,0.5793,3.91,0.055099999999999996,0.0005522258589597071,1.1199
171,3047.65,12.4722,-6408.75,8.8384,6.245500000000002,0.09949999999999999,15.790000000000001,0.6755,7.319999999999999,0.05829999999999999,0.0010251088190978037,0.587
172,2924.23,12.4247,-5683.75,9.1502,10.2109,-0.0432,15.790000000000001,0.6956,7.249999999999999,0.0191,0.0015161574350605334,1.7284
173,2973.86,12.469,-6362.5,8.6667,26.774500000000003,0.000999999999999996,15.790000000000001,0.6956,8.78,0.10849999999999999,0.0011041631790997437,1.2609999999999997
174,3006.33,12.5049,-5704.5,8.287,-0.724500000000001,-0.06589999999999999,15.84,0.8248,7.16,0.0207,0.0010630142602525323,1.126
175,3070.74,12.651,-5394.25,8.7552,-0.27089999999999886,0.013199999999999991,15.5,0.6652,4.98,0.03941481444629528,0.0004,0.5593
176,3001.5,12.4337,-5593.75,8.872,10.895500000000002,-0.01600000000000001,15.78,0.6848,6.369999999999999,0.0465,0.0014848468372970734,1.3533
177,3032.81,12.5022,-5653.75,8.7947,27.651774908140876,0.021500000000000005,15.74,0.7429,17.847436190549466,0.1409,0.0013032773516828237,0.5947
178,2933.15,12.3543,-5346.25,8.9191,-1.090900000000001,0.023700000000000006,15.75,0.5482,8.59,0.053190063868620005,0.0005,1.2194
179,2998.88,12.5339,-6106.249999999999,9.2036,-0.5654999999999994,-0.11909999999999998,15.73,0.7269,7.34,0.042330878329891165,0.0004,1.4290000000000003
180,2971.43,12.4706,-5389.75,8.8132,-2.8817999999999993,-0.036899999999999995,15.91,0.7586,7.89,0.02,0.0010276913299106603,1.3251
181,2999.81,12.4496,-6406.25,8.5405,3.113600000000002,-0.018200000000000008,15.85,0.689,11.47,0.0344,0.0006299961171025227,0.6224
182,3045.88,12.4059,-5303.0,8.5298,-7.008199999999999,-0.1001,15.74,0.8567999999999999,11.94,0.06483976966143928,0.0011361225920708783,1.3425
