,feature_66,feature_427,feature_442,feature_133,feature_3,feature_124,feature_299
342,30.6968,1.8981,0.4722,2.3308,2182.5555,15.58,0.0657
343,26.6224,1.0795,0.8705,2.3991,2198.2667,15.72,0.0595
344,17.8138,1.2409,0.9075,2.2726,2241.1778,15.76,0.0508
345,29.5367,1.7275,0.8693,2.2967,2187.7333,15.94,0.0373
346,20.2216,0.8934,0.746,2.3124,2210.3556,15.93,0.0623
347,24.3127,0.7916,1.0338,2.3177,2180.0556,15.8,0.0596
348,17.8882,0.608,0.4817,2.3193,2215.0222,15.66,0.0559
349,30.5699,1.1231,0.6373,2.2527,2206.1444,15.91,0.0782
350,29.5773,0.7839,1.1086,2.3221,2202.7111,15.88,0.0455
351,22.9765,2.4264,1.062,2.3194,2201.5889,15.9,0.0298
352,30.6359,1.4533,0.5669,2.2674,2206.4,15.85,0.0636
353,39.6517,1.7361,0.7574,2.3407,2224.4778,15.84,0.0505
354,18.7066,0.9103,0.713,2.2802,2220.0445,15.8,0.0314
355,28.3055,1.2477,0.6259,2.1911,2211.4,16.1,0.0588
356,33.6765,1.4739,0.573,2.2216,2198.8556,16.0,0.0764
357,25.1014,0.5151,1.0359,2.2757,2216.5,15.86,0.0794
358,27.2003,1.5019,0.6257,2.3331,2188.7222,15.75,0.0972
359,23.8576,1.1798,0.9143,2.2927,2178.4667,15.8,0.0344
360,30.1789,0.5818,0.6259,2.3025,2182.5555,15.54,0.0344
361,31.7389,1.0353,0.7053,2.2725,2189.9667,15.82,0.0748
362,23.9783,0.5327,0.9329,2.2877,2177.4333,15.91,0.0924
363,29.572,1.1769,0.8387,2.2474,2202.3556,15.77,0.0536
364,32.4414,2.741894708146578,1.1525,2.3073,2196.8,15.76,0.0566
365,21.8375,0.6964,0.8735,2.3596,2181.1555,15.79,0.0444
366,27.8925,1.3328,0.4685,2.349,2204.5445,15.71,0.0742
367,22.6667,1.9672,0.9735,2.3391,2201.0667,15.83,0.0452
368,22.0115,1.5213,0.5329,2.2757,2217.0,15.71,0.0418
369,24.5151,1.0584,0.6066,2.2553,2211.4334,15.76,0.0526
370,23.3521,1.1999,0.6163,2.2949,2197.2001,15.7,0.0207
371,33.7563,1.2322,0.7643,2.3162,2230.7555,15.75,0.0745
372,24.4754,0.4344,0.604,2.2771,2124.8444,16.01,0.0364
373,16.6703,1.6729,0.7408,2.3038,2244.1111,15.85,0.0977
374,29.6873,0.9602,0.6254,2.2453,2192.7889,15.8,0.0609
375,33.016,1.5415,0.7392,2.2539,2200.2111,15.78,0.036
376,19.7445,1.0579,0.7511,2.4025,2189.3556,15.84,0.0189
377,19.4166,0.6101,0.684,2.3042,2200.9556,15.76,0.0982
378,22.2081,1.2782,0.5478,2.2989,2218.9445,15.84,0.079
379,25.1884,0.6141,0.832,2.4044,2210.9778,15.67,0.0911
