,feature_60,feature_478,feature_133,feature_148,feature_349,feature_65,feature_435,feature_124,feature_34,feature_22,feature_118,feature_442,feature_104,feature_3,feature_332
35,1.2836,12.572534636098244,2.2771,0.0189,0.0319,18.7164,11.6714,16.01,9.7836,-6279.0,59.1488,0.6987,-0.012,2124.8444,0.0775
36,1.0027,7.1443,2.2864,0.0189,0.0221,18.9973,2.5787,15.79,8.9132,-5477.0,57.5441,0.656,-0.0139,2208.5222,0.0812
37,-2.6564,2.3646,2.2434,0.0153,0.0256,22.6564,19.2454,15.78,9.0447,-5371.5,58.8339,0.7534,-0.0083,2228.4778,0.0824
38,-0.0636,10.0705,2.2569,0.0134,0.0253,20.0636,4.3531,15.84,8.9191,-5176.25,57.6451,0.8859,-0.0106,2247.3666,0.0699
39,3.9055,6.1617,2.3712,0.0211,0.0164,34.666002787332104,5.645,15.75,9.2405,-5641.25,57.7094,0.6901,-0.0068,2191.9,0.0224
40,2.0318,4.3582,2.3187,0.0074,0.0227,17.9682,5.1253,15.8,8.7512,-5193.25,58.5099,0.5317,-0.0101,2191.3556,0.1065
41,17.3873,5.7628,2.2887,0.0194,0.0461,22.6127,6.7048,15.99,8.9336,-5369.0,58.6421,1.0644,-0.0078,2223.0333,0.0247
42,-0.1545,4.319,2.4151,0.0087,0.0241,20.1545,6.4061,15.84,8.8909,-5770.75,58.7766,0.6815,-0.0164,2165.0333,0.0381
43,-0.3309,3.2036,2.2616,0.0163,0.0169,20.3309,13.1777,15.86,8.7635,-5658.25,61.2828,0.7053,-0.0118,2189.9667,0.0699
44,-5.7182,6.748,2.3672,0.019,0.0144,25.7182,7.9905,15.87,9.1855,-5282.75,59.3036,0.5632,-0.0135,2218.0555,0.0969
45,3.65,6.0536,2.3375,0.008,0.0247,16.35,6.3029,15.99,9.0121,-5936.0,56.9856,0.8716,-0.01,2217.8667,0.0833
46,25.5127,5.1949,2.3756,0.0287,0.0151,14.4873,7.6279,15.72,9.094,-5657.75,57.8978,0.7613,-0.0044,2232.5889,0.0778
47,-5.6473,6.4204,2.3099,0.0092,0.0252,25.6473,16.1069,15.84,8.536,-5226.5,58.148,1.1525,-0.0119,2196.8,0.0254
48,1.8609,2.582,2.2826,0.0068,0.0197,18.1391,20.1799,15.79,8.8097,-5603.75,59.305,0.9136,-0.0092,2162.1333,0.0832
49,-4.4927,4.5795,2.4241,0.018,0.0141,24.4927,10.4381,15.88,8.58,-5508.5,59.0025,0.684,-0.01,2178.5889,0.0381
50,17.4,5.1848,2.3275,0.0277,0.0256,22.6,14.361,15.8,8.8287,-6112.25,57.0914,0.9251,-0.0046,2191.7889,0.0964
51,1.6073,4.6249,2.3257,0.016,0.0232,18.3927,2.4696,16.01,8.7219,-5422.0,59.3308,0.7663,-0.011,2217.8667,0.0623
52,0.8873,3.9097,2.3132,0.0219,0.050289948282421094,19.1127,13.239,15.91,8.4092,-6280.75,58.3741,0.9251,-0.005,2207.0444,0.1003
53,-2.7136,6.015,2.2752,0.0073,0.0211,22.7136,10.1682,15.89,9.6515,-5425.5,58.3573,0.5669,-0.0129,2206.4,0.0306
54,5.3382,6.0748,2.3497,0.0062,0.0162,34.6618,38.235678500851506,15.77,9.1784,-4159.573159036706,58.9744,0.7898,-0.0042,2196.6555,0.0779
55,1.6373,6.026,2.3259,0.0103,0.0236,18.3627,10.6195,15.75,8.5987,-6310.25,58.7323,0.8807,-0.013,2183.1,0.0813
56,2.9691,3.4708,2.3063,0.0075,0.0141,17.0309,7.4002,15.96,9.754,-5490.25,58.5766,0.577,-0.0089,2228.4444,0.0817
57,-1.0991,6.1979,2.4214,0.005,0.0154,21.0991,5.5035,15.62,8.5855,-5273.0,58.3136,0.9588,-0.0085,2203.4556,0.0658
58,2.9518,4.8857,2.3573,0.0185,0.0194,17.0482,8.5058,15.87,8.7994,-5427.75,59.0601,0.8435,-0.0118,2172.5333,0.0813
59,-10.37,4.4544,2.295,0.0057,0.050289948282421094,30.37,7.1982,15.88,8.5177,-6439.0,57.9622,0.8384,-0.0117,2207.0444,0.0823
60,1.3445,3.9991,2.2808,0.0072,0.0208,18.6555,12.9923,15.82,8.2395,-5250.75,57.3415,1.0216,-0.0136,2246.5778,0.1044
61,1.1664,3.4878,2.2986328727375582,0.008371480585956614,0.02249431455452832,18.8336,8.43,15.82753701350327,8.1728,-5153.25,59.2046,0.7584,-0.0142,2206.3,0.0706
62,0.1873,3.4793,2.3923,0.0151,0.0248,19.8127,8.8156,15.9,8.6544,-5359.25,59.2204,0.6641,-0.0137,2222.0111,0.0686
63,0.4836,3.9691,2.3122,0.0212,0.0185,19.5164,8.177,15.87,8.6397,-5575.25,59.4838,0.9965,-0.0052,2207.3889,0.0914
64,4.0809,3.2357,2.4079,0.0326,0.0208,15.9191,6.3871,15.79,8.322,-6029.0,58.8463,0.7506,-0.0114,2168.7,0.1061
65,18.3936,4.2732,2.2936,0.0203,0.0386,21.6064,38.235678500851506,16.04,9.2007,-4159.573159036706,56.8545,0.7015,-0.0108,2160.3667,0.0859
66,1.2809,4.3922,2.349,0.0176,0.0208,18.7191,10.8354,15.71,8.3331,-5371.25,59.2341,0.9396,-0.0112,2175.9667,0.086
67,0.5682,7.684,2.3573,0.0181,0.0183,19.4318,14.9271,15.87,8.7994,-5932.0,57.1673,0.8435,-0.0122,2178.6889,0.0813
68,8.0955,6.9474,2.3865,0.0342,0.050289948282421094,11.9045,13.2003,15.78,9.5713,-6383.75,59.0927,0.7928,-0.0106,2238.5444,0.0998
69,-1.97,2.8027,2.2797,0.0072,0.0337,21.97,15.6194,15.86,9.088,-5377.0,59.6505,0.481,-0.0111,2223.0444,0.0863
70,-8.2255,5.2293,2.331597073373504,0.0145,0.0138,28.2255,15.2786,15.807053609060855,8.8249,-5393.25,57.6821,0.6302,-0.0053,2191.9,0.15731969736607296
71,-0.75,5.8268,2.2647,0.0169,0.025,20.75,13.3543,15.83,8.6544,-5692.5,57.2349,0.6641,-0.0091,2194.9556,0.0875
72,0.1627,3.2662,2.2826,0.0195,0.0215,19.8373,2.2511,15.79,8.6472,-5326.5,59.2585,0.7611,-0.0093,2238.1444,0.034
73,-1.9555,7.1548,2.3161,0.025,0.0201,21.9555,13.7654,15.89,9.9964,-6453.75,57.4722,0.7477,-0.0059,2218.0555,0.0241
74,-1.3018,5.6614,2.2915,0.0194,0.0281,21.3018,8.4459,15.54,8.7538,-5175.5,59.6445,0.8471,-0.0096,2204.6667,0.0337
75,-0.0191,6.4234,2.3063,0.0062,0.0149,20.0191,16.5013,15.96,9.0425,-5336.0,58.3868,0.6335,-0.0132,2167.2,0.0599
76,-2.0327,4.8172,2.2563,0.0203,0.0229,22.0327,5.6548,15.83,9.1526,-5305.25,56.6758,0.4254,-0.0124,2231.0555,0.03
77,3.0982,4.8741,2.3883,0.0094,0.0192,16.9018,13.9335,15.91,8.8546,-5548.25,58.2014,0.7337,-0.0126,2114.9458588922266,0.0895
78,-2.9609,7.3252,2.2859,0.0254,0.0134,22.9609,10.1575,15.72,8.2963,-5426.0,59.3887,0.8136,-0.0141,2199.3,0.0311
79,3.5436,4.3696,2.2726,0.0067,0.0199,16.4564,18.9251,15.76,8.8519,-5329.25,57.8907,0.6927,-0.0143,2175.1222,0.0347
80,1.5127,8.4684,2.3323,0.017,0.0239,18.4873,16.4479,15.97,8.5779,-6447.25,59.4696,1.0189,-0.0096,2233.1556,0.0817
81,1.17,4.533,2.3402,0.0081,0.0234,18.83,9.7785,15.88,8.8132,-5545.75,58.5681,0.8146,-0.007,2201.0667,0.0871
82,-0.8045,5.2201,2.2472,0.0096,0.0152,20.8045,14.3598,15.72,8.9979,-5439.25,59.6825,0.7258,-0.0093,2213.9111,0.1092
83,2.99,6.8674,2.3604,0.0205,0.0461,17.01,10.8833,15.86,9.754,-5513.5,57.4551,0.577,-0.0011914694206486033,2179.2,0.1012
84,27.3427,6.7229,2.3524,0.0216,0.0135,12.6573,10.9924,15.74,8.6667,-6472.5,56.9211,1.0959,-0.0071,2222.3222,0.0754
85,0.7,3.952,2.2445,0.0101,0.0175,19.3,15.2516,15.79,8.1161,-5339.5,59.3614,0.8595,-0.0106,2172.3111,0.0858
86,10.9955,9.4756,2.3073,0.0292,0.0306,29.0045,6.2156,15.76,8.6013,-5633.25,58.4879,1.1815,-0.0077,2213.7556,0.0937
87,1.7373,4.3682,2.3162,0.0261,0.0269,18.2627,15.5645,15.75,9.7324,-5763.75,57.0942,0.8752,-0.0082,2183.3111,0.0909
88,-19.9927,6.6127,2.3375,0.0151,0.0323,34.666002787332104,8.36,15.99,9.0121,-5362.75,59.0341,0.8716,-0.0095,2183.5,0.0911
89,0.9573,5.5044,2.212,0.0176,0.0219,19.0427,11.9272,15.98,8.8356,-5663.5,58.4191,0.5194,-0.0093,2211.4,0.1067
90,-3.3555,6.5896,2.2877,0.0213,0.020594460442659716,23.3555,5.0598,15.91,8.9607,-6408.75,57.102,0.7392,-0.0116,2198.5667,0.0782
91,-0.6327,5.515,2.4167,0.011,0.0169,20.6327,2.8641,15.83,8.8078,-5434.25,58.1348,1.0143,-0.0119,2250.3667,0.1087
92,5.0691,2.7352,2.1996,0.0214,0.0193,14.9309,12.605,16.09,8.7782,-5138.5,55.4671,0.745,-0.0111,2173.4889,0.1058
93,11.2909,10.7271,2.2697,0.0222,0.021,8.7091,7.0512,15.94,8.7994,-5343.0,55.7648,0.8435,-0.0111,2173.4556,0.0925
94,-2.6109,2.5503,2.3936,0.0071,0.0151,22.6109,8.9998,15.87,8.5571,-5621.0,58.0021,0.7032,-0.0123,2187.4111,0.0841
95,-0.3736,5.7983,2.2937,0.0095,0.0127,20.3736,9.2971,15.98,8.9635,-5135.0,58.0777,0.7643,-0.0107,2216.4778,0.0848
96,-1.1391,3.3645,2.3289,0.03815377803030759,0.0204,21.1391,7.7824,15.94,8.6427,-5750.0,57.4779,0.9079,-0.0078,2200.0666,0.0619
97,-4.99,4.3431,2.2555,0.012,0.018602945190316432,24.99,6.0282,15.74,10.237029652516307,-5491.75,58.3851,0.8229,-0.011,2195.4444,0.0832
98,-0.9091,4.2125,2.2915,0.0205,0.0176,20.9091,9.2494,15.54,8.6472,-5160.75,59.1913,0.7611,-0.0135,2182.4111,0.1111
99,1.8164,5.801,2.3481,0.0183,0.0226,18.1836,14.0172,15.74,8.2638,-5763.0,58.2855,0.9726,-0.0089,2211.7222,0.0685
100,0.1227,6.0602,2.3099,0.0181,0.0262,19.8773,9.1776,15.84,9.5713,-6391.5,59.2818,0.7928,-0.0093,2186.9889,0.0998
101,0.8745,5.0466,2.2588,0.0217,0.0125,19.1255,12.9555,15.95,8.5251,-6409.5,58.637,0.869,-0.012,2170.9667,0.0264
102,-1.0182,6.2631,2.2725,0.0059,0.0142,21.0182,16.2183,15.82,8.7779,-5966.75,58.1897,0.466,-0.0119,2227.2444,0.0858
103,0.3036,6.8782,2.3177,0.0086,0.0189,19.6964,7.6823,15.8,8.8513,-6259.5,59.459,1.062,-0.0136,2218.0555,0.0969
104,2.0509,8.3516,2.2674,0.0207,0.026,17.9491,15.4171,15.85,8.6556,-5445.25,60.2727,0.6163,-0.0114,2223.0444,0.0845
105,22.7927,8.4149,2.4244,0.0057,0.0352,17.2073,10.6846,15.78,9.0998,-5707.5,59.1327,1.0551,-0.0051,2184.8778,0.0529
106,4.1464,8.2175,2.4214,0.0181,0.0202,15.8536,5.7493,15.62,8.5889,-5618.75,59.3007,0.6222,-0.0099,2162.7556,0.0865
107,0.3245,8.9509,2.2949,0.0082,0.050289948282421094,19.6755,5.4458,15.7,8.8973,-5390.0,58.5453,0.6796,-0.0092,2203.1667,0.1114
108,6.1527,2.6252,2.3672,0.0095,0.0183,13.8473,4.1104,15.87,8.6915,-5487.25,57.434,0.9639,-0.0129,2178.6889,0.0915
109,-1.8473,8.9647,2.4,0.0222,0.0249,34.666002787332104,10.717,15.79,8.7879,-5518.0,57.5427,0.8556,-0.0049,2179.0445,0.0946
110,-1.6436,7.076,2.4073,0.0143,0.0202,21.6436,7.8761,15.72,8.2823,-5539.5,58.434,0.8133,-0.0078,2136.4111,0.1071
111,2.2982,4.252,2.2821,0.0098,0.0171,17.7018,4.2138,15.8,8.6799,-5402.0,58.4667,0.593,-0.0138,2227.9778,0.0861
112,23.8864,3.626,2.3471,0.006,0.0395,16.1136,9.3799,15.75,9.1638,-6599.25,58.9705,0.6641,-0.005,2178.1444,0.0785
113,3.8109,5.1132,2.2674,0.0118,0.0146,16.1891,10.6545,15.85,8.9605,-5260.25,61.0652,0.9274,-0.0102,2223.0444,0.15731969736607296
114,-6.74,4.736,2.3079,0.0161,0.0195,26.74,11.4899,15.71,9.7137,-5415.25,57.7747,0.3973,-0.0084,2213.2889,0.0452
115,2.2618,8.7071,2.2789,0.0171,0.0253,17.7382,12.2203,15.67,9.7571,-5641.0,59.3528,0.7852,-0.0125,2285.945338343439,0.0989
116,1.9245,4.6417,2.2728,0.0048,0.0136,18.0755,10.3977,15.99,8.5459,-5803.0,57.9313,1.0918,-0.0118,2155.6333,0.0932
117,-0.4409,6.1962,2.2474,0.0143,0.0175,20.4409,12.1517,15.77,8.3663,-5125.75,58.4467,0.5779,-0.0118,2172.3111,0.1187
118,27.689114683034983,6.5265,2.3596,0.0177,0.0432,11.5773,13.9178,15.79,8.7947,-5497.75,58.0664,0.8446,-0.005,2265.1889,0.0529
119,2.4209,6.6675,2.3984,0.03815377803030759,0.0218,17.5791,3.0036,15.92,9.0145,-5451.75,59.0937,0.5478,-0.0112,2199.6334,0.1141
120,-0.81,12.572534636098244,2.3296,0.0257,0.0294,20.81,14.0369,15.71,8.6439,-6310.25,56.2629,1.0135,-0.0011914694206486033,2183.1,0.0936
121,-2.663041592752357,5.645807793962302,2.3883,0.0169,0.0153,20.445330405487553,9.5164,15.91,8.2981,-5420.25,56.173,0.7093,-0.0103,2191.5409965842264,0.0834
122,-17.9336,4.7846,2.3407,0.0167,0.0237,34.666002787332104,7.1685,15.84,9.043,-6364.25,59.8788,0.7574,-0.0045,2224.4778,0.0871
123,-0.7155,2.1779,2.4151,0.0209,0.0245,20.7155,8.3029,15.84,8.6799,-5729.25,59.0096,0.593,-0.0109,2170.7444,0.0939
124,4.1509,5.0601,2.3099,0.0111,0.0285,15.8491,17.1637,15.84,9.0622,-5566.75,57.356,0.8343,-0.0044,2218.5778,0.084
125,3.9673,5.5115,2.2527,0.0061,0.0171,16.0327,7.2727,15.81,9.0811,-6411.0,57.6435,1.1213,-0.0117,2215.1778,0.15731969736607296
126,-3.65,4.6997,2.2631,0.0079,0.0261,23.65,10.5841,15.81,8.3663,-5217.25,57.5845,0.5779,-0.0122,2180.5556,0.1103
127,-1.9855,7.9214,2.3495,0.0046,0.0197,21.9855,8.8526,15.81,8.7932,-5329.0,59.4504,0.8159,-0.015,2159.0556,0.0855
128,-3.88,4.8058,2.2711,0.0283,0.0122,23.88,4.6438,15.77,8.3675,-5153.5,58.2965,0.6268,-0.0122,2205.5,0.0315
129,5.8045,8.0418,2.4201,0.0122,0.0248,14.1955,7.1704,15.56,8.7932,-5452.75,58.5312,0.8159,-0.0114,2203.4556,0.0824
130,-0.9945,6.5778,2.3883,0.0205,0.0284,20.9945,14.686,15.91,8.287,-5477.5,57.584,1.0541,-0.0132,2114.9458588922266,0.1065
131,-4.6636,4.3419,2.2989,0.026,0.0224,24.6636,7.9362,15.84,9.9964,-5592.75,59.3441,0.7477,-0.0127,2194.5889,0.0857
132,-19.1518,3.4781,2.3259420163338174,0.0141,0.0283,34.666002787332104,8.6154,15.828224139839572,8.8388,-6563.75,59.5307,0.9836,-0.0056,2172.3666,0.15731969736607296
133,3.2509,5.7289,2.2588,0.0074,0.0222,16.7491,17.0732,15.95,8.6772,-5508.75,57.8296,0.9048,-0.013,2210.2778,0.0932
134,2.3318,5.6591,2.2877,0.0139,0.026399551712722326,17.6682,4.9712,15.91,8.1605,-6416.25,59.0924,0.9175,-0.0107,2195.1,0.1051
135,5.4018,3.3141,2.3038,0.0336,0.0146,14.5982,12.4288,15.85,8.6406,-6565.5,58.1356,0.8235,-0.0098,2197.2667,0.0848
136,-0.5691,3.3826,2.3978,0.0082,0.0156,20.5691,13.6743,15.76,9.2291,-6420.25,57.826,0.811,-0.0072,2218.0555,0.0939
137,-21.860544284358642,6.0188,2.3073,0.0181,0.0362,34.666002787332104,13.7095,15.76,9.043,-5563.5,59.3717,0.7574,-0.0049,2205.2222,0.0968
138,-1.0573,3.3903,2.2771,0.03815377803030759,0.024,21.0573,12.0108,16.01,8.9635,-5055.5,58.6458,0.7643,-0.012,2179.0778,0.0775
139,-6.8764,4.0285,2.2216,0.0172,0.0195,26.8764,5.3435,16.0,8.6556,-5729.5,59.3749,0.6163,-0.007,2173.4889,0.0452
140,2.8136,5.8022,2.2802,0.0185,0.0164,17.1864,6.6705,15.8,9.131,-5195.75,57.8977,0.7139,-0.0101,2224.6778,0.0897
141,-3.7245,5.1156,2.3021,0.0256,0.0307,23.7245,11.7508,15.77,8.1605,-6194.0,57.9007,0.9175,-0.0092,2187.9889,0.0368
142,-1.2182,5.243,2.3161,0.0203,0.0342,21.2182,8.3418,15.89,9.9964,-6411.75,57.9601,0.7477,-0.0064,2198.7222,0.0938
143,-5.68,8.4634,2.2705,0.0226,0.0245,25.68,16.715,15.83,8.8215,-5422.75,57.9296,0.573,-0.0113,2207.9555,0.0301
144,1.2518,4.0841,2.2931,0.0171,0.0372,18.7482,7.3519,15.71,8.6384,-6473.25,59.948,0.7532,-0.0112,2207.1,0.0819
145,-0.1145,5.2041,2.2705,0.0099,0.0229,20.1145,12.8,15.83,8.8215,-5404.5,56.959,0.573,-0.01,2231.0555,0.0323
146,19.5609,6.634,2.3128,0.023,0.0243,20.4391,12.2271,15.9,9.4832,-6426.5,56.9238,0.7507,-0.0074,2177.3222,0.0969
147,-3.7673,5.8656,2.2809,0.0185,0.0293,23.7673,9.5832,15.79,8.3845,-5656.75,57.9781,0.6787,-0.0112,2207.9555,0.0304
148,-3.6855,5.7486,2.3063,0.013,0.0291,23.6855,12.6008,15.96,8.5855,-6234.5,59.8959,0.9588,-0.0111,2242.8555,0.0852
149,3.3918,5.4606,2.3301,0.011,0.022,16.6082,13.7056,16.0,8.7696,-6590.75,59.1695,0.3963,-0.0104,2201.0667,0.0849
150,-2.5036,5.4421,2.4196,0.007,0.0128,22.5036,9.2481,15.86,8.7383,-5062.25,57.1369,1.0186,-0.0115,2266.8333,0.0373
151,16.2418,6.1628,2.298,0.0265,0.0293,23.7582,9.3071,15.86,8.5788,-6277.75,58.2266,0.9683,-0.0071,2243.7778,0.0246
152,4.6609,4.2114,2.3997,0.0199,0.0386,34.666002787332104,38.235678500851506,15.77,8.7487,-5073.25,59.057,1.0459,-0.0043,2221.9444,0.0786
153,1.5882,2.8513,2.3237,0.0248,0.0169,34.666002787332104,12.6824,15.85,10.237029652516307,-5175.5,58.6601,0.7584,-0.0075,2166.5222,0.0734
154,24.14,8.171,2.298,0.0297,0.0187,15.86,15.1561,15.86,9.1757,-5242.25,58.6369,0.7059,-0.0096,2177.3222,0.0969
155,0.1518,3.0125,2.2928,0.01,0.0239,19.8482,8.6891,15.91,9.5713,-5064.0,58.6862,0.7928,-0.0107,2197.2667,0.1003
156,8.0636,6.2537,2.3314,0.0234,0.0244,31.9364,7.2643,15.77,8.872,-4781.5,58.6494,0.7524,-0.0067,2171.8111,0.0964
157,25.0836,8.3929,2.2764,0.0327,0.037,14.9164,7.9778,15.89,9.6234,-6097.75,59.5776,0.5955,-0.0059,2196.2111,0.0789
158,3.2655,7.2471,2.4201,0.0219,0.0145,16.7345,11.6345,15.56,9.754,-5636.75,58.391,0.577,-0.0028,2146.9111,0.0865
159,2.2009,3.977,2.2892,0.0133,0.0191,17.7991,13.3617,15.69,8.8356,-5422.25,58.101,0.5194,-0.01,2221.3667,0.1067
160,-6.6409,2.9266,2.3884,0.0084,0.0186,26.6409,18.1344,15.85,9.4336,-5455.25,59.2674,1.1623,-0.0143,2187.7888,0.0811
161,-3.7045,6.9715,2.2553,0.0213,0.0264,23.7045,9.6578,15.76,8.6695,-5339.0,56.3672,0.8616,-0.0128,2180.5556,0.1017
162,-2.63,4.9807,2.2697,0.0181,0.0221,22.63,3.1931,15.94,8.7897,-5628.0,58.0522,0.5377,-0.0093,2200.7333,0.0819
163,-2.7282,2.8666,2.4349,0.01,0.0143,22.7282,5.6402,15.77,9.0942,-5181.75,55.9622,0.7677,-0.0129,2249.2556,0.0939
164,2.6718,2.7091,2.2616,0.017,0.0213,17.3282,13.6712,15.86,8.6772,-5604.5,59.3171,0.9048,-0.0107,2191.1333,0.15731969736607296
165,1.0045,6.8317,2.2909,0.0078,0.0264,18.9955,11.2676,15.89,8.9546,-5669.75,58.8773,0.8883,-0.0111,2235.0556,0.0932
166,1.6018,3.6852,2.2859,0.0207,0.0151,18.3982,6.6253,15.72,8.6384,-6586.0,60.2588,0.7532,-0.0113,2195.1,0.0792
167,20.7209,4.6032,2.3715,0.0322,0.0462,19.2791,13.3739,15.81,8.6211,-6205.0,58.7712,0.7408,-0.0084,2238.5444,0.0804
168,-3.1255,4.0177,2.4167,0.0067,0.0203,23.1255,8.2055,15.83,8.5862,-5870.5,58.0532,0.9332,-0.0129,2200.2,0.1088
169,4.0991,3.9273,2.3025,0.0223,0.0289,15.9009,9.0308,15.81,9.396,-5415.0,58.2658,0.6576,-0.0132,2178.0778,0.0873
170,-6.3391,2.5684,2.2634,0.0129,0.0158,26.3391,11.9812,15.76,8.9191,-4951.25,58.3058,0.8859,-0.0113,2211.6,0.1087
171,6.2455,5.0709,2.3099,0.008,0.0277,13.7545,13.4393,15.84,8.8384,-6408.75,56.7906,0.768,-0.0085,2196.8,0.0915
172,10.2109,4.8214,2.3403,0.0231,0.0405,29.7891,16.5962,15.85,9.1502,-5683.75,59.0759,0.7162,-0.0045,2196.6555,0.0734
173,26.7745,5.7668,2.3403,0.0203,0.0371,13.2255,12.4561,15.85,8.6667,-6362.5,57.9642,1.0959,-0.006,2196.6555,0.0729
