,feature_60,feature_478,feature_133,feature_349,feature_65,feature_124,feature_442,feature_164,feature_34,feature_383
19,4.9555,9.9444,2.3499,0.0184,15.0445,15.61,0.9383,0.5124155910554695,8.441,-0.0001442843300867424
20,9.1882,5.9269,2.2928,0.014,30.8118,15.91,0.5593,0.136,9.5642,0.0016435088904649744
21,2.2855,10.1458,2.3146,0.0162,17.7145,15.7,0.5836,0.035,8.6706,0.0012697842682550774
22,0.6191,7.5571,2.3386,0.0229,19.3809,15.81,0.78,0.118,8.7867,0.0010925165051178243
23,-3.7509,3.369,2.272,0.0209,23.7509,15.75,0.6373,0.168,8.8581,0.000951552197616912
24,4.9118,4.8707,2.2802,0.0154,15.0882,15.8,0.7655,0.107,8.8624,0.0021
25,0.12,5.817,2.3122,0.0241,19.88,15.87,0.9965,0.13,8.6397,0.00024308866019090436
26,1.8173,3.4949,2.2728,0.0445,18.1827,15.99,0.7928,0.128,9.5713,0.0007599111939997887
27,2.7927,3.9522,2.2474,0.0245,17.2073,15.92,0.7233,0.145,8.2345,0.0004
28,2.1109,8.8016,2.3216,0.0177,17.8891,15.89,0.6667,0.078,9.1502,0.0003794252954689211
29,-4.4109,3.706,2.4241,0.0199,24.4109,15.88,0.6641,0.213,8.6544,0.0006
30,8.9136,7.1799,2.3684,0.0373,31.0864,15.77,0.7584,0.062,10.6376,0.001013769038114877
31,-2.0764,6.11,2.2937,0.0278,22.0764,15.98,1.1255,0.142,8.5891,0.000285562151480092
32,0.5518,6.0246,2.2757,0.0273,19.4482,15.86,1.0541,0.062,8.287,0.0009946331682315433
33,-0.9364,2.9235,2.2658,0.017,20.9364,15.77,0.442,0.189,8.5851,0.0003
34,5.2064,4.0558,2.3817,0.0207,14.7936,15.85,0.9238,0.158,8.572,0.0012
35,1.2836,12.6757,2.2771,0.0319,18.7164,16.01,0.6987,0.114,9.7836,0.0006010262263895089
36,1.0027,7.1443,2.2864,0.0221,18.9973,15.79,0.656,0.034,8.9132,0.0012
37,-2.6564,2.3646,2.2434,0.0256,22.6564,15.78,0.7534,0.241,9.0447,0.0001
38,-0.0636,10.0705,2.2569,0.0253,20.0636,15.84,0.8859,0.054,8.9191,0.0004
39,3.9055,6.1617,2.3712,0.0164,35.591120445653786,15.75,0.6901,0.071,9.2405,0.0009911947469398632
40,2.0318,4.3582,2.3187,0.0227,17.9682,15.8,0.5317,0.068,8.7512,0.002
41,17.3873,5.7628,2.2887,0.0461,22.6127,15.99,1.0644,0.088,8.9336,0.0008173857416716845
42,-0.1545,4.319,2.4151,0.0241,20.1545,15.84,0.6815,0.084,8.8909,0.0005
43,-0.3309,3.2036,2.2616,0.0169,20.3309,15.86,0.7053,0.175,8.7635,0.0004
44,-5.7182,6.748,2.3672,0.0144,25.7182,15.87,0.5632,0.101,9.1855,0.0014172750880110333
45,3.65,6.0536,2.3375,0.0247,16.35,15.99,0.8716,0.08,9.0121,0.0006765306718018171
46,25.5127,5.1949,2.3756,0.0151,14.4873,15.72,0.7613,0.098,9.094,0.0010368139125423153
47,-5.6473,6.4204,2.3099,0.0252,25.6473,15.84,1.1525,0.211,8.536,-9.893176725693682e-05
48,1.8609,2.582,2.2826,0.0197,18.1391,15.79,0.9136,0.258,8.8097,0.0006
49,-4.4927,4.5795,2.4241,0.0141,24.4927,15.88,0.684,0.137,8.58,0.0009
50,17.4,5.1848,2.3275,0.0256,22.6,15.8,0.9251,0.184,8.8287,0.0009823345503631384
51,1.6073,4.6249,2.3257,0.0232,18.3927,16.01,0.7663,0.032,8.7219,0.0008877486163074988
52,0.8873,3.9097,2.3132,0.0521,19.1127,15.91,0.9251,0.131,8.4092,0.0009397108422155107
53,-2.7136,6.015,2.2752,0.0211,22.7136,15.89,0.5669,0.13,9.6515,0.0003
54,5.3382,6.0748,2.3497,0.0162,34.6618,15.77,0.7898,0.5124155910554695,9.1784,0.0005026623332570323
55,1.6373,6.026,2.3259,0.0236,18.3627,15.75,0.8807,0.105,8.5987,0.0009667911950976167
56,2.9691,3.4708,2.3063,0.0141,17.0309,15.96,0.577,0.095,9.754,0.0007101278127530468
57,-1.0991,6.1979,2.4214,0.0154,21.0991,15.62,0.9588,0.072,8.5855,0.0010925576003265273
58,2.9518,4.8857,2.3573,0.0194,17.0482,15.87,0.8435,0.112,8.7994,0.0005973909785382866
59,-10.37,4.4544,2.295,0.0505,30.37,15.88,0.8384,0.072,8.5177,0.0007057252001962996
60,1.3445,3.9991,2.2808,0.0208,18.6555,15.82,1.0216,0.174,8.2395,0.0011
61,1.1664,3.4878,2.3009043076829023,0.02231296754782778,18.8336,15.839600805613605,0.7584,0.109,8.1728,0.0002
62,0.1873,3.4793,2.3923,0.0248,19.8127,15.9,0.6641,0.115,8.6544,0.0005
63,0.4836,3.9691,2.3122,0.0185,19.5164,15.87,0.9965,0.109,8.6397,0.0002939315194641825
64,4.0809,3.2357,2.4079,0.0208,15.9191,15.79,0.7506,0.083,8.322,0.0021649405573971226
65,18.3936,4.2732,2.2936,0.0386,21.6064,16.04,0.7015,0.5124155910554695,9.2007,-0.0001168842621803931
66,1.2809,4.3922,2.349,0.0208,18.7191,15.71,0.9396,0.143,8.3331,0.0007355275889570842
67,0.5682,7.684,2.3573,0.0183,19.4318,15.87,0.8435,0.192,8.7994,0.000647656216193877
68,8.0955,6.9474,2.3865,0.05582851324912265,11.9045,15.78,0.7928,0.129,9.5713,0.0010027774094554433
69,-1.97,2.8027,2.2797,0.0337,21.97,15.86,0.481,0.197,9.088,0.0003
70,-8.2255,5.2293,2.3276576114927545,0.0138,28.2255,15.8117335332868,0.6302,0.194,8.8249,0.0012031295139848987
71,-0.75,5.8268,2.2647,0.025,20.75,15.83,0.6641,0.17,8.6544,0.0007
72,0.1627,3.2662,2.2826,0.0215,19.8373,15.79,0.7611,0.029,8.6472,0.0006
73,-1.9555,7.1548,2.3161,0.0201,21.9555,15.89,0.7477,0.137,9.9964,9.736816680415775e-05
74,-1.3018,5.6614,2.2915,0.0281,21.3018,15.54,0.8471,0.111,8.7538,0.0007
75,-0.0191,6.4234,2.3063,0.0149,20.0191,15.96,0.6335,0.212,9.0425,0.00019053100323713178
76,-2.0327,4.8172,2.2563,0.0229,22.0327,15.83,0.4254,0.076,9.1526,0.0004
77,3.0982,4.8741,2.3883,0.0192,16.9018,15.91,0.7337,0.178,8.8546,0.0017
78,-2.9609,7.3252,2.2859,0.0134,22.9609,15.72,0.8136,0.129,8.2963,0.0005
79,3.5436,4.3696,2.2726,0.0199,16.4564,15.76,0.6927,0.25,8.8519,0.0009606591295045069
80,1.5127,8.4684,2.3323,0.0239,18.4873,15.97,1.0189,0.166,8.5779,0.0006082814450765403
81,1.17,4.533,2.3402,0.0234,18.83,15.88,0.8146,0.128,8.8132,0.0009538273614552902
82,-0.8045,5.2201,2.2472,0.0152,20.8045,15.72,0.7258,0.18,8.9979,0.0003
83,2.99,6.8674,2.3604,0.0461,17.01,15.86,0.577,0.142,9.754,0.0009484730252573501
84,27.3427,6.7229,2.3524,0.0135,12.6573,15.74,1.0959,0.108,8.6667,0.0013989422057368497
85,0.7,3.952,2.2445,0.0175,19.3,15.79,0.8595,0.194,8.1161,0.0009
86,10.9955,9.4756,2.3073,0.0306,29.0045,15.76,1.1815,0.079,8.6013,0.0016094563720807625
87,1.7373,4.3682,2.3162,0.0269,18.2627,15.75,0.8752,0.203,9.7324,0.0005861199785078298
88,-19.9927,6.6127,2.3375,0.0323,35.591120445653786,15.99,0.8716,0.111,9.0121,-4.7831413808992196e-05
89,0.9573,5.5044,2.212,0.0219,19.0427,15.98,0.5194,0.149,8.8356,0.0013
90,-3.3555,6.5896,2.2877,0.018969704601131794,23.3555,15.91,0.7392,0.055,8.9607,0.0006
91,-0.6327,5.515,2.4167,0.0169,20.6327,15.83,1.0143,0.038,8.8078,0.0007198046198611131
92,5.0691,2.7352,2.1996,0.0193,14.9309,16.09,0.745,0.165,8.7782,0.0005
93,11.2909,10.7271,2.2697,0.021,8.7091,15.94,0.8435,0.092,8.7994,0.0005098688309655864
94,-2.6109,2.5503,2.3936,0.0151,22.6109,15.87,0.7032,0.119,8.5571,0.0007
95,-0.3736,5.7983,2.2937,0.0127,20.3736,15.98,0.7643,0.123,8.9635,0.0005301370788392754
96,-1.1391,3.3645,2.3289,0.0204,21.1391,15.94,0.9079,0.098,8.6427,0.0006344938730656977
97,-4.99,4.3431,2.2555,0.016276189992076147,24.99,15.74,0.8229,0.079,13.231945625292855,0.0009
98,-0.9091,4.2125,2.2915,0.0176,20.9091,15.54,0.7611,0.122,8.6472,0.0004
99,1.8164,5.801,2.3481,0.0226,18.1836,15.74,0.9726,0.179,8.2638,0.0009394396486915885
100,0.1227,6.0602,2.3099,0.0262,19.8773,15.84,0.7928,0.089,9.5713,0.001069686361003101
101,0.8745,5.0466,2.2588,0.0125,19.1255,15.95,0.869,0.128,8.5251,0.0006709499562165631
102,-1.0182,6.2631,2.2725,0.0142,21.0182,15.82,0.466,0.214,8.7779,0.0009122089369865225
103,0.3036,6.8782,2.3177,0.0189,19.6964,15.8,1.062,0.074,8.8513,0.0007049991818147919
104,2.0509,8.3516,2.2674,0.026,17.9491,15.85,0.6163,0.201,8.6556,0.0006164759607243421
105,22.7927,8.4149,2.4244,0.0352,17.2073,15.78,1.0551,0.135,9.0998,0.001091302155201668
106,4.1464,8.2175,2.4214,0.0202,15.8536,15.62,0.6222,0.075,8.5889,0.0011526205582291938
107,0.3245,8.9509,2.2949,0.05582851324912265,19.6755,15.7,0.6796,0.071,8.8973,0.0005
108,6.1527,2.6252,2.3672,0.0183,13.8473,15.87,0.9639,0.054,8.6915,0.0011543218612783106
109,-1.8473,8.9647,2.4,0.0249,35.591120445653786,15.79,0.8556,0.139,8.7879,0.0015408864051080703
110,-1.6436,7.076,2.4073,0.0202,21.6436,15.72,0.8133,0.103,8.2823,0.0008397122780918372
111,2.2982,4.252,2.2821,0.0171,17.7018,15.8,0.593,0.055,8.6799,0.0005361509571598731
112,23.8864,3.626,2.3471,0.0395,16.1136,15.75,0.6641,0.09,9.1638,0.0012024014959111286
113,3.8109,5.1132,2.2674,0.0146,16.1891,15.85,0.9274,0.14,8.9605,0.0007392140647875765
114,-6.74,4.736,2.3079,0.0195,26.74,15.71,0.3973,0.15,9.7137,0.0003
115,2.2618,8.7071,2.2789,0.0253,17.7382,15.67,0.7852,0.157,9.7571,0.0005
116,1.9245,4.6417,2.2728,0.0136,18.0755,15.99,1.0918,0.134,8.5459,0.0007530295807215651
117,-0.4409,6.1962,2.2474,0.0175,20.4409,15.77,0.5779,0.157,8.3663,0.0011
118,28.4227,6.5265,2.3596,0.0432,11.5773,15.79,0.8446,0.177,8.7947,0.0011387241109906219
119,2.4209,6.6675,2.3984,0.0218,17.5791,15.92,0.5478,0.04,9.0145,0.0012
120,-0.81,12.6446,2.3296,0.0294,20.81,15.71,1.0135,0.139,8.6439,0.0006971615595075323
121,-1.5073164549249185,5.681407324279213,2.3883,0.0153,19.975885743407876,15.91,0.7093,0.122,8.2981,0.0009
122,-17.9336,4.7846,2.3407,0.0237,35.591120445653786,15.84,0.7574,0.07,9.043,0.0009920983755077138
123,-0.7155,2.1779,2.4151,0.0245,20.7155,15.84,0.593,0.108,8.6799,0.0010742111141891064
124,4.1509,5.0601,2.3099,0.0285,15.8491,15.84,0.8343,0.223,9.0622,0.000946998707244363
125,3.9673,5.5115,2.2527,0.0171,16.0327,15.81,1.1213,0.073,9.0811,0.0006482179452855976
126,-3.65,4.6997,2.2631,0.0261,23.65,15.81,0.5779,0.135,8.3663,0.0003
127,-1.9855,7.9214,2.3495,0.0197,21.9855,15.81,0.8159,0.114,8.7932,0.0005456640810377802
128,-3.88,4.8058,2.2711,0.0122,23.88,15.77,0.6268,0.059,8.3675,0.0004
129,5.8045,8.0418,2.4201,0.0248,14.1955,15.56,0.8159,0.093,8.7932,0.0007552214773841274
130,-0.9945,6.5778,2.3883,0.0284,20.9945,15.91,1.0541,0.19,8.287,0.0007780885160908451
131,-4.6636,4.3419,2.2989,0.0224,24.6636,15.84,0.7477,0.102,9.9964,0.0002273518467256208
132,-19.1518,3.4781,2.319763778825301,0.0283,35.591120445653786,15.851774731741623,0.9836,0.077,8.8388,0.0010808129543281152
133,3.2509,5.7289,2.2588,0.0222,16.7491,15.95,0.9048,0.217,8.6772,0.0011
134,2.3318,5.6591,2.2877,0.02697114273772807,17.6682,15.91,0.9175,0.054,8.1605,0.0021
135,5.4018,3.3141,2.3038,0.0146,14.5982,15.85,0.8235,0.12,8.6406,0.000906839172644806
136,-0.5691,3.3826,2.3978,0.0156,20.5691,15.76,0.811,0.135,9.2291,0.0008767882840935836
137,-25.7627542486036,6.0188,2.3073,0.0362,35.591120445653786,15.76,0.7574,0.181,9.043,0.00027370148902951773
138,-1.0573,3.3903,2.2771,0.024,21.0573,16.01,0.7643,0.155,8.9635,0.0008079000269160721
139,-6.8764,4.0285,2.2216,0.0195,26.8764,16.0,0.6163,0.07,8.6556,0.0001
140,2.8136,5.8022,2.2802,0.0164,17.1864,15.8,0.7139,0.087,9.131,0.0013
141,-3.7245,5.1156,2.3021,0.0307,23.7245,15.77,0.9175,0.124,8.1605,0.0002
142,-1.2182,5.243,2.3161,0.0342,21.2182,15.89,0.7477,0.082,9.9964,0.000973552610157755
143,-5.68,8.4634,2.2705,0.0245,25.68,15.83,0.573,0.216,8.8215,0.0005
144,1.2518,4.0841,2.2931,0.0372,18.7482,15.71,0.7532,0.081,8.6384,0.0009
145,-0.1145,5.2041,2.2705,0.0229,20.1145,15.83,0.573,0.172,8.8215,0.0004040994133509019
146,19.5609,6.634,2.3128,0.0243,20.4391,15.9,0.7507,0.119,9.4832,0.001478334548560294
147,-3.7673,5.8656,2.2809,0.0293,23.7673,15.79,0.6787,0.123,8.3845,0.0005
148,-3.6855,5.7486,2.3063,0.0291,23.6855,15.96,0.9588,0.125,8.5855,0.0005860693661576353
149,3.3918,5.4606,2.3301,0.022,16.6082,16.0,0.3963,0.135,8.7696,0.000959162608524515
150,-2.5036,5.4421,2.4196,0.0128,22.5036,15.86,1.0186,0.119,8.7383,0.0003
151,16.2418,6.1628,2.298,0.0293,23.7582,15.86,0.9683,0.09,8.5788,0.0010468813352936899
152,4.6609,4.2114,2.3997,0.0386,35.3391,15.77,1.0459,0.5124155910554695,8.7487,0.00017956500584553198
153,1.5882,2.8513,2.3237,0.0169,35.591120445653786,15.85,0.7584,0.163,10.6376,0.0019648265684981715
154,24.14,8.171,2.298,0.0187,15.86,15.86,0.7059,0.199,9.1757,0.0014304000877899802
155,0.1518,3.0125,2.2928,0.0239,19.8482,15.91,0.7928,0.116,9.5713,0.001063333634397267
156,8.0636,6.2537,2.3314,0.0244,31.9364,15.77,0.7524,0.094,8.872,0.001063693710389977
157,25.0836,8.3929,2.2764,0.037,14.9164,15.89,0.5955,0.072,9.6234,0.0009056846704298908
158,3.2655,7.2471,2.4201,0.0145,16.7345,15.56,0.577,0.155,9.754,0.0005995818875111584
159,2.2009,3.977,2.2892,0.0191,17.7991,15.69,0.5194,0.173,8.8356,0.0008
160,-6.6409,2.9266,2.3884,0.0186,26.6409,15.85,1.1623,0.226,9.4336,0.0007
161,-3.7045,6.9715,2.2553,0.0264,23.7045,15.76,0.8616,0.127,8.6695,0.0003
162,-2.63,4.9807,2.2697,0.0221,22.63,15.94,0.5377,0.041,8.7897,0.0011920947265967544
163,-2.7282,2.8666,2.4349,0.0143,22.7282,15.77,0.7677,0.074,9.0942,0.0004
164,2.6718,2.7091,2.2616,0.0213,17.3282,15.86,0.9048,0.174,8.6772,0.0011
165,1.0045,6.8317,2.2909,0.0264,18.9955,15.89,0.8883,0.144,8.9546,0.0008600068123922281
166,1.6018,3.6852,2.2859,0.0151,18.3982,15.72,0.7532,0.072,8.6384,0.0006
167,20.7209,4.6032,2.3715,0.0462,19.2791,15.81,0.7408,0.132,8.6211,0.0013813628701975379
168,-3.1255,4.0177,2.4167,0.0203,23.1255,15.83,0.9332,0.107,8.5862,0.0009
169,4.0991,3.9273,2.3025,0.0289,15.9009,15.81,0.6576,0.116,9.396,0.0008681763207198691
170,-6.3391,2.5684,2.2634,0.0158,26.3391,15.76,0.8859,0.153,8.9191,0.000660541971030007
171,6.2455,5.0709,2.3099,0.0277,13.7545,15.84,0.768,0.131,8.8384,0.0011348699675389554
172,10.2109,4.8214,2.3403,0.0405,29.7891,15.85,0.7162,0.206,9.1502,0.0015643204768200688
173,26.7745,5.7668,2.3403,0.0371,13.2255,15.85,1.0959,0.124,8.6667,0.001237230458922033
174,-0.7245,4.6526,2.4108,0.014,20.7245,15.84,1.0541,0.068,8.287,0.001081273472896327
175,-0.2709,3.3925,2.2954,0.0247,20.2709,15.59,0.9066,0.055,8.7552,0.0004
176,10.8955,4.3312,2.3132,0.0328,29.1045,15.84,0.7524,0.133,8.872,0.001484482599873417
177,29.1918,14.6247,2.3471,0.0162,10.8082,15.75,0.8446,0.136,8.7947,0.001273274811530934
178,-1.0909,5.7275,2.2596,0.0177,21.0909,15.74,0.8859,0.184,8.9191,0.0005
179,-0.5655,4.8219,2.2711,0.0209,20.5655,15.77,0.7277,0.104,9.2036,0.0004
180,-2.8818,5.3451,2.2967,0.015,22.8818,15.94,0.8146,0.047,8.8132,0.0008908385686577751
181,3.1136,7.6393,2.3078,0.0296,35.591120445653786,15.88,0.9059,0.14,8.5405,0.0007250202122473081
182,-7.0082,7.8141,2.292,0.0296,27.0082,15.79,0.9276,0.096,8.5298,0.0011678103318475165
183,3.0718,6.275,2.2826,0.0207,16.9282,15.79,0.6385,0.235,8.2914,0.0009
184,-1.5036,2.8462,2.2809,0.0269,21.5036,15.79,0.7852,0.104,9.7571,0.0004
185,3.1845,5.4338,2.3453,0.0182,16.8155,15.92,1.0189,0.109,8.5779,0.0006792104011045224
186,22.7173,5.3468,2.3194,0.0219,17.2827,15.9,0.8556,0.222,8.7879,0.0017710994716077944
187,-12.1527,5.0961,2.3378,0.0132,32.1527,15.81,1.148,0.083,8.6309,0.0003454306230537326
188,2.32,4.7428,2.2569,0.0264,17.68,15.84,0.685,0.126,8.7646,0.0007379395095117036
189,0.7864,5.0348,2.2732,0.0217,19.2136,15.73,0.6796,0.091,8.8973,0.0002
190,-2.4818,3.3746,2.212,0.0202,22.4818,15.98,0.6385,0.111,8.2914,0.0004
191,9.3336,8.5107,2.3313,0.0153,30.6664,15.91,0.7898,0.057,9.1784,0.00117333122820161
192,2.0427,8.6072,2.3314,0.0316,35.591120445653786,15.77,0.9087,0.098,9.2362,0.0015605904560501566
193,2.43,3.6629,2.3453,0.0163,17.57,15.92,0.9735,0.092,8.4896,0.0008937261107543788
194,0.3036,7.5994,2.3401,0.0216,19.6964,15.94,1.0078,0.043,9.308,0.0009041039950525558
195,0.2464,6.4316,2.4023,0.0241,19.7536,16.04,0.8859,0.078,8.9191,0.0006
196,1.2691,6.5857,2.3207,0.0301,18.7309,15.83,0.6257,0.199,8.3179,0.0008494336508455842
197,0.2818,4.4168,2.3162,0.0261,19.7182,15.75,0.5888,0.108,9.0776,0.00047305633353116223
198,-0.9236,6.5365,2.2647,0.0225,20.9236,15.83,0.7954,0.154,8.7548,0.0003
199,5.3782,5.5785,2.3834,0.0326,14.6218,15.83,0.8235,0.151,8.6406,0.0008515801187184702
200,0.8045,7.4993,2.2392,0.033,19.1955,15.83,0.4749,0.199,8.9541,0.0004
201,0.42,6.8146,2.3883,0.0212,19.58,15.91,0.8616,0.133,8.6695,0.0003
202,2.8236,7.9017,2.2959,0.0216,17.1764,15.73,0.9525,0.143,9.4749,0.0005483161915040627
203,1.3282,2.8024,2.3479,0.0277,18.6718,15.58,0.6644,0.147,8.0787,0.0004
204,1.9936,6.7038,2.349,0.0247,18.0064,15.71,0.4382,0.108,8.5407,0.0012
205,2.5855,3.1843,2.2949,0.0366,17.4145,15.7,0.8198,0.095,9.3868,0.0003
206,16.4073,6.6161,2.3038,0.0411,23.5927,15.91,0.7158,0.127,8.6829,0.001310779331456539
207,6.6827,5.5553,2.2989,0.0247,13.3173,15.84,0.9238,0.154,8.572,0.0011067090628574337
208,2.8245,4.2813,2.307,0.0205,17.1755,15.9,0.7928,0.092,9.5713,0.001003212845417746
209,7.3164,3.2839,2.2989,0.0169,12.6836,15.84,0.713,0.096,8.3588,0.001
210,7.0709,5.7825,2.2773,0.0205,12.9291,15.97,0.4389,0.108,8.7851,0.0004366715351383794
211,-2.5436,5.4237,2.2749,0.0192,22.5436,15.79,0.4817,0.152,8.8105,0.0011
212,4.6327,3.6741,2.295,0.05582851324912265,15.3673,15.88,0.9725,0.173,8.5266,0.0009632496551596047
213,-0.6936,5.2008,2.3289,0.0196,20.6936,15.94,0.832,0.055,8.5615,0.0005699046034943443
214,-0.9409,6.4924,2.3503,0.0122,20.9409,15.87,0.7681,0.071,13.231945625292855,0.000645872991762584
215,-5.3264,5.4535,2.2732,0.0163,25.3264,15.71,0.6268,0.117,8.3675,0.0003
216,2.8009,4.0832,2.3124,0.02017494925073219,17.1991,15.93,0.7865,0.041,8.5494,0.0003
217,-10.6036,6.8752,2.3144,0.0176,30.6036,15.505036350509325,0.9059,0.108,8.5405,0.001366477539092737
218,-5.9045,6.2047,2.2881,0.0272,25.9045,15.87,0.811,0.099,9.2291,0.0005596049184610919
219,-4.7682,3.8697,2.2982,0.0238,24.7682,15.57,1.026,0.089,8.941,0.0009
220,12.8982,8.285,2.3954,0.0341,27.1018,15.78,0.7015,0.5124155910554695,9.2007,-0.0002040642081746185
221,5.65,9.0309,2.2909,0.0165,14.35,15.89,1.0393,0.132,8.5135,0.0006514428759548194
222,0.6055,4.2645,2.2982,0.0264,19.3945,15.57,0.9525,0.074,9.4749,0.0009
223,1.0291,6.679,2.3259,0.0208,18.9709,15.75,0.78,0.137,8.7867,0.0008093100171853197
224,-2.5345,2.7794,2.2631,0.0228,22.5345,15.81,0.6373,0.115,8.8581,0.0006
225,27.3,8.8334,2.3834,0.0116,12.7,15.83,0.596,0.125,9.3998,0.0011306352955949683
226,1.7018,4.1438,2.3138,0.0211,18.2982,15.71,0.7611,0.108,8.6472,0.000830903338796039
227,-3.01,2.7758,2.4172,0.0243,23.01,15.86,0.9091,0.137,9.0639,0.0006
228,5.03,13.4098,2.3248,0.013,34.97,15.9,0.7584,0.068,10.6376,0.0022659319024274684
229,0.2336,4.2573,2.2939,0.0172,19.7664,15.83,0.6163,0.047,8.6556,0.000744913849099596
230,-1.79,2.2725,2.2631,0.0151,21.79,15.81,0.7558,0.073,8.4278,0.0006
231,-0.1882,4.4714,2.2604,0.0273,20.1882,15.76,0.8452,0.163,9.065,0.0016
232,-3.9509,4.1335,2.4023,0.0236,23.9509,16.04,0.9075,0.137,8.5735,0.0013
233,-8.4836,6.9918,2.2881,0.0175,28.4836,15.87,0.8384,0.093,8.5177,0.0008346970967984049
234,3.88,4.6953,2.3132,0.0381,16.12,15.84,0.687,0.108,8.8505,0.0011562457888995882
235,0.6782,4.7511,2.3179,0.0184,19.3218,15.92,0.6302,0.125,8.8249,0.0011324114655244764
236,5.7945,6.0735,2.418,0.0242,14.2055,15.86,0.9444,0.061,8.9562,0.0005
237,1.5645,6.6138,2.2868,0.01894962388525579,18.4355,15.78,0.8569,0.087,8.7164,0.0006
238,6.8491,4.3849,2.3984,0.0272,13.1509,15.92,0.5374,0.021,9.0061,0.0007364011677502107
239,4.9336,5.8227,2.2729,0.0284,15.0664,15.79,0.4782,0.14,9.0744,0.0005
240,-3.8655,6.381,2.2647,0.0203,23.8655,15.83,0.7719,0.127,8.6611,0.0005177330814788231
241,21.7573,5.7213,2.3997,0.011,18.2427,15.77,0.7613,0.09,9.094,0.001378713121112365
242,1.7318,3.7079,2.2445,0.028,18.2682,15.79,0.6641,0.2,8.6544,0.0004
243,-5.52,3.7167,2.2527,0.033,25.52,15.91,0.684,0.176,8.58,0.0006
244,-0.6327,3.0271,2.2445,0.0197,20.6327,15.79,0.6373,0.11,8.8581,0.0009
245,5.1773,4.8457,2.4073,0.0247,14.8227,15.72,0.9726,0.107,8.2638,0.0005082693917134954
246,1.1527,5.4141,2.2697,0.0162,18.8473,15.94,1.1248,0.109,8.6005,0.0006793428791278065
247,-2.5345,2.8331,2.4167,0.0163,22.5345,15.83,0.9332,0.135,8.5862,0.0008548061584702348
248,-3.9618,4.9627,2.2757,0.0132,23.9618,15.71,0.4744,0.085,8.2061,0.0004
249,0.7,7.0696,2.2674,0.0257,19.3,15.85,0.481,0.065,9.088,0.000839728603176805
250,-1.8045,7.2043,2.2544,0.0205,21.8045,15.77,0.5329,0.206,8.6024,0.0004
251,28.4009,3.1529,2.3038,0.0263,11.5991,15.85,0.5593,0.14,9.5642,0.001475333657168211
252,-3.1927,3.0517,2.3079,0.0156,23.1927,15.71,0.9186,0.165,8.4537,0.0007
253,27.7364,5.9742,2.3592,0.0175,12.2636,15.78,0.8735,0.108,10.9634,0.0013666616327615063
254,-0.7036,4.8678,2.2728,0.0251,20.7036,15.99,1.1638,0.053,8.3324,0.0007507369631652473
255,-4.2327,7.7983,2.2474,0.0184,24.2327,15.77,0.7337,0.103,8.8546,0.0004
256,6.7391,6.9887,2.4153,0.0392,33.2609,15.75,0.7584,0.103,10.6376,0.002094729753480226
257,3.2173,5.4916,2.292,0.0192,16.7827,15.79,0.8659,0.081,8.7597,0.0010350329533810564
258,3.9382,4.8265,2.3796,0.0308,16.0618,15.74,0.9251,0.08,8.4092,0.0008178408819386699
259,1.1618,10.5293,2.2831,0.0276,18.8382,15.8,0.6805,0.091,8.5596,0.0009
260,-3.45,5.9053,2.3058,0.018,23.45,15.59,0.9707,0.093,8.886,0.0003
