,feature_66,feature_171,feature_427,feature_3
217,37.0555,0.7716,0.5426,2197.6778
218,34.578,0.6873,2.3536,2218.5778
219,32.6371,0.8623,0.7727,2177.4333
220,34.6022,0.5969,0.8833,2221.9444
221,20.0533,0.8867,0.7133,2235.0556
222,26.314,0.823,0.9055,2192.7556
223,26.5379,0.6531,1.4885,2230.7555
224,28.3035,0.5357,0.7743,2210.2778
225,19.1593,0.5095,1.5638,2185.9333
226,24.6278,0.647,1.1976,2137.6111
227,27.0311,0.7636,0.8222,2178.5889
228,38.8982,0.6385,1.7323,2166.5222
229,22.8831,0.5272,1.2968,2189.6778
230,27.6339,0.6458,1.174,2216.5
231,29.5672,0.7106,0.5358,2177.0333
232,31.7775,0.784,0.6779,2231.6111
233,38.0547,0.7104,1.697,2224.0
234,20.9881,0.5969,0.4833,2205.2222
235,27.7301,0.5398,1.2029,2172.9778
236,15.7033,0.8045,0.9954,2192.3778
237,24.9562,0.7184,1.0296,2167.4222
238,13.5705,0.4657,0.9166,2208.6556
239,24.1408,0.4063,0.8871,2206.4
240,30.1925,0.7245,0.9429,2194.9556
241,21.8247,0.6491,0.5923,2138.8778
242,23.8107,0.5744,1.911,2192.5556
243,31.8429,0.5786,1.7271,2215.5111
244,25.0547,0.5357,0.5866,2247.3666
245,21.0858,0.8221,0.4517,2189.8778
246,24.6357,0.9607,1.2765,2163.5889
247,29.8877,0.791,0.5368,2219.7667
248,31.4055,0.4054,1.6067,2192.1889
249,24.3734,0.4067,0.87,2210.8556
250,30.1905,0.447,1.6506,2187.3444
251,14.406,0.4828,2.0383,2243.7778
252,30.3384,0.7979,1.33,2208.9
253,19.7743,0.7461,2.3024,2220.7111
254,26.841,0.9912,1.0179,2155.6333
255,30.0271,0.6139,1.197,2213.9111
256,39.587,0.6385,0.9742,2206.5112
257,22.0794,0.7512,1.6752,2243.8556
258,20.8163,0.7888,0.5671,2197.6778
259,26.3647,0.5693,1.1396,2188.6
260,32.4091,0.8153,1.0539,2204.2889
261,24.2043,0.795,2.4515,2178.7333
262,25.1914,0.5756,0.5783,2200.1222
263,21.3934,0.48,0.9338,2217.8667
264,29.0059,0.5868,1.1257,2171.5
265,25.6619,0.5293,1.1328,2201.8666
266,34.4785,0.2979,1.4004,2205.5
267,26.2155,0.823,0.672,2172.8111
268,20.0249,0.7804,0.9178,2183.3444
269,28.6915,0.833,0.9433,2229.3333
270,27.8586,0.7053,0.9332,2236.0667
271,15.585,0.6556,0.8101,2224.0
272,28.8169,0.5745,0.6411,2183.5889
273,27.1415,0.7555,1.0165,2199.6334
274,18.6383,0.5583,0.9655,2260.2222
275,28.2459,0.6413,1.8361,2217.0
276,28.4192,0.6676,0.6801,2167.9444
277,30.4269,0.5097,0.543,2200.2
278,24.1042,0.7793,1.5766,2192.7556
279,29.7647,0.5905,1.1059,2172.3111
280,19.9304,0.6969,1.4043,2200.1957820884827
281,29.085,0.7804,1.066,2214.9333
282,26.0255,0.752,0.8903,2246.5778
283,24.4489,0.8301,1.3825,2229.3333
284,27.8129,0.5774,0.8107,2217.0
285,23.195,0.6874,0.9669,2195.5
286,36.7408,0.8955,0.7686,2244.9778
287,37.4995,0.6716,1.2543,2239.3
288,29.5935,1.026,2.1387,2172.5333
289,32.3553,0.6019,0.738,2201.383752905324
290,21.2995,0.7512,1.1757,2241.1778
291,20.4284,0.8576,2.051,2186.9889
292,19.9683,0.6555,0.8661,2200.9556
293,25.7524,0.741,0.5952,2188.5111
294,25.8775,1.1509132575077394,1.0047,2192.7889
295,23.4612,0.6024,1.3849,2124.8444
296,22.2958,0.5831,1.2098,2244.9778
297,20.1338,0.6385,1.2667,2218.8111
298,38.597,0.703,0.6741,2248.4222
299,12.0446,0.6332,0.8297,2170.9667
300,35.4148,0.5922,2.448,2196.6889
301,26.26,0.9845,0.5796,2231.9555
302,20.1913,0.6624,0.6628,2199.6556
303,32.3293,0.7593,2.3988,2203.0445
304,19.9831,0.7448,1.267,2173.4556
305,22.9633,0.827,0.9146,2183.3444
306,21.7752,0.6837,1.8588,2134.7445
307,26.9923,0.428,1.1613,2205.2555
308,25.8412,0.5217,1.0562,2245.3667
309,44.7837700779622,0.9192,1.478,2139.2667
310,30.1316,0.4764,1.8196,2243.7778
311,22.863,0.4972,0.661,2206.9667
312,25.5177,0.9386,1.9245,2195.1222
313,24.6273,0.845,2.7418947020340756,2171.8556
314,28.4535,0.8145,0.5624,2216.8111
315,30.6183,0.8153,1.0395,2192.7556
316,25.5848,0.5116,0.5054,2167.2
317,30.3896,0.5969,1.3557,2170.9667
318,28.8331,0.8145,1.6262,2195.9778
319,44.7837700779622,0.9046,0.663,2221.9444
320,19.9156,0.6425,0.6777,2202.1222
321,27.1184,0.6482,0.8503,2192.7889
322,25.2629,0.6979,0.7847,2205.7
323,32.6343,0.9737,1.1404,2186.2667
324,25.2855,0.8849,0.5176,2213.7556
325,26.308,0.8652,0.4807,2206.1444
326,22.6131,0.8708,0.547,2224.0
327,32.7382,0.8755,0.5159,2231.6111
328,25.4566,0.7141,0.4382,2179.0778
329,23.6862,0.7495,1.1866,2200.7333
330,23.229,0.6475,1.0777,2216.4778
331,26.658,0.879,1.8979,2180.6778
332,21.1288,0.8849,0.4907,2213.7556
333,27.0904,0.784,0.9052,2189.6778
334,18.6087,0.7393,1.2833,2180.1556
335,28.3785,0.4955,0.6415,2216.4778
336,26.5918,0.7914,1.2209,2172.8111
337,28.1825,0.7101,1.0556,2177.4333
338,34.1825,0.6419,1.1885,2244.5
339,39.9106,0.6627,2.4641,2184.8889
340,25.7025,0.7017,1.4643,2171.8556
341,25.5875,0.6371,2.1837,2243.7778
342,23.8478,0.791,1.2156,2194.5889
343,30.2685,0.781,1.0912,2187.9889
344,35.7866,0.7716,1.9645,2196.6889
345,23.5681,0.7448,1.4277,2172.1223
346,40.8846,0.3415,0.6209,2203.1667
347,23.7727,0.6917,1.9923,2218.0555
348,31.4605,0.8687,0.8899,2171.8556
349,31.9995,0.4054,1.4218,2216.8333
350,22.5764,0.7495,1.9578,2177.0222
351,32.12543882142819,0.5583,1.0355,2269.2556
352,23.241,0.7141,1.1257,2170.9667
353,18.5853,0.9265,1.4659,2174.8666
354,29.6922,0.5911,0.4922,2243.8556
355,33.7075,0.7245,1.3401,2188.5444
356,30.1518,0.6676,1.746,2236.0667
357,29.1285,0.6977,0.8158,2171.3222
358,25.8642,0.8986,0.9396,2213.9111
359,20.8541,0.8756,0.54,2190.1555
360,20.1394,0.7217,0.7954,2212.7111
361,22.8619,0.6833,0.6347,2218.7778
362,32.5387,0.8708,1.7394,2177.3222
363,20.8256,0.8756,1.2146,2220.0445
364,44.7837700779622,0.8054,0.8075,2196.6889
365,44.0701,0.8007,1.1821,2171.9
366,29.5895,0.8867,1.0292,2159.0556
367,24.0616,0.6474,0.5019,2170.7444
368,44.7837700779622,0.5398,1.8287,2285.905176053882
369,20.4431,0.9174,1.8924,2208.4444
370,23.2908,0.8849,2.3473,2180.0556
371,23.9046,0.4518,1.5431,2199.6556
372,24.8245,0.5097,1.3016,2266.8333
373,26.1208,0.5217,1.2793,2174.7555
374,28.0815,0.4973,1.0089,2194.9556
375,23.3059,0.5969,1.1364,2186.9889
376,28.8578,0.6332,1.2126,2165.0333
377,44.7837700779622,0.9192,0.8832,2221.9444
378,29.7843,0.4054,1.3151,2196.1111
379,25.9662,0.7978,1.56,2183.3111
380,21.6796,0.6053,0.8488,2218.8778
381,31.879,0.612,0.7724,2200.9889
382,28.1985,0.4945,0.5141,2164.3
383,23.7087,0.5969,0.6813,2197.2333
384,25.2115,0.845,0.9829,2201.8222
385,35.2757,0.4764,0.636,2197.6778
386,30.013,0.4059,0.9405,2206.1444
387,28.6157,0.5139,1.2209,2203.4556
388,31.0321,0.8274,2.3927,2280.8222
389,18.7085,0.5333,1.4867,2173.2778
390,21.9055,0.4973,1.0252,2211.7778
391,24.0673,0.8708,1.053,2196.6889
392,18.2764,0.8705,2.421,2205.4667
393,32.176,0.612,1.8409,2210.2778
394,31.3396,0.909,1.0947,2194.3778
395,23.4301,0.6762,1.4327,2199.6556
396,17.8357,0.7733,1.1921,2217.4111
397,20.5351,0.7888,0.9092,2168.7222
398,23.3895,0.5905,0.9037,2210.2778
399,28.1392,0.5969,1.4406,2224.6222
400,31.7755,0.7249,1.1524,2201.2889
401,26.8972,0.8867,0.5412,2235.0556
402,29.1464,0.8301,1.3462,2205.7222
403,17.3399,0.8544,1.1433,2189.6555
404,22.588,0.7071,0.454,2218.5778
405,25.0401,0.6371,2.1857,2186.9889
406,21.2359,0.5922,1.2893,2197.2333
407,30.2702,0.5073,1.3868,2204.2889
408,22.6626,0.5756,1.8458,2187.9889
409,28.8106,0.909,0.9833,2114.99056738201
410,30.7204,0.6379,1.3541,2236.1111
411,39.683,0.9352,0.8118,2187.5222
412,19.3697,0.8251,0.6189,2208.4444
413,18.6476,0.3607,1.3617,2265.1889
414,22.8489,0.7473,0.7446,2183.3111
415,22.9832,0.7025,0.6305,2231.6111
416,29.8057,0.6925,1.5357,2205.5
417,38.9877,0.7367,2.3928,2201.5777
418,14.8409,0.6053,1.1482,2202.2556
419,32.7742,0.4889,1.6889,2207.9555
420,23.6925,0.7448,0.8588,2180.7
421,22.8057,0.7769,0.6902,2176.4667
422,24.3585,0.7636,0.5434,2227.9778
423,30.59,0.6156,0.5378,2276.4556
424,22.7886,0.3954,1.3679,2171.8556
425,30.3824,0.8301,1.0263,2162.7556
426,26.3334,0.792,1.7921,2159.0556
427,30.9695,0.5201,1.7352,2217.0
428,25.4819,0.5139,1.4776,2190.1555
429,25.4333,0.8929,1.7578,2220.5445
430,31.3826,0.6874,0.9984,2216.5
431,20.2022,0.4188,0.5358,2260.7333
432,33.6506,0.4188,1.5318,2171.8556
433,41.5512,0.7927,1.7925,2166.5222
434,33.9495,0.5171,0.6368,2260.7333
435,24.7094,0.4552,0.6321,2244.5
436,31.3918,0.8986,1.1005,2189.3556
437,22.97,0.5868,0.6766,2200.9889
438,39.6821,0.5398,2.1091,2228.0555
439,25.4943,0.4924,0.9553,2212.3
440,41.9354,0.6523,1.5056,2217.7556
441,38.5841,0.795,1.6454,2194.6444
442,28.8009,0.8273,2.7418947020340756,2184.8889
443,27.2525,0.6874,1.0037,2206.1444
444,29.9212,0.3596,1.6691,2182.4111
445,20.6576,0.7797,1.1005,2195.4444
446,31.81314246303723,0.6019,1.6595,2173.6444
447,30.0241,1.0398,1.9298,2180.3778
448,23.1757,0.6491,1.7021,2183.4333
449,44.7837700779622,0.8756,2.1645,2200.9466436565667
450,30.3538,0.6135,1.7789,2180.3778
451,29.0454,0.5264,0.9172,2195.1
452,26.7098,0.4955,0.7935,2171.8556
453,25.4798,0.5328,1.5394,2173.2778
454,27.984,0.686,2.0675,2166.2111
455,18.277,0.34,0.9863,2205.7222
456,30.2755,0.703,0.8142,2223.4
457,32.4807,0.5745,1.2878,2241.1778
458,26.0868,0.8652,0.8824,2168.7333
459,21.9792,0.6995,1.1737,2205.7222
460,25.688,0.8444,0.4568,2126.6555
461,23.1136,0.8756,0.7458,2204.5445
462,23.8511,0.781,0.9222,2187.9889
463,39.4515,0.7865,2.3584,2280.8222
464,24.5095,0.6097,1.5174,2198.8556
465,29.2938,0.5349,1.6628,2207.9555
466,28.4793,0.5116,0.5152,2253.5111
467,32.0454,1.026,1.4633,2195.7666
468,28.9752,0.4054,0.9923,2212.3
469,26.1038,0.6024,1.174,2155.6333
470,31.3727,0.4054,1.8398,2209.6667
471,27.9706,0.6214,1.5461,2215.8111
472,27.0478,0.5832,0.5554,2151.6889
473,29.0537,0.6214,1.5425,2207.1444
474,18.8532,0.5333,1.6463,2164.3666
475,29.4926,0.969,0.8503,2183.5
476,33.4081,0.6917,1.9569,2218.0555
477,23.1861,0.6332,1.5723,2175.2556
478,21.1535,0.5614,2.0322,2171.9
479,31.5545,0.752,0.621,2210.9778
480,31.016,0.7017,1.0689,2171.3222
481,29.7545,0.686,0.498,2200.9889
482,31.3313,0.4277,0.8767,2223.1667
483,31.0165,0.5595,0.496,2219.7667
484,32.4059,0.7769,1.2528,2223.0444
485,26.3006,0.8273,0.6162,2167.9444
486,33.0615,0.5969,1.3776,2185.3334
487,24.3206,0.538,1.5383,2169.4667
488,26.2879,0.6709,0.7163,2207.9555
489,32.3378,0.5928,1.7486,2246.4889
490,36.343,0.4972,1.8977,2210.7333
491,27.6705,0.6139,1.0303,2182.0222
492,30.3892,0.6676,0.5448,2167.9444
493,23.0468,0.8929,1.1893,2206.5112
494,21.0027,0.5562,1.0161,2178.6889
495,25.849,0.7555,1.0662,2217.8667
496,27.6462,0.7245,1.163,2200.2
497,26.3116,0.6535,0.5544,2171.8556
498,28.803,0.8986,1.7661,2192.0
499,28.6912,0.7979,1.4001,2244.9778
500,22.6504,0.6491,1.5858,2199.3334
501,28.1993,0.4889,2.1399,2209.4667
502,28.189,0.7608,0.9768,2204.6667
503,30.0565,0.4645,1.4319,2183.3111
504,18.2111,0.6491,1.2562,2191.9
505,26.0425,0.6475,0.6287,2159.0556
506,23.7055,0.8755,0.5642,2189.8778
507,26.2629,0.741,0.5072,2199.6556
508,34.1725,0.3728,0.9274,2206.4
509,24.7718,0.647,0.6388,2137.6111
510,27.8252,0.8574,0.5889,2219.7667
511,16.3432,0.4552,1.1453,2228.9445
512,26.0317,0.5365,0.963,2285.905176053882
513,21.2711,0.7056,0.9534,2204.5445
514,27.2483,0.8986,0.5779,2196.0
515,31.416,1.0039,2.1505,2185.9333
516,25.3309,0.7979,1.2665,2178.5889
517,24.3465,0.8687,0.4508,2216.4778
518,23.5304,0.8147,1.8714,2173.6222
519,28.6582,0.5162,0.9273,2210.8556
520,22.3822,0.5844,0.3971,2219.1333
521,32.6465,0.5928,2.1512,2222.3333
522,23.2779,0.8251,1.4487,2180.9666
523,27.0988,0.9273,0.9407,2155.6333
524,24.2974,0.7362,1.169,2196.1111
525,25.7166,0.6535,0.7974,2205.2222
526,25.3734,0.497,0.5985,2242.8555
527,25.1013,0.76,0.6081,2235.0556
528,18.3175,0.7997,1.7144,2185.9333
529,30.7458,0.6762,1.3106,2217.5778
530,30.6953,0.4552,1.3522,2188.5111
531,37.6915,0.5857,1.4197,2270.2556
532,26.4193,0.5272,0.5811,2164.2667
533,19.1895,0.6438,0.8821,2210.3556
534,25.6003,0.7187,0.5732,2159.0556
535,20.6151,0.752,1.1259,2216.7333
536,26.166,0.6332,1.2276,2146.1111
537,22.8211,0.6555,1.2161,2200.9556
538,20.7242,0.7429,0.9775,2114.99056738201
539,18.784,0.7358,0.956,2177.4333
540,26.4708,0.5171,1.653,2219.7667
541,18.9734,0.486,1.7646,2200.2333
542,19.6859,1.026,1.5655,2219.1333
543,18.0095,0.5941,1.1074,2204.2333
544,33.0758,0.631,0.5952,2238.5444
545,27.5177,0.8955,0.9656,2186.9
546,26.8806,0.8473,1.0294,2216.6778
547,33.6192,0.5559,2.2207,2180.3778
548,28.0695,0.6135,1.143,2181.6111
549,23.4873,0.76,0.4977,2163.8667
550,44.7837700779622,0.6521,1.3704,2181.1889
551,23.7193,0.6531,0.9529,2242.4333
552,28.9017,0.7914,0.5774,2147.1111
553,32.6374,0.6177,1.2101,2200.9065208487455
554,41.8842,0.9737,0.5712,2234.6111
555,21.9792,0.7007,2.1467,2214.7111
556,20.5025,0.5941,0.9215,2205.7445
557,26.0917,0.3596,0.7553,2201.3073505291677
558,23.7806,0.7473,0.5063,2213.7556
559,27.527,0.7979,1.5008,2178.4667
560,27.6476,0.8221,1.0674,2136.4111
561,26.8797,0.8054,2.0131,2196.6889
562,24.7298,0.4518,1.4905,2244.5
563,21.0446,0.5484,0.9001,2208.9778
564,27.6301,1.0498,1.4857,2230.4222
565,40.5205,0.9046,0.5697,2196.6555
566,21.3671,0.6482,1.5248,2207.1
567,26.7021,0.6024,1.079,2114.99056738201
568,31.4439,0.4486,0.8458,2200.0666
569,28.7752,0.3745,0.5645,2155.3111
570,30.6289,0.5857,1.205,2197.3111
571,26.1855,0.631,2.2394,2197.6778
572,22.3374,1.0039,0.6183,2202.1222
573,29.3844,0.6385,1.3993,2174.8666
574,21.7381,0.9174,1.6741,2225.5889
575,20.2979,0.4812,1.662,2167.5
576,26.7245,0.6944,0.7625,2169.9444
577,24.3275,0.9858,0.6021,2214.7111
578,30.2505,0.9192,2.0058,2178.7333
579,23.4325,0.497,1.065,2229.3333
580,24.1601,0.4063,0.6534,2199.4595147973737
581,23.7913,0.6635,0.896,2197.6778
582,31.9933,0.4645,1.5624,2183.3111
583,20.9755,0.6979,0.4549,2114.99056738201
584,18.5294,0.8755,0.8581,2211.7778
585,28.1426,0.4889,1.1776,2209.4667
586,22.6375,0.845,0.5981,2216.4778
587,22.519,0.6556,2.3637,2198.7222
588,24.3769,0.5217,1.5979,2218.6333
589,24.1465,0.827,0.4919,2151.6889
590,23.6178,0.428,1.1828,2208.9778
591,20.0445,0.4945,0.5803,2164.3
592,22.969,1.026,0.6342,2214.7111
593,28.252,0.6761,1.2874,2207.1
594,39.9438,0.357,1.3188,2183.4556
595,19.6185,0.6419,0.7779,2169.9444
596,26.3122,0.6556,1.9099,2243.7778
597,23.0148,0.7461,1.4308,2171.9
598,27.8256,0.7184,1.0753,2201.2889
599,29.2883,0.7151,0.808,2127.9555
600,26.977,0.6969,1.507,2189.6778
601,19.9565,0.6716,2.0754,2222.3222
602,28.6558,0.7854,0.7991,2200.9889
603,26.9974,0.7187,0.8728,2165.8666
604,31.0075,0.612,0.6604,2171.5
605,27.5901,0.6805,1.7093,2217.4111
606,28.8518,0.7495,1.2873,2202.2889
607,23.6405,0.6385,1.3873,2239.4111
608,22.9785,0.8867,0.9634,2217.8111
609,26.0408,0.6977,0.7595,2216.5111
610,22.3489,0.5969,2.2069,2166.5222
611,29.6544,0.4063,0.5782,2191.6445
612,22.7338,0.5614,0.9691,2181.1555
