,feature_26,feature_34,feature_54,feature_57,feature_60,feature_64,feature_78,feature_100,feature_112,feature_118,feature_123,feature_132,feature_133,feature_165,feature_205,feature_239,feature_276,feature_283,feature_337,feature_391,feature_416,feature_435,feature_478,feature_563,feature_569,feature_573,feature_580,feature_581
10,1.2973,8.5571,4.612,0.9337,-3.740000000000001,12.9827,-0.007599999999999999,-0.04,231.79619168634787,56.7784,6.355,0.9961,2.2564,0.041,0.0735,0.0033999999999999994,0.0376,0.0054,10.0281,1.2897,5.0099,9.6358,2.7876,258.924,2.8849999999999993,106.68391307434258,0.012658834293894076,0.0055158023160043
11,1.2558,9.131,4.646,0.9272,3.9467943486408683,14.19161011115083,0.0563,0.0,231.8164,59.0958,3.52,0.9944,2.2784,0.075,0.2113554095582769,0.0046,0.1127,0.0033,9.19823334995501,1.2084,13.155602544247309,8.919,5.625585845161292,249.918,2.8729,13.44,0.014478086847542836,0.007791615622582029
12,0.9852,9.5642,4.592,0.9348,9.188199999999997,13.3354,-0.0399,-0.04560000000000001,231.58124233606273,59.80030000000001,4.281000000000001,0.9947999999999999,2.2928,0.075,0.0896,0.0039,0.1157,0.008899999999999998,8.4756,0.6628,6.2793,13.803600000000001,5.926900000000001,262.68799604140713,2.427906148419747,10.32,0.013941463248830763,0.0038593335542258665
13,1.2563,8.6706,4.577,0.9295,2.2855,10.9018,-0.004399999999999996,-0.1471493172932566,233.3375839827267,59.5427,4.406000000000001,0.9974,2.3146,0.063,0.7753,0.0026,0.0661,0.006700000000000001,13.5441,0.9145999999999999,3.9610000000000003,2.7861,10.1458,264.272,1.8844,8.0,0.01778525981261328,0.0051665177952448385
14,1.2794999999999999,8.8581,4.569,0.9304,-3.7508999999999997,14.7345,-0.0452,0.027899999999999987,231.61912352667233,59.3419,5.97,0.9985,2.272,0.135,0.17720000000000002,0.0033999999999999994,0.1438,0.0052,9.9534,1.1093,6.406600000000001,13.1301,3.369,264.272,1.8844,8.05,0.02015457637119919,0.004925264021386684
15,0.9063,9.1502,4.59,0.9324,2.110899999999999,12.74,-0.0321,0.05770000000000001,232.45997491961083,58.823,2.575,0.9966,2.3216,0.04,0.3339999999999999,0.006699999999999999,0.0767,0.0084,8.099,1.1262,5.5695,8.6069,8.801600000000002,261.96533953304044,2.4330265564906437,6.48,0.01623981850416844,0.005838788674646476
16,1.2965,8.6544,4.596,0.9309999999999999,-4.410899999999999,9.4055,-0.0102,-0.033499999999999995,230.123,59.4322,3.467,0.9973,2.4241,0.153,0.16409999999999997,0.0035,0.1708,0.0027,8.0188,0.8772999999999999,7.006,16.4288,3.706,264.272,1.8844,10.78,0.018141335039324635,0.002844005234095899
17,0.9762,8.5891,4.637,0.9339999999999999,-2.0764000000000005,15.5746,0.0009999999999999955,-0.060499999999999984,231.79487941486187,59.064400000000006,4.585,0.9967,2.2937,0.096,0.1196,0.0047,0.2733,0.0021,10.3051,1.0441,6.481799999999999,14.545500000000002,6.11,262.0003999723666,2.413502925823261,8.31,0.011376731619600185,0.004205026498742625
18,1.316,8.5851,4.588,0.9314,-0.9363999999999989,6.1366000000000005,-0.05330000000000001,-0.0893,230.0787,58.2257,3.03,1.001,2.2658,0.131,0.1327,0.004,0.263,0.0045,8.7863,1.1391,4.7233,14.3617,2.9235,277.55,4.637,6.72,0.0093,0.0031999999999999997
19,1.2997,8.572,4.549,0.9215,5.206399999999999,18.3982,-0.0181,0.0,231.1416,58.622299999999996,3.816,1.002,2.3817,0.154,0.0692,0.0038,0.0743,0.007499999999999998,9.4316,0.7591,10.3373,12.1562,4.0558,264.272,1.8844,10.92,0.018436530273419093,0.00294250143125143
20,0.9768,9.7836,4.659,0.9279999999999999,1.2835999999999992,10.1086,0.0024999999999999983,0.01769999999999999,231.9813796734231,59.14880000000001,4.410000000000001,0.9961,2.2771,0.064,0.8909,0.0033999999999999994,0.0368,0.006500000000000001,13.0936,1.0471,8.0855,11.6714,12.159886140272093,264.47,1.9889,7.79,0.018736101971856933,0.0024685184798884513
21,1.2523,9.0447,4.621,0.9327,-2.656400000000001,11.2255,-0.041199999999999994,0.03439999999999999,229.6407,58.8339,4.033,0.9976,2.2434,0.126,0.07700000000000001,0.0037,0.1672,0.005,8.1657,1.1794,11.1619,19.2454,2.3646,272.572,3.3532,7.740000000000001,0.01816351877676743,0.005540903427402204
22,1.2405,8.9191,4.554,0.9319999999999999,-0.06360000000000116,12.2282,0.0006000000000000011,0.0,231.2142,57.6451,3.265,0.9994,2.2569,0.022,0.09330000000000001,0.005899999999999998,0.030499999999999996,0.0043,8.1525,1.3454,6.2955000000000005,4.3531,10.0705,256.014,2.16,6.33,0.008287044272606924,0.006583878107316615
23,1.3267000000000002,8.7512,4.6,0.9335999999999999,2.0318000000000005,6.282900000000001,-0.021399999999999995,-0.0381,229.5449,58.50990000000001,2.431,0.9964,2.3187,0.121,0.2124,0.0024,0.0724,0.0025,12.3178,0.9857,4.621499999999999,5.1253,4.3582,253.16999999999996,5.1388,8.15,0.0106,0.0029
24,1.3125,8.9336,4.585,0.9329999999999999,17.387299999999996,9.3895,0.0012000000000000023,-0.0205,231.36686442320035,58.6421,3.759,0.9991999999999999,2.2887,0.112,0.197,0.0054,0.2666,0.0063,8.585,1.5699999999999998,8.231,6.7048000000000005,5.7628,265.49,3.9247999999999994,9.37,0.03969999999999999,0.0116
25,1.3113,8.8909,4.582,0.9224,-0.15450000000000136,16.9064,-0.0401,-0.013999999999999997,230.3738,58.7766,2.923,0.9986,2.4151,0.182,0.0848,0.0035,0.0349,0.0029000000000000002,8.9376,1.0877,6.836,6.4061,4.319,250.206,3.5171,10.89,0.011460499505716662,0.0050805855712669845
26,1.328,8.7635,4.554,0.9319999999999999,-0.33089999999999997,14.2691,0.08150000000000002,-0.047400000000000005,231.2351,61.2828,5.952,0.9963000000000001,2.2616,0.12,0.1292,0.005,0.0158,0.0055,8.0577,1.229,6.4086,13.1777,3.2036000000000002,264.272,1.8844,6.32,0.006896044783546072,-0.0009266754440817245
27,1.2692,9.0121,4.609,0.9288,3.6500000000000012,12.1743,-0.018500000000000003,0.033500000000000016,232.45372822701415,56.9856,3.673,0.9988,2.3375,0.069,0.48879999999999996,0.0046,0.11550000000000002,0.0025,10.256,1.4481,5.033599999999999,6.3029,6.053600000000001,250.292,3.7795999999999994,8.49,0.0109759391442844,0.002130608869802736
28,1.2848,9.094,4.551,0.9325999999999999,25.5127,12.1563,0.003199999999999993,-0.01580000000000001,231.6048456092244,57.897800000000004,3.865,0.9988,2.3756,0.084,0.1331,0.0033999999999999994,0.1837,0.0093,6.0479,0.6881,5.7921,7.6278999999999995,5.1949,261.542,1.5676,7.77,0.010200000000000002,0.0033
29,1.2785,8.8097,4.582,0.9331,1.8609000000000013,7.1114,0.010299999999999995,0.019500000000000017,230.7053,59.30500000000001,3.029,0.9989,2.2825999999999995,0.108,0.0967,0.005699999999999999,0.0551,0.0022,8.8196,0.5244,8.4689,20.1799,2.582,264.272,1.8844,10.16,0.03147322394253447,0.006241274650196631
30,1.2956999999999999,8.7219,4.624,0.9328999999999998,1.6072999999999995,15.571800000000001,-0.008300000000000004,0.018600000000000002,231.99163280074436,59.3308,3.102,0.9990999999999999,2.3257,0.132,0.1713,0.0048,0.11550000000000002,0.0051,7.8666,0.6317,5.033599999999999,2.4696,4.6249,262.0523374190004,2.4876666956011166,106.68391307434258,0.014597485505615876,0.006746915974835954
31,0.9895,8.4092,4.563,0.9364,0.8873000000000001,11.9155,0.01439999999999999,0.0307,232.420099411414,58.3741,4.317,0.9942,2.3132,0.096,0.055,0.003,0.1024,0.007499999999999998,10.7031,1.0947,5.0748999999999995,13.239,3.9097,261.13722325379575,2.4139309397448994,8.92,0.011126510779103906,0.007568245280615185
32,1.2785,9.6515,4.638,0.9223000000000001,-2.7135999999999996,18.4754,-0.030000000000000002,-0.037200000000000004,231.6601,58.35730000000001,4.156000000000001,0.9984,2.2752,0.162,0.0954,0.0021,0.0576,0.0026,8.5178,0.7908,4.1176,10.1682,6.015,257.404,2.1173,106.68391307434258,0.021019009795654242,0.005784353612421675
33,0.7519425322247579,9.1784,4.575,0.9299999999999999,5.3382,28.552408208472155,0.00039999999999999433,-0.04649999999999999,231.48753048043878,58.9744,3.937,0.997,2.3497,0.24507310622226822,0.34569999999999995,0.0024,0.0405,0.0022,9.735299999999999,0.9994,4.495,27.963788399291673,6.0748,264.136,3.6268999999999996,12.21,0.0218,0.0064
34,0.9888,8.5987,4.623,0.9251,1.6372999999999995,16.1673,-0.004900000000000003,0.023300000000000015,232.62990797343429,58.73230000000001,3.494,0.999,2.3259,0.079,0.43,0.0032,0.2034,0.0032,10.2277,0.5968,4.7815,10.6195,6.026,250.0,3.636,5.32,0.012134270543408793,0.006209170728113479
35,1.2837,9.754,4.617,0.9289999999999999,2.9691000000000023,12.1627,-0.012000000000000004,0.01579999999999999,231.72579781139643,58.5766,4.920000000000001,0.9971,2.3063,0.109,0.24819999999999998,0.005999999999999999,0.0965,0.0025,9.4876,0.5986,4.8647,7.400200000000001,3.4708,250.698,2.9438000000000004,10.66,0.015227438041103637,0.0059475366887000594
36,1.3082,8.5855,4.588,0.9348,-1.0991000000000006,14.6454,-0.013199999999999996,0.028800000000000003,231.7552396298995,58.3136,4.171000000000001,1.0,2.4213999999999998,0.074,0.10379999999999999,0.003,0.0877,0.0017,8.0304,0.5662,5.9612,5.5035,6.1979,248.774,3.1433999999999993,10.06,0.0276,0.0081
37,1.3168,8.7994,4.623,0.9251,2.9517999999999986,9.9015,0.006199999999999999,-0.005599999999999992,231.2967401659294,59.0601,2.8539999999999996,0.9995000000000002,2.3573,0.135,0.4146,0.005,0.23389999999999997,0.0061,10.3095,0.942,4.9288,8.5058,4.8857,262.86857145242976,2.458606189359827,8.2,0.015096268467260095,0.005027866444586075
38,1.0002,8.5177,4.633,0.9227,-10.37,28.048200000000005,0.026399999999999993,0.044599999999999994,231.95467687843976,57.9622,4.264,0.9958,2.295,0.04,0.1476,0.0052,0.1024,0.0022,9.4337,0.6839,5.0748999999999995,7.1982,4.4544,263.18595325674954,2.5194711939918557,106.68391307434258,0.040991653424051096,0.013511997198928089
39,1.3392,8.2395,4.601,0.9327,1.3444999999999994,14.9837,-0.0355,0.0,231.4772,57.3415,3.358,0.9961999999999999,2.2807999999999997,0.192,0.1339,0.0047,0.0417,0.0023,13.73546477021491,0.9543000000000001,8.0241,12.9923,3.9991,251.156,2.4686,9.43,0.013248724506888514,0.003183285303891434
40,1.293,8.1728,4.596,0.9352999999999999,1.1664000000000005,10.6773,0.0003718208161198601,-0.017700000000000007,231.2249,59.2046,3.802977914431064,0.9974432809351307,2.2954727022611854,0.074,0.0626,0.007799999999999999,0.0371,0.002751961958399845,7.9584,1.0546,7.634900000000001,8.43,3.4878,256.73,4.3197,6.490000000000001,0.0086,0.0025
41,1.3045,8.6544,4.534,0.9311,0.18729999999999983,6.4632,-0.012000000000000004,0.029799999999999986,230.0474,59.2204,2.418,0.994,2.3922999999999996,0.051,0.0924,0.0038,0.026100000000000005,0.0049,8.5,0.4406,5.737599999999999,8.8156,3.4793,268.152,4.225199999999999,5.44,0.006976158434771271,0.004090781463797405
42,1.2862,8.7994,4.623,0.9251,0.5681999999999989,10.611,-0.00020000000000000684,-0.0623,231.99446577508186,57.167300000000004,2.8539999999999996,0.9995000000000002,2.3573,0.076,0.3622,0.0045,0.2044,0.0061,10.5813,0.9852000000000001,5.981999999999999,14.927099999999998,7.684000000000001,261.8149055537373,2.461428234609622,6.04,0.0156,0.004400000000000001
43,1.2612,9.088,4.604,0.9347,-1.97,11.5518,-0.0342,-0.031599999999999996,234.1873,59.65050000000001,2.84,0.9974,2.2797,0.055,0.11939999999999999,0.0031,0.0979,0.0025,7.5909,0.8064999999999999,1.7676,15.6194,2.8027,256.778,4.688899999999999,9.02,0.0192,0.006500000000000001
44,1.2697000000000003,8.8249,4.594,0.9318,-8.2255,28.552408208472155,-0.0339,-0.005599999999999992,231.39655904470501,57.682100000000005,4.053438348892664,0.9972783292675866,2.3350912794510776,0.049,0.1422,0.0041,0.1717,0.0049,7.2231,0.6926,5.1058,15.2786,5.2293,261.436,2.2109,106.68391307434258,0.0083,0.0034000000000000002
45,1.273,8.6544,4.601,0.9348,-0.7499999999999993,13.5037,-0.001299999999999996,0.022299999999999997,230.7885,57.23490000000001,6.063,0.9953,2.2647,0.118,0.1658,0.0052,0.233,0.0055,8.8828,1.3375,4.0548,13.354300000000002,5.8268,261.234,1.9906,10.93,0.0156,0.0039000000000000003
46,1.2882,8.6472,4.622,0.9222,0.16269999999999893,14.619100000000001,-0.03790000000000001,0.0205,228.9898,59.258500000000005,3.029,0.9989,2.2825999999999995,0.16,0.1616,0.0033,0.098,0.0062,8.5926,1.0838,13.155602544247309,2.2511,3.2662,264.272,1.8844,7.49,0.0152,0.004300000000000001
47,0.9952,9.9964,4.588,0.9266000000000001,-1.9555000000000005,15.220000000000002,0.0176,0.06879999999999999,232.30044321834603,57.4722,4.230000000000001,0.9945,2.3161,0.098,0.1744,0.006799999999999998,0.1205,0.0083,9.264,1.1911,4.8293,13.765400000000001,7.154800000000001,264.272,1.8844,10.03,0.012063322175015496,0.0067392249293806725
48,1.3142,8.7538,4.612,0.9203000000000001,-1.3018000000000003,8.2146,-0.026699999999999995,0.1228,235.6203,59.6445,4.385,1.0,2.2915,0.091,0.1918,0.0049,0.028300000000000002,0.0064,8.8514,0.7512,5.155799999999999,8.4459,5.6614,264.272,1.8844,5.4,0.026600000000000002,0.0082
49,1.2848,9.0425,4.614,0.9312999999999999,-0.019099999999998764,14.2545,-0.011600000000000001,-0.1163,230.61797639379273,58.386799999999994,4.920000000000001,0.9971,2.3063,0.062,0.2357,0.0024,0.05979999999999999,0.002,8.844,1.3303,13.0808,16.5013,6.4234,250.556,1.6164,8.05,0.012458313985161736,0.00327361988253845
50,1.344,9.1526,4.556,0.9167999999999998,-2.032700000000001,11.9366,-0.034600000000000006,-0.0326,235.1533,56.675799999999995,3.959,0.9988,2.2563,0.096,0.1422,0.0041,0.0336,0.0066,9.2033,1.2623,9.1139,5.6548,4.8172,280.32,4.156,7.93,0.00851244715444828,0.006455319643219313
51,1.27,8.2963,4.601,0.9185,-2.9608999999999996,14.9418,-0.0562,0.07249999999999998,234.4585,59.3887,4.289000000000001,0.9947,2.2859,0.151,0.1887,0.0025,0.1598,0.0083,10.4322,0.7708,3.7316999999999996,10.1575,7.325200000000001,271.75,3.7755,106.68391307434258,0.03703423068639807,0.008376974910262576
52,1.0092,8.5779,4.617,0.9289999999999999,1.5127000000000004,11.6015,-0.008300000000000004,0.008400000000000005,232.33668024323566,59.4696,3.4380000000000006,0.9998,2.3322999999999996,0.125,0.2062,0.0039,0.0704,0.006000000000000001,10.7125,0.818,7.0718,16.4479,8.4684,261.63109743243444,2.443284743748034,7.38,0.028301033634790015,0.009589941641120724
53,1.2535000000000003,8.9979,4.593,0.9317,-0.8044999999999999,8.0645,-0.031299999999999994,0.04370000000000001,230.8775,59.682500000000005,6.003,0.9997,2.2472,0.113,0.2578,0.005699999999999999,0.0707,0.0033,9.96,1.3628,7.736299999999999,14.359799999999998,5.2201,256.832,2.3323,9.12,0.0187,0.0071
54,1.272,8.1161,4.596,0.9365999999999999,0.7000000000000003,11.3636,0.010599999999999995,0.011199999999999984,229.9405,59.3614,5.675,0.9965000000000002,2.2445,0.103,0.07300000000000001,0.0052,0.0507,0.0037000000000000006,7.9876,1.1131,5.5447999999999995,15.251599999999998,3.9520000000000004,264.272,1.8844,9.94,0.01982893410952811,0.0077325242217771714
55,1.3042999999999998,9.7324,4.576,0.9327,1.7373000000000003,11.5227,-0.035800000000000005,-0.037200000000000004,232.05705041986448,57.0942,4.264,0.9982,2.3162,0.173,0.1105,0.0044,0.137,0.0088,8.3559,1.0566,5.911699999999999,15.564500000000002,4.3682,263.0380423884704,2.474116566050749,7.989999999999999,0.007853569164197355,0.003943864049568618
56,1.3277,9.0121,4.606,0.9288,-19.9927,28.552408208472155,-0.0099,0.011199999999999984,232.0094351076402,59.0341,3.673,0.9988,2.3375,0.113,0.1108,0.005599999999999999,0.0538,0.0049,11.3172,0.653,7.0392,8.36,6.612699999999999,265.16,1.5010000000000001,11.25,0.026836072896868252,0.005297712922433258
57,1.087,8.9607,4.585,0.9255,-3.355500000000001,13.2491,-0.013710474381275093,-0.037200000000000004,235.2582,57.102,1.6710000000000003,1.0,2.2877,0.043,0.1408,0.0033999999999999994,0.0406,0.0070999999999999995,8.6267,0.8398000000000001,6.9667,5.0598,6.5896,266.832,1.7089,5.48,0.014909509186475677,0.004322976329954675
58,1.3222,8.5571,4.619,0.9345,-2.6109000000000004,9.6634,-0.0186,0.02599999999999999,231.6966,58.0021,3.202,0.9985,2.3936000000000006,0.152,0.1417,0.0039,0.1102,0.0024,8.2633,1.1902,8.3777,8.9998,2.5503,264.272,1.8844,9.6,0.01166302944568786,0.0018574194188145168
59,1.323,8.9635,4.587,0.9269999999999999,-0.37359999999999904,10.6183,0.0015000000000000029,0.024199999999999996,231.03655328987406,58.07769999999999,4.585,0.9967,2.2937,0.129,0.1889,0.006699999999999999,0.0786,0.0033,10.0215,0.5458,3.5962,9.2971,5.7983,261.78951703919216,2.43917576546758,9.43,0.01326173683515796,0.005643869953746849
60,1.2592000000000003,8.6427,4.65,0.9334,-1.1391000000000013,19.5291,-0.014299999999999995,-0.0809,232.53307116857926,57.4779,2.951,0.9989,2.3289,0.129,0.1335,0.0054,0.083,0.012584300225749584,8.6943,1.4209,7.4031,7.7824,3.3645,250.77999999999997,1.7147,8.9,0.016225553436852426,0.005946575172604115
61,1.3104999999999998,10.095633903464792,4.657,0.9327,-4.990000000000002,7.889099999999999,0.00673210104910127,0.006500000000000006,235.9079,58.3851,4.749,0.9977,2.2555,0.058,0.1539,0.0035,0.0642,0.0039,9.3789,0.963,6.979899999999999,6.0282,4.3431,251.976,2.8852,7.460000000000001,0.02362572416902284,0.007067463255255972
62,1.319,8.6472,4.572,0.9325,-0.9090999999999998,9.7,-0.05330000000000001,-0.012999999999999994,236.152,59.1913,4.385,1.0,2.2915,0.02,0.1244,0.0064,0.0419,0.006700000000000001,12.3647,0.7627,11.3112,9.2494,4.2125,272.74,2.4419,5.83,0.019400000000000004,0.0069
63,1.277,8.2638,4.575,0.9352999999999999,1.816399999999999,17.4727,-0.038000000000000006,0.07529999999999999,230.7221182503973,58.2855,5.244,0.9973,2.3481,0.082,0.1578,0.0041,0.1464,0.0062,7.5606,0.44170000000000004,2.5861,14.0172,5.801,262.82761412431313,2.4376233723818266,9.81,0.008440900029673674,0.0021072598198597775
64,0.9698,9.5713,4.584,0.9359999999999999,0.1227000000000008,9.2136,-0.0068000000000000005,0.04839999999999999,232.6946771220637,59.2818,4.184,0.9967,2.3099000000000003,0.085,0.0795,0.0048,0.0493,0.0061,9.0885,0.7915,5.6904,9.1776,6.060200000000001,261.5053389894879,2.4668663005825042,106.68391307434258,0.040991653424051096,0.013511997198928089
65,0.9632,8.8513,4.588,0.9334,0.3036000000000009,15.7254,0.029600000000000005,0.1469,231.912330782664,59.458999999999996,4.409,0.9955,2.3177,0.067,0.19599999999999998,0.0064,0.1205,0.0031,9.620500000000002,1.2564,4.8293,7.682300000000001,6.8782,264.272,1.8844,9.83,0.013942778673353695,0.009014239681864503
66,1.3037,8.6556,4.605,0.9322999999999999,2.0508999999999995,6.759499999999999,-0.0369,-0.060499999999999984,231.84204745185366,60.2727,4.185,1.001,2.2673999999999994,0.049,0.0737,0.006899999999999999,0.0979,0.0070999999999999995,9.0683,0.753,1.7676,15.417100000000001,8.3516,264.272,1.8844,7.830000000000001,0.009920750999140719,0.005553005121364141
67,1.2635000000000003,9.0998,4.632,0.9328999999999998,22.7927,12.36,-0.057,0.024199999999999996,232.1684173858285,59.1327,3.18,0.9967,2.4244,0.079,0.36469999999999997,0.007499999999999999,0.153,0.0022,8.0679,1.2712,6.6222,10.6846,8.414900000000001,262.5141728246894,2.503730810423408,12.55,0.0126,0.0041
68,1.3037,8.8973,4.571,0.9324,0.3245000000000003,12.7355,-0.0435,0.018600000000000002,229.5651,58.5453,2.992,0.9957,2.2949,0.163,0.1582,0.0054,0.0561,0.0028,11.2336,1.295,13.155602544247309,5.4458,8.9509,264.272,1.8844,8.09,0.0178,0.005300000000000001
69,1.3137,8.6915,4.594,0.9352999999999999,6.152700000000001,13.4136,-0.025000000000000005,0.05580000000000001,231.39032096696437,57.434,3.165,0.9999,2.3672,0.046,0.072,0.0070999999999999995,0.2044,0.0033,8.6472,0.979,5.981999999999999,4.1104,2.6252,250.676,2.0185,9.48,0.021018629964192466,0.006898071034336366
70,1.3052,8.6799,4.601,0.9314,2.298199999999999,12.6864,0.05840000000000001,-0.056699999999999987,231.02110786233047,58.4667,3.135,0.9981,2.2821,0.103,0.12229999999999999,0.007699999999999999,0.0967,0.0033,8.3461,0.4424,13.155602544247309,4.2138,4.252,266.644,4.624099999999999,9.82,0.016755220269686684,0.005876190075804859
71,1.314,8.9605,4.61,0.9236000000000001,3.8109000000000024,9.3073,-0.021699999999999997,-0.02599999999999999,231.0728346706211,61.0652,4.185,1.001,2.2673999999999994,0.14,0.0709,0.0070999999999999995,0.0979,0.004,9.103,1.1659,1.7676,10.6545,5.1132,264.272,1.8844,106.68391307434258,0.0098,0.003
72,1.2848,9.7571,4.603,0.9324,2.2617999999999996,13.0386,-0.0541,-0.0391,234.3421,59.352799999999995,4.435,1.002,2.2789,0.16,0.1298,0.005,1.8329319193553488,0.0054,10.7836,0.8694,13.155602544247309,12.2203,8.707100000000002,264.298,4.150599999999999,7.830000000000001,0.0168,0.006100000000000001
73,1.292,8.3663,4.606,0.9341,-0.44089999999999896,11.8201,0.009500000000000005,0.028800000000000003,231.254,58.4467,5.902,0.9986,2.2474,0.086,0.1075,0.006499999999999999,0.0507,0.0048,10.1734,0.5259,5.5447999999999995,12.1517,6.1962,264.272,1.8844,106.68391307434258,0.007032103530085862,0.004889666209741926
74,0.9902,8.6439,4.547,0.9322999999999999,-0.8099999999999993,13.4236,-0.016299999999999995,-0.1471493172932566,231.73677300532637,56.2629,4.062,0.9998,2.3296,0.097,0.35089999999999993,0.0046,0.2034,0.008499999999999999,10.2449,0.7636,4.7815,14.0369,12.159886140272093,262.101680078549,2.4050413338173167,7.93,0.011868285594783763,0.008269002176392731
75,1.282,8.2981,4.61,0.9252,-3.0960414569062324,12.228794712936697,0.012900000000000005,0.007399999999999986,232.5124,56.17300000000001,3.234,0.9956,2.3883,0.073,0.21215579413515845,0.0025,0.1320908363050859,0.0054,10.10577563485968,1.1029,6.483574185094888,9.5164,5.621353577546492,265.378,2.698,13.090000000000002,0.02032257995733873,0.006245392384379719
76,0.9765,9.043,4.676,0.9309999999999999,-17.9336,28.552408208472155,0.02799999999999999,0.0326,232.40889427512442,59.8788,3.877,0.9981,2.3407,0.056,0.2511,0.0047,0.0402,0.0056,9.9488,0.7059,6.471799999999999,7.1685,4.7846,260.87,1.9320000000000002,10.13,0.01703668789994609,0.009759760299686164
77,1.3008,8.6799,4.606,0.9322,-0.7155000000000006,7.7333,-0.007299999999999998,-0.029800000000000004,232.24183175476827,59.0096,2.923,0.9986,2.4151,0.028,0.1285,0.0038,0.0448,0.0066,9.0905,0.9934,6.5101,8.3029,2.1779,266.126,3.8854000000000006,7.77,0.01771764123736147,0.0047928928810819435
78,1.2993000000000001,9.0622,4.635,0.9289999999999999,4.1509,13.5327,0.008600000000000003,0.06319999999999999,231.82650383211248,57.355999999999995,4.184,0.9967,2.3099000000000003,0.181,0.30150000000000005,0.0054,0.0814,0.0038,8.9269,0.9701,7.8161,17.1637,5.0601,247.374,1.3057000000000003,7.550000000000001,0.014558670063877316,0.007271027938720934
79,1.2878,8.7932,4.67,0.9217,-1.9855000000000003,15.257200000000001,0.02309999999999999,-0.04370000000000001,232.04885974072437,59.4504,4.2540000000000004,0.9989,2.3495,0.111,0.2525,0.0038,0.0358,0.0017,10.3473,0.692,6.811899999999999,8.8526,7.921400000000001,262.43521921745815,2.4622416385652484,11.17,0.014768882303832408,0.004615785769525185
