,feature_60,feature_478,feature_65,feature_349,feature_299,feature_442,feature_34,feature_332,feature_22,feature_118
45,3.65,6.0536,16.35,0.0247,0.0351,0.8716,9.0121,0.0833,-5936.0,56.9856
46,25.5127,5.1949,14.4873,0.0151,0.0433,0.7613,9.094,0.0778,-5657.75,57.8978
47,-5.6473,6.4204,25.6473,0.0252,0.088,1.1525,8.536,0.0254,-5226.5,58.148
48,1.8609,2.582,18.1391,0.0197,0.1198,0.9136,8.8097,0.0832,-5603.75,59.305
49,-4.4927,4.5795,24.4927,0.0141,0.0573,0.684,8.58,0.0381,-5508.5,59.0025
50,17.4,5.1848,22.6,0.0256,0.0813,0.9251,8.8287,0.0964,-6112.25,57.0914
51,1.6073,4.6249,18.3927,0.0232,0.0144,0.7663,8.7219,0.0623,-5422.0,59.3308
52,0.8873,3.9097,19.1127,0.04999362581099474,0.061,0.9251,8.4092,0.1003,-6280.75,58.3741
53,-2.7136,6.015,22.7136,0.0211,0.0626,0.5669,9.6515,0.0306,-5425.5,58.3573
54,5.3382,6.0748,34.62823879222262,0.0162,0.12570988867962482,0.7898,9.1784,0.0779,-4173.969634289816,58.9744
55,1.6373,6.026,18.3627,0.0236,0.0454,0.8807,8.5987,0.0813,-6310.25,58.7323
56,2.9691,3.4708,17.0309,0.0141,0.0397,0.577,9.754,0.0817,-5490.25,58.5766
57,-1.0991,6.1979,21.0991,0.0154,0.0337,0.9588,8.5855,0.0658,-5273.0,58.3136
58,2.9518,4.8857,17.0482,0.0194,0.05,0.8435,8.7994,0.0813,-5427.75,59.0601
59,-10.37,4.4544,30.37,0.04999362581099474,0.0339,0.8384,8.5177,0.0823,-6439.0,57.9622
60,1.3445,3.9991,18.6555,0.0208,0.074,1.0216,8.2395,0.1044,-5250.75,57.3415
61,1.1664,3.4878,18.8336,0.021951837761982566,0.0452,0.7584,8.1728,0.0706,-5153.25,59.2046
62,0.1873,3.4793,19.8127,0.0248,0.0494,0.6641,8.6544,0.0686,-5359.25,59.2204
63,0.4836,3.9691,19.5164,0.0185,0.0467,0.9965,8.6397,0.0914,-5575.25,59.4838
64,4.0809,3.2357,15.9191,0.0208,0.0387,0.7506,8.322,0.1061,-6029.0,58.8463
65,18.3936,4.2732,21.6064,0.0386,0.12570988867962482,0.7015,9.2007,0.0859,-4173.969634289816,56.8545
66,1.2809,4.3922,18.7191,0.0208,0.0644,0.9396,8.3331,0.086,-5371.25,59.2341
67,0.5682,7.684,19.4318,0.0183,0.0875,0.8435,8.7994,0.0813,-5932.0,57.1673
68,8.0955,6.9474,11.9045,0.04999362581099474,0.0535,0.7928,9.5713,0.0998,-6383.75,59.0927
69,-1.97,2.8027,21.97,0.0337,0.0866,0.481,9.088,0.0863,-5377.0,59.6505
70,-8.2255,5.2293,28.2255,0.0138,0.0813,0.6302,8.8249,0.15596533270297572,-5393.25,57.6821
71,-0.75,5.8268,20.75,0.025,0.0803,0.6641,8.6544,0.0875,-5692.5,57.2349
72,0.1627,3.2662,19.8373,0.0215,0.0119,0.7611,8.6472,0.034,-5326.5,59.2585
73,-1.9555,7.1548,21.9555,0.0201,0.0564,0.7477,9.9964,0.0241,-6453.75,57.4722
74,-1.3018,5.6614,21.3018,0.0281,0.0551,0.8471,8.7538,0.0337,-5175.5,59.6445
75,-0.0191,6.4234,20.0191,0.0149,0.09,0.6335,9.0425,0.0599,-5336.0,58.3868
76,-2.0327,4.8172,22.0327,0.0229,0.0342,0.4254,9.1526,0.03,-5305.25,56.6758
77,3.0982,4.8741,16.9018,0.0192,0.0884,0.7337,8.8546,0.0895,-5548.25,58.2014
78,-2.9609,7.3252,22.9609,0.0134,0.0532,0.8136,8.2963,0.0311,-5426.0,59.3887
79,3.5436,4.3696,16.4564,0.0199,0.1084,0.6927,8.8519,0.0347,-5329.25,57.8907
80,1.5127,8.4684,18.4873,0.0239,0.0678,1.0189,8.5779,0.0817,-6447.25,59.4696
81,1.17,4.533,18.83,0.0234,0.059,0.8146,8.8132,0.0871,-5545.75,58.5681
82,-0.8045,5.2201,20.8045,0.0152,0.0835,0.7258,8.9979,0.1092,-5439.25,59.6825
83,2.99,6.8674,17.01,0.0461,0.0654,0.577,9.754,0.1012,-5513.5,57.4551
84,27.3427,6.7229,12.6573,0.0135,0.0466,1.0959,8.6667,0.0754,-6472.5,56.9211
85,0.7,3.952,19.3,0.0175,0.0849,0.8595,8.1161,0.0858,-5339.5,59.3614
86,10.9955,9.4756,29.0045,0.0306,0.0355,1.1815,8.6013,0.0937,-5633.25,58.4879
87,1.7373,4.3682,18.2627,0.0269,0.0859,0.8752,9.7324,0.0909,-5763.75,57.0942
88,-19.9927,6.6127,34.62823879222262,0.0323,0.0517,0.8716,9.0121,0.0911,-5362.75,59.0341
89,0.9573,5.5044,19.0427,0.0219,0.0627,0.5194,8.8356,0.1067,-5663.5,58.4191
90,-3.3555,6.5896,23.3555,0.020094328970699984,0.0249,0.7392,8.9607,0.0782,-6408.75,57.102
91,-0.6327,5.515,20.6327,0.0169,0.0205,1.0143,8.8078,0.1087,-5434.25,58.1348
92,5.0691,2.7352,14.9309,0.0193,0.0697,0.745,8.7782,0.1058,-5138.5,55.4671
93,11.2909,10.7271,8.7091,0.021,0.038,0.8435,8.7994,0.0925,-5343.0,55.7648
94,-2.6109,2.5503,22.6109,0.0151,0.0539,0.7032,8.5571,0.0841,-5621.0,58.0021
95,-0.3736,5.7983,20.3736,0.0127,0.0536,0.7643,8.9635,0.0848,-5135.0,58.0777
96,-1.1391,3.3645,21.1391,0.0204,0.0413,0.9079,8.6427,0.0619,-5750.0,57.4779
97,-4.99,4.3431,24.99,0.019139488739693594,0.0367,0.8229,10.053810884229684,0.0832,-5491.75,58.3851
98,-0.9091,4.2125,20.9091,0.0176,0.0554,0.7611,8.6472,0.1111,-5160.75,59.1913
99,1.8164,5.801,18.1836,0.0226,0.0824,0.9726,8.2638,0.0685,-5763.0,58.2855
100,0.1227,6.0602,19.8773,0.0262,0.0394,0.7928,9.5713,0.0998,-6391.5,59.2818
101,0.8745,5.0466,19.1255,0.0125,0.0525,0.869,8.5251,0.0264,-6409.5,58.637
102,-1.0182,6.2631,21.0182,0.0142,0.0921,0.466,8.7779,0.0858,-5966.75,58.1897
103,0.3036,6.8782,19.6964,0.0189,0.0307,1.062,8.8513,0.0969,-6259.5,59.459
104,2.0509,8.3516,17.9491,0.026,0.0881,0.6163,8.6556,0.0845,-5445.25,60.2727
105,22.7927,8.4149,17.2073,0.0352,0.0573,1.0551,9.0998,0.0529,-5707.5,59.1327
106,4.1464,8.2175,15.8536,0.0202,0.0338,0.6222,8.5889,0.0865,-5618.75,59.3007
107,0.3245,8.9509,19.6755,0.04999362581099474,0.0341,0.6796,8.8973,0.1114,-5390.0,58.5453
108,6.1527,2.6252,13.8473,0.0183,0.0231,0.9639,8.6915,0.0915,-5487.25,57.434
109,-1.8473,8.9647,34.62823879222262,0.0249,0.0706,0.8556,8.7879,0.0946,-5518.0,57.5427
110,-1.6436,7.076,21.6436,0.0202,0.0489,0.8133,8.2823,0.1071,-5539.5,58.434
111,2.2982,4.252,17.7018,0.0171,0.0229,0.593,8.6799,0.0861,-5402.0,58.4667
112,23.8864,3.626,16.1136,0.0395,0.0438,0.6641,9.1638,0.0785,-6599.25,58.9705
113,3.8109,5.1132,16.1891,0.0146,0.0659,0.9274,8.9605,0.15596533270297572,-5260.25,61.0652
114,-6.74,4.736,26.74,0.0195,0.0661,0.3973,9.7137,0.0452,-5415.25,57.7747
115,2.2618,8.7071,17.7382,0.0253,0.077,0.7852,9.7571,0.0989,-5641.0,59.3528
116,1.9245,4.6417,18.0755,0.0136,0.0561,1.0918,8.5459,0.0932,-5803.0,57.9313
117,-0.4409,6.1962,20.4409,0.0175,0.0666,0.5779,8.3663,0.1187,-5125.75,58.4467
118,27.651775678753342,6.5265,11.5773,0.0432,0.0823,0.8446,8.7947,0.0529,-5497.75,58.0664
119,2.4209,6.6675,17.5791,0.0218,0.0176,0.5478,9.0145,0.1141,-5451.75,59.0937
120,-0.81,12.044054218287883,20.81,0.0294,0.0572,1.0135,8.6439,0.0936,-6310.25,56.2629
121,-3.1702335573378875,5.621311466973187,20.348457627344416,0.0153,0.0534,0.7093,8.2981,0.0834,-5420.25,56.173
122,-17.9336,4.7846,34.62823879222262,0.0237,0.0332,0.7574,9.043,0.0871,-6364.25,59.8788
123,-0.7155,2.1779,20.7155,0.0245,0.0465,0.593,8.6799,0.0939,-5729.25,59.0096
124,4.1509,5.0601,15.8491,0.0285,0.0945,0.8343,9.0622,0.084,-5566.75,57.356
125,3.9673,5.5115,16.0327,0.0171,0.0305,1.1213,9.0811,0.15596533270297572,-6411.0,57.6435
126,-3.65,4.6997,23.65,0.0261,0.073,0.5779,8.3663,0.1103,-5217.25,57.5845
127,-1.9855,7.9214,21.9855,0.0197,0.0559,0.8159,8.7932,0.0855,-5329.0,59.4504
128,-3.88,4.8058,23.88,0.0122,0.0268,0.6268,8.3675,0.0315,-5153.5,58.2965
129,5.8045,8.0418,14.1955,0.0248,0.0389,0.8159,8.7932,0.0824,-5452.75,58.5312
130,-0.9945,6.5778,20.9945,0.0284,0.0804,1.0541,8.287,0.1065,-5477.5,57.584
131,-4.6636,4.3419,24.6636,0.0224,0.0425,0.7477,9.9964,0.0857,-5592.75,59.3441
132,-19.1518,3.4781,34.62823879222262,0.0283,0.0344,0.9836,8.8388,0.15596533270297572,-6563.75,59.5307
133,3.2509,5.7289,16.7491,0.0222,0.1053,0.9048,8.6772,0.0932,-5508.75,57.8296
134,2.3318,5.6591,17.6682,0.025620810713917783,0.0225,0.9175,8.1605,0.1051,-6416.25,59.0924
135,5.4018,3.3141,14.5982,0.0146,0.0519,0.8235,8.6406,0.0848,-6565.5,58.1356
136,-0.5691,3.3826,20.5691,0.0156,0.0559,0.811,9.2291,0.0939,-6420.25,57.826
137,-21.830015466244145,6.0188,34.62823879222262,0.0362,0.0828,0.7574,9.043,0.0968,-5563.5,59.3717
138,-1.0573,3.3903,21.0573,0.024,0.0653,0.7643,8.9635,0.0775,-5055.5,58.6458
139,-6.8764,4.0285,26.8764,0.0195,0.0295,0.6163,8.6556,0.0452,-5729.5,59.3749
140,2.8136,5.8022,17.1864,0.0164,0.0358,0.7139,9.131,0.0897,-5195.75,57.8977
141,-3.7245,5.1156,23.7245,0.0307,0.0554,0.9175,8.1605,0.0368,-6194.0,57.9007
142,-1.2182,5.243,21.2182,0.0342,0.0357,0.7477,9.9964,0.0938,-6411.75,57.9601
143,-5.68,8.4634,25.68,0.0245,0.0933,0.573,8.8215,0.0301,-5422.75,57.9296
144,1.2518,4.0841,18.7482,0.0372,0.0334,0.7532,8.6384,0.0819,-6473.25,59.948
145,-0.1145,5.2041,20.1145,0.0229,0.0767,0.573,8.8215,0.0323,-5404.5,56.959
146,19.5609,6.634,20.4391,0.0243,0.0493,0.7507,9.4832,0.0969,-6426.5,56.9238
147,-3.7673,5.8656,23.7673,0.0293,0.0522,0.6787,8.3845,0.0304,-5656.75,57.9781
148,-3.6855,5.7486,23.6855,0.0291,0.0526,0.9588,8.5855,0.0852,-6234.5,59.8959
149,3.3918,5.4606,16.6082,0.022,0.0559,0.3963,8.7696,0.0849,-6590.75,59.1695
150,-2.5036,5.4421,22.5036,0.0128,0.0513,1.0186,8.7383,0.0373,-5062.25,57.1369
151,16.2418,6.1628,23.7582,0.0293,0.0407,0.9683,8.5788,0.0246,-6277.75,58.2266
152,4.6609,4.2114,34.62823879222262,0.0386,0.12570988867962482,1.0459,8.7487,0.0786,-5073.25,59.057
153,1.5882,2.8513,34.62823879222262,0.0169,0.0734,0.7584,10.053810884229684,0.0734,-5175.5,58.6601
154,24.14,8.171,15.86,0.0187,0.091,0.7059,9.1757,0.0969,-5242.25,58.6369
155,0.1518,3.0125,19.8482,0.0239,0.0523,0.7928,9.5713,0.1003,-5064.0,58.6862
156,8.0636,6.2537,31.9364,0.0244,0.0458,0.7524,8.872,0.0964,-4781.5,58.6494
157,25.0836,8.3929,14.9164,0.037,0.03,0.5955,9.6234,0.0789,-6097.75,59.5776
158,3.2655,7.2471,16.7345,0.0145,0.0678,0.577,9.754,0.0865,-5636.75,58.391
159,2.2009,3.977,17.7991,0.0191,0.0853,0.5194,8.8356,0.1067,-5422.25,58.101
160,-6.6409,2.9266,26.6409,0.0186,0.0945,1.1623,9.4336,0.0811,-5455.25,59.2674
161,-3.7045,6.9715,23.7045,0.0264,0.0571,0.8616,8.6695,0.1017,-5339.0,56.3672
162,-2.63,4.9807,22.63,0.0221,0.0169,0.5377,8.7897,0.0819,-5628.0,58.0522
163,-2.7282,2.8666,22.7282,0.0143,0.0362,0.7677,9.0942,0.0939,-5181.75,55.9622
164,2.6718,2.7091,17.3282,0.0213,0.0796,0.9048,8.6772,0.15596533270297572,-5604.5,59.3171
165,1.0045,6.8317,18.9955,0.0264,0.064,0.8883,8.9546,0.0932,-5669.75,58.8773
166,1.6018,3.6852,18.3982,0.0151,0.0321,0.7532,8.6384,0.0792,-6586.0,60.2588
167,20.7209,4.6032,19.2791,0.0462,0.0575,0.7408,8.6211,0.0804,-6205.0,58.7712
168,-3.1255,4.0177,23.1255,0.0203,0.0501,0.9332,8.5862,0.1088,-5870.5,58.0532
169,4.0991,3.9273,15.9009,0.0289,0.0495,0.6576,9.396,0.0873,-5415.0,58.2658
170,-6.3391,2.5684,26.3391,0.0158,0.0667,0.8859,8.9191,0.1087,-4951.25,58.3058
171,6.2455,5.0709,13.7545,0.0277,0.054,0.768,8.8384,0.0915,-6408.75,56.7906
172,10.2109,4.8214,29.7891,0.0405,0.0953,0.7162,9.1502,0.0734,-5683.75,59.0759
173,26.7745,5.7668,13.2255,0.0371,0.051,1.0959,8.6667,0.0729,-6362.5,57.9642
174,-0.7245,4.6526,20.7245,0.014,0.029,1.0541,8.287,0.0841,-5704.5,59.2772
175,-0.2709,3.3925,20.2709,0.0247,0.0243,0.9066,8.7552,0.0324,-5394.25,58.0887
176,10.8955,4.3312,29.1045,0.0328,0.0601,0.7524,8.872,0.1004,-5593.75,58.9973
177,27.651775678753342,12.044054218287883,10.8082,0.0162,0.0636,0.8446,8.7947,0.0786,-5653.75,57.1135
178,-1.0909,5.7275,21.0909,0.0177,0.0779,0.8859,8.9191,0.0686,-5346.25,58.0356
179,-0.5655,4.8219,20.5655,0.0209,0.0478,0.7277,9.2036,0.0315,-6106.25,61.1938
180,-2.8818,5.3451,22.8818,0.015,0.0193,0.8146,8.8132,0.065,-5389.75,58.1892
181,3.1136,7.6393,34.62823879222262,0.0296,0.0588,0.9059,8.5405,0.0257,-6406.25,59.0588
182,-7.0082,7.8141,27.0082,0.0296,0.0412,0.9276,8.5298,0.1088,-5303.0,58.7103
183,3.0718,6.275,16.9282,0.0207,0.0989,0.6385,8.2914,0.0851,-5524.5,58.6525
184,-1.5036,2.8462,21.5036,0.0269,0.0435,0.7852,9.7571,0.0863,-5378.0,59.4692
185,3.1845,5.4338,16.8155,0.0182,0.0492,1.0189,8.5779,0.0856,-6448.25,58.446
186,22.7173,5.3468,17.2827,0.0219,0.1044,0.8556,8.7879,0.1013,-5302.75,58.1878
187,-12.1527,5.0961,32.1527,0.0132,0.0367,1.148,8.6309,0.0759,-6349.5,58.974
188,2.32,4.7428,17.68,0.0264,0.059,0.685,8.7646,0.084,-5228.25,59.3593
189,0.7864,5.0348,19.2136,0.0217,0.0425,0.6796,8.8973,0.0323,-5307.75,59.3716
190,-2.4818,3.3746,22.4818,0.0202,0.0456,0.6385,8.2914,0.0824,-5719.0,58.8897
191,9.3336,8.5107,30.6664,0.0153,0.026,0.7898,9.1784,0.0366,-5537.5,59.1544
192,2.0427,8.6072,34.62823879222262,0.0316,0.0521,0.9087,9.2362,0.0993,-5336.5,59.8751
193,2.43,3.6629,17.57,0.0163,0.0405,0.9735,8.4896,0.1017,-5397.25,59.2268
194,0.3036,7.5994,19.6964,0.0216,0.018,1.0078,9.308,0.0929,-5667.75,56.5454
195,0.2464,6.4316,19.7536,0.0241,0.0322,0.8859,8.9191,0.1017,-5313.5,58.3508
196,1.2691,6.5857,18.7309,0.0301,0.0834,0.6257,8.3179,0.0621,-5528.75,58.5549
197,0.2818,4.4168,19.7182,0.0261,0.0507,0.5888,9.0776,0.0852,-6211.25,58.4977
198,-0.9236,6.5365,20.9236,0.0225,0.0682,0.7954,8.7548,0.1062,-5759.75,59.7702
199,5.3782,5.5785,14.6218,0.0326,0.062,0.8235,8.6406,0.0803,-6401.75,59.801
200,0.8045,7.4993,19.1955,0.033,0.0832,0.4749,8.9541,0.0323,-5802.25,59.0791
201,0.42,6.8146,19.58,0.0212,0.0618,0.8616,8.6695,0.0875,-5444.75,55.364556183216706
202,2.8236,7.9017,17.1764,0.0216,0.0613,0.9525,9.4749,0.0328,-5514.75,60.114
203,1.3282,2.8024,18.6718,0.0277,0.0694,0.6644,8.0787,0.0337,-5651.25,55.364556183216706
204,1.9936,6.7038,18.0064,0.0247,0.0443,0.4382,8.5407,0.0662,-5611.75,59.1527
205,2.5855,3.1843,17.4145,0.0366,0.0452,0.8198,9.3868,0.0328,-5767.75,58.898
206,16.4073,6.6161,23.5927,0.0411,0.0542,0.7158,8.6829,0.0823,-6425.5,59.4864
207,6.6827,5.5553,13.3173,0.0247,0.0678,0.9238,8.572,0.0871,-5505.5,58.2106
208,2.8245,4.2813,17.1755,0.0205,0.0443,0.7928,9.5713,0.0848,-6273.5,59.4937
209,7.3164,3.2839,12.6836,0.0169,0.0435,0.713,8.3588,0.0896,-5585.25,58.439
210,7.0709,5.7825,12.9291,0.0205,0.0484,0.4389,8.7851,0.082,-6626.5,58.7687
211,-2.5436,5.4237,22.5436,0.0192,0.0635,0.4817,8.8105,0.0814,-5305.75,59.0946
212,4.6327,3.6741,15.3673,0.04999362581099474,0.0772,0.9725,8.5266,0.0977,-5469.5,58.1889
213,-0.6936,5.2008,20.6936,0.0196,0.0293,0.832,8.5615,0.0664,-5279.5,57.8466
214,-0.9409,6.4924,20.9409,0.0122,0.0349,0.7681,10.053810884229684,0.0652,-5536.0,59.3493
215,-5.3264,5.4535,25.3264,0.0163,0.0481,0.6268,8.3675,0.0356,-5636.0,58.3971
216,2.8009,4.0832,17.1991,0.02024291123523912,0.0188,0.7865,8.5494,0.0818,-6456.25,59.9228
217,-10.6036,6.8752,30.6036,0.0176,0.0475,0.9059,8.5405,0.0969,-6402.75,57.5227
218,-5.9045,6.2047,25.9045,0.0272,0.0447,0.811,9.2291,0.0747,-6367.0,57.6363
219,-4.7682,3.8697,24.7682,0.0238,0.0373,1.026,8.941,0.1005,-5552.0,58.5285
220,12.8982,8.285,27.1018,0.0341,0.12570988867962482,0.7015,9.2007,0.0746,-4173.969634289816,59.1221
221,5.65,9.0309,14.35,0.0165,0.0564,1.0393,8.5135,0.0929,-5278.0,58.5894
222,0.6055,4.2645,19.3945,0.0264,0.0339,0.9525,9.4749,0.1104,-5591.75,55.9835
223,1.0291,6.679,18.9709,0.0208,0.059,0.78,8.7867,0.0848,-5711.0,56.281
224,-2.5345,2.7794,22.5345,0.0228,0.0548,0.6373,8.8581,0.1187,-5394.75,58.1223
225,27.3,8.8334,12.7,0.0116,0.0513,0.596,9.3998,0.0946,-6448.0,58.339
226,1.7018,4.1438,18.2982,0.0211,0.0505,0.7611,8.6472,0.1055,-5078.75,58.4162
227,-3.01,2.7758,23.01,0.0243,0.0612,0.9091,9.0639,0.0851,-5190.0,57.825
228,5.03,12.044054218287883,34.62823879222262,0.013,0.0284,0.7584,10.053810884229684,0.0779,-5546.5,57.3774
229,0.2336,4.2573,19.7664,0.0172,0.0194,0.6163,8.6556,0.0935,-5207.25,60.326
230,-1.79,2.2725,21.79,0.0151,0.0313,0.7558,8.4278,0.0841,-5445.5,58.4188
231,-0.1882,4.4714,20.1882,0.0273,0.0703,0.8452,9.065,0.1104,-5822.75,58.2202
232,-3.9509,4.1335,23.9509,0.0236,0.0625,0.9075,8.5735,0.1088,-5535.0,58.311
233,-8.4836,6.9918,28.4836,0.0175,0.0401,0.8384,8.5177,0.0823,-6374.75,58.9204
234,3.88,4.6953,16.12,0.0381,0.0443,0.687,8.8505,0.097,-6279.5,57.2166
235,0.6782,4.7511,19.3218,0.0184,0.0569,0.6302,8.8249,0.077,-5545.0,58.6847
236,5.7945,6.0735,14.2055,0.0242,0.0314,0.9444,8.9562,0.0894,-5300.5,59.4545
237,1.5645,6.6138,18.4355,0.018788278819848316,0.036,0.8569,8.7164,0.1104,-5222.0,58.5492
238,6.8491,4.3849,13.1509,0.0272,0.0098,0.5374,9.0061,0.0901,-5418.75,57.6585
239,4.9336,5.8227,15.0664,0.0284,0.0603,0.4782,9.0744,0.15596533270297572,-5519.25,58.5351
240,-3.8655,6.381,23.8655,0.0203,0.0541,0.7719,8.6611,0.1033,-5554.5,56.9935
241,21.7573,5.7213,18.2427,0.011,0.039,0.7613,9.094,0.0776,-7134.18585823866,59.0053
242,1.7318,3.7079,18.2682,0.028,0.083,0.6641,8.6544,0.0686,-5295.0,60.0375
243,-5.52,3.7167,25.52,0.033,0.088,0.684,8.58,0.1017,-5834.5,59.0685
244,-0.6327,3.0271,20.6327,0.0197,0.0466,0.6373,8.8581,0.084,-5352.75,58.6058
245,5.1773,4.8457,14.8227,0.0247,0.0472,0.9726,8.2638,0.1047,-5458.75,58.2842
246,1.1527,5.4141,18.8473,0.0162,0.0483,1.1248,8.6005,0.105,-6326.0,58.5491
247,-2.5345,2.8331,22.5345,0.0163,0.0571,0.9332,8.5862,0.1088,-5573.0,58.3434
248,-3.9618,4.9627,23.9618,0.0132,0.0409,0.4744,8.2061,0.0569,-4958.5,58.2596
249,0.7,7.0696,19.3,0.0257,0.027,0.481,9.088,0.15596533270297572,-5311.0,58.5588
250,-1.8045,7.2043,21.8045,0.0205,0.0898,0.5329,8.6024,0.0272,-6458.0,58.5008
251,27.651775678753342,3.1529,11.5991,0.0263,0.0576,0.5593,9.5642,0.1004,-5657.5,59.9637
252,-3.1927,3.0517,23.1927,0.0156,0.0679,0.9186,8.4537,0.1024,-5156.5,58.1448
253,27.651775678753342,5.9742,12.2636,0.0175,0.0444,0.8735,10.053810884229684,0.0754,-6361.5,58.2189
254,-0.7036,4.8678,20.7036,0.0251,0.0249,1.1638,8.3324,0.0806,-5473.25,58.1742
255,-4.2327,7.7983,24.2327,0.0184,0.0442,0.7337,8.8546,0.1017,-5675.0,58.0722
256,6.7391,6.9887,33.2609,0.0392,0.0485,0.7584,10.053810884229684,0.0779,-5493.75,59.1555
257,3.2173,5.4916,16.7827,0.0192,0.0344,0.8659,8.7597,0.1003,-5461.75,59.0186
258,3.9382,4.8265,16.0618,0.0308,0.0348,0.9251,8.4092,0.1019,-6363.0,58.5934
259,1.1618,10.5293,18.8382,0.0276,0.0506,0.6805,8.5596,0.0607,-5257.75,58.5398
