,feature_124,feature_299,feature_148,feature_435,feature_349,feature_332,feature_461,feature_164,feature_206,feature_442,feature_22,feature_60,feature_66,feature_118,feature_478,feature_133,feature_34,feature_342,feature_65
33,15.77,0.0816,0.0137,14.3617,0.017,0.08390000000000002,22.4105,0.189,4.38,0.442,-5977.250000000001,-0.9364000000000005,26.269100000000005,58.225699999999996,2.9235,2.2658,8.5851,1.4554,20.9364
34,15.85,0.0679,0.0232,12.1562,0.0207,0.0871,18.8183,0.158,5.7,0.9237999999999998,-5466.75,5.206399999999999,21.7926,58.622299999999996,4.0558,2.3817,8.572,1.6991,14.793600000000001
35,16.01,0.0472,0.0189,11.6714,0.031900000000000005,0.07749999999999999,14.2191,0.114,18.421428200122122,0.6987,-6278.999999999999,1.2836000000000003,23.8157,59.1488,12.572534636098244,2.2771,9.7836,5.233659006424407,18.7164
36,15.79,0.0175,0.0189,2.5787,0.022099999999999998,0.0812,28.1081,0.034,10.400000000000002,0.656,-5477.0,1.0026999999999997,26.4132,57.54409999999999,7.1443,2.2864,8.9132,2.7472999999999996,18.9973
37,15.78,0.099,0.0153,19.2454,0.0256,0.0824,18.1961,0.241,3.49,0.7534,-5371.5,-2.6564,30.3233,58.8339,2.3646,2.2434,9.0447,1.0967,22.6564
38,15.84,0.0257,0.0134,4.353100000000001,0.0253,0.0699,46.5021,0.054,15.350000000000001,0.8858999999999999,-5176.25,-0.06359999999999882,26.448,57.6451,10.0705,2.2569,8.9191,3.6058,20.0636
39,15.749999999999998,0.038,0.0211,5.6450000000000005,0.0164,0.0224,29.586500000000004,0.071,8.66,0.6901,-5641.25,3.905499999999998,44.9459616831798,57.7094,6.1617,2.3712,9.2405,2.822,34.666002787332104
40,15.8,0.0327,0.0074,5.1253,0.0227,0.1065,20.8576,0.068,6.37,0.5317,-5193.25,2.031800000000001,21.6831,58.50990000000001,4.3582,2.3187,8.7512,2.1479,17.9682
41,15.99,0.0384,0.0194,6.7048,0.0461,0.0247,30.4356,0.088,8.26,1.0644,-5369.0,17.387299999999996,27.4102,58.6421,5.7628,2.2887,8.9336,2.4997,22.6127
42,15.84,0.0393,0.0087,6.4061,0.0241,0.0381,28.4535,0.08399999999999999,6.33,0.6815,-5770.75,-0.15450000000000116,26.897900000000003,58.7766,4.319,2.4151,8.8909,2.3749,20.1545
43,15.86,0.0805,0.0163,13.1777,0.0169,0.0699,45.2399,0.175,4.78,0.7053,-5658.25,-0.33089999999999975,27.321100000000005,61.2828,3.2036,2.2616,8.7635,1.5814,20.3309
44,15.87,0.045,0.019,7.9905,0.0144,0.0969,33.5223,0.101,9.82,0.5632,-5282.75,-5.718200000000001,31.450100000000003,59.303599999999996,6.748,2.3672,9.1855,2.6755,25.7182
45,15.99,0.0351,0.008,6.3029,0.024699999999999996,0.0833,30.783900000000003,0.08,9.02,0.8716,-5936.0,3.6500000000000017,23.5578,56.98559999999999,6.053599999999999,2.3375,9.0121,2.6408,16.35
46,15.72,0.0433,0.0287,7.6279,0.0151,0.0778,53.855,0.098,7.74,0.7613,-5657.75,25.512700000000002,22.1353,57.8978,5.194899999999999,2.3756,9.094,2.5308,14.487299999999998
47,15.84,0.088,0.0092,16.1069,0.0252,0.0254,45.946,0.211,9.04,1.1525,-5226.5,-5.6472999999999995,32.7577,58.147999999999996,6.420400000000001,2.3099000000000003,8.536,2.7357,25.6473
48,15.79,0.1198,0.0068,20.1799,0.0197,0.0832,14.495,0.258,3.85,0.9136,-5603.75,1.860900000000001,22.7275,59.305,2.582,2.2825999999999995,8.8097,1.2754999999999999,18.1391
49,15.88,0.0573,0.018,10.4381,0.0141,0.0381,22.1105,0.137,6.78,0.684,-5508.5,-4.492700000000001,33.272,59.0025,4.5794999999999995,2.4241,8.58,1.9594000000000003,24.4927
50,15.8,0.0813,0.027700000000000002,14.361,0.0256,0.0964,31.099000000000004,0.184,7.23,0.9251,-6112.250000000001,17.400000000000002,30.1062,57.09139999999999,5.1848,2.3275,8.8287,2.4162,22.6
51,16.01,0.0144,0.016,2.4696,0.0232,0.0623,25.372400000000003,0.032,7.03,0.7663,-5422.0,1.6072999999999984,25.9809,59.3308,4.624899999999999,2.3257,8.7219,1.915,18.3927
52,15.909999999999998,0.061,0.021900000000000003,13.239000000000003,0.0502899482824211,0.1003,47.8395,0.131,5.71,0.9251,-6280.749999999999,0.8873000000000006,24.7257,58.3741,3.9097,2.3132,8.4092,1.7009,19.1127
53,15.89,0.0626,0.0073,10.1682,0.021099999999999997,0.0306,21.569,0.13,9.09,0.5669,-5425.5,-2.713600000000001,30.7182,58.3573,6.015,2.2752,9.6515,2.5379000000000005,22.7136
54,15.77,0.13750336952302658,0.0062,38.235678500851506,0.0162,0.0779,25.2808,0.3021990244762846,9.26,0.7898,-4159.573159036706,5.338199999999999,44.9459616831798,58.9744,6.074799999999999,2.3497,9.1784,3.2522,34.6618
55,15.749999999999998,0.0454,0.0103,10.619500000000002,0.0236,0.0813,35.497,0.105,8.83,0.8807,-6310.25,1.6372999999999995,26.6305,58.7323,6.026,2.3259,8.5987,2.6628,18.3627
56,15.96,0.0397,0.0075,7.4002,0.0141,0.0817,16.6688,0.095,5.07,0.577,-5490.25,2.9691000000000005,22.5569,58.57659999999999,3.4708,2.3063,9.754,1.5393,17.0309
57,15.62,0.0337,0.005,5.5035,0.0154,0.0658,18.1084,0.072,8.97,0.9588,-5273.0,-1.0991000000000009,26.063,58.31360000000001,6.1979,2.4213999999999998,8.5855,2.9541,21.0991
58,15.87,0.05,0.0185,8.5058,0.0194,0.0813,13.4574,0.112,7.15,0.8435,-5427.75,2.9517999999999973,22.1675,59.0601,4.885699999999999,2.3573,8.7994,2.386,17.0482
59,15.88,0.0339,0.0057,7.198200000000001,0.0502899482824211,0.08230000000000001,42.3395,0.072,6.91,0.8384,-6439.000000000001,-10.37,39.7257,57.9622,4.4544,2.295,8.5177,2.3236,30.37
60,15.82,0.074,0.0072,12.9923,0.0208,0.1044,20.9694,0.17400000000000002,5.94,1.0216,-5250.75,1.344499999999999,26.2833,57.3415,3.9991,2.2807999999999997,8.2395,1.9909,18.6555
61,15.758,0.0452,0.01182,8.43,0.020499999999999997,0.0706,37.7546,0.109,5.33,0.7584,-5153.25,1.1664000000000003,25.8939,59.2046,3.4877999999999996,2.3285199999999997,8.1728,1.7756,18.8336
62,15.9,0.0494,0.0151,8.8156,0.0248,0.0686,18.1433,0.115,5.2,0.6641,-5359.25,0.18730000000000088,26.0522,59.2204,3.4793,2.3922999999999996,8.6544,1.7606000000000002,19.8127
63,15.87,0.0467,0.0212,8.177,0.0185,0.0914,20.4401,0.109,5.95,0.9964999999999999,-5575.25,0.4835999999999998,26.2174,59.4838,3.9691,2.3121999999999994,8.6397,1.8126000000000002,19.5164
64,15.79,0.0387,0.0326,6.3871,0.0208,0.1061,30.1043,0.083,4.87,0.7506,-6029.0,4.080900000000002,19.9076,58.8463,3.2357,2.4079,8.322,1.1728,15.919100000000002
65,16.04,0.13750336952302658,0.0203,38.235678500851506,0.0386,0.0859,25.905000000000005,0.3021990244762846,6.28,0.7015,-4159.573159036706,18.3936,29.3176,56.854499999999994,4.2732,2.2936,9.2007,1.9061000000000001,21.6064
66,15.71,0.0644,0.0176,10.835399999999998,0.0208,0.086,26.564900000000005,0.143,6.47,0.9396,-5371.25,1.2809000000000001,23.6041,59.23409999999999,4.3922,2.349,8.3331,2.2628000000000004,18.7191
67,15.87,0.0875,0.0181,14.9271,0.0183,0.0813,10.8607,0.192,11.190000000000001,0.8435,-5932.0,0.5681999999999996,24.9899,57.1673,7.684000000000001,2.3573,8.7994,3.1468,19.4318
68,15.78,0.0535,0.0342,13.2003,0.0502899482824211,0.0998,46.4202,0.129,10.23,0.7928,-6383.75,8.0955,14.113499999999998,59.0927,6.9474,2.3865,9.5713,2.7761,11.9045
69,15.86,0.0866,0.0072,15.6194,0.0337,0.0863,22.1334,0.197,4.15,0.481,-5377.0,-1.9700000000000004,27.9713,59.650499999999994,2.8027,2.2797,9.088,1.2915,21.97
70,15.796,0.0813,0.0145,15.2786,0.0138,0.15731969736607296,35.7201,0.19399999999999998,7.58,0.6302,-5393.25,-8.225500000000002,37.532,57.6821,5.229299999999999,2.3394,8.8249,2.0766000000000004,28.225499999999997
71,15.83,0.0803,0.0169,13.3543,0.025,0.0875,43.5382,0.17,8.49,0.6641,-5692.5,-0.7499999999999988,24.5799,57.23490000000001,5.8268,2.2647,8.6544,2.5434,20.75
72,15.79,0.0119,0.0195,2.2511,0.0215,0.034,22.2221,0.029,4.89,0.7611,-5326.5,0.1627000000000004,23.4468,59.2585,3.2662,2.2825999999999995,8.6472,1.7493,19.8373
73,15.89,0.0564,0.025,13.7654,0.020099999999999996,0.0241,20.3639,0.137,10.52,0.7477,-6453.75,-1.9554999999999987,30.0288,57.4722,7.1548,2.3161,9.9964,3.1815000000000007,21.9555
74,15.54,0.0551,0.0194,8.4459,0.0281,0.0337,8.6169,0.111,8.42,0.8470999999999999,-5175.5,-1.3017999999999998,27.3802,59.6445,5.6613999999999995,2.2915,8.7538,3.1853,21.3018
75,15.96,0.09,0.0062,16.5013,0.0149,0.0599,31.245300000000004,0.212,9.75,0.6335,-5336.0,-0.01909999999999877,27.3069,58.3868,6.4234,2.3063,9.0425,2.7578,20.0191
76,15.83,0.0342,0.0203,5.6548,0.0229,0.03,42.9683,0.076,7.01,0.4254,-5305.25,-2.0327,25.7305,56.6758,4.817199999999999,2.2563,9.1526,2.518,22.0327
77,15.909999999999998,0.0884,0.0094,13.9335,0.0192,0.0895,15.239800000000002,0.178,7.05,0.7337,-5548.25,3.0981999999999976,22.0576,58.20140000000001,4.874099999999999,2.3883,8.8546,2.2029,16.9018
78,15.72,0.0532,0.0254,10.1575,0.0134,0.0311,41.0931,0.129,10.810000000000002,0.8136,-5426.0,-2.9609000000000014,30.9387,59.3887,7.3252,2.2859,8.2963,3.406,22.9609
79,15.760000000000002,0.1084,0.0067,18.9251,0.0199,0.0347,36.1226,0.25,6.56,0.6927,-5329.25,3.5436000000000027,22.319499999999998,57.8907,4.3696,2.2726,8.8519,2.2344000000000004,16.4564
80,15.97,0.0678,0.017,16.4479,0.0239,0.0817,19.107,0.166,12.380000000000003,1.0189,-6447.25,1.512700000000001,23.5326,59.4696,8.4684,2.3322999999999996,8.5779,3.8355999999999995,18.4873
81,15.88,0.059,0.0081,9.7785,0.023399999999999997,0.0871,14.786899999999997,0.128,6.39,0.8146,-5545.75,1.1699999999999997,24.7337,58.56810000000001,4.533,2.3402,8.8132,1.7536000000000003,18.83
82,15.72,0.0835,0.0096,14.3598,0.0152,0.1092,25.154300000000003,0.18,7.99,0.7258,-5439.25,-0.8044999999999992,26.2439,59.68249999999999,5.2201,2.2472,8.9979,2.5895,20.8045
83,15.86,0.0654,0.0205,10.8833,0.0461,0.1012,28.116000000000003,0.142,9.9,0.577,-5513.5,2.99,23.2157,57.4551,6.867399999999999,2.3604,9.754,3.0269,17.01
84,15.74,0.0466,0.021600000000000005,10.9924,0.013500000000000002,0.0754,27.961300000000005,0.108,10.31,1.0959,-6472.500000000001,27.3427,20.2591,56.9211,6.7229,2.3524,8.6667,3.2988999999999997,12.6573
85,15.79,0.0849,0.010100000000000001,15.2516,0.0175,0.0858,31.053700000000003,0.19399999999999998,5.88,0.8594999999999999,-5339.5,0.6999999999999998,26.3407,59.3614,3.952,2.2445,8.1161,1.6826000000000003,19.3
86,15.760000000000002,0.0355,0.0292,6.215600000000001,0.030600000000000006,0.0937,27.2655,0.079,13.970000000000002,1.1815,-5633.25,10.995499999999996,37.4668,58.4879,9.4756,2.3073,8.6013,3.9066,29.004500000000004
87,15.749999999999998,0.0859,0.0261,15.5645,0.0269,0.0909,57.4597,0.203,6.4,0.8751999999999999,-5763.75,1.7373000000000003,21.2309,57.0942,4.3682,2.3162,9.7324,2.0352,18.2627
88,15.99,0.0517,0.0151,8.36,0.0323,0.0911,36.4153,0.111,10.01,0.8716,-5362.75,-19.9927,44.9459616831798,59.0341,6.612700000000001,2.3375,9.0121,3.1078,34.666002787332104
89,15.98,0.0627,0.0176,11.9272,0.0219,0.1067,33.7616,0.149,8.32,0.5194,-5663.5,0.9573000000000004,28.1684,58.4191,5.5044,2.212,8.8356,2.4035,19.0427
90,15.909999999999998,0.0249,0.0213,5.0598,0.01994,0.0782,18.5401,0.055,9.54,0.7392,-6408.749999999999,-3.355500000000001,31.4027,57.10199999999999,6.5896,2.2877,8.9607,2.9633,23.3555
91,15.83,0.0205,0.011,2.8640999999999996,0.0169,0.1087,33.5782,0.038,8.16,1.0143,-5434.25,-0.6327000000000004,28.9181,58.1348,5.515,2.4167,8.8078,2.2925,20.6327
92,16.09,0.0697,0.021400000000000002,12.605,0.0193,0.1058,28.250600000000002,0.16500000000000004,4.13,0.745,-5138.5,5.069100000000002,18.6295,55.46710000000001,2.7351999999999994,2.1996,8.7782,1.2139,14.9309
93,15.94,0.038,0.022200000000000004,7.0512,0.021,0.0925,14.2373,0.092,15.560000000000002,0.8435,-5343.0,11.290899999999999,13.8957,55.7648,10.7271,2.2697,8.7994,4.45,8.7091
94,15.87,0.0539,0.0071,8.9998,0.0151,0.0841,38.1751,0.119,3.84,0.7032,-5621.0,-2.6109,28.0428,58.00209999999999,2.5503,2.3936000000000006,8.5571,1.3464,22.6109
95,15.98,0.0536,0.0095,9.2971,0.0127,0.0848,9.9594,0.123,8.67,0.7643,-5135.0,-0.3735999999999987,26.4354,58.07769999999999,5.7983,2.2937,8.9635,2.6552999999999995,20.3736
96,15.94,0.0413,0.03815377803030759,7.7824,0.0204,0.0619,32.6244,0.098,4.95,0.9078999999999999,-5750.0,-1.1390999999999996,29.5723,57.4779,3.3645,2.3289,8.6427,1.6455,21.1391
97,15.74,0.0367,0.011999999999999999,6.028199999999999,0.021020000000000004,0.0832,17.566,0.079,6.33,0.8229,-5491.75,-4.989999999999999,30.6875,58.385099999999994,4.3431,2.2555,10.237029652516307,2.1642,24.99
98,15.54,0.0554,0.0205,9.2494,0.0176,0.1111,24.7655,0.122,6.32,0.7611,-5160.75,-0.9090999999999997,27.7301,59.1913,4.2125,2.2915,8.6472,1.6063,20.9091
99,15.74,0.0824,0.0183,14.0172,0.0226,0.0685,25.609700000000004,0.179,8.59,0.9726000000000001,-5763.0,1.8164000000000011,25.4759,58.285500000000006,5.801,2.3481,8.2638,2.9048999999999996,18.1836
100,15.84,0.0394,0.0181,9.1776,0.0262,0.0998,48.6567,0.089,8.98,0.7928,-6391.5,0.12269999999999899,25.02,59.2818,6.0602,2.3099000000000003,9.5713,2.7719,19.8773
101,15.95,0.0525,0.0217,12.9555,0.0125,0.0264,13.3724,0.128,7.21,0.8689999999999999,-6409.5,0.874499999999999,27.5264,58.63700000000001,5.046599999999999,2.2588,8.5251,2.1279000000000003,19.1255
102,15.82,0.0921,0.0059,16.2183,0.0142,0.0858,21.8978,0.21400000000000002,9.49,0.46599999999999997,-5966.75,-1.0181999999999989,28.5851,58.18970000000001,6.2631,2.2725,8.7779,2.8934000000000006,21.0182
103,15.8,0.0307,0.0086,7.6823,0.0189,0.0969,44.6147,0.07400000000000001,9.79,1.062,-6259.5,0.303599999999999,26.336,59.459,6.8782,2.3177,8.8513,2.8587,19.6964
104,15.85,0.0881,0.0207,15.4171,0.026000000000000002,0.0845,40.5582,0.201,12.380000000000003,0.6163,-5445.25,2.0508999999999995,21.0498,60.2727,8.3516,2.2673999999999994,8.6556,3.4823999999999997,17.9491
105,15.78,0.0573,0.0057,10.6846,0.0352,0.0529,41.8041,0.135,12.74,1.0551,-5707.5,22.7927,24.8429,59.13270000000001,8.4149,2.4244,9.0998,3.2629,17.2073
106,15.62,0.0338,0.0181,5.749300000000001,0.0202,0.0865,14.7718,0.075,12.080000000000002,0.6222,-5618.75,4.1464,20.9393,59.3007,8.2175,2.4213999999999998,8.5889,3.7308999999999997,15.853600000000002
107,15.7,0.0341,0.0082,5.4458,0.0502899482824211,0.1114,35.9083,0.071,12.800000000000002,0.6796,-5390.0,0.32449999999999884,23.8674,58.54529999999999,8.9509,2.2949,8.8973,3.6907999999999994,19.6755
108,15.87,0.0231,0.0095,4.1104,0.0183,0.0915,20.4625,0.054,3.86,0.9639,-5487.25,6.1526999999999985,17.735,57.43399999999999,2.6252,2.3672,8.6915,1.0932,13.8473
109,15.79,0.0706,0.022200000000000004,10.717,0.0249,0.0946,17.4387,0.139,13.31,0.8556,-5518.0,-1.8473000000000013,44.9459616831798,57.5427,8.9647,2.4,8.7879,3.5894,34.666002787332104
110,15.72,0.0489,0.0143,7.8761,0.0202,0.1071,16.3298,0.103,10.410000000000002,0.8133,-5539.5,-1.6435999999999993,26.254000000000005,58.434000000000005,7.076,2.4073,8.2823,3.2738,21.6436
111,15.8,0.0229,0.0098,4.2138,0.0171,0.0861,17.0104,0.055,6.12,0.593,-5402.0,2.2981999999999996,22.9551,58.4667,4.252,2.2821,8.6799,2.6086,17.7018
112,15.749999999999998,0.0438,0.005999999999999999,9.3799,0.0395,0.0785,28.650900000000004,0.09,5.27,0.6641,-6599.25,23.8864,23.758199999999995,58.9705,3.6260000000000003,2.3471,9.1638,1.5627,16.1136
113,15.85,0.0659,0.0118,10.6545,0.0146,0.15731969736607296,23.5536,0.14,7.53,0.9273999999999999,-5260.25,3.8109000000000006,20.0076,61.065200000000004,5.1132,2.2673999999999994,8.9605,2.4511,16.1891
114,15.71,0.0661,0.0161,11.4899,0.0195,0.0452,29.2547,0.15,7.3,0.3973,-5415.25,-6.74,36.3451,57.7747,4.736,2.3079,9.7137,2.5064,26.74
115,15.67,0.077,0.0171,12.2203,0.0253,0.0989,25.292600000000004,0.157,12.5,0.7852,-5641.0,2.2618000000000005,26.3682,59.35280000000001,8.7071,2.2789,9.7571,3.8378,17.7382
116,15.99,0.0561,0.0048,10.3977,0.0136,0.0932,32.1755,0.134,6.76,1.0918,-5803.0,1.9244999999999999,22.7319,57.9313,4.641699999999999,2.2728,8.5459,1.8860000000000003,18.0755
117,15.77,0.0666,0.0143,12.1517,0.0175,0.11870000000000001,50.5707,0.157,8.97,0.5779,-5125.75,-0.44090000000000085,23.5781,58.4467,6.1962,2.2474,8.3663,2.4829,20.4409
118,15.79,0.0823,0.0177,13.9178,0.0432,0.0529,28.5726,0.17699999999999996,9.77,0.8446,-5497.75,27.68911468303499,17.7542,58.0664,6.526500000000001,2.3596000000000004,8.7947,3.0585,11.5773
119,15.920000000000002,0.0176,0.03815377803030759,3.0036,0.0218,0.1141,27.1007,0.04,9.46,0.5478,-5451.75,2.4208999999999987,22.2504,59.093700000000005,6.6674999999999995,2.3984,9.0145,2.5898999999999996,17.5791
120,15.71,0.0572,0.025700000000000004,14.0369,0.0294,0.0936,20.4275,0.139,18.421428200122122,1.0135,-6310.25,-0.8100000000000009,29.150100000000002,56.2629,12.572534636098244,2.3296,8.6439,5.074599999999999,20.81
121,15.909999999999998,0.0534,0.0169,9.5164,0.015300000000000001,0.0834,14.3206,0.122,6.626,0.7093,-5420.25,3.609480000000002,20.93396,56.17300000000001,4.490499999999999,2.3883,8.2981,2.0392400000000004,16.39052
122,15.84,0.0332,0.0167,7.1685,0.023699999999999995,0.0871,30.6327,0.07,7.33,0.7574,-6364.25,-17.9336,44.9459616831798,59.8788,4.784599999999999,2.3407,9.043,1.8287000000000002,34.666002787332104
123,15.84,0.0465,0.0209,8.3029,0.0245,0.0939,10.4895,0.108,3.19,0.593,-5729.25,-0.7154999999999991,25.1172,59.0096,2.1779,2.4151,8.6799,1.0125,20.7155
124,15.84,0.0945,0.011100000000000002,17.1637,0.0285,0.084,30.2383,0.223,7.54,0.8342999999999999,-5566.75,4.150900000000002,23.5582,57.356,5.060099999999999,2.3099000000000003,9.0622,2.2828,15.8491
125,15.81,0.0305,0.0061,7.2727,0.0171,0.15731969736607296,15.934899999999999,0.073,8.13,1.1213,-6411.0,3.9672999999999985,22.513,57.64350000000001,5.5115,2.2527,9.0811,2.0327,16.0327
126,15.81,0.073,0.0079,10.5841,0.0261,0.1103,52.7697,0.135,7.34,0.5779,-5217.25,-3.6500000000000017,28.6073,57.5845,4.699699999999999,2.2631,8.3663,2.5175,23.65
127,15.81,0.0559,0.0046,8.8526,0.0197,0.08550000000000002,35.9372,0.114,11.23,0.8159,-5329.0,-1.9854999999999996,30.1818,59.4504,7.9214,2.3495,8.7932,3.2271,21.9855
