,feature_1,feature_20,feature_22,feature_29,feature_34,feature_42,feature_60,feature_92,feature_103,feature_104,feature_112,feature_116,feature_118,feature_122,feature_130,feature_131,feature_148,feature_206,feature_288,feature_317,feature_320,feature_337,feature_489,feature_520,feature_588
28,3030.27,12.4608,-6154.0,60.8,9.1502,3.978,2.1108999999999987,0.13969999999999996,0.022099999999999995,-0.004200000000000001,231.61284,806.2734,58.82299999999999,15.83,-0.4730999999999999,0.7589,0.0246,13.41,0.1207,4.9162,5.168499999999999,8.099,355.7932,9.90946,0.0151
29,3035.89,12.58,-5341.25,68.0444,8.6544,2.5840000000000005,-4.4109,-0.028000000000000004,0.0371,-0.0101,230.123,730.2174,59.4322,15.84,-2.553,0.8014,0.008,5.5,0.1541,6.3011,6.7671,8.0188,251.19709999999998,7.4484,0.0181
30,2943.58,12.5698,-5474.250000000001,65.7778,8.9802,2.419,8.9136,0.1834,-0.0483,-0.0039,231.34956,737.8589,59.0911,15.740000000000002,-0.3310999999999997,0.7681,0.0189,10.22,0.1116,4.0809,6.1812,7.9086,0.0,6.788240000000001,0.0145
31,3006.39,12.5218,-6305.25,67.4111,8.5891,2.9150000000000005,-2.076399999999999,-0.010900000000000005,-0.05739999999999999,-0.0141,234.22209999999998,755.3514,59.06439999999999,15.93,-1.655,0.7590999999999999,0.0059,9.35,0.12469999999999999,6.314,8.1083,10.3051,0.0,3.5726,0.0102
32,3007.75,12.5488,-5639.749999999999,72.6778,8.287,3.0879999999999996,0.5518000000000002,-0.0036000000000000064,0.01739999999999999,-0.0123,231.8074,782.4785,58.1689,15.77,0.04729999999999975,0.6423,0.0163,8.84,0.1373,6.4843,8.6604,9.7387,675.3065,4.885,0.013900000000000001
33,2936.51,12.4059,-5977.250000000001,71.8,8.5851,2.41,-0.9363999999999998,-0.0288,0.033599999999999984,-0.0158,230.0787,682.5904,58.2257,15.79,-2.222,0.7822,0.0137,4.38,0.0877,6.5571,7.3995,8.7863,396.9332,4.8916,0.0093
34,3021.83,12.4349,-5466.75,73.6111,8.572,2.951,5.2063999999999995,0.0,0.0,-0.0102,231.1416,744.1374,58.6223,15.9,0.0,0.8536000000000001,0.0232,5.7,0.158,6.2473,8.0433,9.4316,474.0554,3.9393,0.0184
35,3033.29,12.4998,-6279.0,70.6889,9.7836,3.242,1.2835999999999999,0.02509999999999998,-0.06039999999999999,-0.012,231.39273999999997,702.0668,59.1488,15.95,-0.5203999999999996,0.7232000000000001,0.0189,9.872,0.1317,7.2355,11.4268,13.093599999999999,465.445,6.3419,0.0189
36,2992.984,12.56,-5477.0,72.2333,8.9132,2.5440000000000005,1.0027000000000013,0.06359999999999999,-0.015499999999999995,-0.0139,230.6949,768.3565,57.5441,15.76,0.0,0.8253,0.0189,10.4,0.1034,4.6087,10.3712,9.8985,58.8634,5.17132,0.0059
37,2951.06,12.5967,-5371.5,69.9556,9.0447,2.6900000000000004,-2.6564,-0.029399999999999996,-0.04349999999999999,-0.0083,229.6407,811.2656,58.8339,15.740000000000002,-0.5203999999999996,0.7154,0.0153,3.4899999999999998,0.1598,6.3991,7.9876,8.1657,889.0625,4.5457399999999994,0.0183
38,2994.06,12.506020000000001,-5176.249999999999,67.5222,8.9191,2.955,-0.06360000000000075,0.0,0.0,-0.0106,231.2142,827.0727,57.6451,15.83,-2.93,0.8145,0.0134,15.35,0.3387,6.3318,7.5094,8.1525,0.0,8.14426,0.0071
39,2955.3,12.4247,-5641.250000000001,61.8333,9.2405,2.634,3.9054999999999986,0.0,0.0,-0.0068000000000000005,232.97674,759.1619,57.7094,15.699999999999998,0.7568999999999998,0.7859999999999999,0.0211,8.66,0.1051,4.3009,5.9099,7.878700000000001,239.9261,3.8763,0.014879999999999999
40,2996.65,12.649,-5193.25,72.3,8.7512,2.5860000000000003,2.0318000000000014,-0.1331,0.038900000000000004,-0.0101,229.5449,791.9736,58.5099,15.740000000000002,0.6622999999999996,0.8781,0.0074,6.369999999999999,0.0827,7.8022,9.0252,12.3178,0.0,4.819959999999999,0.0106
41,2988.99,12.4231,-5369.000000000001,62.88889999999999,8.9336,2.6779999999999995,3.989100000000003,-0.1689,0.038500000000000006,-0.0078,230.9132,735.4067,58.6421,15.98,-0.04729999999999975,0.6287,0.0194,8.26,0.20071999999999998,4.4239,5.722000000000001,8.585,815.894,6.9757,0.01814
42,3054.52,12.612200000000001,-5770.75,69.8,8.8909,2.677,-0.1544999999999997,-0.04349999999999998,0.006100000000000014,-0.0164,230.3738,787.916,58.7766,15.82,0.04729999999999975,0.8343000000000002,0.0087,6.33,0.1299,6.9441,4.795899999999999,8.9376,0.0,4.7976,0.0108
43,3036.126,12.550999999999998,-5658.25,67.8111,8.7635,2.5940000000000003,-0.3308999999999993,-0.03599999999999999,-0.029000000000000005,-0.0118,231.2351,714.6349,61.2828,15.8,-1.797,0.5662,0.0163,4.78,0.1248,5.7652,7.1902,8.0577,689.9152,5.85964,0.0078
44,2977.43,12.4616,-5282.75,71.2333,9.1855,1.8800000000000003,-5.718200000000001,-0.0094,0.03770000000000002,-0.0135,231.64365999999998,740.1718,59.3036,15.87,-0.23650000000000015,0.8117,0.019,9.82,0.1301,4.4785,10.0673,8.9853,345.7627,5.751520000000001,0.0115
45,3017.87,12.5018,-5935.999999999999,68.4111,9.0121,3.3949999999999996,3.6499999999999986,-0.030199999999999994,0.06850000000000002,-0.01,230.56214,745.5714,56.9856,15.97,0.0,0.7987,0.008,9.02,0.1319,5.774100000000001,10.6621,10.256,281.5166,4.1212,0.0106
46,2981.296,12.5088,-5657.75,64.7111,9.094,4.839,1.335080000000002,0.092,-0.012399999999999993,-0.004400000000000001,233.74370000000002,719.0445,57.8978,15.699999999999998,-0.14189999999999994,0.6925,0.0287,7.739999999999999,0.1348,4.3933,4.615899999999999,6.0479,94.7967,13.6335,0.0102
47,3002.406,12.4661,-5226.5,68.3,8.536,3.2248,-5.6473,0.050599999999999985,-0.0706,-0.0119,232.64512,839.7342,58.148,15.79,0.23650000000000015,0.6755,0.0092,9.04,0.2493,7.076700000000001,5.726,8.5708,568.5061,9.7529,0.0191
48,3182.8699999999994,12.612200000000001,-5603.75,74.65560000000002,8.8097,2.7099999999999995,1.8608999999999998,0.1162,0.014399999999999994,-0.0092,230.7053,759.6441,59.305,15.78,1.4190000000000003,0.8209999999999998,0.0068,3.85,0.2412,4.9588,9.7272,8.8196,0.0,4.7375,0.0326
49,3037.2,12.498,-5508.5,67.2222,8.58,3.071,-4.492700000000001,0.007699999999999998,0.03770000000000002,-0.01,231.7058,732.8971,59.0025,15.84,-2.553,0.8014,0.018,6.78,0.0901,7.3851,5.4373,8.2088,537.9095,3.5462,0.0096
50,3024.15,12.6202,-6112.25,67.4,8.8287,3.7080000000000006,4.7828800000000005,-0.1676,0.06870000000000001,-0.0046,231.44316,800.7351,57.0914,15.750000000000002,-0.14189999999999994,0.7085,0.0277,7.230000000000001,0.0898,4.9574,11.139000000000001,8.854,119.6131,12.6951,0.0191
51,3004.71,12.470599999999997,-5422.0,69.1333,8.7219,3.629,1.607300000000001,-0.08840000000000002,0.08519999999999997,-0.011,231.92586,774.0379,59.3308,16.0,-0.0946000000000002,0.7975,0.016,7.03,0.0688,6.179900000000001,6.4445,7.8666,254.54550000000003,5.5267,0.014900000000000002
52,2894.04,12.4616,-6280.75,70.0778,8.4092,3.434,0.8872999999999999,0.06889999999999998,-0.08599999999999998,-0.004999999999999999,233.07547999999997,670.0627,58.3741,15.82,0.8042000000000002,0.6518,0.0219,5.71,0.17822,6.770599999999999,9.7086,10.7031,159.1915,8.963759999999999,0.0106
53,2997.45,12.6012,-5425.5,74.0889,9.6515,2.3740000000000006,-2.7136000000000005,0.018700000000000015,0.023100000000000006,-0.0129,231.6601,743.0757,58.3573,15.87,-1.277,0.7222999999999999,0.0073,9.09,0.1649,7.607099999999999,4.325499999999999,8.5178,37.5878,6.008519999999999,0.0203
54,2950.0,12.4743,-5779.35,63.4889,9.1784,3.698,5.338199999999999,-0.001100000000000007,0.0327,-0.004200000000000001,232.14998,779.8,58.97440000000001,15.719999999999999,-0.04729999999999975,0.7304,0.0062,9.26,0.18477999999999997,5.4647,10.670600000000002,9.7353,314.188,10.8909,0.0218
55,2997.15,12.4841,-6310.25,67.4889,8.5987,3.3120000000000007,1.6373,0.10139999999999998,-0.041100000000000005,-0.013,232.39818,811.2332,58.732299999999995,15.740000000000002,-0.04729999999999975,0.6887,0.0103,8.83,0.223,5.5742,11.3511,10.2277,286.7925,3.3605,0.012200000000000003
56,3058.6,12.4618,-5490.25,65.6556,9.754,3.4619999999999997,2.9691000000000005,0.015199999999999997,0.021099999999999987,-0.0089,232.60916,744.2807,58.5766,15.92,-0.0946000000000002,0.7435999999999999,0.0075,5.07,0.0928,5.5332,10.2887,9.4876,409.1429,4.4362,0.0146
57,2940.26,12.4743,-5273.0,68.0556,8.5855,2.8090000000000006,-1.0990999999999997,0.014500000000000013,0.08139999999999999,-0.0085,232.24828000000002,723.0805,58.3136,15.62,0.14189999999999994,0.7697,0.005,8.97,0.14680000000000004,5.4346,6.6419,8.0304,687.5,10.9789,0.0276
58,3053.49,12.5894,-5427.749999999999,65.7111,8.7994,0.9273,2.9517999999999995,-0.1999,0.0916,-0.0118,232.15764000000001,732.0802,59.0601,15.87,-0.9461000000000002,0.8244,0.0185,7.150000000000001,0.2372,6.778,11.079900000000002,10.3095,326.5176,3.7925,0.0156
59,3035.75,12.470000000000002,-6439.000000000001,68.4333,8.5177,3.595,-10.37,0.0336,0.004499999999999992,-0.0117,232.87072,695.9574,57.9622,15.82,-0.04729999999999975,0.6751,0.0057,6.910000000000001,0.12734,5.9763,10.6012,9.4337,627.6803,8.548720000000001,0.0177
60,3017.39,12.472600000000002,-5250.75,72.9222,8.2395,3.527,1.3445000000000016,0.0,0.0,-0.0136,231.4772,796.4259,57.3415,15.76,-1.2290000000000003,0.7906000000000001,0.0072,5.94,0.132,5.6354,10.2987,10.30508,248.1752,5.060079999999999,0.013500000000000002
61,2978.81,12.4555,-5153.25,71.2667,8.1728,2.8629999999999995,1.1664,-0.022299999999999997,0.0022000000000000006,-0.0142,231.2249,704.2686,59.20459999999999,15.788,-1.3048,0.64388,0.01324,5.33,0.18971999999999997,6.9172,6.4475999999999996,7.9584,531.08916,6.74074,0.0086
62,2994.22,12.5412,-5359.25,69.4222,8.6544,2.5840000000000005,0.18730000000000055,-0.2011,0.05059999999999998,-0.0137,230.0474,770.2,59.2204,15.8,-2.033,0.8826,0.0151,5.2,0.1935,7.5845,7.1809,8.5,341.136,4.76156,0.0072
63,3040.34,12.5222,-5575.25,66.2,8.6397,2.13532,0.48360000000000064,-0.0142,0.037299999999999986,-0.0052,230.09423999999999,790.0665,59.4838,15.87,-0.4258000000000001,0.7784999999999999,0.0212,5.95,0.1433,6.8608,6.9173,9.5519,143.5004,5.16408,0.0151
64,3171.5399999999995,12.499,-6029.000000000001,75.8667,8.322,3.178,4.080899999999998,0.05710000000000002,-0.002799999999999996,-0.0114,232.0602,712.0192,58.8463,15.79,-1.986,0.8529,0.0326,4.87,0.0876,6.073300000000001,8.9913,11.14404,467.9012,6.501099999999999,0.0181
65,2884.74,12.476099999999999,-5420.25,62.5,9.2007,1.946,1.4627400000000035,0.0,0.0,-0.0108,230.27193999999997,762.9077,56.8545,15.96,-0.4730999999999999,0.8093000000000001,0.0203,6.2799999999999985,0.21369999999999997,5.1588,6.9612,7.483300000000001,531.0665,7.594339999999999,0.0213
66,3045.07,12.4349,-5371.25,72.5444,8.3331,2.9029999999999996,1.2809000000000008,-0.039900000000000005,-0.0016999999999999958,-0.0112,232.68728,754.992,59.2341,15.65,-0.5677000000000001,0.6697,0.0176,6.47,0.127,6.2122,8.7815,8.5052,0.0,3.8307,0.0058
67,3085.57,12.530200000000002,-5932.0,67.8222,8.7994,0.9273,0.5682000000000006,-0.05362000000000003,0.1089,-0.0122,230.52048000000002,761.0258,57.1673,15.87,-0.9461000000000002,0.8244,0.0181,11.19,0.2578,5.931,11.6452,10.5813,171.0407,7.7636,0.0156
68,2954.36,12.4896,-6383.750000000001,67.4667,9.5713,2.5010000000000003,8.0955,0.0515,-0.0459,-0.0106,232.24996,740.0678,59.0927,15.740000000000002,0.5203999999999996,0.698,0.0342,10.23,0.2272,5.944799999999999,9.1487,8.6057,207.9174,8.13152,0.0106
69,2908.47,12.572200000000002,-5377.0,74.9222,9.088,2.136,-1.969999999999999,0.0987,0.0195,-0.0111,234.1873,707.236,59.6505,15.82,1.6550000000000002,0.8136999999999999,0.0072,4.15,0.2289,5.684799999999999,7.3351,7.5909,500.6289,5.97068,0.0192
70,3031.9,12.4743,-5393.250000000001,66.0889,8.8249,3.4672,-8.2255,0.1354,-0.033600000000000005,-0.0053,230.50871999999998,768.9496,57.6821,15.806,0.08513999999999956,0.7682200000000001,0.0145,7.579999999999999,0.2387,4.7156,5.171,7.2231,521.0904,7.4318800000000005,0.0083
71,3084.23,12.5488,-5692.5,67.7556,8.6544,2.5840000000000005,-0.75,0.030900000000000028,-0.035699999999999996,-0.0091,230.7885,773.5931,57.2349,15.750000000000002,-3.025,0.562,0.0169,8.49,0.1262,5.4452,8.4755,8.8828,488.7118,3.8743,0.0156
72,2914.04,12.464700000000002,-5326.5,68.2444,8.6472,2.359,0.1626999999999999,0.08809999999999998,-0.0437,-0.0093,228.9898,673.5806,59.25849999999999,15.78,1.4190000000000003,0.8209999999999998,0.0195,4.89,0.15399999999999997,7.4082,4.467,8.5926,597.026,5.0895,0.0152
73,2993.48,12.475899999999998,-6453.75,70.1889,9.0438,4.165,-1.9555,0.07279999999999999,-0.041,-0.0059,232.49142,704.7627,57.4722,15.8,-0.23650000000000015,0.7527,0.025,10.52,0.2218,6.114,5.0497999999999985,9.264,244.5513,8.265699999999999,0.0112
74,2990.46,12.424500000000002,-5175.5,73.4,8.7538,3.3199999999999994,-1.3018000000000003,-0.10340000000000002,0.04529999999999999,-0.0096,235.6203,753.7796,59.644499999999994,15.56,-1.088,0.592,0.0194,8.42,0.0958,7.819,4.7613,8.8514,239.4928,6.407440000000001,0.0266
75,3064.81,12.5094,-5336.0,65.9111,9.0425,2.91222,-0.01909999999999954,-0.1227,-0.014899999999999998,-0.0132,231.5918,758.1576,58.3868,15.92,-0.0946000000000002,0.7435999999999999,0.0062,9.75,0.1281,5.5926,6.8615,8.844,360.404,9.0472,0.012700000000000001
76,3019.44,12.4363,-5305.25,68.4556,9.1526,2.114,-2.0327000000000006,-0.217,0.0684,-0.0124,235.1533,771.077,56.67580000000001,15.81,-1.2290000000000003,0.7189,0.0203,7.01,0.09090000000000001,8.1124,4.8461,9.2033,267.8485,4.895219999999999,0.0078
77,3058.91,12.5106,-5548.250000000001,67.9778,8.8546,2.5410000000000004,3.0982000000000003,0.08019999999999998,-0.0654,-0.0126,233.0361,732.2913,58.20140000000001,15.84,-2.647,0.8348999999999999,0.0094,7.050000000000001,0.15519999999999998,6.0793,8.9793,9.6698,0.0,9.3272,0.0058
78,2963.26,12.5184,-5426.000000000001,72.3222,8.2963,3.53,-2.9609000000000005,-0.1031,0.018000000000000002,-0.0141,234.4585,779.7144,59.3887,15.63,-0.8042000000000002,0.6534,0.0254,10.81,0.2147,7.597,4.688699999999999,10.4322,567.5978,6.24142,0.017320000000000002
79,3010.75,12.5145,-5329.25,68.3778,8.8519,3.1820000000000004,3.543600000000002,0.04330000000000001,-0.0681,-0.0143,231.3226,722.1561,57.8907,15.76,-2.033,0.8121000000000002,0.0067,6.56,0.0817,6.6434,4.9575,8.4183,331.6271,0.0,0.0207
80,2939.6,12.530200000000002,-6447.25,66.2778,8.5779,5.019,1.5127000000000008,-0.0169,0.10670000000000003,-0.0096,231.76551999999998,720.4036,59.4696,15.96,0.04729999999999975,0.8162,0.017,12.38,0.0611,6.4961,10.6519,10.7125,340.7745,5.43272,0.0277
81,2965.52,12.499,-5545.75,66.1778,8.8132,2.2440000000000007,1.17,-0.103,0.058899999999999994,-0.007000000000000001,232.3774,762.103,58.5681,15.86,-0.4730999999999999,0.8318,0.0081,6.39,0.3078,6.3433,8.8426,10.4546,0.0,5.305280000000001,0.0129
82,3188.9,12.40898,-5439.25,69.1778,8.9979,3.08,-0.8044999999999999,-0.01950000000000001,0.03520000000000001,-0.0093,230.8775,680.5773,59.68249999999999,15.719999999999999,-3.779,0.5708,0.0096,7.99,0.1507,5.1675,9.9205,9.96,488.0309,6.7815199999999995,0.0187
83,3025.81,12.4896,-5513.5,65.9111,9.754,3.4619999999999997,2.9900000000000015,0.06750000000000002,-0.033299999999999996,-0.01026,231.90816,749.6111,57.4551,15.86,0.04729999999999975,0.7747,0.0205,9.9,0.14180000000000006,5.0532,9.3046,9.4448,253.30660000000003,3.6451,0.0113
84,3049.19,12.4371,-6472.5,68.0444,8.6667,4.866,1.6898200000000012,0.09520000000000003,-0.0018000000000000036,-0.0070999999999999995,232.94654,741.6048,56.9211,15.699999999999998,0.3310999999999997,0.7635999999999998,0.0216,10.31,0.0734,3.6650000000000005,4.3736999999999995,6.2821,544.7811,9.2278,0.0218
85,3033.11,12.3351,-5339.5,75.7778,8.1161,2.7359999999999998,0.6999999999999993,-0.02260000000000001,0.002699999999999988,-0.0106,229.9405,748.6221,59.3614,15.740000000000002,-3.5429999999999997,0.6304,0.0101,5.88,0.09209999999999999,5.0174,8.4733,7.9876000000000005,480.3265,4.57406,0.0191
86,2917.09,12.6278,-5633.25,67.4889,8.6013,4.019,10.995500000000002,0.03590000000000003,-0.1327,-0.007700000000000001,231.2792,761.2689,58.4879,15.77,-0.04729999999999975,0.6586,0.0292,13.970000000000002,0.2199,5.4651,9.2144,10.4214,152.8947,7.1397,0.014100000000000001
87,3072.41,12.5065,-5763.749999999999,67.4444,9.7324,3.3895999999999997,1.7373000000000014,0.17409999999999998,-0.04440000000000001,-0.0082,231.14668,744.1361,57.094199999999994,15.719999999999999,-0.14189999999999994,0.6556,0.0261,6.4,0.2442,4.9065,8.9392,8.3559,191.8421,4.4709,0.0071
88,3041.23,12.5906,-5362.75,66.7556,9.0121,3.3949999999999996,1.391820000000001,-0.04039999999999999,0.1206,-0.0095,233.2619,727.6517,59.03410000000001,15.97,0.0,0.7987,0.0151,10.01,0.1347,5.4082,7.3131,11.3172,531.0345,3.1947,0.0277
89,3069.2219999999998,12.4018,-5663.5,68.5889,8.8356,5.46,0.9572999999999993,0.007699999999999998,-0.0331,-0.0093,230.7703,695.007,58.4191,15.95,0.5203999999999996,0.6778,0.0176,8.32,0.0843,5.823899999999999,9.3746,10.4799,313.4783,6.67904,0.013400000000000002
90,3052.31,12.402000000000001,-6408.75,72.8444,8.9607,2.9449999999999994,-3.3555,-0.0699,0.08550000000000002,-0.0116,235.2582,755.7527,57.102,15.92,-0.14189999999999994,0.8712,0.0213,9.54,0.0702,6.4134,8.8413,8.6267,214.62877999999998,7.16126,0.0138
91,2978.96,12.5661,-5434.25,70.8667,8.8078,3.7878,-0.6327000000000005,-0.019699999999999985,0.0013000000000000162,-0.0119,230.8252,755.753,58.134800000000006,15.79,-2.08,0.8404999999999999,0.011,8.16,0.1347,5.1895,9.3188,9.2373,938.9578,5.6583,0.0172
