,feature_1,feature_2,feature_3,feature_4,feature_5,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_15,feature_16,feature_17,feature_18,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_29,feature_30,feature_33,feature_34,feature_35,feature_36,feature_38,feature_39,feature_40,feature_41,feature_42,feature_44,feature_45,feature_46,feature_48,feature_49,feature_54,feature_56,feature_58,feature_59,feature_60,feature_62,feature_64,feature_65,feature_68,feature_69,feature_72,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_100,feature_101,feature_103,feature_104,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_127,feature_129,feature_130,feature_132,feature_133,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_143,feature_144,feature_145,feature_146,feature_147,feature_149,feature_151,feature_152,feature_153,feature_156,feature_157,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_171,feature_172,feature_173,feature_174,feature_176,feature_177,feature_178,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_189,feature_196,feature_197,feature_198,feature_199,feature_200,feature_201,feature_205,feature_206,feature_209,feature_211,feature_212,feature_213,feature_214,feature_215,feature_216,feature_217,feature_218,feature_219,feature_220,feature_222,feature_224,feature_225,feature_226,feature_228,feature_229,feature_239,feature_240,feature_245,feature_246,feature_247,feature_248,feature_249,feature_253,feature_254,feature_256,feature_268,feature_269,feature_270,feature_346,feature_347,feature_368,feature_369,feature_419,feature_420,feature_424,feature_433,feature_434,feature_461,feature_469,feature_483,feature_484,feature_485,feature_486,feature_487,feature_488,feature_489,feature_490,feature_500,feature_501,feature_511,feature_512,feature_543,feature_544,feature_545,feature_547,feature_548,feature_549,feature_551,feature_552,feature_559,feature_560,feature_563,feature_564,feature_565,feature_566,feature_571,feature_572,feature_573,feature_574,feature_579,feature_580,feature_581,feature_582,feature_583,feature_584
386,2931.17,2467.4,2206.1444,1876.9899,2.0607,95.9511,0.1246,1.5922,0.0105,-0.0011,0.9713,195.6482,11.1145,408.8248,9.7479,0.9734,12.551,1.4162,-5966.75,2376.5,-1629.25,1729.0,1.3527,67.8778,2.4556,87.1083,8.7779,50.0922,64.4107,66.3369,86.797,118.0094,77.83,3.396,351.0036,10.1272,131.1864,1.365,140.5855,4.602,2837.0,0.9514,4.7218,-0.45,10.5445,19.6655,20.45,0.8288,142.9855,94.3835,463.99047257400764,0.0,-0.0051,-0.0069,-0.0088,0.0855,0.0135,0.0496,-0.0236,0.0429,6.8894,0.1334,2.3813,0.9861,1813.7238,0.1659,8887.8101,-0.012,0.0012,0.0007,0.0,0.0,0.0167,0.0,0.0086,-0.0107,0.0046,0.0246,0.9744,103.8555,232.7603,0.4581808431965976,0.9305,0.0,0.9907,58.458,0.6145,0.9671,6.2259,15.72,6.003,2.415,2.893,-3.779,0.9997,2.2472,34.2455,131.0,89.7,49.0,51.3,231.8831,0.4256,5.05,0.0026,0.1114,0.0653,0.0285,8.6345,10.243,7.88,0.2367,0.27,0.0525,2456.560298741555,356.0,7475.0,8362.0,0.219,0.055,0.111,2.4,1.3,0.142,0.4059,0.1865,0.1701,0.5538,0.6053,0.1498,0.938,17.01,0.329,4.67,25.631,0.1308,6.09,38.26,0.267,10.27,20.15,0.372,8.98,26.54,0.1858,7.37,103.223,0.0705,0.0578,0.0429,0.0859,0.108,0.0461,0.1046,0.1276,5.2643,0.0018,0.0553,158.3337,0.05,1429.8994,0.011,0.0114,0.004,0.0068,0.0033,0.7469,6.1481,0.04316041678258045,0.0482,3.1225,0.0433,0.2611,0.0648,14.23,2.1201,6.519493605032832,4.24483861369011,0.0028,0.0024,621.9048,0.0,92.1585,358.1437913038493,483.6322,18.5093,0.0,0.0,730.7614176669287,486.119,100.4385,797.4158,92.8967,443.6903,297.4359,893.401,0.0,37.3396,0.0,0.1164,0.0123,0.0031,0.7292,404.404,74.016,15.11,1.18,0.9426,0.1406,262.246,0.6098,4.65,0.0992,531.0918,2.4015,10.18,0.3038,0.022457197372154014,0.016023231786833014,0.0040638605897620125,71.99061942448671,0.5024,0.0094
387,2957.41,2469.13,2203.4556,1441.1445,0.8264,104.6767,0.1232,1.5059,-0.0084,-0.0024,0.9553,203.1904,9.7089,411.264,9.469,0.9639,12.5027,1.4111,-5464.75,2458.0,-4223.5,-2087.25,1.3153,71.1333,2.3444,84.7188,8.7073,50.2823,64.6813,66.1561,86.7952,118.294,77.76,2.475,352.8945,10.1508,131.7427,1.2923,141.9764,4.623,2845.0,0.9547,4.685,-0.2482,10.5597,21.4281,20.2482,1.0753,141.1009,97.5109,464.6239785619364,0.0,0.0101,-0.0221,-0.0223,-0.0391,-0.0088,-0.015,-0.0309,-0.0166,7.4887,0.1336,2.3971,0.9877,1829.7017,0.1937,8444.58,0.0204,-0.0001,-0.0004,-0.0002,0.0,-0.0279,-0.0004,-0.0216,-0.0112,0.0037,-0.0394,0.9785126677410302,100.7433894853078,232.28620034667878,0.4627,0.9591,0.0,0.9909,57.9584,0.6013,0.9726,6.1701,15.67,4.756,3.342,3.7718943614816487,0.0473,0.9965,2.4073,40.6886,125.0,64.8,85.5,64.5,364.7219,0.2763,6.24,0.0045,0.0891,0.0411,0.0431,6.5723,6.464,18.886,0.4191,0.26,0.0259,714.0,350.0,1688.0,1752.0,0.231,0.048,0.194,3.4,1.1,0.088,0.5139,0.1298,0.2517,0.5868,0.6009,0.1776,1.014,21.78,0.58,8.39,22.645,0.1268,6.42,58.589,0.451,7.79,18.16,0.407,7.15,11.67,0.1523,7.98,55.628,0.0616,0.0506,0.0433,0.0315,0.0626,0.0976,0.094,0.0283,3.4205,0.0024,0.0774,110.756,0.0409,1035.5996,0.0113,0.0088,0.0034,0.0067,0.001976013892919707,1.4302207551249453,3.7408654920350397,0.0354,0.0217,4.0312,0.0258,0.5884,0.0697,10.597,6.2744,4.116074169938319,3.4355583121240354,0.0041,0.0018,489.65,0.0,66.578,39.9669,83.9382,27.3633,0.0,612.1739,229.2186,193.953,80.5112,713.8988,650.6667,303.9612,169.97,0.0,0.0,30.2895,0.0,0.1096,0.0078,0.0026,1.5499,404.806,81.55,17.26,1.39,0.968,0.2909,250.694,0.8735,7.45,0.1831,533.2609,2.3318,6.55,0.4016,0.023,0.0064,0.002,27.7705,0.4939,0.0132
388,3107.79,2470.81,2280.8222,1125.7334,0.6815,101.9111,0.1221,1.4454,-0.0152,-0.0087,0.9539,203.213,9.1952,423.2751,9.6259,0.9545,12.4322,1.4159,-6393.25,3051.0,-5544.0,1529.0,0.9825,67.9,2.9889,85.4451,8.5788,50.2484,63.9261,66.2147,86.8039,118.3794,76.55,3.473,351.4318,10.1228,131.6564,1.3006,141.7745,4.567,2833.0,0.9507,4.671,17.1745,10.6015,17.8636,22.8255,0.8369,147.8209,69.719,468.1037,0.0,0.0011,-0.0344,0.0196,-0.0685,0.0199,-0.1025,-0.0153,-0.0284,6.8001,0.1403,2.4107,0.9821,1834.4234,0.1779,8901.2899,0.0711,0.001,-0.002,-0.0001,0.0001,-0.0419,0.0,-0.1154,-0.0066,-0.1577,-0.0498,0.9773915911770066,101.51280551155786,232.0081683736674,0.4625,0.9521,0.0,0.9904,59.6177,0.5954,0.9775,6.3857,15.79,2.778,2.798,3.317,0.0,0.9995,2.4,36.907,101.0,196.4,184.1,49.3,329.133,0.1278,4.97,0.0027,0.1086,0.0474,0.052,4.5726,5.26,9.244,0.2996,0.52,0.0417,504.0,558.0,6702.0,32.0,0.142,0.104,0.188,3.1,0.6,0.063,0.8274,0.1079,0.3533,0.6305,0.6734,0.2447,0.235,15.75,0.386,8.16,31.687,0.1375,5.8,102.905,0.313,4.44,16.84,0.35,7.83,25.46,0.1606,14.03,95.2,0.1368,0.0569,0.0814,0.0478,0.1064,0.0874,0.102,0.0669,2.9458,0.0025,0.0487,176.028,0.0455,450.5,0.0243,0.0158,0.0031,0.0038,0.0026322963341524745,1.5505678267085308,3.619013073324214,0.0776,0.0076,4.7025,0.0338,0.6169,0.0811,12.62,2.0618,5.7224,5.4407,0.0043,0.003,312.3558,600.722,57.2039,120.8874,2.0929,66.32594271826702,25.8522,0.0,165.2869,415.3061,69.8065,534.1701,85.2475,667.7578,235.9788,0.0,773.0887,46.7043,675.5556,0.1096,0.0078,0.0026,1.5489,406.512,74.288,14.47,0.63,0.9603,0.588,265.916,0.6519,4.38,0.1015,533.1445,1.722,8.16,0.1799,0.01543666672929872,0.026586455158623803,0.005383018782964155,173.23279629521267,0.4958,0.0112
389,2988.41,2598.77,2173.2778,1116.295,0.8525,103.82,0.1237,1.3858,-0.0053,0.0054,0.9668,202.0977,9.8935,401.2945,9.4463,0.9671,12.4729,1.4074,-5469.5,2607.25,-4864.5,446.5,1.2845,67.8,2.3667,85.4344,8.7037,50.6411,64.0021,66.2435,86.4476,118.0692,8.243,4.393,346.7336,10.0605,135.0509,1.3932,146.7136,4.544,2837.0,0.9511,4.5386,3.8882,10.3717,9.6162,16.1118,1.4351,154.6355,185.958,466.1073,0.0,-0.0211,-0.0488,-0.0296,-0.0099,-0.0132,0.0259,-0.0109,-0.0442,7.2125,0.1318,2.4518,0.9859,1896.5954,0.1665,8866.5102,-0.0222,0.0016,0.0018,0.0,0.0002,-0.0316,0.0005,-0.0637,-0.009,-0.058,-0.0466,0.9806,101.3251,229.1286,0.4597,0.951,0.0,0.9716,56.5307,0.5969,0.9796,6.2043,15.95,4.269,2.58,2.937,0.5204,0.9982,2.212,41.8011,102.0,216.8,199.9,46.0999,657.769,0.0674,12.39,0.004,0.0799,0.0947,0.0352,8.2878,5.726,7.566,0.8259,0.34,0.12806145904798225,883.0,183.0,3319.0,10969.0,0.121,0.119,0.301,2.3,1.0,0.158,0.5333,0.0836,0.2796,0.7028,0.6875,0.3087,0.279,18.13,0.293,14.73,31.732,0.2526,4.65,78.59,0.302,14.4,19.62,0.686,27.29,17.82,0.3187,6.18,58.365,0.1282,0.0565,0.0328,0.0509,0.0735,0.081,0.1216,0.128,3.0964,0.004,0.1281333385792638,136.368,0.024,2146.5,0.0238,0.0134,0.003,0.0034,0.0015,0.9641,2.6445,0.0208,0.007,3.7251,0.0256,0.2901,0.0349,26.29,3.9099,7.4767,3.0913,0.0038,0.0035,0.0,654.8837,57.8766,68.229,0.0,43.7487,370.3531,606.505,115.7194,110.9045,515.443,558.6698,312.7413,0.0,289.4291,0.0,726.7797,33.2871,800.0,0.1153,0.0075,0.0022,0.8911,407.134,73.496,14.19,0.89,1.0252,0.165,268.058,0.8057,7.19,0.2019,529.5182,2.113,10.65,0.3068,0.024089413769710855,0.010040712902431158,0.002958217100228748,39.443583543200546,0.4988,0.0102
390,2993.79,2510.59,2211.7778,1177.4224,1.3377,98.9989,0.12,1.4335,0.0046,0.0042,0.9702,198.2117,7.6714,410.7288,9.461,0.975,12.5757,1.3992,-5334.0,2467.0,-3799.0,-637.25,1.3045,71.1222,2.3667,84.7176,8.7373,50.5598,64.3447,66.2031,86.252,118.3632,80.63,2.919,360.9873,10.1627,127.1891,1.3659,143.3509,4.603,2867.0,0.9582,4.6393,4.3982,10.508,12.4143,15.6018,0.9388,148.5018,126.9312,466.5690157642187,0.0,-0.0305,0.0107,0.0018,0.0277,0.0075,-0.0141,-0.0178,-0.0056,7.1242,0.13,2.3909,0.9905,1804.854,0.2118,8831.77,-0.0513,0.001,-0.0003,0.0,0.0,0.0353,0.0,-0.0112,-0.0127,0.0792,0.0774,0.9781870169137228,101.14471293491702,231.93989601508954,0.4586,0.9422,0.0,0.9906,59.4534,0.5992,0.9614,6.3641,15.81,3.886,3.23,3.387,0.0,0.9963,2.4012,37.028,138.0,54.6,47.5,46.0,381.7621,0.1514,6.21,0.0035,0.1239,0.0413,0.0442,6.7112,4.439,9.525,0.501,0.31,0.0324,265.0,296.0,938.0,1147.0,0.156,0.154,0.162,2.7,1.1,0.143,0.4973,0.0719,0.2865,0.5837,0.7506,0.2337,0.391,20.62,0.299,4.82,27.989,0.1386,2.78,65.042,0.293,4.59,17.13,0.318,7.28,19.04,0.0688,4.85,55.678,0.0741,0.0651,0.0328,0.0153,0.0573,0.0569,0.0834,0.0501,1.4561,0.003,0.0757,148.1555,0.0674,1842.8999,0.016,0.0141,0.0058,0.0046,0.0019869267272905294,1.4729083037378279,3.6806738280190965,0.0207,0.0257,3.0026,0.0174,0.2987,0.1101,8.77,4.4935,6.513718217478246,3.0096722068775166,0.0028,0.0027,896.6079,0.0,57.8646,24.6907,179.9922,30.5153,104.3613,242.901,608.4112,0.0,55.2846,766.5552,404.2629,467.8822,890.6667,0.0,0.0,45.6244,968.4211,0.1077,0.0106,0.0026,1.8974,397.23,81.91,17.19,1.89,0.9395,0.417,264.272,0.5671,4.98,0.0877,534.6682,2.0435,9.43,0.1909,0.0135889490941839,0.014884838808161473,0.0057602339559019375,97.67479338245978,0.4962,0.0106
391,3081.75,2442.26,2196.6889,1593.122,1.5925,99.1133,0.1226,1.4609,0.0048,-0.0034,0.9592,198.7199,11.3131,411.9715,10.7265,0.9736,12.5018,1.402,-6253.5,3026.5,-4935.0,1559.25,0.9878,69.9333,2.3667,84.3575,8.531,50.4338,64.2467,66.3319,87.0242,117.9108,77.59,3.893,351.95,10.0871,128.3545,1.3977,143.0027,4.594,2828.0,0.9511,4.6871,22.6936,10.4883,10.9023,17.3064,1.1643,152.3545,71.5165,475.1447343722871,0.0,0.0185,-0.0321,0.0068,-0.0447,0.0547,-0.0011,-0.0134,0.0503,6.5606,0.1375,2.3659,0.9903,1770.9701,0.162,8783.7901,0.046,0.001,-0.0009,0.0001,0.0,-0.0353,0.0004,-0.03,-0.0083,-0.0176,-0.0353,0.9779032963172858,101.70827171190508,231.88509850513057,0.4641,0.9395,0.0,0.9907,58.2685,0.5941,0.9784,6.331,15.74,3.263,3.32,3.502,0.5204,0.9979,2.3865,39.4169,109.0,131.7,146.8,60.3999,177.502,0.4493,6.13,0.0029,0.0918,0.0989,0.0596,7.4636,7.867,8.815,0.6897,0.35,0.0381,515.0,638.0,1478.0,121.0,0.122,0.101,0.146,3.2,0.9,0.113,0.8708,0.0529,0.294,0.5231,0.8196,0.2654,0.337,16.97,0.332,8.84,33.189,0.0855,5.06,35.915,0.303,3.72,18.66,0.263,7.91,13.93,0.2665,14.0,94.715,0.1796214497161928,0.0666,0.0437,0.1009,0.1555,0.0322,0.1022,0.1147,5.5491,0.0027,0.073,82.2278,0.045,1924.8999,0.0103,0.0112,0.0054,0.0031,0.002724960569395651,1.6035563370459485,3.6284161220687396,0.0252,0.0435,2.4925,0.0582,0.4513,0.0818,12.156,2.5145,11.968320134577143,8.265886293284922,0.0032,0.0019,0.0,0.0,69.5389,29.9493,7.7601,16.7504,16.3923,0.0,207.154,647.4074,225.8534,284.3754,0.0,761.2663,228.2587,0.0,0.0,65.1584,652.6316,0.1096,0.0078,0.0026,0.7803043688044915,405.2281360561482,77.7476255050876,17.00448524732104,1.214133406169723,1.0103,0.4075,267.06,0.6643,7.71,0.0769,521.629875828411,2.4944,16.506257335357077,0.7034502780972812,0.0238,0.0174,0.0054,73.1502,0.5003,0.0089
392,3104.4,2506.27,2205.4667,1035.6241,1.1295,105.56,0.1216,1.378,-0.0219,-0.0019,0.9617,199.8895,12.7494,413.0471,9.6172,0.9594,12.4069,1.3978,-5426.75,3424.345817196524,-3648.25,-1183.75,1.2835,67.6556,2.4444,84.3232,8.5218,50.3583,64.2803,66.1861,87.0459,118.102,78.42,3.645,355.1036,9.8623,144.9936,1.2433,134.3136,4.596,2870.0,0.95,4.482,24.26,10.0899,7.5146,15.74,1.343,147.0227,192.97900225781,472.6905,0.0,0.0094,-0.0042,-0.0061,-0.0133,-0.0041,-0.0096,-0.0216,0.0303,6.8753,0.1324,2.3485,0.9906,1821.7649,0.2106,8630.1,0.0884,0.0053,0.0008,-0.0002,0.0003,0.0121,0.0,-0.0146,-0.0039,0.0568,0.0431,0.9835947541447302,102.11394141610239,230.95644780638037,0.4656,0.9455,0.0,0.9907,59.1981,0.5956,0.9778,6.2089,15.88,2.969,2.811,3.286,0.3784,0.9982,2.3805,35.8638,81.0,93.4,96.8,48.6001,1066.6312961872436,0.668,12.45,0.0042,0.106,0.1003,0.0589,9.3893,10.691,10.396,0.9201,0.59,0.0651,799.0,1305.305901466542,850.0,2676.0,0.117,0.111,0.229,1.7,1.5,0.127,0.8705,0.1031,0.3729,0.5282,0.8096,0.2585,0.287,17.56,0.479,7.34,33.119,0.189,7.32,52.515,0.272,7.22,16.61,0.343,11.89,13.38,0.1339,5.72,59.326,0.0498,0.0538,0.0838,0.0868,0.0497,0.094,0.0952,0.0891,5.667,0.0018,0.0811,57.2885,0.1011,671.7002,0.0191,0.0138,0.0049,0.0052,0.0012520813790207926,1.559442836306007,3.612658954528726,0.0333,0.0331,2.1539,0.0292,0.4321,0.0954,8.01,4.4243,5.5424,3.3353,0.0048,0.0061,457.3383,0.0,83.8552,23.2988,226.0612,26.4714,29.7609,532.2645,0.0,0.0,653.8606,0.0,976.6234,440.2312,293.817,359.5294,0.0,125.2396,0.0,0.1096,0.0078,0.0026,1.1854,413.748,72.846,10.86,0.9,1.1360659828338175,0.4844,261.6153372836102,0.8371261625879891,6.306288710918194,0.17722103745327,531.8709,2.2561,9.75,0.4074,0.02981089236220069,0.01210816034781819,0.005340790662412269,37.39243859529934,0.5,0.0178
393,3082.05,2447.43,2210.2778,2120.576,1.07,95.1089,0.123,1.5367,0.0285,0.0111,0.9465,202.0811,5.7163,398.6099,9.7574,0.9583,12.4692,1.4101,-5671.25,2510.0,-4105.75,-610.75,1.2862,68.0778,2.5889,85.4838,8.7401,50.0631,64.3756,66.1541,86.8963,118.0474,78.53,2.821,352.2236,10.1222,139.1727,1.2837,142.3982,4.588,2859.0,0.9479,4.6359,-4.2364,10.3206,11.0454,24.2364,1.0943,153.8845,135.9539,466.6893,0.0,-0.0191,0.003,-0.0187,0.0629,-0.001,0.0031,-0.0085,0.0239,8.058,0.1299,2.4331,0.9908,1778.4092,0.2087,8432.13,0.0342,-0.0006,-0.0003,-0.0002,-0.0001,-0.0242,-0.0001,-0.0417,-0.013,0.1526,0.075,0.9788765208451674,101.75609338055426,231.29283752751775,0.4555,0.9394,0.0,0.9909,59.0689,0.5975,0.9654,6.2974,15.84,3.234,2.735,3.058,-2.647,0.9956,2.3883,34.297,140.0,148.9,119.9,92.63184289052265,489.505,0.5996,6.54,0.0064,0.1129,0.0524,0.0631,8.4236,2.595,22.525,0.3224,0.4,0.0421,355.0,642.0,9970.0,2045.0,0.05,0.076,0.048,2.7,1.4,0.116,0.612,0.0979,0.1828,0.4433,0.6483,0.1249,0.885,19.07,0.274,12.01,30.176,0.1555,6.99,51.636,0.346,4.75,12.34,1.187,15.83,19.98,0.2893,5.52,86.215,0.0899,0.0601,0.028,0.0212,0.0565,0.0805,0.0985,0.0757,3.6362,0.0034,0.0724,120.541,0.0448,1151.3994,0.0218,0.0255,0.0043,0.0055,0.002124188197951354,1.5230052670969791,3.6832267252280078,0.0174,0.0252,2.7829,0.0257,0.4462,0.1213,24.43,3.7346,5.6418,2.5642,0.0051,0.0049,184.0211,570.7179,45.3967,242.8302,334.8342,21.7225,112.1245,471.6066,0.0,149.5327,33.6864,0.0,0.0,0.0,317.1788,0.0,0.0,32.9502,0.0,0.1152,0.0078,0.0022,1.2375,396.424,80.132,21.19,2.25,0.977,0.3928,268.498,0.8244,7.11,0.2792,526.5336,2.6194,9.6,0.2265,0.017370698693249115,0.027037115874474563,0.00558279439041829,152.72421008050446,0.4974,0.0116
394,2990.58,2506.56,2194.3778,1265.1715,0.7588,100.1833,0.1204,1.5865,-0.0199,0.0021,0.955,198.7128,8.3273,398.6959,10.2256,0.975,12.5682,1.3902,-5549.25,2627.0,-2090.75,-7980.25,1.2945,73.2333,2.0,86.238,8.287,50.7216,64.1468,66.3076,86.9546,116.1914,80.14,3.088,353.3309,9.9235,139.76,1.2634,138.27,4.569,2851.0,0.9468,4.6512,-3.4445,10.4087,15.4964,23.4445,0.9073,146.3473,97.6024,463.6274884663509,0.0,-0.0246,-0.0164,-0.0399,0.0934,0.0093,0.0115,-0.0299,0.0437,6.8096,0.131,2.4219,0.987,1821.2154,0.1712,8673.3899,0.0137,0.0007,-0.0004,0.0,0.0,-0.0363,0.0002,0.0379,-0.0126,0.0022,-0.0051,0.9774,100.5622,229.7201,0.4600883657448489,0.9634,0.0,0.9651,55.36455652882361,0.5946,0.9618,6.4527,15.75,6.355,2.389,2.939,-3.496,0.9961,2.2564,43.9219,138.0,88.1,95.6,64.8999,370.8201,0.0891,2.82,0.005,0.0849,0.0803,0.0494,9.1204,7.64,11.742,0.5049,0.32,0.045,541.0,219.0,8212.0,8302.0,0.114,0.059,0.054,2.0,1.5,0.125,0.909,0.1096,0.3467,0.6641,0.868,0.1958,0.463,20.77,0.467,12.93,30.803,0.1626,6.41,89.479,0.305,8.64,17.84,1.273,19.27,23.21,0.1729,6.98,54.109,0.0903,0.0837,0.034,0.0171,0.072,0.0921,0.0942,0.0406,3.8295,0.0031,0.0437,155.1107,0.0429,492.0,0.0164,0.0102,0.0049,0.0068,0.0012,0.9323,5.8091,0.04494295871295275,0.0118,1.5975,0.0167,0.2714,0.0743,14.15,2.8994,6.865952791906,3.1265661668045013,0.0027,0.0019,403.2643,0.0,91.7467,358.1437913038493,104.0318,42.9653,250.8314,367.3532,511.9266,85.2665,18.3182,773.1544,804.3668,315.3138,92.9062,0.0,0.0,39.005,0.0,0.111,0.0079,0.0019,1.5085,403.632,76.944,14.05,1.15,1.1151,0.7874,262.388,0.7732,3.13,0.0894,529.5955,2.1619,8.0099,0.1878,0.0195,0.0149,0.0047,76.0035,0.495,0.0123
395,2957.77,2555.41,2199.6556,1140.3983,1.3369,103.0967,0.1227,1.4052,0.0079,-0.0173,0.9614,201.3864,11.0475,415.223,9.7901,0.9674,12.6278,1.4247,-5609.5,2566.5,-3676.75,2074.0,1.3043,73.5222,2.2,83.7266,8.3808,50.5171,64.7177,66.4761,86.625,118.6924,79.55,2.809,352.9218,10.1935,132.2127,1.402,143.7164,4.551,2870.0,0.9536,4.6842,3.1373,10.531,12.9164,16.8627,0.9176,147.78,109.3012,467.2326,0.0,0.0022,-0.046,-0.0228,0.0134,-0.0342,-0.0338,-0.0567,0.0354,7.686,0.1306,2.3829,0.9905,1860.5654,0.1728,9173.2201,-0.0626,0.0024,0.0011,0.0001,0.0002,0.0167,0.0004,-0.0499,-0.0085,-0.0562,-0.0677,0.9811,101.1495,230.6661,0.4574290680216339,0.9475,0.0,0.9703,56.302,0.5964,0.9787,6.1854,15.78,2.803,2.964,3.396,0.9934,0.9956,2.2717,41.0741,108.0,176.8,206.6,46.5,324.855,0.0938,5.07,0.0036,0.0389,0.0706,0.10573138215059588,6.4357,6.45,7.474,0.3608,0.32,0.03,773.0,745.0,1759.0,18348.0,0.24,0.123,0.313,3.4,1.7,0.076,0.6762,0.1058,0.1557,0.5286,0.6222,0.245,0.287,16.21,0.35,9.49,27.761,0.0943,4.51,55.174,0.248,6.42,19.73,0.236,8.89,20.34,0.1215,7.84,76.339,0.1098,0.0628,0.0778,0.0395,0.0355,0.0365,0.0284,0.0901,3.3345,0.003,0.0321,135.0977,0.1077,1195.7002,0.0245,0.0137,0.0037,0.0033,0.002,0.4187,3.6976,0.0447058995058193,0.0113,1.9898,0.0654,0.3441,0.1195,22.328,2.9565,3.6668,3.7703,0.0037,0.0037,890.1497,811.8283,58.3845,47.8412,859.4621293677418,28.8599,204.6363,0.0,136.596,341.978,294.7761,103.7362,108.1481,50.1324,254.1608,0.0,0.0,43.6578,0.0,0.1121,0.0117,0.0031,0.8273,400.814,73.254,14.53,1.33,0.9976,0.2467,264.272,0.5671,4.98,0.0877,531.3445,2.0359,5.71,0.2796,0.0102,0.0133,0.0053,130.0641,0.4981,0.0166
396,3012.3,2466.84,2217.4111,1032.2836,1.4802,101.3511,0.1195,1.3832,0.0042,0.0023,0.97,197.0611,8.6079,412.41,9.4759,0.9735,12.4386,1.4128,-6499.0,2241.75,-3660.25,176.5,1.0968,72.3778,1.8444,83.7667,8.4509,50.4681,64.452,65.9248,86.6899,117.718,81.29,2.229,356.56,9.8222,145.4745,1.2189,132.0336,4.626,2843.0,0.9579,4.5969,5.9345,9.728,9.4222,14.0655,0.8638,136.52325917385724,133.3649,468.4473,0.0,-0.008025461545563606,-0.025485824369849332,-0.021731525168844204,0.014406583814428053,0.0015236686643471942,-0.0019382747210408557,-0.02217622114473504,0.005313459117346028,7.504949449063795,0.1296,2.4396,0.9929,1796.4239,0.2007,8936.0899,0.054,0.0018,-0.0013,-0.0001,0.0001,0.0428,0.0002,-0.1019,-0.0104,-0.0308,0.0942,0.9822,98.3577,234.0278,0.4604542178864544,0.9542,0.0,0.9897,58.0278,0.5936101510325043,0.9812,5.990296280584207,15.7,4.749,2.499,3.037,-0.8515,0.9977,2.2555,44.5565,118.0,155.6,103.8,55.5,328.512,0.1825,6.26,0.0037,0.1077,0.0543,0.0515,4.3776,4.431,11.501,0.5289,0.31,0.0433,252.0,155.0,296.0,501.0,0.072,0.022,0.359,2.0,0.8,0.069,0.7733,0.1183,0.3231,0.6734,0.5856,0.3578,0.331,18.39,0.273,5.09,22.942,0.1091,4.18,45.98,0.292,5.27,16.8,0.851,6.88,17.69,0.0833,4.93,20.105,0.10676154963877399,0.05444232267194303,0.04506623449626179,0.06141881049526301,0.08845705308498367,0.09089948674381937,0.08095227107297931,0.08880995299625133,3.71703736916264,0.0025,0.0866,116.4772,0.16531674595762064,668.4004,0.0171,0.0223,0.0047,0.004,0.0014,1.577,3.0172,0.048512814577977265,0.0212,2.8113,0.03333325698243658,0.2858,0.0858,12.596,4.3794,6.6698,4.0601,0.0032,0.0028,0.0,0.0,51.4759,8.0869,283.8527,22.3127,88.8022,326.2646011243537,195.66727410146513,232.31847806658013,197.12442194022952,302.335859486669,217.90818988866107,348.31834272163957,279.0815121762177,963.3803,0.0,44.9761,695.6522,0.1128,0.0084,0.0026,0.8273,400.814,73.254,14.53,1.33,1.1360659828338175,0.7661,270.314,0.6767,6.86,0.0264,532.17,2.151,9.16,0.5035,0.0097,0.0172,0.0054,176.6783,0.4993,0.013
