,feature_1,feature_17,feature_20,feature_22,feature_34,feature_60,feature_65,feature_92,feature_104,feature_116,feature_122,feature_130,feature_131,feature_148,feature_206,feature_288,feature_300,feature_320,feature_337,feature_424,feature_461,feature_489,feature_574,feature_582
49,3037.2,9.4495,12.498,-5508.5,8.58,-4.492699999999999,24.4927,0.007699999999999995,-0.009999999999999998,732.8971,15.84,-2.553,0.8014000000000001,0.018,6.78,0.0901,0.047499999999999994,5.437299999999999,8.2088,114.7241,22.1105,537.9095,0.2234,61.79372
50,3024.15,10.0974,12.6202,-6112.25,8.8287,17.4,22.6,-0.1676,-0.0046,800.7351,15.75,-0.14189999999999994,0.7085,0.0277,7.23,0.0898,0.02889999999999999,11.139,8.854,75.4748,31.099000000000004,119.6131,0.5405,103.44668
51,3004.71,10.4994,12.4706,-5422.0,8.7219,1.6073000000000002,18.3927,-0.08840000000000002,-0.011,774.0379,16.0,-0.0946000000000002,0.7975000000000001,0.016,7.03,0.0688,0.05480000000000001,6.444500000000001,7.8666,64.5241,25.372400000000003,254.54550000000003,0.7147753778962487,45.68096
52,2894.04,8.876,12.4616,-6280.75,8.4092,0.8872999999999998,19.1127,0.06890000000000002,-0.005000000000000001,670.0627,15.82,0.8042000000000002,0.6518,0.021899999999999996,5.71,0.42921317865646114,0.0401,9.7086,10.703099999999997,94.243,47.8395,159.1915,0.3104,161.03989815691654
53,2997.45,10.055,12.6012,-5425.5,9.6515,-2.713599999999999,22.7136,0.018700000000000005,-0.0129,743.0757,15.870000000000001,-1.277,0.7223,0.0073,9.09,0.16490000000000002,0.0677,4.3255,8.5178,56.1262,21.569,37.5878,0.7147753778962487,93.52578
54,2950.0,10.6526,12.4743,-4173.894919464572,9.1784,5.338200000000002,34.62861705988786,-0.0010999999999999953,-0.004200000000000001,779.8000000000001,15.719999999999999,-0.04729999999999975,0.7304,0.0062,9.26,0.42921317865646114,0.0999838819435499,10.6706,9.7353,44.7219,25.2808,314.188,0.4722,287.58879539229133
55,2997.15,10.7136,12.4841,-6310.249999999999,8.5987,1.637299999999999,18.3627,0.10140000000000002,-0.013,811.2332,15.74,-0.04729999999999975,0.6887,0.0103,8.83,0.223,0.034199999999999994,11.3511,10.2277,52.3941,35.497,286.7925,0.1315,113.60251907845826
56,3058.6,9.8139,12.4618,-5490.25,9.754,2.9690999999999996,17.0309,0.015199999999999991,-0.0089,744.2807,15.92,-0.0946000000000002,0.7436,0.0075,5.07,0.09280000000000001,0.04880000000000001,10.2887,9.4876,60.4369,16.6688,409.1429,0.3670999999999999,45.185159999999996
57,2940.26,10.3125,12.4743,-5273.0,8.5855,-1.099100000000001,21.0991,0.014500000000000023,-0.008500000000000002,723.0805,15.62,0.14189999999999994,0.7697,0.005,8.97,0.1468,0.0345,6.6419,8.0304,70.5906,18.1084,687.5,0.2833,163.9998
58,3053.49,10.0805,12.5894,-5427.75,8.7994,2.9517999999999978,17.0482,-0.1999,-0.0118,732.0802,15.870000000000001,-0.9461000000000002,0.8244,0.0185,7.15,0.23720000000000002,0.0571,11.0799,10.3095,70.0125,13.4574,326.5176,0.2814,50.4194
59,3035.75,8.506397032757855,12.47,-6439.0,8.5177,-10.37,30.37,0.033600000000000026,-0.0117,695.9574,15.82,-0.04729999999999975,0.6751,0.0057,6.91,0.42921317865646114,0.0171,10.6012,9.4337,67.93959999999997,42.3395,627.6803,0.49709999999999993,121.6592
60,3017.39,9.9808,12.27685990738101,-5250.75,8.2395,1.3445,18.6555,0.0,-0.0136,796.4259,15.76,-1.2290000000000003,0.7906,0.0072,5.94,0.132,0.0788,10.2987,13.691420854040418,137.0837,20.9694,248.1752,0.5611,96.71628000000001
61,2978.81,9.837200000000001,12.4555,-5153.25,8.1728,1.1664000000000012,18.8336,-0.02229999999999999,-0.0142,704.2686,15.734,-1.43704,0.7048599999999999,0.011819999999999999,5.33,0.17889999999999998,0.03199999999999999,6.4475999999999996,7.9584,64.35898,37.7546,208.45818,0.4154,43.52309999999999
62,2994.22,10.1854,12.5412,-5359.25,8.6544,0.18730000000000122,19.8127,-0.2011,-0.0137,770.2,15.8,-2.033,0.8826,0.0151,5.2,0.1935,0.0246,7.1809,8.5,79.834,18.1433,341.136,0.4464,77.37804
63,3040.34,9.847,12.5222,-5575.25,8.6397,0.48360000000000025,19.5164,-0.014199999999999996,-0.005199999999999999,790.0665,15.870000000000001,-0.4258000000000001,0.7785,0.021199999999999997,5.95,0.1433,0.030699999999999995,6.9173,9.5519,62.954299999999996,20.4401,143.5004,0.3148,78.93654000000001
64,3171.54,9.4268,12.499,-6029.0,8.322,4.080899999999997,15.919099999999998,0.05710000000000001,-0.011400000000000002,712.0192000000001,15.79,-1.986,0.8528999999999999,0.0326,4.87,0.0876,0.0432,8.9913,13.691420854040418,76.5729,30.1043,467.9012,0.2944,81.60860000000001
65,2884.74,8.8407,12.4761,-4173.894919464572,9.2007,18.3936,21.6064,0.0,-0.010799999999999999,762.9077,15.96,-0.4730999999999999,0.8093000000000001,0.0203,6.28,0.42921317865646114,0.0999838819435499,6.9612,7.4833,53.0074,25.905000000000005,531.0665,0.1682,216.8869
66,3045.07,9.3875,12.4349,-5371.25,8.3331,1.2809000000000006,18.7191,-0.0399,-0.0112,754.992,15.65,-0.5677000000000001,0.6697,0.0176,6.47,0.127,0.0616,8.7815,8.5052,72.968,26.564900000000005,0.0,0.2937,22.7661
67,3085.57,10.1473,12.5302,-5932.000000000001,8.7994,0.5681999999999998,19.4318,-0.25288869675119885,-0.0122,761.0258,15.870000000000001,-0.9461000000000002,0.8244,0.0181,11.190000000000001,0.2578,0.0345,11.6452,10.5813,37.2684,10.8607,171.0407,0.3553,109.5996
68,2954.36,10.2399,12.4896,-6383.749999999999,9.5713,8.095500000000001,11.9045,0.051499999999999976,-0.010600000000000002,740.0678,15.74,0.5203999999999996,0.698,0.03420000000000001,10.230000000000002,0.2272,0.0367,9.1487,8.6057,86.74289999999999,46.4202,207.9174,0.2317,46.9253
69,2908.47,9.7751,12.5722,-5377.0,9.088,-1.9700000000000004,21.97,0.0987,-0.011100000000000002,707.236,15.82,1.6550000000000002,0.8137,0.0072,4.15,0.2289,0.0229,7.3351,7.5909,45.736200000000004,22.1334,500.6289,0.2568,58.5087
70,3031.9,9.4636,12.4743,-5393.25,8.8249,-8.225499999999998,28.2255,0.1354,-0.005300000000000001,768.9496,15.77,0.1892200000000002,0.7948599999999999,0.0145,7.58,0.2387,0.0264,5.171,7.2231,80.6783,35.7201,521.0904,0.7147753778962487,41.3784
71,3084.23,9.7939,12.5488,-5692.5,8.6544,-0.7499999999999994,20.75,0.030900000000000007,-0.0091,773.5931,15.75,-3.025,0.562,0.0169,8.49,0.1262,0.05530000000000001,8.4755,8.8828,77.0389,43.5382,488.7118,0.2775,116.6826
72,2914.04,9.9364,12.4647,-5326.5,8.6472,0.16269999999999943,19.8373,0.08809999999999998,-0.009299999999999998,673.5806,15.78,1.4190000000000003,0.821,0.0195,4.89,0.15400000000000003,0.0678,4.467,8.592599999999997,86.7216,22.2221,597.026,0.09559999999999999,68.2176
73,2993.48,10.3491,12.4759,-6453.749999999999,9.9964,-1.9555,21.9555,0.07279999999999998,-0.0059,704.7627,15.8,-0.23650000000000015,0.7527,0.025,10.52,0.22179999999999997,0.042899999999999994,5.049799999999999,9.264,82.829,20.3639,244.5513,0.1762,83.64512
74,2990.46,9.6358,12.4245,-5175.5,8.7538,-1.301799999999999,21.3018,-0.1034,-0.009600000000000001,753.7796,15.56,-1.088,0.592,0.0194,8.42,0.0958,0.04209999999999999,4.7613,8.8514,52.6653,8.6169,239.4928,0.2039,75.18970000000002
75,3064.81,9.8098,12.5094,-5336.0,9.0425,-0.019100000000000193,20.0191,-0.1227,-0.0132,758.1576,15.92,-0.0946000000000002,0.7436,0.0062,9.75,0.1281,0.0284,6.861500000000001,8.844,74.3853,31.2453,360.404,0.3213,107.11271907845827
76,3019.44,9.8657,12.4363,-5305.25,9.1526,-2.032700000000001,22.0327,-0.217,-0.0124,771.0769999999999,15.81,-1.2290000000000003,0.7189,0.0203,7.01,0.0909,0.0392,4.8461,9.2033,54.59089999999999,42.9683,267.8485,0.3692,71.75852
77,3058.91,10.1903,12.5106,-5548.25,8.8546,3.0981999999999985,16.9018,0.0802,-0.0126,732.2913,15.84,-2.647,0.8349,0.0094,7.05,0.1552,0.0431,8.9793,9.6698,43.9243,15.2398,0.0,0.15560000000000002,35.6702
78,2963.26,9.9175,12.5184,-5426.0,8.2963,-2.960900000000001,22.9609,-0.10309999999999998,-0.0141,779.7144,15.63,-0.8042000000000002,0.6534,0.025399999999999995,10.810000000000002,0.2147,0.0665,4.6887,10.4322,98.7296,41.0931,567.5978,0.7147753778962487,98.59489999999998
79,3010.75,9.9672,12.5145,-5329.25,8.8519,3.5435999999999983,16.4564,0.04330000000000001,-0.0143,722.1561,15.76,-2.033,0.8121,0.0067,6.56,0.0817,0.0787,4.957499999999999,8.4183,115.4525,36.1226,331.6271,0.3628,115.28222
80,2939.6,9.595,12.5302,-6447.249999999999,8.5779,1.512700000000001,18.4873,-0.016900000000000012,-0.009600000000000001,720.4036,15.96,0.04729999999999975,0.8162,0.017,12.38,0.0611,0.0528,10.6519,10.7125,65.63849999999998,19.107,340.7745,0.20430000000000004,63.29921999999999
81,2965.52,8.7153,12.499,-5545.75,8.8132,1.1700000000000002,18.83,-0.10300000000000001,-0.007,762.103,15.86,-0.4730999999999999,0.8318,0.0081,6.39,0.3078,0.040999999999999995,8.8426,10.4546,55.3391,14.7869,0.0,0.3213,50.94788
82,3188.9,10.0827,12.2981,-5439.25,8.9979,-0.8045000000000011,20.8045,-0.0195,-0.009299999999999998,680.5773,15.719999999999999,-3.779,0.5708,0.0096,7.99,0.1507,0.0523,9.9205,9.96,40.50900000000001,25.154300000000003,488.0309,0.3046,78.62939999999999
83,3025.81,9.3832,12.4896,-5513.5,9.754,2.989999999999998,17.01,0.06750000000000002,-0.0011935513167927257,749.6111,15.86,0.04729999999999975,0.7747,0.0205,9.9,0.1418,0.0382,9.3046,9.4448,102.155,28.116000000000003,253.30660000000003,0.4057,73.64109999999998
84,3049.19,9.7663,12.4371,-6472.5,8.6667,27.3427,12.6573,0.09519999999999999,-0.0070999999999999995,741.6048,15.7,0.3310999999999997,0.7636,0.021599999999999998,10.310000000000002,0.0734,0.03189999999999999,4.3737,6.2821,121.1641,27.961300000000005,544.7811,0.3043,128.63159907845827
85,3033.11,9.4434,12.3351,-5339.5,8.1161,0.7000000000000013,19.3,-0.022599999999999988,-0.010600000000000002,748.6221,15.74,-3.5429999999999997,0.6304,0.0101,5.88,0.0921,0.04849999999999999,8.4733,7.9876,65.7748,31.053700000000003,480.3265,0.2182,59.94894000000001
86,2917.09,10.3872,12.6278,-5633.25,8.6013,10.995499999999996,29.004500000000004,0.03589999999999999,-0.007699999999999999,761.2689,15.77,-0.04729999999999975,0.6586,0.0292,13.97,0.21990000000000004,0.04299999999999999,9.2144,10.4214,56.978,27.2655,152.8947,0.2784,51.39296
87,3072.41,9.2549,12.5065,-5763.75,9.7324,1.737300000000001,18.2627,0.1741,-0.008200000000000002,744.1360999999999,15.719999999999999,-0.14189999999999994,0.6556,0.0261,6.4,0.2442,0.0735,8.9392,8.3559,74.2308,57.4597,191.8421,0.4764,79.95926
88,3041.23,9.6397,12.5906,-5362.75,9.0121,-19.9927,34.62861705988786,-0.0404,-0.009499999999999998,727.6517,15.97,0.0,0.7987,0.0151,10.01,0.1347,0.05449999999999999,7.3131,11.3172,76.3869,36.4153,531.0345,0.34309999999999996,55.21158
89,3225.54,9.9475,12.4018,-5663.5,8.8356,0.9572999999999998,19.0427,0.007699999999999995,-0.009299999999999998,695.0069999999998,15.95,0.5203999999999996,0.6778,0.0176,8.32,0.0843,0.0807,9.3746,10.4799,108.1409,33.7616,313.4783,0.3068,71.14185999999998
90,3052.31,10.2285,12.402,-6408.749999999999,8.9607,-3.3554999999999997,23.3555,-0.25288869675119885,-0.0116,755.7527,15.92,-0.14189999999999994,0.8712,0.0213,9.54,0.0702,0.0192,8.8413,8.6267,83.2242,18.5401,380.77662000000004,0.3891,98.29134
91,2978.96,10.2423,12.5661,-5434.25,8.8078,-0.632700000000001,20.6327,-0.0197,-0.011900000000000003,755.753,15.79,-2.08,0.8405000000000001,0.011,8.16,0.1347,0.0355,9.3188,9.2373,86.1034,33.5782,938.9578,0.2571,44.2355
92,3075.05,9.9706,12.4018,-5138.5,8.7782,5.069099999999998,14.930899999999998,-0.011800000000000007,-0.011100000000000002,766.8431,16.03,0.2837999999999999,0.7772,0.021399999999999995,4.13,0.1566,0.041499999999999995,9.3547,12.4613,82.938,28.250600000000002,294.4835,0.2944,74.62212000000001
93,2949.82,10.6914,12.5553,-5343.0,8.7994,11.290899999999999,8.7091,-0.015599999999999989,-0.011100000000000002,748.9609,15.9,-0.7096,0.6802,0.022199999999999998,15.56,0.1371,0.0308,9.1337,9.0149,57.6635,14.2373,526.7571,0.247,71.16811999999999
94,3007.47,9.9886,12.5429,-5621.0,8.5571,-2.6109000000000004,22.6109,-0.038700000000000005,-0.0123,744.0963000000002,15.85,-1.56,0.8219999999999998,0.0071,3.84,0.1257,0.0709,7.9677,8.2633,63.5157,38.1751,260.4361,0.49700000000000005,51.15652
95,3158.88,9.629,12.5031,-5135.0,8.9635,-0.3735999999999989,20.3736,0.0607,-0.010700000000000001,686.1109,15.93,-1.655,0.7591,0.0095,8.67,0.131,0.05909999999999999,10.7483,10.0215,52.49810000000001,9.9594,0.0,0.2236,42.77808
