,feature_1,feature_20,feature_22,feature_34,feature_60,feature_82,feature_91,feature_104,feature_112,feature_122,feature_127,feature_130,feature_131,feature_153,feature_154,feature_206,feature_247,feature_248,feature_320,feature_337,feature_461,feature_489,feature_511
10,3028.08,12.5967,-5345.25,9.534,2.9282000000000004,-0.07294511177295346,8078.23,-0.0086,229.0942,15.95,2.58,0.5203999999999996,0.6778,0.7795,0.013,6.99,5.2702,0.06218000000000001,7.260199999999999,8.5805,13.0192,39.4165,52.0231
11,3003.82,12.499799999999999,-5192.5,8.5288,5.499100000000001,-0.0126,8564.1802,-0.0105,230.82932,15.94,3.5408705127797493,-0.5677000000000001,0.6786,0.4309,0.015,7.319999999999999,2.7218,0.0217,11.3343,11.094,27.4194,710.495,29.4537
12,2990.57,12.5373,-6623.75,8.1605,-2.5026999999999995,-0.0126,8808.85,-0.0094,233.8565,15.7,2.533,0.0,0.7048,0.3554,0.0153,9.69,4.9944,0.032780000000000004,4.2805,10.1164,33.2053,718.0915,166.7625693771002
13,2986.5,12.4849,-5416.0,8.8043,0.3399999999999987,-0.014299999999999998,8303.47,-0.013,230.15238,15.959999999999999,2.892,-0.9461000000000002,0.7527,0.3693,0.0073,10.32,4.33276,0.0153,6.6974,11.13,30.548200000000005,670.6294,54.61540000000001
14,3219.75,12.5914,-5187.25,8.7556,4.169100000000004,-0.0168,8508.81,-0.0121,234.1616,15.819999999999999,2.654,-0.4258000000000001,0.6888,0.2456,0.0065,10.11,3.6401,0.06582313637873231,4.6509,10.0258,24.0618,675.4098,39.6285
15,2913.4,12.5488,-5153.75,8.5571,-3.7399999999999984,-0.0341,9303.0001,-0.0098,230.39148,15.75,2.389,-3.4960000000000004,0.5638,0.4158,0.0082,4.12,3.60794,0.03332,8.643,10.0281,55.391,204.5421,34.7826
16,3018.8,12.129800000000001,-5334.75,9.131,4.1316200000000025,-0.066,9207.0201,-0.0108,231.8164,15.799999999999999,2.686,0.0,0.7865,0.2308,0.0057,12.532000000000002,3.3238,0.08965999999999999,8.7444,9.42764,44.9213,97.1212,42.3963
17,2942.41,12.6278,-5410.5,8.5687,1.9482000000000002,-0.023,8738.47,-0.007199999999999999,231.26058,15.77,2.7920000000000003,0.0,0.8216999999999999,0.8118,0.0194,13.530000000000001,2.769,0.0167,9.9818,10.2062,20.7031,482.2633,91.98609999999998
18,2848.46,12.4716,-5233.75,8.7187,8.145499999999997,-0.010599999999999998,9280.83,-0.0114,229.8595,16.02,2.608,-0.7568999999999998,0.7403,0.249,0.0063,4.949999999999998,2.5733,0.03058,8.8329,12.815699999999998,25.4407,897.6526,51.81120000000001
19,3010.26,12.4049,-3726.665583970241,8.441,4.955500000000002,-0.014100000000000001,8531.5401,-0.0097,232.42006,15.59,2.511,-0.14189999999999994,0.6847,0.3,0.0196,14.739999999999998,4.033431716756264,0.0354,6.369,8.8046,14.8453,710.3203,48.329
20,3033.29,12.6278,-6363.0,9.5642,9.188200000000002,-0.009200000000000003,8981.2399,-0.0086,230.86852,15.83,2.618,-0.3784000000000001,0.7463,1.5097,0.0153,9.02,4.18962,0.0202,10.0419,8.4756,26.161,848.0874,45.152
21,2941.23,12.58,-6257.5,8.6706,2.285500000000001,-0.021300000000000003,8586.1801,-0.0062,232.69758000000002,15.65,2.5519999999999996,1.0399999999999998,0.657,0.3775,0.0146,14.909999999999998,3.83832,0.028680000000000004,6.6024,13.5441,16.8406,420.6573,42.0202
22,3043.22,12.4849,-5607.25,8.7867,0.6190999999999997,-0.0258,8881.1499,-0.008,230.97158000000002,15.74,2.452,-0.9461000000000002,0.6893,0.8679000000000001,0.0072,11.179999999999998,3.8467399999999996,0.0444,6.2683,11.5569,28.8304,212.4031,71.028
23,3021.61,12.4124,-5720.25,8.8581,-3.750900000000001,-0.020300000000000002,8562.79,-0.0086,231.88878000000003,15.73,2.658,-3.449,0.5042,0.9898,0.0123,4.949999999999998,4.43392,0.02346,9.5407,9.9534,21.7993,450.7389,39.708
24,3048.76,12.512,-5122.5,8.8624,4.9117999999999995,-0.015600000000000001,9060.0199,-0.0114,233.3418,15.75,2.783,0.7096,0.8542999999999998,0.2378,0.0053,7.04,3.7503,0.0196,8.1451,9.5915,36.519,450.7223,30.836999999999996
25,3015.804,12.4761,-5434.0,8.6397,0.12000000000000104,-0.0309,9233.7999,-0.0092,230.96516,15.87,2.582,-0.4258000000000001,0.7785,0.35069999999999996,0.0167,8.33,3.7407600000000008,0.02144,7.1292,9.1303,31.398700000000005,351.4956,64.3929
26,2943.9,12.475300000000002,-6349.75,9.5713,1.8172999999999997,-0.009299999999999996,8639.07,-0.016,232.28314,15.92,2.803,0.23650000000000015,0.7287,0.3458,0.0211,5.14,3.60314,0.0205,9.9673,8.5625,68.2629253813614,0.0,50.74389999999999
27,2965.41,12.7051,-5419.75,8.2345,2.7926999999999995,-0.0452,8742.2499,-0.0091,230.9354,15.87,2.553,-0.8042000000000002,0.7003,0.4482,0.0082,6.009999999999999,2.0531,0.023920000000000004,8.8706,8.674,19.1756,106.7403,56.044
28,3030.27,12.4608,-6154.0,9.1502,2.1109000000000018,-0.028099999999999997,9238.3601,-0.0042,232.26106000000001,15.83,2.854,-0.4730999999999999,0.7589,0.4136,0.0189,13.41,3.74174,0.07035999999999999,5.1685,8.099,23.6929,355.7932,159.5238
29,3035.89,12.58,-5341.25,8.6544,-4.4109,-0.027200000000000002,8628.6799,-0.0101,230.123,15.84,2.917,-2.553,0.8013999999999999,0.5288,0.006,5.5,5.5779,0.02166,6.7671,8.0188,32.6596,251.19709999999998,34.6535
30,2943.58,12.5698,-5474.25,10.6376,8.913599999999999,-0.0053999999999999986,8527.2501,-0.0039000000000000003,231.9663,15.74,2.675,-0.3310999999999997,0.7681,0.3267,0.0131,10.22,3.7738199999999997,0.1677,6.1812,7.9086,53.5488,0.0,93.9683
31,3006.39,12.5218,-6305.25,8.5891,-2.0763999999999996,0.0,8763.57,-0.0141,234.28,15.930000000000003,2.4609999999999994,-1.655,0.7591,0.3763,0.0047,9.35,2.68896,0.0162,8.1083,10.3051,33.3826,0.0,33.2449
32,3007.75,12.5488,-5639.75,8.287,0.5518000000000012,-0.014299999999999998,8875.2099,-0.0123,231.62078,15.77,3.5408705127797493,0.04729999999999975,0.6423,0.4765,0.0091,8.84,3.6643199999999996,0.0225,8.6604,9.7387,56.31799999999999,675.3065,44.8065
33,2936.51,12.4059,-5977.25,8.5851,-0.9363999999999992,-0.022800000000000004,8163.3701,-0.0158,230.0787,15.79,2.874,-2.222,0.7822,0.2558,0.009,4.38,3.5422999999999996,0.03251999999999999,7.3995,8.7863,22.4105,396.9332,25.3365
34,3021.83,12.4349,-5466.75,8.572,5.2064,-0.0198,8812.8499,-0.010200000000000002,231.1416,15.9,2.911,0.0,0.8535999999999999,0.507,0.0122,5.7,3.7902,0.018,8.0433,9.4316,18.8183,474.0554,37.3464
35,3033.29,12.499799999999999,-6279.0,9.7836,1.2836000000000007,-0.019099999999999992,8543.74,-0.012,231.91382000000002,15.95,2.875,-0.5203999999999996,0.7232,0.451,0.01,18.96,3.8963000000000005,0.0293,11.4268,13.0936,14.2191,465.445,28.3333
36,3235.745595948424,12.559999999999999,-5477.0,8.9132,1.002699999999999,-0.0664,8974.0602,-0.0139,230.6949,15.76,2.789,0.0,0.8253000000000003,0.33620000000000005,0.0053,10.400000000000002,2.8552,0.035039999999999995,10.3712,9.8985,28.1081,58.8634,38.9189
37,2951.06,12.5967,-5371.5,9.0447,-2.6564,-0.006399999999999999,9268.49,-0.008300000000000002,229.6407,15.74,2.521,-0.5203999999999996,0.7154,0.5614,0.0114,3.4900000000000007,3.8765,0.050940000000000006,7.9876,8.1657,18.1961,889.0625,44.3778
38,2994.06,12.2981,-5176.25,8.9191,-0.06359999999999875,0.00019999999999999781,9575.3898,-0.0106,231.2142,15.83,2.8560000000000003,-2.93,0.8145,1.1641000000000004,0.0083,15.35,4.6949,0.043340000000000004,7.5094,8.1525,46.5021,0.0,55.92419999999999
39,2955.3,12.4247,-5641.25,9.2405,3.905500000000002,-0.027099999999999996,8802.4499,-0.0068,232.13497999999998,15.7,2.746,0.7568999999999998,0.7860000000000003,0.321,0.014000000000000002,8.66,2.79224,0.0182,5.9099,7.878700000000001,29.5865,239.9261,61.7647
40,2996.65,12.649,-5193.25,8.7512,2.0318,-0.005000000000000003,8826.37,-0.0101,229.5449,15.74,2.951,0.6622999999999996,0.8780999999999999,0.2515,0.0053,6.37,4.8246,0.02648,9.0252,12.3178,20.8576,0.0,23.7037
41,2988.99,12.4231,-5369.0,8.9336,17.3873,-0.007599999999999997,8608.34,-0.0078000000000000005,233.26113999999998,15.98,3.002,-0.04729999999999975,0.6287,3.4114,0.0123,8.26,3.20036,0.0332,5.722,8.585,30.4356,815.894,69.6774
42,3054.52,12.6122,-5770.75,8.8909,-0.1544999999999999,-0.008799999999999995,8997.84,-0.0164,230.3738,15.819999999999999,2.865,0.04729999999999975,0.8342999999999999,0.4462,0.0059,6.33,3.7797,0.0219,4.7959,8.9376,28.4535,0.0,21.357699999999998
43,3221.21,12.551,-5658.25,8.7635,-0.3309,-0.026499999999999996,7936.660100000001,-0.0118,231.2351,15.799999999999999,2.4130000000000003,-1.797,0.5662,0.4148,0.0127,4.78,2.4647,0.02804,7.190200000000001,8.0577,45.2399,689.9152,42.4178
44,2977.43,12.4616,-5282.75,9.1855,-5.718200000000002,-0.022100000000000005,8552.3599,-0.0135,232.22972,15.87,2.746,-0.23650000000000015,0.8117000000000001,0.44520000000000004,0.0148,9.82,3.89614,0.01568,10.0673,8.9853,33.5223,345.7627,49.0251
45,3017.87,12.5018,-5936.0,9.0121,3.650000000000001,-0.0316,8672.8999,-0.01,231.10362,15.97,3.351,0.0,0.7987000000000001,0.4459,0.0065,9.02,4.24792,0.019,10.6621,10.256,30.7839,281.5166,46.23120000000001
46,2987.122,12.5088,-5657.75,9.094,25.5127,-0.05720000000000001,8394.1499,-0.004400000000000001,231.9092,15.7,2.9310000000000005,-0.14189999999999994,0.6925,0.4607,0.0203,7.739999999999999,4.268171716756265,0.0641,4.6159,6.0479,53.855,94.7967,77.2727
47,3235.745595948424,12.4661,-5226.5,8.536,-5.647299999999999,-0.01859999999999999,9839.3898,-0.0119,232.05544,15.79,2.512,0.23650000000000015,0.6755,0.8525000000000003,0.0061,9.04,3.1889600000000002,0.0455,5.726,8.5708,45.946,568.5061,26.8344
48,3182.87,12.6122,-5603.75,8.8097,1.8609000000000004,-0.006799999999999994,8901.3802,-0.0092,230.7053,15.78,3.063,1.4190000000000003,0.8210000000000001,0.8360000000000002,0.0058,3.85,3.9481,0.0219,9.7272,8.8196,14.495,0.0,61.8725
49,3037.2,12.498,-5508.5,8.58,-4.492699999999999,-0.015999999999999997,9044.85,-0.01,231.7058,15.84,2.917,-2.553,0.8013999999999999,0.2898,0.0155,6.780000000000001,4.6619,0.0162,5.4373,8.2088,22.1105,537.9095,34.0852
50,3024.15,12.620199999999999,-6112.25,8.8287,17.4,-0.07294511177295346,9309.2001,-0.0046,230.93782000000002,15.75,2.6529999999999996,-0.14189999999999994,0.7085,0.2544,0.0161,7.23,4.16204,0.0593,11.139,8.854,31.099,119.6131,157.377
51,3004.71,12.4706,-5422.0,8.7219,1.607300000000001,-0.028300000000000002,9025.0999,-0.011,233.17602,16.0,2.747,-0.0946000000000002,0.7975000000000001,0.2336,0.0167,7.03,3.2368399999999995,0.1811,6.4445,7.8666,25.3724,254.54550000000003,43.785599999999995
52,2894.04,12.4616,-6280.75,8.4092,0.8873000000000013,-0.0519,9223.0399,-0.005000000000000001,232.93748,15.819999999999999,2.521,0.8042000000000002,0.6518,3.7461,0.0058,5.71,3.5157599999999998,0.0574,9.7086,10.7031,47.8395,159.1915,60.3015
53,2997.45,12.6012,-5425.5,9.6515,-2.7135999999999982,-0.07294511177295346,8835.2399,-0.0129,231.6601,15.87,2.673,-1.277,0.7223,0.5468,0.0065,9.09,6.0245,0.10434313637873231,4.3255,8.5178,21.569,37.5878,16.3107
54,2950.0,12.4743,-3726.665583970241,9.1784,5.3382000000000005,-0.029200000000000004,8844.5601,-0.0042,231.4998,15.719999999999999,2.666,-0.04729999999999975,0.7304,1.4114,0.0119,9.26,4.31464,0.0507,10.6706,9.7353,25.2808,314.188,56.4706
55,2997.15,12.4841,-6310.25,8.5987,1.6373000000000013,-0.0305,9491.1301,-0.013,233.35250000000002,15.74,2.688,-0.04729999999999975,0.6887,0.7914000000000001,0.0055000000000000005,8.83,3.5056200000000004,0.0154,11.3511,10.2277,35.497,286.7925,24.6154
56,3058.6,12.4618,-5490.25,9.754,2.9690999999999996,-0.021899999999999996,8726.7798,-0.0089,232.64134,15.92,2.471,-0.0946000000000002,0.7436,0.2972,0.0063,5.07,3.75544,0.0203,10.2887,9.4876,16.6688,409.1429,67.0391
57,2940.26,12.4743,-5273.0,8.5855,-1.0991000000000006,-0.012799999999999997,8220.8401,-0.0085,231.86444,15.62,2.9150000000000005,0.14189999999999994,0.7697,0.5425,0.0053,8.97,3.2925200000000006,0.051,6.641900000000001,8.0304,18.1084,687.5,35.2423
58,3053.49,12.5894,-5427.75,8.7994,2.9517999999999995,-0.0313,8588.1999,-0.0118,231.20814000000001,15.87,2.768,-0.9461000000000002,0.8244,0.8914000000000001,0.0114,7.1499999999999995,2.81388,0.0176,11.0799,10.3095,13.4574,326.5176,42.4178
59,3035.75,12.47,-6439.0,8.5177,-10.370000000000001,-0.012799999999999997,9092.3101,-0.0117,231.51932,15.819999999999999,2.56,-0.04729999999999975,0.6751,6.2782,0.021800000000000003,6.91,3.5216000000000003,0.09085999999999998,10.6012,9.4337,42.3395,627.6803,44.3497
60,3017.39,12.129800000000001,-5250.75,8.2395,1.3445000000000016,-0.0274,9055.2699,-0.0136,231.4772,15.76,2.822,-1.2290000000000003,0.7906000000000001,0.4427,0.006,5.9399999999999995,5.3427,0.04306000000000001,10.2987,14.0708,20.9694,248.1752,34.4322
61,2978.81,12.4555,-5153.25,8.1728,1.166399999999999,-0.016939999999999997,8992.6702,-0.014200000000000003,231.2249,15.734,2.7026000000000003,-1.43704,0.70486,0.60306,0.007940000000000001,5.33,4.5301,0.04066,6.4476,7.9584,37.7546,302.63302000000004,54.833
62,2994.22,12.541199999999998,-5359.25,8.6544,0.1872999999999995,-0.028999999999999998,8946.8699,-0.013700000000000002,230.0474,15.799999999999999,3.156,-2.033,0.8825999999999999,0.6247,0.0113,5.200000000000001,4.7608,0.07305999999999999,7.180900000000001,8.5,18.1433,341.136,27.8134
63,3040.34,12.5222,-5575.25,8.6397,0.4835999999999992,-0.0344,9242.01,-0.005200000000000001,230.39486,15.87,2.582,-0.4258000000000001,0.7785,0.4062,0.0142,5.95,3.86874,0.04936,6.9173,9.5519,20.4401,143.5004,102.91260000000001
64,3171.54,12.499,-6029.0,8.322,4.080900000000001,-0.016199999999999996,8373.9599,-0.0114,232.0602,15.79,2.868,-1.986,0.8528999999999999,0.2477,0.0214,4.87,4.7603,0.028219999999999995,8.9913,14.045300000000001,30.1043,467.9012,31.718099999999996
65,2884.74,12.4761,-3726.665583970241,9.2007,18.3936,-0.016199999999999996,8621.49,-0.0108,231.48906,15.959999999999999,2.671,-0.4730999999999999,0.8092999999999999,2.0334,0.0149,6.28,4.24498,0.2587,6.961200000000001,7.483300000000001,25.905,531.0665,60.1156
66,3045.07,12.4349,-5371.25,8.3331,1.2808999999999997,0.001500000000000001,8796.8197,-0.0112,232.24482,15.65,2.5,-0.5677000000000001,0.6697,0.4404,0.0189,6.47,4.367331716756264,0.0174,8.7815,8.5052,26.5649,0.0,41.91749999999999
67,3085.57,12.5302,-5932.0,8.7994,0.568200000000001,-0.0331,8785.2899,-0.012200000000000003,231.26757999999998,15.87,2.768,-0.9461000000000002,0.8244,0.9635,0.0112,11.19,3.4020599999999996,0.0359,11.6452,10.5813,10.8607,171.0407,36.7722
68,2954.36,12.4896,-6383.75,9.5713,8.095500000000001,-0.029100000000000004,8701.1101,-0.0106,232.5549,15.74,3.3200000000000003,0.5203999999999996,0.698,0.8315000000000001,0.0198,10.23,3.9756199999999997,0.0916,9.1487,8.6057,46.4202,207.9174,33.8425
69,2908.47,12.5722,-5377.0,9.088,-1.9699999999999989,-0.015900000000000004,8362.97,-0.0111,234.1873,15.819999999999999,3.0639999999999996,1.6550000000000002,0.8137000000000001,0.8071,0.0072,4.15,6.7116999999999996,0.06654,7.335100000000001,7.5909,22.1334,500.6289,27.8652
70,3031.9,12.4743,-5393.25,8.8249,-8.225500000000002,-0.017400000000000006,8929.2,-0.0053,232.09616,15.796,2.7172,0.056759999999999707,0.7650600000000001,0.8855000000000001,0.0133,7.58,3.25442,0.026659999999999996,5.171,7.2231,35.7201,521.0904,76.815
71,3084.23,12.5488,-5692.5,8.6544,-0.7500000000000001,-0.0188,8854.61,-0.0091,230.7885,15.75,2.393,-3.025,0.562,0.4381,0.012,8.49,4.2516,0.0181,8.4755,8.8828,43.5382,488.7118,57.1429
72,2914.04,12.4647,-5326.5,8.6472,0.1627000000000014,-0.013499999999999996,8646.3799,-0.009299999999999998,228.9898,15.78,3.063,1.4190000000000003,0.8210000000000001,0.5309,0.0148,4.89,3.5287999999999995,0.0233,4.467,8.5926,22.2221,597.026,35.2941
73,2993.48,12.4759,-6453.75,9.9964,-1.9555000000000013,-0.0312,8842.5401,-0.005900000000000001,232.3173,15.799999999999999,2.702,-0.23650000000000015,0.7527,0.7481,0.0047,10.52,3.5265400000000002,0.039659999999999994,5.0498,9.264,20.3639,244.5513,114.5263
74,2990.46,12.4245,-5175.5,8.7538,-1.3018000000000014,-0.027599999999999996,8837.014,-0.0096,235.6203,15.559999999999999,2.6479999999999997,-1.088,0.592,0.32200000000000006,0.0139,8.42,1.8403,0.032240000000000005,4.7613,8.8514,8.6169,239.4928,50.9091
75,3064.81,12.5094,-5336.0,9.0425,-0.01910000000000088,-0.0247,8846.63,-0.0132,232.4815,15.92,2.471,-0.0946000000000002,0.7436,0.4034,0.0056,9.75,3.6427,0.0411,6.8615,8.844,31.2453,360.404,18.1303
76,3019.44,12.4363,-5305.25,9.1526,-2.0327000000000006,-0.031,8790.21,-0.0124,235.1533,15.81,2.585,-1.2290000000000003,0.7189,0.2623,0.0151,7.01,3.7758,0.0706031363787323,4.8461,9.2033,42.9683,267.8485,33.0312
77,3058.91,12.5106,-5548.25,8.8546,3.0982000000000025,-0.010999999999999994,8445.5301,-0.0126,233.0361,15.84,2.735,-2.647,0.8348999999999999,0.5194,0.005400000000000001,7.050000000000001,2.5398,0.0435,8.9793,9.6698,15.2398,0.0,25.3968
78,2963.26,12.5184,-5426.0,8.2963,-2.9609000000000014,-0.017900000000000006,8965.11,-0.0141,234.4585,15.63,2.532,-0.8042000000000002,0.6534,0.7523,0.0171,10.81,6.5892,0.07054000000000002,4.6887,10.4322,41.09309999999999,567.5978,17.6991
79,3010.75,12.5145,-5329.25,8.8519,3.5436,-0.0273,8512.3,-0.0143,230.87586,15.76,2.873,-2.033,0.8121,0.2673,0.0061,6.56,3.3496200000000003,0.0,4.9575,8.4183,36.1226,331.6271,43.9407
80,2939.6,12.5302,-6447.25,8.5779,1.5127000000000004,-0.022000000000000002,8666.5399,-0.0096,233.05545999999998,15.959999999999999,2.72,0.04729999999999975,0.8161999999999999,0.1771,0.0176,12.380000000000003,2.87772,0.026100000000000005,10.6519,10.7125,19.107,340.7745,40.4669
81,2965.52,12.499,-5545.75,8.8132,1.1700000000000006,-0.011200000000000003,8944.2699,-0.006999999999999999,231.28106,15.86,2.71,-0.4730999999999999,0.8317999999999999,1.0597,0.0059,6.39,2.8511800000000003,0.1454,8.8426,10.4546,14.7869,0.0,45.5516
82,3188.9,12.2981,-5439.25,8.9979,-0.8045000000000002,-0.019400000000000008,8910.68,-0.009299999999999998,230.8775,15.719999999999999,2.415,-3.779,0.5708,0.508,0.005400000000000001,7.990000000000001,2.1134,0.029879999999999997,9.9205,9.96,25.1543,488.0309,61.29030000000001
83,3025.81,12.4896,-5513.5,9.754,2.9900000000000015,-0.025,8700.71,-0.0005742208392358972,232.44416,15.86,2.841,0.04729999999999975,0.7747,0.4774,0.018,9.9,3.58,0.0168,9.3046,9.4448,28.116,253.30660000000003,20.6769
84,3049.19,12.437100000000001,-6472.5,8.6667,27.3427,-0.014900000000000004,8783.97,-0.007100000000000001,231.86644,15.7,2.763,0.3310999999999997,0.7636,0.2094,0.0204,10.31,3.80932,0.0427,4.3737,6.2821,27.9613,544.7811,85.7645
85,3033.11,12.3351,-5339.5,8.1161,0.6999999999999986,-0.0306,8943.6502,-0.0106,229.9405,15.74,2.411,-3.5429999999999997,0.6304,0.2996,0.0102,5.88,3.9814000000000003,0.0298,8.4733,7.9876,31.0537,480.3265,48.9412
86,2917.09,12.6278,-5633.25,8.6013,10.995499999999998,-0.038,8783.23,-0.007699999999999999,231.95568,15.77,2.486,-0.04729999999999975,0.6586,0.7665,0.0145,13.97,3.4901600000000004,0.0334,9.2144,10.4214,27.2655,152.8947,64.6204
87,3072.41,12.5065,-5763.75,9.7324,1.7373000000000012,-0.038,8518.33,-0.008199999999999999,231.5535,15.719999999999999,2.465,-0.14189999999999994,0.6556,0.8448000000000001,0.0076,6.4,3.31578,0.1247,8.9392,8.3559,57.4597,191.8421,53.4954
88,3041.23,12.5906,-5362.75,9.0121,-19.9927,-0.0188,8885.47,-0.0095,233.62795999999997,15.97,3.351,0.0,0.7987000000000001,0.4592,0.0121,10.01,2.62028,0.0149,7.3131,11.3172,36.4153,531.0345,58.947399999999995
89,3225.54,12.4018,-5663.5,8.8356,0.9573000000000008,0.023,8548.33,-0.009299999999999998,230.7703,15.95,2.58,0.5203999999999996,0.6778,0.2529,0.0135,8.32,2.171,0.02168,9.3746,10.4799,33.7616,313.4783,63.4409
90,3052.31,12.402000000000001,-6408.75,8.9607,-3.3554999999999984,-0.022480000000000003,8624.8599,-0.0116,235.2582,15.92,2.783,-0.14189999999999994,0.8711999999999999,0.2046,0.0154,9.54,3.6878,0.04852,8.8413,8.6267,18.5401,377.01565999999997,29.4372
91,2978.96,12.5661,-5434.25,8.8078,-0.6327000000000002,-0.010099999999999998,8908.3701,-0.0119,230.81243999999998,15.79,3.087,-2.08,0.8405,0.4231,0.0067,8.16,4.012720000000001,0.02136,9.3188,9.2373,33.5782,938.9578,26.1328
92,3075.05,12.4018,-5138.5,8.7782,5.069099999999999,-0.0249,8905.4999,-0.0111,230.0099,16.03,2.5889999999999995,0.2837999999999999,0.7772,0.5416,0.0137,4.13,2.5122,0.035859999999999996,9.3547,12.4613,28.2506,294.4835,43.9462
93,2949.82,12.5553,-5343.0,8.7994,11.290900000000004,-0.020300000000000002,8617.3398,-0.0111,231.48364,15.9,2.4670000000000005,-0.7096,0.6802,0.4713,0.0161,15.56,2.7367800000000004,0.0312,9.1337,9.0149,14.2373,526.7571,39.5062
94,3007.47,12.5429,-5621.0,8.5571,-2.6109000000000004,-0.0241,8487.1199,-0.0123,231.6966,15.85,2.822,-1.56,0.8220000000000001,0.3648,0.0055000000000000005,3.84,3.944,0.0,7.9677,8.2633,38.1751,260.4361,31.7073
95,3158.88,12.5031,-5135.0,8.9635,-0.3736000000000004,-0.0116,9064.2501,-0.0107,231.13006,15.930000000000003,2.4609999999999994,-1.655,0.7591,0.4508,0.0073,8.67,3.1807800000000004,0.0147,10.7483,10.0215,9.9594,0.0,62.9108
96,2985.38,12.4618,-5750.0,8.6427,-1.1391,-0.0242,8938.6898,-0.0078000000000000005,232.98868,15.92,2.748,-0.14189999999999994,0.8079999999999999,0.9121000000000001,0.0076,4.949999999999998,3.20454,0.042499999999999996,7.3476,8.6943,32.6244,389.234,69.12
97,3183.63,12.5453,-5491.75,13.231945625292859,-4.99,-0.01679999999999999,9155.38,-0.011,235.9079,15.7,2.4990000000000006,-0.8515,0.6102,0.8347000000000001,0.0066,6.33,3.3734,0.02854,8.5238,9.3789,17.566,416.93451999999996,31.7101
98,3025.04,12.386900000000002,-5160.75,8.6472,-0.9091,-0.022899999999999997,8742.7398,-0.0135,236.152,15.559999999999999,2.6479999999999997,-1.088,0.592,0.3909,0.014100000000000001,6.32,4.9607,0.028899999999999995,9.3483,12.364699999999997,24.7655,410.0327,47.2761
99,3055.66,12.4769,-5763.0,8.2638,1.8163999999999993,-0.011499999999999995,8188.0299,-0.0089,231.20177999999999,15.7,3.5408705127797493,0.0,0.7308,0.4921,0.0092,8.59,3.8886800000000004,0.0338,6.3553,7.5606,25.6097,886.2745,46.0028
100,3037.81,12.4104,-6391.5,9.5713,0.12269999999999892,-0.017199999999999997,9826.84,-0.009299999999999998,231.74429999999998,15.79,2.512,0.23650000000000015,0.6755,1.2115,0.017,8.98,4.33904,0.0394,8.9882,9.0885,48.6567,466.9578,51.4745
