,feature_26,feature_34,feature_54,feature_57,feature_60,feature_64,feature_78,feature_100,feature_112,feature_118,feature_123,feature_132,feature_133,feature_165,feature_205,feature_239,feature_276,feature_283,feature_337,feature_391,feature_416,feature_435,feature_478,feature_563,feature_569,feature_573,feature_580,feature_581
10,1.323,9.534,4.621,0.9327,2.9282000000000012,9.5985,-0.0252,-0.017700000000000007,229.0942,55.90109999999999,4.269000000000001,0.9982,2.212,0.104,0.0619,0.0045,0.0241,0.0045,8.5805,0.7367,11.9341,18.972,4.7353,272.796,1.9172,7.740000000000001,0.009713776830809137,0.001954354194264013
11,1.2555,8.5288,4.588,0.9261,5.499100000000001,11.9794,0.031200000000000002,-0.037200000000000004,231.57968595160673,56.4388,5.260999999999999,0.9984,2.2773,0.148,0.2121,0.0031,0.1216,0.007200000000000001,11.094,0.7999,4.7027,19.7531,5.268599999999999,265.306,2.2879,7.09,0.02456384511822545,0.008887542046944204
12,1.0825,8.1605,4.63,0.9191,-2.5026999999999995,22.3227,-0.0452,-0.1256,233.8565,56.3776,4.04,0.9975,2.2959,0.051,0.0834,0.009216503103209353,0.0415,0.0083,10.1164,0.5944,3.9438,5.9122,6.8676,270.44,1.0575,6.36,0.012100000000000001,0.004
13,1.2868,8.8043,4.6,0.9314,0.3400000000000006,14.061999999999998,-0.0294,0.0716,231.7388329114608,59.0911,3.523,0.9983,2.3322999999999996,0.073,0.3262,0.0070999999999999995,0.11560000000000001,0.0032,11.129999999999999,0.9486,5.2083,8.9372,7.0359,251.616,3.3741999999999996,9.43,0.027699999999999995,0.0083
14,1.372,8.7556,4.601,0.9185,4.169100000000001,11.6023,0.015700000000000006,0.005599999999999992,234.1616,59.6793,4.029,0.9985,2.2673999999999994,0.095,0.1789,0.0048,0.134,0.0026,10.0258,1.0085,3.8391,10.0583,6.8146,256.842,1.6158,9.1299,0.013405422963582159,0.004078262427619966
15,1.2973,8.5571,4.612,0.9337,-3.740000000000001,12.9827,-0.007599999999999999,-0.04,231.79619168634787,56.7784,6.355,0.9961,2.2564,0.041,0.0735,0.0033999999999999994,0.0376,0.0054,10.0281,1.2897,5.0099,9.6358,2.7876,258.924,2.8849999999999993,106.68391307434258,0.012658834293894076,0.0055158023160043
16,1.2558,9.131,4.646,0.9272,3.9467943486408683,14.19161011115083,0.0563,0.0,231.8164,59.0958,3.52,0.9944,2.2784,0.075,0.2113554095582769,0.0046,0.1127,0.0033,9.19823334995501,1.2084,13.155602544247309,8.919,5.625585845161292,249.918,2.8729,13.44,0.014478086847542836,0.007791615622582029
17,1.2682999999999998,8.5687,4.623,0.9331,1.9482000000000004,16.3328,-0.016799999999999995,0.012099999999999998,232.07716835056235,57.4901,3.067,0.9983,2.3735000000000004,0.083,0.153,0.006599999999999999,0.0412,0.0088,10.2062,0.8379,8.9776,14.192800000000002,9.1675,261.168,0.6508999999999999,8.73,0.034643000135811376,0.00881698106700822
18,1.287,8.7187,4.575,0.9328999999999998,8.145499999999998,11.1593,-0.020499999999999994,-0.05770000000000001,229.8595,55.35626633201477,4.25,0.9949000000000001,2.1911,0.109,0.1799,0.005899999999999998,0.0468,0.002,12.8157,1.7492,4.7246999999999995,5.9052,3.4324,264.272,1.8844,7.91,0.0159,0.004400000000000001
19,0.7519425322247579,8.441,4.618,0.9349999999999999,4.955500000000001,16.6,0.0198,-0.031599999999999996,231.29907739708767,58.7458,4.44,0.9988,2.3499,0.24507310622226822,0.1722,0.0047,0.05729999999999999,0.0094,8.8046,1.0225,7.089,27.963788399291673,9.9444,269.366,3.0368,7.709999999999999,0.022568140847093843,0.007104858035174751
20,0.9852,9.5642,4.592,0.9348,9.188199999999997,13.3354,-0.0399,-0.04560000000000001,231.58124233606273,59.80030000000001,4.281000000000001,0.9947999999999999,2.2928,0.075,0.0896,0.0039,0.1157,0.008899999999999998,8.4756,0.6628,6.2793,13.803600000000001,5.926900000000001,262.68799604140713,2.427906148419747,10.32,0.013941463248830763,0.0038593335542258665
21,1.2563,8.6706,4.577,0.9295,2.2855,10.9018,-0.004399999999999996,-0.1471493172932566,233.3375839827267,59.5427,4.406000000000001,0.9974,2.3146,0.063,0.7753,0.0026,0.0661,0.006700000000000001,13.5441,0.9145999999999999,3.9610000000000003,2.7861,10.1458,264.272,1.8844,8.0,0.01778525981261328,0.0051665177952448385
22,1.269,8.7867,4.6,0.9314,0.619100000000001,12.7122,0.0014000000000000093,-0.0911,230.90564933783492,58.48369999999999,3.5619999999999994,0.9958,2.3386,0.11,0.266,0.005699999999999999,0.0635,0.0036000000000000003,11.5569,1.0884,5.514499999999999,9.2987,7.5571,251.03,3.167,9.43,0.03201072342216893,0.0054164500128500645
23,1.2794999999999999,8.8581,4.569,0.9304,-3.7508999999999997,14.7345,-0.0452,0.027899999999999987,231.61912352667233,59.3419,5.97,0.9985,2.272,0.135,0.17720000000000002,0.0033999999999999994,0.1438,0.0052,9.9534,1.1093,6.406600000000001,13.1301,3.369,264.272,1.8844,8.05,0.02015457637119919,0.004925264021386684
24,1.296,8.8624,4.584,0.9314,4.9118,12.68,-0.009200000000000005,-0.002799999999999996,233.3418,57.18690000000001,3.235,0.9961999999999999,2.2802,0.17,0.0966,0.0035,0.1099,0.0030000000000000005,9.5915,0.5007,5.5866999999999996,8.2562,4.8707,264.272,1.8844,7.19,0.012840588857298031,0.005544686808994851
25,1.3100000000000003,8.6397,4.668,0.9267,0.11999999999999988,11.5491,-0.0638,-0.037200000000000004,231.81403638644414,58.690799999999996,3.1500000000000004,0.9997,2.3121999999999994,0.011,0.1493,0.005899999999999998,0.0892,0.007499999999999998,9.1303,1.1569,5.8732,9.9237,5.816999999999999,263.02,1.4257,8.1,0.006,0.0023
26,0.965,9.5713,4.615,0.9278,1.8172999999999992,13.2882,-0.0484,0.106,232.06626113176233,59.4203,4.567000000000001,0.9959,2.2728,0.056,0.1377,0.0081,0.0784,0.008499999999999999,8.5625,0.8981,3.7542,13.2642,3.4949,265.908,4.050299999999999,10.51,0.01566538004263069,0.004017789788637857
27,1.3188,8.2345,4.583,0.9308,2.7927000000000013,9.7528,-0.039999999999999994,0.08279999999999998,230.9354,58.3601,4.207,0.9966,2.2474,0.078,0.179,0.0051,0.163,0.0036000000000000003,8.673999999999998,0.5391,8.9284,10.9953,3.9522,253.314,2.0488,8.28,0.0205709017650988,0.004715385689584351
28,0.9063,9.1502,4.59,0.9324,2.110899999999999,12.74,-0.0321,0.05770000000000001,232.45997491961083,58.823,2.575,0.9966,2.3216,0.04,0.3339999999999999,0.006699999999999999,0.0767,0.0084,8.099,1.1262,5.5695,8.6069,8.801600000000002,261.96533953304044,2.4330265564906437,6.48,0.01623981850416844,0.005838788674646476
29,1.2965,8.6544,4.596,0.9309999999999999,-4.410899999999999,9.4055,-0.0102,-0.033499999999999995,230.123,59.4322,3.467,0.9973,2.4241,0.153,0.16409999999999997,0.0035,0.1708,0.0027,8.0188,0.8772999999999999,7.006,16.4288,3.706,264.272,1.8844,10.78,0.018141335039324635,0.002844005234095899
30,1.3055,10.095633903464792,4.607,0.9339999999999999,8.9136,21.6236,-0.002600000000000002,-0.037200000000000004,231.55032023691336,59.0911,3.316,0.998,2.3684,0.114,0.1722,0.0037,0.1579,0.0064,7.9086,0.709,5.754899999999999,4.7491,7.1799,260.674,3.9013999999999993,5.95,0.0145,0.004400000000000001
31,0.9762,8.5891,4.637,0.9339999999999999,-2.0764000000000005,15.5746,0.0009999999999999955,-0.060499999999999984,231.79487941486187,59.064400000000006,4.585,0.9967,2.2937,0.096,0.1196,0.0047,0.2733,0.0021,10.3051,1.0441,6.481799999999999,14.545500000000002,6.11,262.0003999723666,2.413502925823261,8.31,0.011376731619600185,0.004205026498742625
32,1.312,8.287,4.601,0.9348,0.5518000000000011,12.0964,0.005599999999999998,0.0428,232.07472414250233,55.44,6.61155246755686,0.9942,2.2757,0.102,0.2581,0.005499999999999999,0.0373,0.0056,9.738699999999998,1.4151,7.381,4.7256,6.0246,264.272,1.8844,10.93,0.014523864176629084,0.005941456682568105
33,1.316,8.5851,4.588,0.9314,-0.9363999999999989,6.1366000000000005,-0.05330000000000001,-0.0893,230.0787,58.2257,3.03,1.001,2.2658,0.131,0.1327,0.004,0.263,0.0045,8.7863,1.1391,4.7233,14.3617,2.9235,277.55,4.637,6.72,0.0093,0.0031999999999999997
34,1.2997,8.572,4.549,0.9215,5.206399999999999,18.3982,-0.0181,0.0,231.1416,58.622299999999996,3.816,1.002,2.3817,0.154,0.0692,0.0038,0.0743,0.007499999999999998,9.4316,0.7591,10.3373,12.1562,4.0558,264.272,1.8844,10.92,0.018436530273419093,0.00294250143125143
35,0.9768,9.7836,4.659,0.9279999999999999,1.2835999999999992,10.1086,0.0024999999999999983,0.01769999999999999,231.9813796734231,59.14880000000001,4.410000000000001,0.9961,2.2771,0.064,0.8909,0.0033999999999999994,0.0368,0.006500000000000001,13.0936,1.0471,8.0855,11.6714,12.159886140272093,264.47,1.9889,7.79,0.018736101971856933,0.0024685184798884513
36,1.3185,8.9132,4.591,0.9302,1.0027000000000008,13.4251,-0.032,0.027899999999999987,230.6949,57.5441,3.082,0.9979000000000001,2.2864,0.11,0.0604,0.0054,0.1099,0.007299999999999999,9.8985,0.7251,5.7875,2.5787,7.144299999999999,264.272,1.8844,11.35,0.004625971441779696,0.0025051175512514137
37,1.2523,9.0447,4.621,0.9327,-2.656400000000001,11.2255,-0.041199999999999994,0.03439999999999999,229.6407,58.8339,4.033,0.9976,2.2434,0.126,0.07700000000000001,0.0037,0.1672,0.005,8.1657,1.1794,11.1619,19.2454,2.3646,272.572,3.3532,7.740000000000001,0.01816351877676743,0.005540903427402204
38,1.2405,8.9191,4.554,0.9319999999999999,-0.06360000000000116,12.2282,0.0006000000000000011,0.0,231.2142,57.6451,3.265,0.9994,2.2569,0.022,0.09330000000000001,0.005899999999999998,0.030499999999999996,0.0043,8.1525,1.3454,6.2955000000000005,4.3531,10.0705,256.014,2.16,6.33,0.008287044272606924,0.006583878107316615
39,1.2577,9.2405,4.607,0.9339999999999999,3.9054999999999986,18.7055,0.013500000000000007,0.0,231.3747023750643,57.70940000000001,3.428,0.9971,2.3712,0.123,0.1274,0.0042,0.1717,0.007,7.8787,1.7077000000000002,5.1058,5.645,6.1617,263.176,2.8612000000000006,9.05,0.03692952670424018,0.00513874257913851
40,1.3267000000000002,8.7512,4.6,0.9335999999999999,2.0318000000000005,6.282900000000001,-0.021399999999999995,-0.0381,229.5449,58.50990000000001,2.431,0.9964,2.3187,0.121,0.2124,0.0024,0.0724,0.0025,12.3178,0.9857,4.621499999999999,5.1253,4.3582,253.16999999999996,5.1388,8.15,0.0106,0.0029
41,1.3125,8.9336,4.585,0.9329999999999999,17.387299999999996,9.3895,0.0012000000000000023,-0.0205,231.36686442320035,58.6421,3.759,0.9991999999999999,2.2887,0.112,0.197,0.0054,0.2666,0.0063,8.585,1.5699999999999998,8.231,6.7048000000000005,5.7628,265.49,3.9247999999999994,9.37,0.03969999999999999,0.0116
42,1.3113,8.8909,4.582,0.9224,-0.15450000000000136,16.9064,-0.0401,-0.013999999999999997,230.3738,58.7766,2.923,0.9986,2.4151,0.182,0.0848,0.0035,0.0349,0.0029000000000000002,8.9376,1.0877,6.836,6.4061,4.319,250.206,3.5171,10.89,0.011460499505716662,0.0050805855712669845
43,1.328,8.7635,4.554,0.9319999999999999,-0.33089999999999997,14.2691,0.08150000000000002,-0.047400000000000005,231.2351,61.2828,5.952,0.9963000000000001,2.2616,0.12,0.1292,0.005,0.0158,0.0055,8.0577,1.229,6.4086,13.1777,3.2036000000000002,264.272,1.8844,6.32,0.006896044783546072,-0.0009266754440817245
44,1.2640000000000002,9.1855,4.61,0.9365999999999999,-5.718200000000001,20.0191,0.0387,0.06229999999999998,231.2927496555628,59.3036,3.165,0.9999,2.3672,0.091,0.1542,0.006599999999999999,0.1205,0.0064,8.9853,1.226,4.8293,7.9905,6.748,264.272,1.8844,7.109999999999999,0.01099886403382637,0.0008784222104474338
45,1.2692,9.0121,4.609,0.9288,3.6500000000000012,12.1743,-0.018500000000000003,0.033500000000000016,232.45372822701415,56.9856,3.673,0.9988,2.3375,0.069,0.48879999999999996,0.0046,0.11550000000000002,0.0025,10.256,1.4481,5.033599999999999,6.3029,6.053600000000001,250.292,3.7795999999999994,8.49,0.0109759391442844,0.002130608869802736
46,1.2848,9.094,4.551,0.9325999999999999,25.5127,12.1563,0.003199999999999993,-0.01580000000000001,231.6048456092244,57.897800000000004,3.865,0.9988,2.3756,0.084,0.1331,0.0033999999999999994,0.1837,0.0093,6.0479,0.6881,5.7921,7.6278999999999995,5.1949,261.542,1.5676,7.77,0.010200000000000002,0.0033
47,1.3100000000000003,8.536,4.55,0.9228,-5.6473,18.7736,-0.021399999999999995,-0.031599999999999996,230.68668154110054,58.148,4.184,0.9967,2.3099000000000003,0.037,0.1112,0.0032,0.0405,0.0031,8.5708,0.7481,3.9238000000000004,16.1069,6.4204,249.54800000000003,2.9092999999999996,9.66,0.01845300624066637,0.006264194341185366
48,1.2785,8.8097,4.582,0.9331,1.8609000000000013,7.1114,0.010299999999999995,0.019500000000000017,230.7053,59.30500000000001,3.029,0.9989,2.2825999999999995,0.108,0.0967,0.005699999999999999,0.0551,0.0022,8.8196,0.5244,8.4689,20.1799,2.582,264.272,1.8844,10.16,0.03147322394253447,0.006241274650196631
49,1.3125,8.58,4.547,0.9147999999999998,-4.492699999999998,20.2418,0.004200000000000008,-0.009300000000000001,231.7058,59.0025,3.467,0.9973,2.4241,0.105,0.0967,0.0033999999999999994,0.0277,0.0059,8.2088,0.462,6.0076,10.4381,4.5795,264.272,1.8844,6.950000000000001,0.009972836245929428,0.006489752484371906
50,1.2813,8.8287,4.658,0.9358999999999998,17.400000000000002,11.9518,-0.005299999999999997,-0.0018999999999999991,232.8980950719967,57.0914,4.484000000000001,0.9968,2.3275,0.068,0.18509999999999996,0.0072,0.0519,0.0091,8.854,0.7192,6.506,14.360999999999999,5.1848,262.938,1.411,9.62,0.021793452077760206,0.010260912764361696
51,1.2956999999999999,8.7219,4.624,0.9328999999999998,1.6072999999999995,15.571800000000001,-0.008300000000000004,0.018600000000000002,231.99163280074436,59.3308,3.102,0.9990999999999999,2.3257,0.132,0.1713,0.0048,0.11550000000000002,0.0051,7.8666,0.6317,5.033599999999999,2.4696,4.6249,262.0523374190004,2.4876666956011166,106.68391307434258,0.014597485505615876,0.006746915974835954
52,0.9895,8.4092,4.563,0.9364,0.8873000000000001,11.9155,0.01439999999999999,0.0307,232.420099411414,58.3741,4.317,0.9942,2.3132,0.096,0.055,0.003,0.1024,0.007499999999999998,10.7031,1.0947,5.0748999999999995,13.239,3.9097,261.13722325379575,2.4139309397448994,8.92,0.011126510779103906,0.007568245280615185
53,1.2785,9.6515,4.638,0.9223000000000001,-2.7135999999999996,18.4754,-0.030000000000000002,-0.037200000000000004,231.6601,58.35730000000001,4.156000000000001,0.9984,2.2752,0.162,0.0954,0.0021,0.0576,0.0026,8.5178,0.7908,4.1176,10.1682,6.015,257.404,2.1173,106.68391307434258,0.021019009795654242,0.005784353612421675
54,0.7519425322247579,9.1784,4.575,0.9299999999999999,5.3382,28.552408208472155,0.00039999999999999433,-0.04649999999999999,231.48753048043878,58.9744,3.937,0.997,2.3497,0.24507310622226822,0.34569999999999995,0.0024,0.0405,0.0022,9.735299999999999,0.9994,4.495,27.963788399291673,6.0748,264.136,3.6268999999999996,12.21,0.0218,0.0064
55,0.9888,8.5987,4.623,0.9251,1.6372999999999995,16.1673,-0.004900000000000003,0.023300000000000015,232.62990797343429,58.73230000000001,3.494,0.999,2.3259,0.079,0.43,0.0032,0.2034,0.0032,10.2277,0.5968,4.7815,10.6195,6.026,250.0,3.636,5.32,0.012134270543408793,0.006209170728113479
56,1.2837,9.754,4.617,0.9289999999999999,2.9691000000000023,12.1627,-0.012000000000000004,0.01579999999999999,231.72579781139643,58.5766,4.920000000000001,0.9971,2.3063,0.109,0.24819999999999998,0.005999999999999999,0.0965,0.0025,9.4876,0.5986,4.8647,7.400200000000001,3.4708,250.698,2.9438000000000004,10.66,0.015227438041103637,0.0059475366887000594
57,1.3082,8.5855,4.588,0.9348,-1.0991000000000006,14.6454,-0.013199999999999996,0.028800000000000003,231.7552396298995,58.3136,4.171000000000001,1.0,2.4213999999999998,0.074,0.10379999999999999,0.003,0.0877,0.0017,8.0304,0.5662,5.9612,5.5035,6.1979,248.774,3.1433999999999993,10.06,0.0276,0.0081
58,1.3168,8.7994,4.623,0.9251,2.9517999999999986,9.9015,0.006199999999999999,-0.005599999999999992,231.2967401659294,59.0601,2.8539999999999996,0.9995000000000002,2.3573,0.135,0.4146,0.005,0.23389999999999997,0.0061,10.3095,0.942,4.9288,8.5058,4.8857,262.86857145242976,2.458606189359827,8.2,0.015096268467260095,0.005027866444586075
59,1.0002,8.5177,4.633,0.9227,-10.37,28.048200000000005,0.026399999999999993,0.044599999999999994,231.95467687843976,57.9622,4.264,0.9958,2.295,0.04,0.1476,0.0052,0.1024,0.0022,9.4337,0.6839,5.0748999999999995,7.1982,4.4544,263.18595325674954,2.5194711939918557,106.68391307434258,0.040991653424051096,0.013511997198928089
60,1.3392,8.2395,4.601,0.9327,1.3444999999999994,14.9837,-0.0355,0.0,231.4772,57.3415,3.358,0.9961999999999999,2.2807999999999997,0.192,0.1339,0.0047,0.0417,0.0023,13.73546477021491,0.9543000000000001,8.0241,12.9923,3.9991,251.156,2.4686,9.43,0.013248724506888514,0.003183285303891434
61,1.293,8.1728,4.596,0.9352999999999999,1.1664000000000005,10.6773,0.0003718208161198601,-0.017700000000000007,231.2249,59.2046,3.802977914431064,0.9974432809351307,2.2954727022611854,0.074,0.0626,0.007799999999999999,0.0371,0.002751961958399845,7.9584,1.0546,7.634900000000001,8.43,3.4878,256.73,4.3197,6.490000000000001,0.0086,0.0025
62,1.3045,8.6544,4.534,0.9311,0.18729999999999983,6.4632,-0.012000000000000004,0.029799999999999986,230.0474,59.2204,2.418,0.994,2.3922999999999996,0.051,0.0924,0.0038,0.026100000000000005,0.0049,8.5,0.4406,5.737599999999999,8.8156,3.4793,268.152,4.225199999999999,5.44,0.006976158434771271,0.004090781463797405
63,1.333,8.6397,4.632,0.9231,0.48360000000000075,11.7073,0.025099999999999997,0.037200000000000004,231.91399851749176,59.48380000000001,3.1500000000000004,0.9997,2.3121999999999994,0.066,0.1299,0.0053,0.0892,0.0069,9.5519,0.9709000000000001,5.8732,8.177,3.9691,263.066,1.3191,6.0,0.015796113654553974,0.007900147343621614
64,1.2995000000000003,8.322,4.593,0.9312,4.0809,13.4254,-0.03259999999999999,-0.05580000000000001,232.0602,58.8463,2.962,1.0,2.4079,0.091,0.203,0.0036,0.0379,0.011600000000000001,13.73546477021491,1.1606,8.3509,6.3871,3.2357,264.272,1.8844,9.92,0.018531074148316923,0.0049974461944336315
65,0.7519425322247579,9.2007,4.558,0.9322999999999999,18.3936,13.1691,-0.002600000000000002,0.0,230.9921492344015,56.85450000000001,3.034,0.9949000000000001,2.2936,0.24507310622226822,0.3277,0.006499999999999999,0.0568,0.0066,7.4833,1.1806,9.6685,27.963788399291673,4.2732,262.06939690182645,2.4622469736689467,8.76,0.021299999999999996,0.0077
66,1.3197,8.3331,4.571,0.9242,1.280900000000001,12.6062,0.0627,0.04839999999999999,231.45262595259396,59.2341,4.754,0.996,2.349,0.149,0.145,0.0047,0.0993,0.0057,8.5052,1.3101,7.0804,10.8354,4.3922,266.8,1.7391,10.92,0.005799999999999999,0.0018000000000000002
67,1.2862,8.7994,4.623,0.9251,0.5681999999999989,10.611,-0.00020000000000000684,-0.0623,231.99446577508186,57.167300000000004,2.8539999999999996,0.9995000000000002,2.3573,0.076,0.3622,0.0045,0.2044,0.0061,10.5813,0.9852000000000001,5.981999999999999,14.927099999999998,7.684000000000001,261.8149055537373,2.461428234609622,6.04,0.0156,0.004400000000000001
68,0.9772,9.5713,4.584,0.9359999999999999,8.0955,4.4283,0.022299999999999997,0.14858184987845663,231.90765496256,59.0927,3.263,0.9979000000000001,2.3865,0.084,0.2653,0.0036,0.0882,0.0111,8.6057,1.2161,2.7792,13.2003,6.9474,262.45664975090443,2.4564648754775638,10.89,0.0106,0.0034000000000000002
69,1.2612,9.088,4.604,0.9347,-1.97,11.5518,-0.0342,-0.031599999999999996,234.1873,59.65050000000001,2.84,0.9974,2.2797,0.055,0.11939999999999999,0.0031,0.0979,0.0025,7.5909,0.8064999999999999,1.7676,15.6194,2.8027,256.778,4.688899999999999,9.02,0.0192,0.006500000000000001
70,1.2697000000000003,8.8249,4.594,0.9318,-8.2255,28.552408208472155,-0.0339,-0.005599999999999992,231.39655904470501,57.682100000000005,4.053438348892664,0.9972783292675866,2.3350912794510776,0.049,0.1422,0.0041,0.1717,0.0049,7.2231,0.6926,5.1058,15.2786,5.2293,261.436,2.2109,106.68391307434258,0.0083,0.0034000000000000002
71,1.273,8.6544,4.601,0.9348,-0.7499999999999993,13.5037,-0.001299999999999996,0.022299999999999997,230.7885,57.23490000000001,6.063,0.9953,2.2647,0.118,0.1658,0.0052,0.233,0.0055,8.8828,1.3375,4.0548,13.354300000000002,5.8268,261.234,1.9906,10.93,0.0156,0.0039000000000000003
72,1.2882,8.6472,4.622,0.9222,0.16269999999999893,14.619100000000001,-0.03790000000000001,0.0205,228.9898,59.258500000000005,3.029,0.9989,2.2825999999999995,0.16,0.1616,0.0033,0.098,0.0062,8.5926,1.0838,13.155602544247309,2.2511,3.2662,264.272,1.8844,7.49,0.0152,0.004300000000000001
73,0.9952,9.9964,4.588,0.9266000000000001,-1.9555000000000005,15.220000000000002,0.0176,0.06879999999999999,232.30044321834603,57.4722,4.230000000000001,0.9945,2.3161,0.098,0.1744,0.006799999999999998,0.1205,0.0083,9.264,1.1911,4.8293,13.765400000000001,7.154800000000001,264.272,1.8844,10.03,0.012063322175015496,0.0067392249293806725
74,1.3142,8.7538,4.612,0.9203000000000001,-1.3018000000000003,8.2146,-0.026699999999999995,0.1228,235.6203,59.6445,4.385,1.0,2.2915,0.091,0.1918,0.0049,0.028300000000000002,0.0064,8.8514,0.7512,5.155799999999999,8.4459,5.6614,264.272,1.8844,5.4,0.026600000000000002,0.0082
75,1.2848,9.0425,4.614,0.9312999999999999,-0.019099999999998764,14.2545,-0.011600000000000001,-0.1163,230.61797639379273,58.386799999999994,4.920000000000001,0.9971,2.3063,0.062,0.2357,0.0024,0.05979999999999999,0.002,8.844,1.3303,13.0808,16.5013,6.4234,250.556,1.6164,8.05,0.012458313985161736,0.00327361988253845
76,1.344,9.1526,4.556,0.9167999999999998,-2.032700000000001,11.9366,-0.034600000000000006,-0.0326,235.1533,56.675799999999995,3.959,0.9988,2.2563,0.096,0.1422,0.0041,0.0336,0.0066,9.2033,1.2623,9.1139,5.6548,4.8172,280.32,4.156,7.93,0.00851244715444828,0.006455319643219313
77,1.2775,8.8546,4.681,0.9314,3.0982000000000003,15.257200000000001,-0.053099999999999994,-0.003699999999999993,233.0361,58.2014,3.234,0.9956,2.3883,0.094,0.49139999999999995,0.0032,1.5361,0.0032,9.6698,1.1412,8.7451,13.9335,4.8741,264.272,1.8844,8.98,0.005799999999999999,0.0019
78,1.27,8.2963,4.601,0.9185,-2.9608999999999996,14.9418,-0.0562,0.07249999999999998,234.4585,59.3887,4.289000000000001,0.9947,2.2859,0.151,0.1887,0.0025,0.1598,0.0083,10.4322,0.7708,3.7316999999999996,10.1575,7.325200000000001,271.75,3.7755,106.68391307434258,0.03703423068639807,0.008376974910262576
79,1.3209999999999997,8.8519,4.658,0.9157,3.543599999999998,19.2872,0.00039999999999999433,0.037200000000000004,232.49805651648973,57.8907,3.008,0.9997,2.2726,0.185,0.2431,0.0063,0.0355,0.0022,8.4183,1.0798,4.3692,18.9251,4.3696,248.426,2.54,8.94,0.02119641501252997,0.004891336406233224
