,feature_1,feature_20,feature_22,feature_29,feature_34,feature_60,feature_79,feature_91,feature_92,feature_103,feature_104,feature_110,feature_116,feature_122,feature_127,feature_130,feature_131,feature_148,feature_181,feature_206,feature_248,feature_288,feature_300,feature_320,feature_337,feature_461,feature_564
18,2848.46,12.4716,-5233.75,66.0111,8.7187,8.145500000000002,-0.0012999999999999884,9280.83,0.06359999999999999,-0.026499999999999996,-0.0114,0.9801,798.0013,16.02,2.608,-0.7568999999999998,0.7403,0.0055,19.79,4.95,0.029279999999999997,0.0834,0.0531,8.8329,12.8157,25.4407,0.5671
19,3010.26,12.4049,-5938.65,72.8778,8.441,4.9555,0.0168,8531.5401,-0.08229999999999998,0.03700000000000001,-0.0097,0.9773999999999999,691.3175,15.59,2.511,-0.14189999999999994,0.6847,0.0286,17.67,14.740000000000002,0.0354,0.09029999999999999,0.04072,6.368999999999999,8.8046,14.845299999999998,0.967
20,3033.29,12.6278,-6363.0,63.0556,9.5642,9.188199999999997,-0.0708,8981.2399,0.015599999999999994,-0.008400000000000005,-0.0086,0.9800599999999999,809.4099,15.83,2.618,-0.3784000000000001,0.7463000000000001,0.0262,20.73,9.02,0.0202,0.15355999999999997,0.0307,10.0419,8.4756,26.160999999999998,0.6912999999999999
21,2941.23,12.58,-6257.5,70.2667,8.6706,2.2855,-0.031799999999999995,8586.1801,-0.1071,0.04728000000000002,-0.006199999999999999,0.9802,730.9317,15.65,2.552,1.0399999999999998,0.657,0.0203,22.74,14.91,0.02622,0.1179,0.0281,6.6024,9.94396,16.8406,0.5671
22,3043.22,12.4849,-5607.25,68.1222,8.7867,0.6191000000000005,-0.0708,8881.1499,0.09989999999999999,-0.04419999999999999,-0.008,0.97824,742.3405,15.740000000000002,2.452,-0.9461000000000002,0.6893,0.0102,22.47,11.18,0.0444,0.2329,0.0522,6.2683,11.5569,28.830399999999997,0.874
23,3021.61,12.412399999999998,-5720.25,69.4222,8.8581,-3.7509000000000006,0.008499999999999997,8562.79,0.10239999999999999,0.024399999999999988,-0.0086,0.9786999999999999,710.5846,15.729999999999999,2.658,-3.449,0.67324,0.0157,20.61,4.95,0.02152,0.2818,0.0648,9.5407,9.9534,21.7993,0.5671
24,3048.76,12.512000000000002,-5122.5,70.9889,8.8624,4.9118,0.04499999999999999,9060.0199,0.011799999999999988,0.028600000000000007,-0.0114,0.9762999999999998,782.5507,15.750000000000002,2.783,0.7096,0.8542999999999998,0.0088,14.82,7.039999999999999,0.0196,0.0752,0.0839,8.1451,9.5915,36.519,0.5671
25,3011.318,12.476099999999999,-5434.0,65.1667,8.6397,0.12000000000000001,-0.0275,9233.7999,-0.1293,0.0776,-0.0092,0.9807,804.2368,15.87,2.582,-0.4258000000000001,0.7784999999999999,0.0223,21.52,8.33,0.028799999999999996,0.1078,0.0052,7.1292,9.1303,31.398700000000005,0.5702
26,2943.9,12.475300000000002,-6349.75,67.9889,9.5713,1.8172999999999981,-0.0626,8639.07,0.025700000000000004,-0.0785,-0.016,0.9793200000000001,763.2943,15.92,2.803,0.23650000000000015,0.7286999999999999,0.0257,15.87,5.14,0.0205,0.1032,0.025999999999999995,9.9673,8.5625,47.7703,0.6997
27,2965.41,12.5041,-5419.75,73.1222,8.2345,2.792699999999999,0.06369999999999999,8742.249899999999,0.004999999999999999,0.0195,-0.0091,0.9813,815.9082,15.87,2.553,-0.8042000000000002,0.7003,0.0112,17.25,6.01,0.024720000000000002,0.1437,0.0327,8.8706,8.674,19.1756,0.7655
28,3030.27,12.4608,-6154.0,60.8,9.1502,2.1109,-0.0389,9238.3601,0.13969999999999996,0.022099999999999995,-0.004200000000000001,0.97836,806.2734,15.83,2.854,-0.4730999999999999,0.7589,0.0246,18.27,13.41,0.0404,0.12069999999999999,0.017399999999999995,5.168499999999999,8.099,23.6929,0.6737
29,3035.89,12.58,-5341.25,68.0444,8.6544,-4.4109,0.06230000000000001,8628.6799,-0.028000000000000004,0.0371,-0.0101,0.9804,730.2174,15.84,2.917,-2.553,0.8014,0.008,21.609999999999996,5.5,0.03458,0.15410000000000001,0.0642,6.7671,8.0188,32.6596,0.5671
30,2943.58,12.5698,-5474.250000000001,65.7778,8.79266,8.9136,-0.0577,8527.2501,0.1834,-0.0483,-0.0039,0.9797800000000001,737.8589,15.740000000000002,2.675,-0.3310999999999997,0.7681,0.0189,13.58,10.22,0.03154,0.1116,0.0503,6.1812,7.9086,53.5488,0.7090000000000001
31,3006.39,12.5218,-6305.25,67.4111,8.5891,-2.0764,-0.045899999999999996,8763.57,-0.010900000000000005,-0.05739999999999999,-0.0141,0.9812799999999999,755.3514,15.93,2.461,-1.655,0.7590999999999999,0.0059,19.72,9.35,0.0162,0.1247,0.0411,8.1083,10.3051,33.3826,0.66004
32,3007.75,12.5488,-5639.749999999999,72.6778,8.287,0.5518000000000005,0.05629999999999999,8875.2099,-0.0036000000000000064,0.01739999999999999,-0.0123,0.9764400000000001,782.4785,15.77,2.5086,0.04729999999999975,0.6423,0.0163,22.8,8.84,0.0225,0.1373,0.0433,8.6604,9.7387,56.318000000000005,0.5671
33,2936.51,12.4059,-5977.250000000001,71.8,8.5851,-0.9364000000000005,0.06749999999999999,8163.3701,-0.0288,0.033599999999999984,-0.0158,0.9814999999999999,682.5904,15.79,2.874,-2.222,0.7822,0.0137,23.38,4.38,0.024820000000000005,0.0877,0.059,7.3995,8.7863,22.4105,0.6348
34,3021.83,12.4349,-5466.75,73.6111,8.572,5.206400000000001,-0.0012999999999999884,8812.8499,0.0,0.0,-0.0102,0.9789,744.1374,15.9,2.911,0.0,0.8536000000000001,0.0232,19.809999999999995,5.7,0.018,0.158,0.0742,8.0433,9.4316,18.8183,0.5671
35,3033.29,12.4998,-6279.0,70.6889,9.7836,1.2835999999999992,-0.0953,8543.74,0.02509999999999998,-0.06039999999999999,-0.012,0.97994,702.0668,15.95,2.875,-0.5203999999999996,0.7232000000000001,0.0189,20.75,9.872,0.0293,0.1317,0.0276,11.4268,13.093599999999999,14.2191,0.8296
36,2992.984,12.56,-5477.0,72.2333,8.9132,1.0026999999999977,-9.999999999999685e-05,8974.0602,0.06359999999999999,-0.015499999999999995,-0.0139,0.9798,768.3565,15.76,2.789,0.0,0.8253,0.0189,15.19,10.4,0.023860000000000003,0.10340000000000002,0.0483,10.3712,9.8985,28.108100000000004,0.5671
37,2951.06,12.5967,-5371.5,69.9556,9.0447,-2.6564,0.009699999999999988,9268.49,-0.029399999999999996,-0.04349999999999999,-0.0083,0.9814999999999999,811.2656,15.740000000000002,2.521,-0.5203999999999996,0.7154,0.0153,20.210000000000004,3.4899999999999998,0.02088,0.1598,0.0566,7.9876,8.1657,18.1961,0.673
38,2994.06,12.506020000000001,-5176.249999999999,67.5222,8.9191,-0.0636000000000005,0.06490000000000001,9575.3898,0.0,0.0,-0.0106,0.9768,827.0727,15.83,2.856,-2.93,0.8145,0.0134,22.23,15.35,0.0338,0.3387,0.0095,7.5094,8.1525,46.5021,0.7189
39,2955.3,12.4247,-5641.250000000001,61.8333,9.2405,3.9055000000000004,-0.0607,8802.4499,0.0,0.0,-0.0068000000000000005,0.98146,759.1619,15.699999999999998,2.746,0.7568999999999998,0.7859999999999999,0.0211,14.19,8.66,0.0182,0.1051,0.053200000000000004,5.9099,7.878700000000001,29.5865,0.7162
40,2996.65,12.649,-5193.25,72.3,8.7512,2.0318000000000027,-0.010299999999999998,8548.21794,-0.1331,0.038900000000000004,-0.0101,0.9787000000000001,791.9736,15.740000000000002,2.951,0.6622999999999996,0.8781,0.0074,23.99,6.369999999999999,0.022240000000000003,0.0827,0.0574,9.0252,12.3178,20.8576,0.6471
41,2988.99,12.4231,-5369.000000000001,62.88889999999999,8.9336,3.6059999999999994,-0.0809,8608.34,-0.1689,0.038500000000000006,-0.0078,0.98192,735.4067,15.98,3.002,-0.04729999999999975,0.6287,0.0194,14.36,8.26,0.0332,0.20490000000000003,0.049,5.722000000000001,8.585,30.435600000000004,0.8536
42,3054.52,12.612200000000001,-5770.75,69.8,8.8909,-0.15450000000000016,0.0813,8997.84,-0.04349999999999998,0.006100000000000014,-0.0164,0.9796000000000001,787.916,15.82,2.865,0.04729999999999975,0.8343000000000002,0.0087,20.7,6.33,0.0219,0.1299,0.05174,4.795899999999999,8.9376,28.4535,0.7964
43,3036.126,12.550999999999998,-5658.25,67.8111,8.7635,-0.3308999999999997,0.060500000000000005,7936.6601,-0.03599999999999999,-0.029000000000000005,-0.0118,0.9768,714.6349,15.8,2.413,-1.797,0.5662,0.0163,19.889999999999997,4.78,0.027259999999999996,0.1248,0.0533,7.1902,8.0577,45.2399,0.5671
44,2977.43,12.4616,-5282.75,71.2333,9.1855,-5.7182,-0.029300000000000003,8552.3599,-0.0094,0.03770000000000002,-0.0135,0.9784800000000001,740.1718,15.87,2.746,-0.23650000000000015,0.8117,0.019,17.69,9.82,0.02674,0.1301,0.0374,10.0673,8.9853,33.5223,0.5671
45,3017.87,12.5018,-5935.999999999999,68.4111,9.0121,3.65,-0.0856,8672.8999,-0.030199999999999994,0.06850000000000002,-0.01,0.97902,745.5714,15.97,2.7824,0.0,0.7987,0.008,18.85,9.02,0.019,0.1319,0.0316,10.6621,10.256,30.783900000000003,0.8374000000000001
46,2981.296,12.5088,-5657.75,64.7111,9.094,-1.7181999999999997,-0.0294,8394.1499,0.092,-0.012399999999999993,-0.004400000000000001,0.982,719.0445,15.699999999999998,2.931,-0.14189999999999994,0.6925,0.0287,11.63,7.739999999999999,0.0641,0.1348,0.0381,4.615899999999999,6.0479,53.855,0.6303
47,3002.406,12.4661,-5226.5,68.3,8.536,-5.6473,-0.068,9839.3898,0.050599999999999985,-0.0706,-0.0119,0.98138,839.7342,15.79,2.512,0.23650000000000015,0.6755,0.0092,20.47,9.04,0.0455,0.2493,0.0172,5.726,8.5708,45.946,0.7894
48,3182.8699999999994,12.612200000000001,-5603.75,74.65560000000002,8.8097,1.8608999999999976,0.09169999999999999,8901.3802,0.1162,0.014399999999999994,-0.0092,0.9808,759.6441,15.78,3.063,1.4190000000000003,0.8209999999999998,0.0068,17.99,3.85,0.0219,0.2412,0.04560000000000001,9.7272,8.8196,14.495000000000001,0.5671
49,3037.2,12.498,-5508.5,67.2222,8.58,-4.492699999999999,-0.0028999999999999968,9044.85,0.007699999999999998,0.03770000000000002,-0.01,0.979,732.8971,15.84,2.917,-2.553,0.8014,0.018,23.96,6.78,0.0162,0.0901,0.0475,5.4373,8.2088,22.1105,0.5671
50,3024.15,12.6202,-6112.25,67.4,8.8287,4.7828800000000005,-0.02829999999999999,9309.2001,-0.1676,0.06870000000000001,-0.0046,0.97942,800.7351,15.750000000000002,2.653,-0.14189999999999994,0.7085,0.0277,17.04,7.230000000000001,0.0593,0.0898,0.0289,11.139000000000001,8.854,31.099,0.5948
51,3004.71,12.470599999999997,-5422.0,69.1333,8.7219,1.6072999999999977,-0.0308,9025.0999,-0.08840000000000002,0.08519999999999997,-0.011,0.97972,774.0379,16.0,2.747,-0.0946000000000002,0.7975,0.016,17.62,7.03,0.02704,0.0688,0.0548,6.4445,7.8666,25.3724,0.7353200000000001
52,2894.04,12.4616,-6280.75,70.0778,8.4092,0.8872999999999978,-0.0316,9223.0399,0.06889999999999998,-0.08599999999999998,-0.004999999999999999,0.97952,670.0627,15.82,2.521,0.8042000000000002,0.6518,0.0219,23.01,5.71,0.04202,0.17822,0.0401,9.7086,10.7031,47.8395,0.67486
53,2997.45,12.6012,-5425.5,74.0889,9.6515,-2.713600000000001,0.018200000000000015,8835.2399,0.018700000000000015,0.023100000000000006,-0.0129,0.9839,743.0757,15.87,2.673,-1.277,0.7222999999999999,0.0073,22.09,9.09,0.027700000000000002,0.1649,0.0677,4.325499999999999,8.5178,21.568999999999996,0.7062
54,2950.0,12.4743,-5556.3,63.4889,9.1784,5.338199999999999,-0.06549999999999999,8844.5601,-0.001100000000000007,0.0327,-0.004200000000000001,0.9775200000000001,779.8,15.719999999999999,2.666,-0.04729999999999975,0.7304,0.0062,18.03,9.26,0.0507,0.14772,0.04555999999999999,10.670600000000002,9.7353,25.280799999999996,0.7541
55,2997.15,12.4841,-6310.25,67.4889,8.5987,1.6373,-0.0995,9491.1301,0.10139999999999998,-0.041100000000000005,-0.013,0.9795999999999999,811.2332,15.740000000000002,2.688,-0.04729999999999975,0.6887,0.0103,16.92,8.83,0.0154,0.22299999999999998,0.0342,11.3511,10.2277,35.497,0.76594
56,3058.6,12.4618,-5490.25,65.6556,9.754,2.9691,-0.0279,8726.7798,0.015199999999999997,0.021099999999999987,-0.0089,0.98046,744.2807,15.92,2.471,-0.0946000000000002,0.7435999999999999,0.0075,20.98,5.07,0.0203,0.0928,0.04880000000000001,10.2887,9.4876,16.6688,0.6402
57,2940.26,12.4743,-5273.0,68.0556,8.5855,-1.0991000000000006,-0.029099999999999994,8220.8401,0.014500000000000013,0.08139999999999999,-0.0085,0.97702,723.0805,15.62,2.915,0.14189999999999994,0.7697,0.005,17.44,8.97,0.05099999999999999,0.1468,0.0345,6.6419,8.0304,18.1084,0.8191
58,3053.49,12.5894,-5427.749999999999,65.7111,8.7994,2.951799999999998,-0.0937,8588.1999,-0.1999,0.0916,-0.0118,0.97988,732.0802,15.87,2.768,-0.9461000000000002,0.8244,0.0185,21.29,7.150000000000001,0.0176,0.2372,0.0571,11.079900000000002,10.3095,13.4574,0.7090200000000001
59,3035.75,12.470000000000002,-6439.000000000001,68.4333,8.5177,-10.37,-0.024600000000000004,9092.3101,0.0336,0.004499999999999992,-0.0117,0.97972,695.9574,15.82,2.56,-0.04729999999999975,0.6751,0.0057,18.21,6.910000000000001,0.04032,0.13272,0.017099999999999997,10.6012,9.4337,42.3395,0.7773
60,3017.39,12.472600000000002,-5250.75,72.9222,8.2395,1.3444999999999978,0.0012999999999999884,9055.269899999998,0.0,0.0,-0.0136,0.9788,796.4259,15.76,2.822,-1.2290000000000003,0.7906000000000001,0.0072,18.92,5.94,0.023419999999999996,0.132,0.0788,10.2987,10.30508,20.9694,0.7958
61,2978.81,12.4555,-5153.25,71.2667,8.1728,1.166399999999998,0.05718000000000001,8992.6702,-0.022299999999999997,0.0022000000000000006,-0.0142,0.9839,704.2686,15.788,2.5458,-1.3048,0.64388,0.013239999999999998,20.07,5.33,0.03124,0.18972,0.032,6.4475999999999996,7.9584,37.7546,0.8209
62,2994.22,12.5412,-5359.25,69.4222,8.6544,0.18730000000000002,0.0035000000000000074,8946.8699,-0.2011,0.05059999999999998,-0.0137,0.9808,770.2,15.8,3.156,-2.033,0.8826,0.0151,27.35,5.2,0.02844,0.1935,0.0246,7.1809,8.5,18.1433,0.5102
63,3040.34,12.5222,-5575.25,66.2,8.6397,0.4835999999999999,0.0021999999999999893,9242.01,-0.0142,0.037299999999999986,-0.0052,0.9799,790.0665,15.87,2.582,-0.4258000000000001,0.7784999999999999,0.0212,22.15,5.95,0.02266,0.1433,0.0307,6.9173,9.5519,20.4401,0.5564
64,3171.5399999999995,12.499,-6029.000000000001,75.8667,8.322,4.0809,0.012700000000000012,8373.9599,0.05710000000000002,-0.002799999999999996,-0.0114,0.9746,712.0192,15.79,2.868,-1.986,0.8529,0.0326,20.13,4.87,0.03014,0.0876,0.043199999999999995,8.9913,11.14404,30.1043,0.5671
65,2884.74,12.476099999999999,-5420.25,62.5,9.2007,1.4627399999999988,-0.06130000000000001,8621.49,0.0,0.0,-0.0108,0.98156,762.9077,15.96,2.671,-0.4730999999999999,0.8093000000000001,0.0203,19.27,6.2799999999999985,0.03544,0.2137,0.03136,6.9612,7.483300000000001,25.904999999999998,0.70408
66,3045.07,12.4349,-5371.25,72.5444,8.3331,1.2808999999999986,0.013600000000000013,8796.8197,-0.039900000000000005,-0.0016999999999999958,-0.0112,0.9784200000000001,754.992,15.65,2.5,-0.5677000000000001,0.6697,0.0176,19.27,6.47,0.0174,0.127,0.0616,8.7815,8.5052,26.564899999999998,0.725
67,3085.57,12.530200000000002,-5932.0,67.8222,8.7994,0.5682000000000005,-0.09,8785.2899,-0.05362000000000003,0.1089,-0.0122,0.97952,761.0258,15.87,2.768,-0.9461000000000002,0.8244,0.0181,21.52,11.19,0.0359,0.2578,0.0345,11.6452,10.5813,10.8607,0.7726400000000001
68,2954.36,12.4896,-6383.750000000001,67.4667,9.5713,8.0955,-0.05249999999999999,8701.1101,0.0515,-0.0459,-0.0106,0.98048,740.0678,15.740000000000002,2.6550000000000002,0.5203999999999996,0.698,0.0342,19.88,10.23,0.03792000000000001,0.22719999999999999,0.0367,9.1487,8.6057,46.4202,0.78272
69,2908.47,12.572200000000002,-5377.0,74.9222,9.088,-1.9700000000000009,0.01830000000000001,8362.97,0.0987,0.0195,-0.0111,0.9839,707.236,15.82,3.064,1.6550000000000002,0.8136999999999999,0.0072,17.59,4.15,0.018980000000000004,0.22889999999999996,0.022900000000000004,7.3351,7.5909,22.133399999999998,0.6878
70,3031.9,12.4743,-5393.250000000001,66.0889,8.8249,-8.2255,-0.027699999999999995,8929.2,0.1354,-0.033600000000000005,-0.0053,0.9810399999999999,768.9496,15.806,2.7508000000000004,0.08513999999999956,0.7682200000000001,0.0145,13.17,7.579999999999999,0.02554,0.23869999999999997,0.0264,5.171,7.2231,35.7201,0.904
71,3084.23,12.5488,-5692.5,67.7556,8.6544,-0.7499999999999998,0.06670000000000001,8854.61,0.030900000000000028,-0.035699999999999996,-0.0091,0.977,773.5931,15.750000000000002,2.393,-3.025,0.562,0.0169,18.23,8.49,0.0181,0.1262,0.05530000000000001,8.4755,8.8828,43.5382,0.6753
72,2914.04,12.464700000000002,-5326.5,68.2444,8.6472,0.16270000000000012,0.008599999999999993,8646.3799,0.08809999999999998,-0.0437,-0.0093,0.9801,673.5806,15.78,3.063,1.4190000000000003,0.8209999999999998,0.0195,23.69,4.89,0.0233,0.154,0.0678,4.467,8.5926,22.222099999999998,0.5671
73,2993.48,12.475899999999998,-6453.75,70.1889,9.04198,-1.9555000000000007,-0.03790000000000001,8842.5401,0.07279999999999999,-0.041,-0.0059,0.98276,704.7627,15.8,2.702,-0.23650000000000015,0.7527,0.025,17.59,10.52,0.03868,0.2218,0.042899999999999994,5.0497999999999985,9.264,20.3639,0.5671
74,2990.46,12.424500000000002,-5175.5,73.4,8.7538,-1.3018000000000003,-0.0271,8699.99596,-0.10340000000000002,0.04529999999999999,-0.0096,0.9816,753.7796,15.56,2.648,-1.088,0.592,0.0194,22.62,8.42,0.02352,0.0958,0.0421,4.7613,8.8514,8.6169,0.5671
75,3064.81,12.5094,-5336.0,65.9111,9.0425,-0.019100000000000464,-0.039299999999999995,8846.63,-0.1227,-0.014899999999999998,-0.0132,0.9798399999999999,758.1576,15.92,2.471,-0.0946000000000002,0.7435999999999999,0.0062,17.16,9.75,0.0411,0.1281,0.028400000000000005,6.8615,8.844,31.245299999999997,0.625
76,3019.44,12.4363,-5305.25,68.4556,9.1526,-2.032700000000001,0.05909999999999999,8790.21,-0.217,0.0684,-0.0124,0.9819,771.077,15.81,2.585,-1.2290000000000003,0.7189,0.0203,23.47,7.01,0.022580000000000003,0.0909,0.0392,4.8461,9.2033,42.9683,0.7044
77,3058.91,12.5106,-5548.250000000001,67.9778,8.8546,3.0981999999999994,0.0033000000000000134,8445.5301,0.08019999999999998,-0.0654,-0.0126,0.9737,732.2913,15.84,2.735,-2.647,0.8348999999999999,0.0094,18.53,7.050000000000001,0.0435,0.1552,0.043100000000000006,8.9793,9.6698,15.239799999999999,0.5671
78,2963.26,12.5184,-5426.000000000001,72.3222,8.2963,-2.9608999999999988,0.012199999999999997,8965.11,-0.1031,0.018000000000000002,-0.0141,0.9823,779.7144,15.63,2.532,-0.8042000000000002,0.6534,0.0254,22.84,10.81,0.02902,0.2147,0.0665,4.688699999999999,10.4322,41.0931,0.8643000000000001
79,3010.75,12.5145,-5329.25,68.3778,8.8519,3.5435999999999983,0.009300000000000001,8512.3,0.04330000000000001,-0.0681,-0.0143,0.98134,722.1561,15.76,2.873,-2.033,0.8121000000000002,0.0067,22.589999999999996,6.56,0.0,0.08169999999999998,0.0787,4.9575,8.4183,36.1226,0.8967
80,2939.6,12.530200000000002,-6447.25,66.2778,8.5779,1.5127,-0.017899999999999996,8666.5399,-0.0169,0.10670000000000003,-0.0096,0.98086,720.4036,15.96,2.72,0.04729999999999975,0.8162,0.017,20.93,12.38,0.02514,0.0611,0.0528,10.6519,10.7125,19.107,0.7530600000000001
81,2965.52,12.499,-5545.75,66.1778,8.8132,1.169999999999998,-0.0402,8944.2699,-0.103,0.058899999999999994,-0.007000000000000001,0.9811,762.103,15.86,2.71,-0.4730999999999999,0.8318,0.0081,21.11,6.39,0.02358,0.3078,0.041,8.8426,10.4546,14.786899999999997,0.772
82,3188.9,12.40898,-5439.25,69.1778,8.9979,-0.8044999999999997,0.0794,8910.68,-0.01950000000000001,0.03520000000000001,-0.0093,0.9773,680.5773,15.719999999999999,2.415,-3.779,0.5708,0.0096,16.92,7.99,0.0313,0.1507,0.052300000000000006,9.9205,9.96,25.1543,0.6207
83,3025.81,12.4896,-5513.5,65.9111,9.754,2.9899999999999993,-0.0522,8700.71,0.06750000000000002,-0.033299999999999996,-0.01026,0.98018,749.6111,15.86,2.841,0.04729999999999975,0.7747,0.0205,15.67,9.9,0.0168,0.1418,0.0382,9.3046,9.4448,28.116,0.6671
84,3049.19,12.4371,-6472.5,68.0444,8.6667,1.6898199999999988,-0.041800000000000004,8783.97,0.09520000000000003,-0.0018000000000000036,-0.0070999999999999995,0.97978,741.6048,15.699999999999998,2.763,0.3310999999999997,0.7635999999999998,0.0216,10.13,10.31,0.0427,0.0734,0.0319,4.3736999999999995,6.2821,27.961299999999998,0.7956
