,feature_1,feature_20,feature_22,feature_34,feature_60,feature_91,feature_92,feature_103,feature_104,feature_116,feature_118,feature_122,feature_130,feature_131,feature_154,feature_206,feature_248,feature_288,feature_317,feature_320,feature_337,feature_461,feature_588
10,3028.08,12.5967,-5345.25,9.534,2.928199999999999,8078.23,0.019299999999999987,-0.03740000000000001,-0.0086,681.0371,55.9011,15.95,0.5203999999999996,0.6778,0.013,6.990000000000001,0.020951552107045204,0.2194,5.4921,7.2602,8.5805,13.0192,0.01
11,3003.82,12.4998,-5192.5,8.5288,5.499100000000002,8564.1802,-0.030100000000000005,-0.016599999999999993,-0.0105,729.4385,56.4388,15.94,-0.5677000000000001,0.6786,0.014999999999999998,7.32,0.0217,0.1281,6.5321,11.3343,11.094,27.419400000000003,0.0226
12,2990.57,12.537300000000002,-6623.75,8.1605,-2.5027,8808.85,-0.1331,0.009900000000000003,-0.0094,801.3997,56.3776,15.699999999999998,0.0,0.7048,0.0153,9.69,0.033878321936304384,0.1273,8.5495,4.2805,10.1164,33.2053,0.0121
13,2986.5,12.4849,-5416.0,8.8043,0.3400000000000003,8303.47,-0.02720000000000001,-0.0323,-0.013,722.202,59.0911,15.96,-0.9461000000000002,0.7527,0.0073,10.32,0.015299999999999998,0.1075,5.2238,6.6974,11.13,30.5482,0.0277
14,3035.4392877060563,12.5914,-5187.25,8.7556,4.169099999999999,8508.81,0.04250000000000002,-0.0867,-0.0121,725.1428,59.6793,15.82,-0.4258000000000001,0.6888,0.0065,10.11,0.022203729907804517,0.0812,8.6883,4.6509,10.0258,24.0618,0.0121
15,2913.4,12.5488,-5153.750000000001,8.5571,-3.74,9303.0001,0.03299999999999998,-0.04000000000000001,-0.0098,762.0218,56.77839999999999,15.750000000000002,-3.4960000000000004,0.5638,0.0082,4.12,0.027282237991836412,0.1219,6.265300000000001,8.643,10.0281,55.391,0.012700000000000001
16,3018.8,12.452268494152419,-5334.749999999999,9.131,5.312197259551059,9207.0201,0.0,0.0,-0.0108,735.5572,59.0958,15.8,0.0,0.7865,0.005699999999999999,9.431676354078618,0.029239338033484122,0.0711,5.5089,8.7444,8.182476543648594,44.9213,0.013500000000000002
17,2942.41,12.6278,-5410.500000000001,8.5687,1.9482000000000006,8738.47,0.01599999999999999,0.005199999999999995,-0.0072,749.6408,57.4901,15.77,0.0,0.8217,0.0194,13.53,0.0167,0.2159,5.8213,9.9818,10.2062,20.7031,0.0355
18,2848.46,12.4716,-5233.75,8.7187,8.145499999999998,9280.83,0.06359999999999999,-0.026499999999999996,-0.0114,798.0013,59.27978591911752,16.02,-0.7568999999999998,0.7403,0.006299999999999999,4.95,0.029061644196204647,0.0834,5.7746,8.8329,12.8157,25.4407,0.0159
19,3010.26,12.4049,-6092.758088756063,8.441,4.9555,8531.5401,-0.08229999999999998,0.03700000000000001,-0.0097,691.3175,58.74580000000001,15.59,-0.14189999999999994,0.6847,0.0196,14.740000000000002,0.0354,0.0903,5.779799999999999,6.368999999999999,8.8046,14.845299999999998,0.0227
20,3033.29,12.6278,-6363.0,9.5642,9.1882,8981.2399,0.015599999999999994,-0.008400000000000005,-0.0086,809.4099,59.8003,15.83,-0.3784000000000001,0.7463000000000001,0.0153,9.02,0.0202,0.1536262761447699,6.9848,10.0419,8.4756,26.160999999999998,0.014200000000000003
21,2941.23,12.58,-6257.5,8.6706,2.2855000000000003,8586.1801,-0.1071,0.04797414825589207,-0.006199999999999999,730.9317,59.5427,15.65,1.0399999999999998,0.657,0.0146,14.91,0.020392279305383013,0.1179,6.678,6.6024,9.938587841500874,16.8406,0.0189
22,3043.22,12.4849,-5607.25,8.7867,0.6191000000000005,8881.1499,0.09989999999999999,-0.04419999999999999,-0.008,742.3405,58.4837,15.740000000000002,-0.9461000000000002,0.6893,0.007199999999999999,11.18,0.04440000000000001,0.2329,6.4131,6.2683,11.5569,28.830399999999997,0.0335
23,3021.61,12.412399999999998,-5720.25,8.8581,-3.750900000000001,8562.79,0.10239999999999999,0.024399999999999988,-0.0086,710.5846,59.3419,15.729999999999999,-3.449,0.6747861310892826,0.0123,4.95,0.023060403883579012,0.2818,6.1863,9.5407,9.9534,21.7993,0.02
24,3048.76,12.512000000000002,-5122.5,8.8624,4.9118,9060.0199,0.011799999999999988,0.028600000000000007,-0.0114,782.5507,57.18690000000001,15.750000000000002,0.7096,0.8542999999999998,0.0053,7.039999999999999,0.0196,0.07519999999999999,5.1057,8.1451,9.5915,36.519,0.0113
25,2985.619904771427,12.476099999999999,-5434.0,8.6397,0.1200000000000002,9233.7999,-0.1293,0.0776,-0.0092,804.2368,58.690799999999996,15.87,-0.4258000000000001,0.7784999999999999,0.0167,8.33,0.02984234504163245,0.1078,6.7289,7.1292,9.1303,31.398700000000005,0.006
26,2943.9,12.475300000000002,-6349.75,9.5713,1.8172999999999995,8639.07,0.025700000000000004,-0.0785,-0.016,763.2943,59.4203,15.92,0.23650000000000015,0.7286999999999999,0.0211,5.14,0.0205,0.1032,6.004199999999999,9.9673,8.5625,47.680243309005,0.0159
27,2965.41,12.50394729918883,-5419.75,8.2345,2.792700000000001,8742.249899999999,0.004999999999999999,0.0195,-0.0091,815.9082,58.3601,15.87,-0.8042000000000002,0.7003,0.0082,6.01,0.02647159471229425,0.14370000000000005,5.3451,8.8706,8.674,19.1756,0.021
28,3030.27,12.4608,-6154.0,9.1502,2.1108999999999987,9238.3601,0.13969999999999996,0.022099999999999995,-0.004200000000000001,806.2734,58.82299999999999,15.83,-0.4730999999999999,0.7589,0.0189,13.41,0.04605938118265517,0.1207,4.9162,5.168499999999999,8.099,23.6929,0.0151
29,3035.89,12.58,-5341.25,8.6544,-4.4109,8628.6799,-0.028000000000000004,0.0371,-0.0101,730.2174,59.4322,15.84,-2.553,0.8014,0.005999999999999999,5.5,0.034416603943578615,0.1541,6.3011,6.7671,8.0188,32.6596,0.0181
30,2943.58,12.5698,-5474.250000000001,8.979213721467403,8.9136,8527.2501,0.1834,-0.0483,-0.0039,737.8589,59.0911,15.740000000000002,-0.3310999999999997,0.7681,0.013099999999999999,10.22,0.031609457852028434,0.1116,4.0809,6.1812,7.9086,53.5488,0.0145
31,3006.39,12.5218,-6305.25,8.5891,-2.076399999999999,8763.57,-0.010900000000000005,-0.05739999999999999,-0.0141,755.3514,59.06439999999999,15.93,-1.655,0.7590999999999999,0.0047,9.35,0.0162,0.12469999999999999,6.314,8.1083,10.3051,33.3826,0.0102
32,3007.75,12.5488,-5639.749999999999,8.287,0.5518000000000002,8875.2099,-0.0036000000000000064,0.01739999999999999,-0.0123,782.4785,58.177966125985165,15.77,0.04729999999999975,0.6423,0.0091,8.84,0.0225,0.1373,6.4843,8.6604,9.7387,56.318000000000005,0.013900000000000001
33,2936.51,12.4059,-5977.250000000001,8.5851,-0.9363999999999998,8163.3701,-0.0288,0.033599999999999984,-0.0158,682.5904,58.2257,15.79,-2.222,0.7822,0.009,4.38,0.022528092683857092,0.0877,6.5571,7.3995,8.7863,22.4105,0.0093
34,3021.83,12.4349,-5466.75,8.572,5.2063999999999995,8812.8499,0.0,0.0,-0.0102,744.1374,58.6223,15.9,0.0,0.8536000000000001,0.0122,5.7,0.018,0.158,6.2473,8.0433,9.4316,18.8183,0.0184
35,3033.29,12.4998,-6279.0,9.7836,1.2835999999999999,8543.74,0.02509999999999998,-0.06039999999999999,-0.012,702.0668,59.1488,15.95,-0.5203999999999996,0.7232000000000001,0.01,9.975512382681464,0.0293,0.1317,7.2355,11.4268,13.093599999999999,14.2191,0.0189
36,2993.1242144907396,12.56,-5477.0,8.9132,1.0027000000000013,8974.0602,0.06359999999999999,-0.015499999999999995,-0.0139,768.3565,57.5441,15.76,0.0,0.8253,0.0053,10.4,0.023980283696215424,0.1034,4.6087,10.3712,9.8985,28.108100000000004,0.0059
37,2951.06,12.5967,-5371.5,9.0447,-2.6564,9268.49,-0.029399999999999996,-0.04349999999999999,-0.0083,811.2656,58.8339,15.740000000000002,-0.5203999999999996,0.7154,0.011399999999999999,3.4899999999999998,0.02088291048727425,0.1598,6.3991,7.9876,8.1657,18.1961,0.0183
38,2994.06,12.506008783036469,-5176.249999999999,8.9191,-0.06360000000000075,9575.3898,0.0,0.0,-0.0106,827.0727,57.6451,15.83,-2.93,0.8145,0.0083,15.35,0.03801764620921823,0.3387,6.3318,7.5094,8.1525,46.5021,0.0071
39,2955.3,12.4247,-5641.250000000001,9.2405,3.9054999999999986,8802.4499,0.0,0.0,-0.0068000000000000005,759.1619,57.7094,15.699999999999998,0.7568999999999998,0.7859999999999999,0.014,8.66,0.0182,0.1051,4.3009,5.9099,7.878700000000001,29.5865,0.014936575710404475
40,2996.65,12.649,-5193.25,8.7512,2.0318000000000014,8613.770706982325,-0.1331,0.038900000000000004,-0.0101,791.9736,58.5099,15.740000000000002,0.6622999999999996,0.8781,0.0053,6.369999999999999,0.022253627595018463,0.0827,7.8022,9.0252,12.3178,20.8576,0.0106
41,2988.99,12.4231,-5369.000000000001,8.9336,4.138839989873831,8608.34,-0.1689,0.038500000000000006,-0.0078,735.4067,58.6421,15.98,-0.04729999999999975,0.6287,0.0123,8.26,0.0332,0.20099031284639401,4.4239,5.722000000000001,8.585,30.435600000000004,0.018086579155045038
42,3054.52,12.612200000000001,-5770.75,8.8909,-0.1544999999999997,8997.84,-0.04349999999999998,0.006100000000000014,-0.0164,787.916,58.7766,15.82,0.04729999999999975,0.8343000000000002,0.0059,6.33,0.0219,0.1299,6.9441,4.795899999999999,8.9376,28.4535,0.0108
43,3044.8600423451244,12.550999999999998,-5658.25,8.7635,-0.3308999999999993,7936.6601,-0.03599999999999999,-0.029000000000000005,-0.0118,714.6349,61.2828,15.8,-1.797,0.5662,0.0127,4.78,0.02750766025880987,0.1248,5.7652,7.1902,8.0577,45.2399,0.0078
44,2977.43,12.4616,-5282.75,9.1855,-5.718200000000001,8552.3599,-0.0094,0.03770000000000002,-0.0135,740.1718,59.3036,15.87,-0.23650000000000015,0.8117,0.014800000000000002,9.82,0.026651342302362876,0.1301,4.4785,10.0673,8.9853,33.5223,0.0115
45,3017.87,12.5018,-5935.999999999999,9.0121,3.6499999999999986,8672.8999,-0.030199999999999994,0.06850000000000002,-0.01,745.5714,56.9856,15.97,0.0,0.7987,0.0065,9.02,0.019,0.1319,5.774100000000001,10.6621,10.256,30.783900000000003,0.0106
46,2981.771636090053,12.5088,-5657.75,9.094,1.3896683777391456,8394.1499,0.092,-0.012399999999999993,-0.004400000000000001,719.0445,57.8978,15.699999999999998,-0.14189999999999994,0.6925,0.0203,7.739999999999999,0.0641,0.1348,4.3933,4.615899999999999,6.0479,53.855,0.0102
47,3002.7774808587665,12.4661,-5226.5,8.536,-5.6473,9839.3898,0.050599999999999985,-0.0706,-0.0119,839.7342,58.148,15.79,0.23650000000000015,0.6755,0.0061,9.04,0.0455,0.2493,7.076700000000001,5.726,8.5708,45.946,0.0191
48,3182.8699999999994,12.612200000000001,-5603.75,8.8097,1.8608999999999998,8901.3802,0.1162,0.014399999999999994,-0.0092,759.6441,59.305,15.78,1.4190000000000003,0.8209999999999998,0.0058,3.85,0.0219,0.2412,4.9588,9.7272,8.8196,14.495000000000001,0.0326
49,3037.2,12.498,-5508.5,8.58,-4.492700000000001,9044.85,0.007699999999999998,0.03770000000000002,-0.01,732.8971,59.0025,15.84,-2.553,0.8014,0.015499999999999998,6.78,0.0162,0.0901,7.3851,5.4373,8.2088,22.1105,0.0096
50,3024.15,12.6202,-6112.25,8.8287,5.027284051451259,9309.2001,-0.1676,0.06870000000000001,-0.0046,800.7351,57.0914,15.750000000000002,-0.14189999999999994,0.7085,0.0161,7.230000000000001,0.0593,0.0898,4.9574,11.139000000000001,8.854,31.099,0.0191
51,3004.71,12.470599999999997,-5422.0,8.7219,1.607300000000001,9025.0999,-0.08840000000000002,0.08519999999999997,-0.011,774.0379,59.3308,16.0,-0.0946000000000002,0.7975,0.0167,7.03,0.025571493807744063,0.0688,6.179900000000001,6.4445,7.8666,25.3724,0.014900000000000002
52,2894.04,12.4616,-6280.75,8.4092,0.8872999999999999,9223.0399,0.06889999999999998,-0.08599999999999998,-0.004999999999999999,670.0627,58.3741,15.82,0.8042000000000002,0.6518,0.0058,5.71,0.04215541463914473,0.17763213239749023,6.770599999999999,9.7086,10.7031,47.8395,0.0106
53,2997.45,12.6012,-5425.5,9.6515,-2.7136000000000005,8835.2399,0.018700000000000015,0.023100000000000006,-0.0129,743.0757,58.3573,15.87,-1.277,0.7222999999999999,0.0065,9.09,0.027854037111191752,0.1649,7.607099999999999,4.325499999999999,8.5178,21.568999999999996,0.0203
54,2950.0,12.4743,-5776.1853901648965,9.1784,5.338199999999999,8844.5601,-0.001100000000000007,0.0327,-0.004200000000000001,779.8,58.97440000000001,15.719999999999999,-0.04729999999999975,0.7304,0.011899999999999999,9.26,0.0507,0.18469166427017897,5.4647,10.670600000000002,9.7353,25.280799999999996,0.0218
55,2997.15,12.4841,-6310.25,8.5987,1.6373,9491.1301,0.10139999999999998,-0.041100000000000005,-0.013,811.2332,58.732299999999995,15.740000000000002,-0.04729999999999975,0.6887,0.0055,8.83,0.0154,0.223,5.5742,11.3511,10.2277,35.497,0.012200000000000003
56,3058.6,12.4618,-5490.25,9.754,2.9691000000000005,8726.7798,0.015199999999999997,0.021099999999999987,-0.0089,744.2807,58.5766,15.92,-0.0946000000000002,0.7435999999999999,0.006299999999999999,5.07,0.020300000000000002,0.0928,5.5332,10.2887,9.4876,16.6688,0.0146
57,2940.26,12.4743,-5273.0,8.5855,-1.0990999999999997,8220.8401,0.014500000000000013,0.08139999999999999,-0.0085,723.0805,58.3136,15.62,0.14189999999999994,0.7697,0.0053,8.97,0.051,0.14680000000000004,5.4346,6.6419,8.0304,18.1084,0.0276
58,3053.49,12.5894,-5427.749999999999,8.7994,2.9517999999999995,8588.1999,-0.1999,0.0916,-0.0118,732.0802,59.0601,15.87,-0.9461000000000002,0.8244,0.011399999999999999,7.150000000000001,0.0176,0.2372,6.778,11.079900000000002,10.3095,13.4574,0.0156
59,3035.75,12.470000000000002,-6439.000000000001,8.5177,-10.37,9092.3101,0.0336,0.004499999999999992,-0.0117,695.9574,57.9622,15.82,-0.04729999999999975,0.6751,0.0218,6.910000000000001,0.04010771064868406,0.12689509758041867,5.9763,10.6012,9.4337,42.3395,0.0177590102286857
60,3017.39,12.473187627031447,-5250.75,8.2395,1.3445000000000016,9055.269899999998,0.0,0.0,-0.0136,796.4259,57.3415,15.76,-1.2290000000000003,0.7906000000000001,0.005999999999999999,5.94,0.023262334726275737,0.132,5.6354,10.2987,10.31634884057485,20.9694,0.013500000000000002
61,2978.81,12.4555,-5153.25,8.1728,1.1664,8992.6702,-0.022299999999999997,0.0022000000000000006,-0.0142,704.2686,59.20459999999999,15.786627805546788,-1.290004374106446,0.6415710292404639,0.00928495965636085,5.33,0.031157952913262538,0.1885127760485486,6.9172,6.4475999999999996,7.9584,37.7546,0.0086
62,2994.22,12.5412,-5359.25,8.6544,0.18730000000000055,8946.8699,-0.2011,0.05059999999999998,-0.0137,770.2,59.2204,15.8,-2.033,0.8826,0.0113,5.2,0.022231575587458304,0.1935,7.5845,7.1809,8.5,18.1433,0.0072
63,3040.34,12.5222,-5575.25,8.6397,0.48360000000000064,9242.01,-0.0142,0.037299999999999986,-0.0052,790.0665,59.4838,15.87,-0.4258000000000001,0.7784999999999999,0.014200000000000003,5.95,0.02371152515328737,0.1433,6.8608,6.9173,9.5519,20.4401,0.0151
64,3171.5399999999995,12.499,-6029.000000000001,8.322,4.080899999999998,8373.9599,0.05710000000000002,-0.002799999999999996,-0.0114,712.0192,58.8463,15.79,-1.986,0.8529,0.0214,4.87,0.03000029537541774,0.0876,6.073300000000001,8.9913,11.13664868471921,30.1043,0.0181
65,2884.74,12.476099999999999,-5422.897975752221,9.2007,1.4811451782834433,8621.49,0.0,0.0,-0.0108,762.9077,56.8545,15.96,-0.4730999999999999,0.8093000000000001,0.014899999999999998,6.2799999999999985,0.0357177396055559,0.21626851004567482,5.1588,6.9612,7.483300000000001,25.904999999999998,0.0213
66,3045.07,12.4349,-5371.25,8.3331,1.2809000000000008,8796.8197,-0.039900000000000005,-0.0016999999999999958,-0.0112,754.992,59.2341,15.65,-0.5677000000000001,0.6697,0.0189,6.47,0.0174,0.127,6.2122,8.7815,8.5052,26.564899999999998,0.0058
67,3085.57,12.530200000000002,-5932.0,8.7994,0.5682000000000006,8785.2899,-0.060390806267856735,0.1089,-0.0122,761.0258,57.1673,15.87,-0.9461000000000002,0.8244,0.0112,11.19,0.0359,0.2578,5.931,11.6452,10.5813,10.8607,0.0156
68,2954.36,12.4896,-6383.750000000001,9.5713,8.0955,8701.1101,0.0515,-0.0459,-0.0106,740.0678,59.0927,15.740000000000002,0.5203999999999996,0.698,0.0198,10.23,0.03788710598434167,0.2272,5.944799999999999,9.1487,8.6057,46.4202,0.0106
69,2908.47,12.572200000000002,-5377.0,9.088,-1.969999999999999,8362.97,0.0987,0.0195,-0.0111,707.236,59.6505,15.82,1.6550000000000002,0.8136999999999999,0.007199999999999999,4.15,0.02779416468880188,0.2289,5.684799999999999,7.3351,7.5909,22.133399999999998,0.0192
70,3031.9,12.4743,-5393.250000000001,8.8249,-8.2255,8929.2,0.1354,-0.033600000000000005,-0.0053,768.9496,57.6821,15.807296841552636,0.08619003194331361,0.7672686442634673,0.0133,7.579999999999999,0.03446739347218291,0.2387,4.7156,5.171,7.2231,35.7201,0.0083
71,3084.23,12.5488,-5692.5,8.6544,-0.75,8854.61,0.030900000000000028,-0.035699999999999996,-0.0091,773.5931,57.2349,15.750000000000002,-3.025,0.562,0.011999999999999999,8.49,0.0181,0.1262,5.4452,8.4755,8.8828,43.5382,0.0156
72,2914.04,12.464700000000002,-5326.5,8.6472,0.1626999999999999,8646.3799,0.08809999999999998,-0.0437,-0.0093,673.5806,59.25849999999999,15.78,1.4190000000000003,0.8209999999999998,0.014800000000000002,4.89,0.0233,0.15399999999999997,7.4082,4.467,8.5926,22.222099999999998,0.0152
73,2993.48,12.475899999999998,-6453.75,9.03653250900419,-1.9555,8842.5401,0.07279999999999999,-0.041,-0.0059,704.7627,57.4722,15.8,-0.23650000000000015,0.7527,0.0047,10.52,0.03850647303856524,0.2218,6.114,5.0497999999999985,9.264,20.3639,0.0112
74,2990.46,12.424500000000002,-5175.5,8.7538,-1.3018000000000003,8704.445004982215,-0.10340000000000002,0.04529999999999999,-0.0096,753.7796,59.644499999999994,15.56,-1.088,0.592,0.0139,8.42,0.030059804721588337,0.0958,7.819,4.7613,8.8514,8.6169,0.0266
75,3064.81,12.5094,-5336.0,9.0425,-0.01909999999999954,8846.63,-0.1227,-0.014899999999999998,-0.0132,758.1576,58.3868,15.92,-0.0946000000000002,0.7435999999999999,0.0056,9.75,0.04109999999999999,0.1281,5.5926,6.8615,8.844,31.245299999999997,0.012700000000000001
76,3019.44,12.4363,-5305.25,9.1526,-2.0327000000000006,8790.21,-0.217,0.0684,-0.0124,771.077,56.67580000000001,15.81,-1.2290000000000003,0.7189,0.0151,7.01,0.022588265139550825,0.09090000000000001,8.1124,4.8461,9.2033,42.9683,0.0078
77,3058.91,12.5106,-5548.250000000001,8.8546,3.0982000000000003,8445.5301,0.08019999999999998,-0.0654,-0.0126,732.2913,58.20140000000001,15.84,-2.647,0.8348999999999999,0.0054,7.050000000000001,0.04349999999999999,0.15519999999999998,6.0793,8.9793,9.6698,15.239799999999999,0.0058
78,2963.26,12.5184,-5426.000000000001,8.2963,-2.9609000000000005,8965.11,-0.1031,0.018000000000000002,-0.0141,779.7144,59.3887,15.63,-0.8042000000000002,0.6534,0.0171,10.81,0.029004797179066812,0.2147,7.597,4.688699999999999,10.4322,41.0931,0.017405961352213048
79,3010.75,12.5145,-5329.25,8.8519,3.543600000000002,8512.3,0.04330000000000001,-0.0681,-0.0143,722.1561,57.8907,15.76,-2.033,0.8121000000000002,0.0061,6.56,0.0,0.0817,6.6434,4.9575,8.4183,36.1226,0.0207
80,2939.6,12.530200000000002,-6447.25,8.5779,1.5127000000000008,8666.5399,-0.0169,0.10670000000000003,-0.0096,720.4036,59.4696,15.96,0.04729999999999975,0.8162,0.0176,12.38,0.025066932767891886,0.0611,6.4961,10.6519,10.7125,19.107,0.0277
81,2965.52,12.499,-5545.75,8.8132,1.17,8944.2699,-0.103,0.058899999999999994,-0.007000000000000001,762.103,58.5681,15.86,-0.4730999999999999,0.8318,0.0059,6.39,0.0244809789125265,0.3078,6.3433,8.8426,10.4546,14.786899999999997,0.0129
82,3188.9,12.408958817015671,-5439.25,8.9979,-0.8044999999999999,8910.68,-0.01950000000000001,0.03520000000000001,-0.0093,680.5773,59.68249999999999,15.719999999999999,-3.779,0.5708,0.0054,7.99,0.03183899652447465,0.1507,5.1675,9.9205,9.96,25.1543,0.0187
83,3025.81,12.4896,-5513.5,9.754,2.9900000000000015,8700.71,0.06750000000000002,-0.033299999999999996,-0.010256372677065428,749.6111,57.4551,15.86,0.04729999999999975,0.7747,0.018,9.9,0.0168,0.14180000000000006,5.0532,9.3046,9.4448,28.116,0.0113
84,3049.19,12.4371,-6472.5,8.6667,1.6364940912673112,8783.97,0.09520000000000003,-0.0018000000000000036,-0.0070999999999999995,741.6048,56.9211,15.699999999999998,0.3310999999999997,0.7635999999999998,0.0204,10.31,0.0427,0.0734,3.6650000000000005,4.3736999999999995,6.2821,27.961299999999998,0.0218
85,3033.11,12.3351,-5339.5,8.1161,0.6999999999999993,8943.6502,-0.02260000000000001,0.002699999999999988,-0.0106,748.6221,59.3614,15.740000000000002,-3.5429999999999997,0.6304,0.010199999999999997,5.88,0.02108045480127711,0.09209999999999999,5.0174,8.4733,7.9876000000000005,31.0537,0.0191
86,2917.09,12.6278,-5633.25,8.6013,10.995500000000002,8783.23,0.03590000000000003,-0.1327,-0.007700000000000001,761.2689,58.4879,15.77,-0.04729999999999975,0.6586,0.0145,13.970000000000002,0.0334,0.2199,5.4651,9.2144,10.4214,27.265499999999996,0.014100000000000001
87,3072.41,12.5065,-5763.749999999999,9.7324,1.7373000000000014,8518.33,0.17409999999999998,-0.04440000000000001,-0.0082,744.1361,57.094199999999994,15.719999999999999,-0.14189999999999994,0.6556,0.0076,6.4,0.020756102226809677,0.2442,4.9065,8.9392,8.3559,57.4597,0.0071
88,3041.23,12.5906,-5362.75,9.0121,1.3866060788403145,8885.47,-0.04039999999999999,0.1206,-0.0095,727.6517,59.03410000000001,15.97,0.0,0.7987,0.0121,10.01,0.0149,0.1347,5.4082,7.3131,11.3172,36.4153,0.0277
89,3067.9338225411884,12.4018,-5663.5,8.8356,0.9572999999999993,8548.33,0.007699999999999998,-0.0331,-0.0093,695.007,58.4191,15.95,0.5203999999999996,0.6778,0.0135,8.32,0.030755009431548148,0.0843,5.823899999999999,9.3746,10.4799,33.7616,0.013400000000000002
90,3052.31,12.402000000000001,-6408.75,8.9607,-3.3555,8624.8599,-0.07012007780102167,0.08550000000000002,-0.0116,755.7527,57.102,15.92,-0.14189999999999994,0.8712,0.015400000000000002,9.54,0.03303572868888252,0.0702,6.4134,8.8413,8.6267,18.5401,0.0138
91,2978.96,12.5661,-5434.25,8.8078,-0.6327000000000005,8908.3701,-0.019699999999999985,0.0013000000000000162,-0.0119,755.753,58.134800000000006,15.79,-2.08,0.8404999999999999,0.0067,8.16,0.02615629482854824,0.1347,5.1895,9.3188,9.2373,33.5782,0.0172
92,3075.05,12.4018,-5138.5,8.7782,5.0691,8905.4999,-0.011799999999999988,-0.029700000000000008,-0.0111,766.8431,58.485762709490196,16.03,0.2837999999999999,0.7772,0.013699999999999999,4.13,0.022329796035375934,0.1566,6.2114,9.3547,12.4613,28.2506,0.0112
93,2949.82,12.5553,-5343.0,8.7994,11.290900000000002,8617.3398,-0.015599999999999994,-0.06060000000000001,-0.0111,748.9609,55.76480000000001,15.9,-0.7096,0.6802,0.0161,15.56,0.031199999999999995,0.1371,5.594,9.1337,9.0149,14.2373,0.0216
94,3007.47,12.542900000000001,-5621.0,8.5571,-2.6109,8487.1199,-0.03870000000000001,0.03469999999999999,-0.0123,744.0963,58.0021,15.85,-1.56,0.8220000000000001,0.0055,3.84,0.0,0.1257,5.8323,7.967700000000001,8.2633,38.1751,0.0123
95,3158.88,12.5031,-5134.999999999999,8.9635,-0.3736000000000006,9064.2501,0.0607,0.008999999999999984,-0.0107,686.1109,58.0777,15.93,-1.655,0.7590999999999999,0.0073,8.67,0.014699999999999998,0.131,5.2192,10.748300000000002,10.0215,9.9594,0.012200000000000003
