,hyperparam,batch_size,epochs,activation,dropout_rate,neurons,train_cf_matrix,train_accuracy,train_f1,train_precision,train_recall,train_auc,train_log_loss,train_cohen_kappa_score,test_cf_matrix,test_accuracy,test_f1,test_precision,test_recall,test_auc,test_log_loss,test_cohen_kappa_score
0,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",100,10,linear,0.0,0.5,"[[386 372]
 [297 790]]",0.6373983739837399,0.7025344597598933,0.6798623063683304,0.7267709291628335,0.6180028788294378,12.523977701051098,0.2395933507349911,"[[144 149]
 [ 10  11]]",0.49363057324840764,0.12154696132596686,0.06875,0.5238095238095238,0.5076385503006663,17.4897598305984,0.003751446701520722
1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",100,10,linear,0.0,1.0,"[[669  89]
 [549 538]]",0.6542005420054201,0.6277712952158694,0.8580542264752791,0.49494020239190434,0.688762977185398,11.94352872852266,0.34577086223455344,"[[252  41]
 [ 11  10]]",0.8343949044585988,0.2777777777777778,0.19607843137254902,0.47619047619047616,0.6681293677880709,5.719901770796158,0.20218899638424703
2,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",100,10,linear,0.0,1.5,"[[387 371]
 [370 717]]",0.5983739837398374,0.6593103448275862,0.6590073529411765,0.6596136154553818,0.5850838525825721,13.871831956246838,0.17020168576254757,"[[135 158]
 [ 11  10]]",0.46178343949044587,0.10582010582010581,0.05952380952380952,0.47619047619047616,0.4684706647163985,18.589743780681133,-0.014840313635494429
3,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",100,10,linear,0.0,2.0,"[[400 358]
 [337 750]]",0.6233062330623306,0.6833712984054671,0.6768953068592057,0.6899724011039559,0.6088384432960413,13.010696937855249,0.21859336751203395,"[[145 148]
 [  6  15]]",0.5095541401273885,0.16304347826086954,0.09202453987730061,0.7142857142857143,0.6045831301803999,16.93977676826724,0.05053995680345569
4,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",100,10,linear,0.1,0.5,"[[417 341]
 [385 702]]",0.6065040650406504,0.6591549295774647,0.673058485139022,0.6458141674333027,0.5979730467773373,13.591015894541384,0.19423978324895574,"[[162 131]
 [ 12   9]]",0.5445859872611465,0.11180124223602483,0.06428571428571428,0.42857142857142855,0.4907362262311068,15.729776343106954,-0.005103639700944518
5,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",100,10,linear,0.1,1.0,"[[309 449]
 [220 867]]",0.6373983739837399,0.721598002496879,0.6588145896656535,0.797608095676173,0.6026299053578754,12.52401107178396,0.21509381889681167,"[[111 182]
 [  3  18]]",0.410828025477707,0.16289592760180996,0.09,0.8571428571428571,0.6179912237932716,20.34974254710437,0.04761124044988019
6,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",100,10,linear,0.1,1.5,"[[239 519]
 [130 957]]",0.6482384823848238,0.7467811158798283,0.6483739837398373,0.8804047838086476,0.5978541069439016,12.149637328652197,0.2121874241320708,"[[ 87 206]
 [  6  15]]",0.3248407643312102,0.12396694214876032,0.06787330316742081,0.7142857142857143,0.5056070209653827,23.31969844838116,0.002068779420142053
7,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",100,10,linear,0.1,2.0,"[[340 418]
 [179 908]]",0.6764227642276422,0.7525901367592208,0.6847662141779789,0.8353265869365225,0.641937699800715,11.176142948231707,0.29809955131746724,"[[119 174]
 [  6  15]]",0.4267515923566879,0.14285714285714282,0.07936507936507936,0.7142857142857143,0.560214529497806,19.79974165935279,0.025550843074376717
8,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",100,10,linear,0.3,0.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
9,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",100,10,linear,0.3,1.0,"[[  12  746]
 [  26 1061]]",0.5815718157181572,0.733241188666206,0.5871610403984505,0.9760809567617296,0.4959560456631867,14.452320800300255,-0.009445702800543021,"[[  2 291]
 [  0  21]]",0.0732484076433121,0.12612612612612611,0.0673076923076923,1.0,0.5034129692832765,32.009607050226734,0.0009184543724988226
10,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",100,10,linear,0.3,1.5,"[[125 633]
 [140 947]]",0.581029810298103,0.7101612298462692,0.5993670886075949,0.8712051517939282,0.5180564017544839,14.470992031674403,0.040055327641272176,"[[ 48 245]
 [  0  21]]",0.2197452229299363,0.14634146341463414,0.07894736842105263,1.0,0.5819112627986348,26.949669165998454,0.025536442631672207
11,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",100,10,linear,0.3,2.0,"[[517 241]
 [330 757]]",0.6905149051490515,0.7261390887290167,0.7585170340681363,0.6964121435142594,0.6892350955038316,10.689340934674624,0.37186265221297987,"[[191 102]
 [  9  12]]",0.6464968152866242,0.17777777777777778,0.10526315789473684,0.5714285714285714,0.6116528522671867,12.209827193544475,0.07308121908409126
12,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",100,10,linear,0.5,0.5,"[[234 524]
 [339 748]]",0.532249322493225,0.6341670199236965,0.5880503144654088,0.6881324747010119,0.49841979935578296,16.15576315331238,-0.0032816076853134923,"[[ 99 194]
 [  3  18]]",0.37261146496815284,0.15450643776824033,0.08490566037735849,0.8571428571428571,0.5975134080936129,21.669726342990003,0.03734943508979438
13,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",100,10,linear,0.5,1.0,"[[   1  757]
 [   0 1087]]",0.5897018970189702,0.74172637325145,0.5894793926247288,1.0,0.5006596306068601,14.171522507426582,0.0015541459739112362,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
14,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",100,10,linear,0.5,1.5,"[[306 452]
 [161 926]]",0.6677506775067751,0.7513184584178498,0.6719883889695211,0.8518859245630175,0.6277899279807172,11.475680947489808,0.27134438421985463,"[[117 176]
 [  5  16]]",0.42356687898089174,0.15023474178403756,0.08333333333333333,0.7619047619047619,0.5806110840240533,19.90974285549856,0.03373117073004872
15,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",100,10,linear,0.5,2.0,"[[410 348]
 [308 779]]",0.6444444444444445,0.7037037037037036,0.6912156166814551,0.7166513339466422,0.6287742157859859,12.280604647678652,0.25962176063110043,"[[156 137]
 [  9  12]]",0.535031847133758,0.1411764705882353,0.08053691275167785,0.5714285714285714,0.5519258898098488,16.059779931544256,0.027121089936759768
16,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 0.5}",100,10,softmax,0.0,0.5,"[[ 758    0]
 [1087    0]]",0.41084010840108404,0.0,0.0,0.0,0.5,20.34886175678477,0.0,"[[293   0]
 [ 21   0]]",0.9331210191082803,0.0,0.0,0.0,0.5,2.3099181665386137,0.0
17,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1}",100,10,softmax,0.0,1.0,"[[ 758    0]
 [1087    0]]",0.41084010840108404,0.0,0.0,0.0,0.5,20.34886175678477,0.0,"[[293   0]
 [ 21   0]]",0.9331210191082803,0.0,0.0,0.0,0.5,2.3099181665386137,0.0
18,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1.5}",100,10,softmax,0.0,1.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
19,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 2}",100,10,softmax,0.0,2.0,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
20,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 0.5}",100,10,softmax,0.1,0.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
21,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1}",100,10,softmax,0.1,1.0,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
22,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1.5}",100,10,softmax,0.1,1.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
23,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 2}",100,10,softmax,0.1,2.0,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
24,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 0.5}",100,10,softmax,0.3,0.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
25,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1}",100,10,softmax,0.3,1.0,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
26,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1.5}",100,10,softmax,0.3,1.5,"[[  67  691]
 [  17 1070]]",0.616260162601626,0.7514044943820225,0.6076093128904032,0.984360625574977,0.5363755634471191,13.254203907545273,0.08406292202902088,"[[ 18 275]
 [  1  20]]",0.12101910828025478,0.12658227848101264,0.06779661016949153,0.9523809523809523,0.5069071997399642,30.359624758881054,0.0019577584817005445
27,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 2}",100,10,softmax,0.3,2.0,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
28,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 0.5}",100,10,softmax,0.5,0.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
29,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1}",100,10,softmax,0.5,1.0,"[[609 149]
 [539 548]]",0.62710027100271,0.6143497757847534,0.7862266857962698,0.5041398344066237,0.6537849567811482,12.879564932095203,0.2853515534832187,"[[224  69]
 [ 12   9]]",0.7420382165605095,0.18181818181818182,0.11538461538461539,0.42857142857142855,0.5965382740126768,8.909860064364487,0.08543689320388348
30,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1.5}",100,10,softmax,0.5,1.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
31,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 2}",100,10,softmax,0.5,2.0,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
32,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 0.5}",100,10,relu,0.0,0.5,"[[   0  758]
 [   0 1087]]",0.589159891598916,0.7414733969986358,0.589159891598916,1.0,0.5,14.190243144820805,0.0,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
33,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1}",100,10,relu,0.0,1.0,"[[362 396]
 [335 752]]",0.6037940379403794,0.6729306487695749,0.6550522648083623,0.6918123275068997,0.5846924434368271,13.684640750819549,0.17147318842404857,"[[144 149]
 [ 12   9]]",0.4872611464968153,0.10055865921787709,0.056962025316455694,0.42857142857142855,0.46001950268161873,17.70975203693541,-0.019850716158967163
34,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1.5}",100,10,relu,0.0,1.5,"[[466 292]
 [419 668]]",0.6146341463414634,0.6526624328285296,0.6958333333333333,0.6145354185832567,0.6146555720884621,13.31019159849925,0.22364064095166225,"[[162 131]
 [  9  12]]",0.554140127388535,0.14634146341463414,0.08391608391608392,0.5714285714285714,0.5621647976596782,15.399788033601439,0.03363376566278298
35,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 2}",100,10,relu,0.0,2.0,"[[538 220]
 [403 684]]",0.662330623306233,0.6870919136112505,0.7566371681415929,0.6292548298068077,0.669508681394169,11.662782441985907,0.3270676933831119,"[[196  97]
 [ 10  11]]",0.6592356687898089,0.1705426356589147,0.10185185185185185,0.5238095238095238,0.596375751665854,11.769830048427298,0.06594384209063109
36,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 0.5}",100,10,relu,0.1,0.5,"[[ 142  616]
 [  80 1007]]",0.6227642276422765,0.7431734317343175,0.6204559457794209,0.9264029438822448,0.5568690181152649,13.029528955487717,0.1273679146042126,"[[ 46 247]
 [  2  19]]",0.2070063694267516,0.13240418118466898,0.07142857142857142,0.9047619047619048,0.5308792458963107,27.389658671649737,0.009626833531781176
37,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1}",100,10,relu,0.1,1.0,"[[285 473]
 [235 852]]",0.616260162601626,0.7064676616915423,0.6430188679245283,0.7838086476540939,0.5798990467821921,13.25410942936653,0.16776992717843509,"[[113 180]
 [  8  13]]",0.4012738853503185,0.12149532710280374,0.06735751295336788,0.6190476190476191,0.502356574028929,20.67972576363262,0.0009815535623624028
38,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1.5}",100,10,relu,0.1,1.5,"[[366 392]
 [329 758]]",0.6092140921409214,0.677693339293697,0.6591304347826087,0.6973321067157314,0.5900908554686837,13.497436977194168,0.1824768846429219,"[[132 161]
 [  9  12]]",0.4585987261146497,0.12371134020618556,0.06936416184971098,0.5714285714285714,0.5109702584105315,18.699747523315533,0.005032618825722368
39,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 2}",100,10,relu,0.1,2.0,"[[291 467]
 [214 873]]",0.6308943089430894,0.7194066749072929,0.6514925373134328,0.8031278748850046,0.5935164440388083,12.748661320831479,0.19698272143060302,"[[102 191]
 [  5  16]]",0.37579617834394907,0.14035087719298245,0.07729468599033816,0.7619047619047619,0.5550138143994798,21.559722600355606,0.02152691659512218
40,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 0.5}",100,10,relu,0.3,0.5,"[[ 32 726]
 [283 804]]",0.45311653116531164,0.6144440198700802,0.5254901960784314,0.7396504139834407,0.3909333864112454,18.88900048249279,-0.2392978041400795,"[[ 19 274]
 [  7  14]]",0.10509554140127389,0.09061488673139158,0.04861111111111111,0.6666666666666666,0.3657565415244596,30.90960272823495,-0.038902625691746184
41,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1}",100,10,relu,0.3,1.0,"[[436 322]
 [388 699]]",0.6151761517615176,0.6631878557874762,0.6846229187071499,0.6430542778288868,0.6091260835054725,13.291484396075397,0.21541369640502017,"[[168 125]
 [  9  12]]",0.5732484076433121,0.1518987341772152,0.08759124087591241,0.5714285714285714,0.5724037055095076,14.739796135658617,0.04063112773040267
42,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1.5}",100,10,relu,0.3,1.5,"[[332 426]
 [230 857]]",0.6444444444444445,0.7232067510548523,0.6679657053780202,0.7884084636614536,0.6132015933082994,12.280638451797653,0.2356234148115962,"[[112 181]
 [  8  13]]",0.3980891719745223,0.12093023255813953,0.06701030927835051,0.6190476190476191,0.5006500893872907,20.789724413289758,0.00026953269768525967
43,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 2}",100,10,relu,0.3,2.0,"[[  21  737]
 [  16 1071]]",0.591869918699187,0.7398963730569948,0.5923672566371682,0.985280588776449,0.5064925371322878,14.096633023671435,0.015168538927597619,"[[ 16 277]
 [  1  20]]",0.11464968152866242,0.1257861635220126,0.06734006734006734,0.9523809523809523,0.5034942304566877,30.57962205819533,0.0009842294399046159
44,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 0.5}",100,10,relu,0.5,0.5,"[[  2 756]
 [ 96 991]]",0.5382113821138211,0.6993648553281582,0.5672581568402977,0.9116835326586936,0.45716102754306714,15.9499414548082,-0.09868097336225978,"[[  0 293]
 [  0  21]]",0.06687898089171974,0.1253731343283582,0.06687898089171974,1.0,0.5,32.229604349541006,0.0
45,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1}",100,10,relu,0.5,1.0,"[[220 538]
 [178 909]]",0.6119241192411924,0.717442778216259,0.6281962681409814,0.8362465501379944,0.5632420085782319,13.403899231530351,0.13627887635571445,"[[ 87 206]
 [  3  18]]",0.3343949044585987,0.1469387755102041,0.08035714285714286,0.8571428571428571,0.5770355923939541,22.989710138875648,0.028079736974615743
46,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1.5}",100,10,relu,0.5,1.5,"[[586 172]
 [601 486]]",0.581029810298103,0.5570200573065903,0.7386018237082067,0.44710211591536336,0.6100945935777344,14.470792240663389,0.20281794690204147,"[[213  80]
 [ 10  11]]",0.7133757961783439,0.19642857142857142,0.12087912087912088,0.5238095238095238,0.6253859905737038,9.899853004255979,0.09844956294264018
47,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 2}",100,10,relu,0.5,2.0,"[[504 254]
 [373 714]]",0.6601626016260163,0.6948905109489052,0.737603305785124,0.6568537258509659,0.6608806887830028,11.73767799314703,0.3142943007380369,"[[184 109]
 [  7  14]]",0.6305732484076433,0.19444444444444445,0.11382113821138211,0.6666666666666666,0.6473265073947667,12.759825534807423,0.09053682896379522
48,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",100,20,linear,0.0,0.5,"[[372 386]
 [339 748]]",0.6070460704607046,0.6735704637550652,0.6596119929453262,0.6881324747010119,0.5894488231024848,13.572315192909647,0.1805922340267172,"[[146 147]
 [ 10  11]]",0.5,0.12290502793296088,0.06962025316455696,0.5238095238095238,0.5110515195839427,17.269762531284126,0.005487189832560024
49,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",100,20,linear,0.0,1.0,"[[420 338]
 [241 846]]",0.6861788617886179,0.7450462351387054,0.714527027027027,0.7782888684452622,0.6661892891038976,10.839144605194955,0.338942523386752,"[[156 137]
 [  6  15]]",0.5445859872611465,0.17341040462427745,0.09868421052631579,0.7142857142857143,0.6233544612384203,15.72979162203874,0.06333180357962376
50,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",100,20,linear,0.0,1.5,"[[558 200]
 [446 641]]",0.6498644986449864,0.6649377593360996,0.7621878715814506,0.5896964121435143,0.6629220846997256,12.093338466448964,0.3105899610487117,"[[215  78]
 [ 11  10]]",0.7165605095541401,0.18348623853211007,0.11363636363636363,0.47619047619047616,0.6049894360474566,9.78985180811021,0.08463806092368165
51,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",100,20,linear,0.0,2.0,"[[349 409]
 [339 748]]",0.5945799457994579,0.6666666666666667,0.6464995678478824,0.6881324747010119,0.5742773191447013,14.00288985297677,0.1506601791413671,"[[135 158]
 [  7  14]]",0.4745222929936306,0.14507772020725387,0.08139534883720931,0.6666666666666666,0.5637087599544937,18.14975936800711,0.029375398104087957
52,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",100,20,linear,0.1,0.5,"[[300 458]
 [178 909]]",0.6552845528455284,0.7408312958435207,0.6649597659107535,0.8362465501379944,0.6160124571270447,11.906248239992534,0.24576351804763163,"[[120 173]
 [  5  16]]",0.43312101910828027,0.15238095238095237,0.08465608465608465,0.7619047619047619,0.5857305379489679,19.57974690652715,0.03637805592910581
53,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",100,20,linear,0.1,1.0,"[[592 166]
 [434 653]]",0.6747967479674797,0.6852046169989506,0.7973137973137974,0.6007359705611776,0.6908693045418024,11.232194346948415,0.36235069674850695,"[[221  72]
 [  9  12]]",0.7420382165605095,0.2285714285714286,0.14285714285714285,0.5714285714285714,0.6628473915163335,8.90986770383038,0.13613205624617886
54,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",100,20,linear,0.1,1.5,"[[320 438]
 [190 897]]",0.659620596205962,0.740710156895128,0.6719101123595506,0.8252069917203312,0.6236852900554163,11.756477940205059,0.2602566558130627,"[[123 170]
 [  4  17]]",0.445859872611465,0.16346153846153846,0.09090909090909091,0.8095238095238095,0.6146595156834065,19.139754854387235,0.04911413554248312
55,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",100,20,linear,0.1,2.0,"[[517 241]
 [332 755]]",0.6894308943089431,0.7249159865578493,0.7580321285140562,0.6945722171113156,0.6883151323023596,10.726781342690787,0.36990972273131206,"[[191 102]
 [  9  12]]",0.6464968152866242,0.17777777777777778,0.10526315789473684,0.5714285714285714,0.6116528522671867,12.209827193544477,0.07308121908409126
56,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",100,20,linear,0.3,0.5,"[[ 179  579]
 [  55 1032]]",0.6563685636856369,0.7650111193476649,0.6405959031657356,0.9494020239190433,0.59277489058749,11.868860271699434,0.207229297809008,"[[ 58 235]
 [  3  18]]",0.24203821656050956,0.13138686131386862,0.07114624505928854,0.8571428571428571,0.5275475377864456,26.179670978932602,0.008990850019891194
57,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",100,20,linear,0.3,1.0,"[[371 387]
 [237 850]]",0.6617886178861788,0.7314974182444062,0.6871463217461601,0.7819687212511499,0.6357073157706936,11.681575021479539,0.2797937120200783,"[[136 157]
 [  4  17]]",0.4872611464968153,0.17435897435897435,0.09770114942528736,0.8095238095238095,0.6368438160247034,17.709772408844458,0.062460591224360984
58,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",100,20,linear,0.3,1.5,"[[526 232]
 [301 786]]",0.7111111111111111,0.746793349168646,0.7721021611001965,0.7230910763569457,0.7085112373869162,9.97796928189225,0.411355728175564,"[[185 108]
 [  7  14]]",0.6337579617834395,0.1958041958041958,0.11475409836065574,0.6666666666666666,0.6490329920364051,12.649826885150285,0.09221177535321035
59,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",100,20,linear,0.3,2.0,"[[607 151]
 [425 662]]",0.6878048780487804,0.6968421052631579,0.8142681426814268,0.609015639374425,0.7049035980513286,10.782902949962338,0.38855191888784935,"[[223  70]
 [ 10  11]]",0.7452229299363057,0.2156862745098039,0.13580246913580246,0.5238095238095238,0.6424508369900861,8.799866507684612,0.12247607070495348
60,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",100,20,linear,0.5,0.5,"[[504 254]
 [378 709]]",0.6574525745257452,0.6917073170731708,0.7362409138110073,0.6522539098436062,0.6585807807793229,11.831279013187437,0.30949944572354393,"[[188 105]
 [  6  15]]",0.6464968152866242,0.2127659574468085,0.125,0.7142857142857143,0.6779619697708436,12.20983483301037,0.11163786511699025
61,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",100,20,linear,0.5,1.0,"[[531 227]
 [384 703]]",0.6688346883468834,0.6970748636588994,0.7559139784946236,0.6467341306347746,0.6736309175601313,11.438143027591913,0.3367077659020503,"[[193 100]
 [  7  14]]",0.6592356687898089,0.2074074074074074,0.12280701754385964,0.6666666666666666,0.6626848691695109,11.769837687893194,0.10648369767565546
