,status,timestamp
159,-1,2008-08-08 20:21:00
160,-1,2008-08-08 21:22:00
161,-1,2008-08-08 21:53:00
162,-1,2008-08-08 22:06:00
163,-1,2008-08-08 22:25:00
164,-1,2008-08-09 02:15:00
165,-1,2008-08-09 02:37:00
166,-1,2008-08-09 06:05:00
167,1,2008-08-09 09:16:00
168,-1,2008-08-09 09:22:00
169,1,2008-08-09 11:42:00
170,-1,2008-08-09 17:34:00
171,-1,2008-08-09 19:03:00
172,-1,2008-08-09 20:04:00
173,-1,2008-08-09 21:07:00
174,-1,2008-08-09 22:15:00
175,-1,2008-08-09 22:37:00
176,-1,2008-08-09 23:17:00
177,-1,2008-08-09 23:34:00
178,-1,2008-08-10 00:09:00
179,-1,2008-08-10 00:46:00
180,1,2008-08-10 06:00:00
181,-1,2008-08-10 06:41:00
182,1,2008-08-10 07:01:00
183,-1,2008-08-10 11:16:00
184,-1,2008-08-10 11:49:00
185,-1,2008-08-10 12:22:00
186,1,2008-08-10 15:59:00
187,-1,2008-08-10 19:07:00
188,1,2008-08-10 20:07:00
189,1,2008-08-10 22:26:00
190,-1,2008-08-11 03:06:00
191,-1,2008-08-11 04:09:00
192,-1,2008-08-11 05:15:00
193,-1,2008-08-11 11:35:00
194,-1,2008-08-11 12:38:00
195,-1,2008-08-12 04:23:00
196,-1,2008-08-12 06:16:00
197,-1,2008-08-12 10:54:00
198,-1,2008-08-12 11:29:00
199,-1,2008-08-12 12:04:00
200,-1,2008-08-13 02:48:00
201,-1,2008-08-15 03:26:00
202,-1,2008-08-15 04:14:00
203,-1,2008-08-15 05:13:00
204,-1,2008-08-15 09:38:00
205,-1,2008-08-15 10:14:00
206,-1,2008-08-15 11:42:00
207,-1,2008-08-15 18:19:00
208,-1,2008-08-15 19:19:00
209,-1,2008-08-15 20:00:00
210,-1,2008-08-15 20:03:00
211,-1,2008-08-15 23:31:00
212,-1,2008-08-16 02:21:00
213,-1,2008-08-16 05:47:00
214,-1,2008-08-16 06:52:00
215,-1,2008-08-16 07:33:00
216,-1,2008-08-16 08:39:00
217,-1,2008-08-16 08:41:00
218,1,2008-08-16 09:44:00
219,-1,2008-08-16 13:51:00
220,-1,2008-08-16 14:30:00
221,-1,2008-08-16 15:16:00
222,1,2008-08-16 15:19:00
223,-1,2008-08-16 23:48:00
224,-1,2008-08-17 00:52:00
225,-1,2008-08-17 01:53:00
226,-1,2008-08-17 03:17:00
227,-1,2008-08-17 03:18:00
228,-1,2008-08-17 03:46:00
229,-1,2008-08-17 04:19:00
230,-1,2008-08-17 05:21:00
231,1,2008-08-17 12:16:00
232,-1,2008-08-17 13:34:00
233,-1,2008-08-17 14:21:00
234,-1,2008-08-17 15:25:00
235,1,2008-08-17 21:26:00
236,1,2008-08-17 22:03:00
237,-1,2008-08-17 22:21:00
238,1,2008-08-17 23:04:00
239,-1,2008-08-17 23:20:00
240,1,2008-08-17 23:55:00
241,1,2008-08-18 00:02:00
242,-1,2008-08-18 00:20:00
243,1,2008-08-18 01:23:00
244,1,2008-08-18 04:01:00
245,-1,2008-08-18 04:12:00
246,-1,2008-08-18 04:35:00
247,-1,2008-08-18 05:03:00
248,-1,2008-08-18 05:25:00
249,-1,2008-08-18 06:07:00
250,-1,2008-08-18 06:11:00
251,-1,2008-08-18 06:26:00
252,-1,2008-08-18 07:11:00
253,-1,2008-08-18 07:23:00
254,-1,2008-08-18 07:29:00
255,-1,2008-08-18 08:18:00
256,-1,2008-08-18 08:31:00
257,-1,2008-08-18 10:13:00
258,-1,2008-08-18 11:04:00
259,-1,2008-08-18 12:00:00
260,-1,2008-08-18 12:06:00
261,-1,2008-08-18 12:22:00
262,-1,2008-08-18 12:49:00
263,-1,2008-08-18 13:07:00
264,-1,2008-08-18 14:01:00
265,-1,2008-08-18 14:04:00
266,-1,2008-08-18 14:45:00
267,-1,2008-08-18 15:00:00
268,-1,2008-08-18 15:26:00
269,-1,2008-08-18 15:30:00
270,-1,2008-08-18 15:33:00
271,-1,2008-08-18 15:41:00
272,-1,2008-08-18 16:19:00
273,1,2008-08-18 17:13:00
274,-1,2008-08-18 17:16:00
275,-1,2008-08-18 17:37:00
276,-1,2008-08-18 19:24:00
277,1,2008-08-18 19:54:00
278,-1,2008-08-18 23:00:00
279,-1,2008-08-18 23:03:00
280,-1,2008-08-18 23:47:00
281,-1,2008-08-19 01:10:00
282,1,2008-08-19 03:59:00
283,-1,2008-08-19 04:58:00
284,-1,2008-08-19 05:09:00
285,-1,2008-08-19 05:11:00
286,-1,2008-08-19 05:11:00
287,-1,2008-08-19 05:40:00
288,-1,2008-08-19 05:41:00
289,-1,2008-08-19 05:53:00
290,-1,2008-08-19 05:54:00
291,1,2008-08-19 05:56:00
292,-1,2008-08-19 06:24:00
293,-1,2008-08-19 07:43:00
294,1,2008-08-19 07:58:00
295,-1,2008-08-19 08:01:00
296,-1,2008-08-19 08:07:00
297,-1,2008-08-19 08:33:00
298,-1,2008-08-19 09:04:00
299,-1,2008-08-19 09:05:00
300,-1,2008-08-19 10:46:00
301,-1,2008-08-19 11:11:00
302,-1,2008-08-19 11:13:00
303,-1,2008-08-19 11:13:00
304,-1,2008-08-19 11:28:00
305,-1,2008-08-19 11:44:00
306,-1,2008-08-19 11:46:00
307,-1,2008-08-19 11:57:00
308,-1,2008-08-19 11:58:00
309,-1,2008-08-19 12:30:00
310,-1,2008-08-19 15:33:00
311,-1,2008-08-19 18:12:00
312,-1,2008-08-19 18:12:00
313,-1,2008-08-19 18:30:00
314,-1,2008-08-19 18:30:00
315,-1,2008-08-19 19:38:00
316,-1,2008-08-19 20:53:00
317,-1,2008-08-20 00:05:00
318,-1,2008-08-20 01:33:00
319,-1,2008-08-20 01:42:00
320,-1,2008-08-20 02:13:00
321,1,2008-08-20 02:27:00
322,-1,2008-08-20 03:00:00
323,1,2008-08-20 03:12:00
324,-1,2008-08-20 06:36:00
325,-1,2008-08-20 07:12:00
326,1,2008-08-20 08:40:00
327,1,2008-08-20 09:17:00
328,-1,2008-08-20 10:26:00
329,-1,2008-08-20 16:08:00
330,-1,2008-08-20 16:16:00
331,-1,2008-08-20 17:09:00
332,-1,2008-08-20 17:35:00
333,-1,2008-08-20 17:36:00
334,-1,2008-08-20 18:29:00
335,-1,2008-08-20 18:35:00
336,1,2008-08-20 19:20:00
337,-1,2008-08-20 20:19:00
338,-1,2008-08-20 21:33:00
339,-1,2008-08-20 21:41:00
340,-1,2008-08-20 21:58:00
341,-1,2008-08-20 22:13:00
342,-1,2008-08-20 22:45:00
343,-1,2008-08-20 23:18:00
344,1,2008-08-20 23:43:00
345,-1,2008-08-21 02:11:00
346,-1,2008-08-21 02:46:00
347,-1,2008-08-21 04:22:00
348,-1,2008-08-21 04:29:00
349,-1,2008-08-21 05:06:00
350,-1,2008-08-21 05:15:00
351,1,2008-08-21 06:10:00
352,-1,2008-08-21 11:22:00
353,-1,2008-08-21 12:00:00
354,-1,2008-08-21 12:31:00
355,-1,2008-08-21 12:33:00
356,-1,2008-08-21 12:43:00
357,-1,2008-08-21 12:52:00
358,-1,2008-08-21 13:11:00
359,-1,2008-08-21 13:19:00
360,-1,2008-08-21 13:29:00
361,-1,2008-08-21 13:45:00
362,-1,2008-08-21 14:47:00
363,-1,2008-08-21 15:05:00
364,-1,2008-08-21 15:06:00
365,-1,2008-08-21 15:32:00
366,-1,2008-08-21 15:48:00
367,-1,2008-08-21 15:50:00
368,1,2008-08-21 16:19:00
369,-1,2008-08-21 16:36:00
370,-1,2008-08-21 17:25:00
371,-1,2008-08-21 17:44:00
372,-1,2008-08-21 18:04:00
373,1,2008-08-21 18:05:00
374,-1,2008-08-21 18:39:00
375,-1,2008-08-21 18:53:00
376,-1,2008-08-21 19:12:00
377,-1,2008-08-21 19:12:00
378,-1,2008-08-21 19:46:00
379,-1,2008-08-21 20:19:00
380,-1,2008-08-21 20:21:00
381,-1,2008-08-21 20:37:00
382,-1,2008-08-21 21:32:00
383,-1,2008-08-21 22:25:00
384,-1,2008-08-21 22:41:00
385,-1,2008-08-21 23:08:00
386,-1,2008-08-21 23:27:00
387,-1,2008-08-21 23:53:00
388,-1,2008-08-21 23:57:00
389,-1,2008-08-22 00:43:00
390,-1,2008-08-22 00:44:00
391,-1,2008-08-22 00:47:00
392,1,2008-08-22 01:04:00
393,-1,2008-08-22 01:26:00
394,-1,2008-08-22 01:27:00
395,-1,2008-08-22 01:54:00
396,-1,2008-08-22 02:01:00
397,-1,2008-08-22 02:25:00
398,-1,2008-08-22 02:52:00
399,-1,2008-08-22 03:18:00
400,-1,2008-08-22 03:58:00
401,-1,2008-08-22 04:40:00
402,-1,2008-08-22 04:57:00
403,-1,2008-08-22 05:21:00
404,-1,2008-08-22 05:31:00
405,-1,2008-08-22 05:32:00
406,1,2008-08-22 06:00:00
407,-1,2008-08-22 07:04:00
408,-1,2008-08-22 07:17:00
409,-1,2008-08-22 07:27:00
410,-1,2008-08-22 09:29:00
411,-1,2008-08-22 09:29:00
412,-1,2008-08-22 10:01:00
413,-1,2008-08-22 10:18:00
414,-1,2008-08-22 10:47:00
415,-1,2008-08-22 11:32:00
416,-1,2008-08-22 12:13:00
417,-1,2008-08-22 12:37:00
418,-1,2008-08-22 12:42:00
419,-1,2008-08-22 13:22:00
420,-1,2008-08-22 14:45:00
421,-1,2008-08-22 15:25:00
422,-1,2008-08-22 15:39:00
423,-1,2008-08-22 15:54:00
424,1,2008-08-22 19:14:00
425,-1,2008-08-22 23:46:00
426,-1,2008-08-22 23:47:00
427,-1,2008-08-22 23:49:00
428,-1,2008-08-22 23:56:00
429,-1,2008-08-23 02:04:00
430,-1,2008-08-23 03:26:00
431,-1,2008-08-23 04:50:00
432,-1,2008-08-23 04:52:00
433,-1,2008-08-23 05:57:00
434,-1,2008-08-23 05:57:00
435,-1,2008-08-23 05:58:00
436,-1,2008-08-23 05:58:00
437,-1,2008-08-23 09:24:00
438,-1,2008-08-23 12:58:00
439,-1,2008-08-23 13:02:00
440,-1,2008-08-23 15:10:00
441,1,2008-08-23 15:29:00
442,-1,2008-08-24 02:32:00
443,-1,2008-08-24 04:00:00
444,-1,2008-08-24 07:12:00
445,-1,2008-08-24 07:14:00
446,-1,2008-08-24 10:09:00
447,-1,2008-08-24 10:14:00
448,1,2008-08-24 13:03:00
449,-1,2008-08-25 09:29:00
450,-1,2008-08-27 00:46:00
451,-1,2008-08-27 11:38:00
452,-1,2008-08-27 12:22:00
453,-1,2008-08-27 13:35:00
454,-1,2008-08-27 14:18:00
455,-1,2008-08-27 17:14:00
456,-1,2008-08-27 22:48:00
457,-1,2008-08-27 22:58:00
458,-1,2008-08-28 03:03:00
459,-1,2008-08-28 03:04:00
460,-1,2008-08-28 03:29:00
461,-1,2008-08-28 03:38:00
462,-1,2008-08-28 03:45:00
463,-1,2008-08-28 04:10:00
464,-1,2008-08-28 04:20:00
465,-1,2008-08-28 04:54:00
466,-1,2008-08-28 05:00:00
467,-1,2008-08-28 06:15:00
468,-1,2008-08-28 06:39:00
469,-1,2008-08-28 06:56:00
470,-1,2008-08-28 07:40:00
471,-1,2008-08-28 07:51:00
472,-1,2008-08-28 08:41:00
473,-1,2008-08-28 09:46:00
474,-1,2008-08-28 09:49:00
475,-1,2008-08-28 10:15:00
476,-1,2008-08-28 10:28:00
477,-1,2008-08-28 10:32:00
478,-1,2008-08-28 11:19:00
479,-1,2008-08-28 12:44:00
480,-1,2008-08-28 14:48:00
481,-1,2008-08-28 15:19:00
482,-1,2008-08-28 16:01:00
483,-1,2008-08-28 16:43:00
484,-1,2008-08-28 16:52:00
485,-1,2008-08-28 17:21:00
486,-1,2008-08-28 17:27:00
487,-1,2008-08-28 17:32:00
488,-1,2008-08-28 18:05:00
489,-1,2008-08-28 18:10:00
490,-1,2008-08-28 18:15:00
491,-1,2008-08-28 18:25:00
492,-1,2008-08-28 18:47:00
493,-1,2008-08-28 18:57:00
494,-1,2008-08-28 20:20:00
495,1,2008-08-28 20:39:00
496,-1,2008-08-28 21:03:00
497,-1,2008-08-28 21:52:00
498,-1,2008-08-28 22:57:00
499,-1,2008-08-28 23:40:00
500,-1,2008-08-28 23:42:00
501,-1,2008-08-29 00:49:00
502,-1,2008-08-29 01:06:00
503,-1,2008-08-29 02:38:00
504,-1,2008-08-29 02:39:00
505,-1,2008-08-29 03:27:00
506,-1,2008-08-29 03:33:00
507,-1,2008-08-29 03:46:00
508,1,2008-08-29 04:55:00
509,-1,2008-08-29 04:56:00
510,-1,2008-08-29 05:16:00
511,-1,2008-08-29 05:54:00
512,-1,2008-08-29 05:54:00
513,-1,2008-08-29 05:57:00
514,-1,2008-08-29 05:57:00
515,-1,2008-08-29 06:35:00
516,-1,2008-08-29 06:37:00
517,-1,2008-08-29 06:40:00
518,1,2008-08-29 06:45:00
519,-1,2008-08-29 06:54:00
520,-1,2008-08-29 07:18:00
521,-1,2008-08-29 07:22:00
522,-1,2008-08-29 07:24:00
523,-1,2008-08-29 07:33:00
524,-1,2008-08-29 07:33:00
525,-1,2008-08-29 08:10:00
526,-1,2008-08-29 08:20:00
527,-1,2008-08-29 08:41:00
528,-1,2008-08-29 08:45:00
529,-1,2008-08-29 12:21:00
530,-1,2008-08-29 12:22:00
531,-1,2008-08-29 12:37:00
532,-1,2008-08-29 13:04:00
533,-1,2008-08-29 13:14:00
534,-1,2008-08-29 13:27:00
535,-1,2008-08-29 13:49:00
536,-1,2008-08-29 14:11:00
537,-1,2008-08-29 14:18:00
538,-1,2008-08-29 14:30:00
539,-1,2008-08-29 15:01:00
540,-1,2008-08-29 15:43:00
541,-1,2008-08-29 16:26:00
542,-1,2008-08-29 20:21:00
543,-1,2008-08-29 20:49:00
544,-1,2008-08-29 21:25:00
545,-1,2008-08-29 21:46:00
546,-1,2008-08-29 21:54:00
547,-1,2008-08-29 22:11:00
548,-1,2008-08-29 22:45:00
549,-1,2008-08-29 22:49:00
550,-1,2008-08-29 22:56:00
551,-1,2008-08-30 00:01:00
552,-1,2008-08-30 00:05:00
553,-1,2008-08-30 00:57:00
554,-1,2008-08-30 01:29:00
555,-1,2008-08-30 02:08:00
556,-1,2008-08-30 02:22:00
557,-1,2008-08-30 02:32:00
558,-1,2008-08-30 02:39:00
559,-1,2008-08-30 02:50:00
560,-1,2008-08-30 03:10:00
561,-1,2008-08-30 04:20:00
562,-1,2008-08-30 04:24:00
563,-1,2008-08-30 04:55:00
564,-1,2008-08-30 05:05:00
565,-1,2008-08-30 05:05:00
566,-1,2008-08-30 05:38:00
567,-1,2008-08-30 05:51:00
568,-1,2008-08-30 07:50:00
569,-1,2008-08-30 07:54:00
570,-1,2008-08-30 08:10:00
571,-1,2008-08-30 08:29:00
572,-1,2008-08-30 08:42:00
573,-1,2008-08-30 08:53:00
574,-1,2008-08-30 09:13:00
575,-1,2008-08-30 09:37:00
576,1,2008-08-30 09:45:00
577,-1,2008-08-30 10:15:00
578,-1,2008-08-30 10:16:00
579,-1,2008-08-30 11:12:00
580,-1,2008-08-30 11:14:00
581,-1,2008-08-30 11:18:00
582,-1,2008-08-30 11:57:00
583,1,2008-08-30 14:10:00
584,-1,2008-08-30 14:23:00
585,-1,2008-08-30 14:37:00
586,-1,2008-08-30 15:06:00
587,-1,2008-08-30 15:16:00
588,-1,2008-08-30 15:37:00
589,-1,2008-08-30 15:50:00
590,-1,2008-08-30 15:57:00
591,-1,2008-08-30 16:24:00
592,-1,2008-08-30 17:05:00
593,-1,2008-08-30 17:49:00
594,-1,2008-08-30 19:21:00
595,-1,2008-08-30 19:27:00
596,-1,2008-08-30 20:11:00
597,-1,2008-08-30 20:53:00
598,-1,2008-08-30 21:53:00
599,-1,2008-08-30 23:51:00
600,-1,2008-08-31 02:57:00
601,1,2008-08-31 04:46:00
602,-1,2008-08-31 05:05:00
603,-1,2008-08-31 09:11:00
604,-1,2008-08-31 10:36:00
605,1,2008-08-31 10:59:00
606,-1,2008-08-31 10:59:00
607,-1,2008-08-31 11:03:00
608,-1,2008-08-31 15:09:00
609,-1,2008-08-31 15:13:00
610,-1,2008-08-31 16:32:00
611,-1,2008-08-31 20:24:00
612,-1,2008-08-31 21:04:00
613,-1,2008-08-31 21:46:00
614,-1,2008-08-31 21:58:00
615,-1,2008-08-31 22:32:00
616,-1,2008-08-31 22:48:00
617,-1,2008-08-31 22:57:00
618,-1,2008-09-01 00:01:00
619,-1,2008-09-01 00:39:00
620,-1,2008-09-01 00:45:00
621,-1,2008-09-01 00:53:00
622,-1,2008-09-01 05:29:00
623,-1,2008-09-01 05:32:00
624,-1,2008-09-01 06:12:00
625,-1,2008-09-01 06:21:00
626,-1,2008-09-01 06:52:00
627,-1,2008-09-01 08:18:00
628,-1,2008-09-01 09:06:00
629,-1,2008-09-01 09:19:00
630,-1,2008-09-01 09:54:00
631,-1,2008-09-01 10:57:00
632,-1,2008-09-01 11:40:00
633,-1,2008-09-01 16:20:00
634,1,2008-09-01 19:54:00
635,-1,2008-09-01 20:51:00
636,-1,2008-09-01 22:05:00
637,-1,2008-09-01 23:05:00
638,-1,2008-09-01 23:19:00
639,-1,2008-09-01 23:24:00
640,-1,2008-09-01 23:28:00
641,-1,2008-09-01 23:39:00
642,-1,2008-09-01 23:45:00
643,-1,2008-09-01 23:59:00
644,-1,2008-09-02 00:26:00
645,-1,2008-09-02 00:31:00
646,-1,2008-09-02 00:46:00
647,-1,2008-09-02 01:09:00
648,-1,2008-09-02 01:10:00
649,-1,2008-09-02 01:10:00
650,-1,2008-09-02 01:36:00
651,-1,2008-09-02 01:50:00
652,-1,2008-09-02 02:02:00
653,-1,2008-09-02 02:11:00
654,-1,2008-09-02 02:50:00
655,-1,2008-09-02 02:52:00
656,-1,2008-09-02 03:33:00
657,-1,2008-09-02 03:35:00
658,-1,2008-09-02 03:35:00
659,-1,2008-09-02 04:19:00
660,-1,2008-09-02 04:22:00
661,-1,2008-09-02 05:46:00
662,-1,2008-09-02 06:03:00
663,-1,2008-09-02 06:19:00
664,-1,2008-09-02 06:32:00
665,-1,2008-09-02 06:48:00
666,-1,2008-09-02 07:22:00
667,-1,2008-09-02 07:32:00
668,-1,2008-09-02 08:15:00
669,-1,2008-09-02 08:54:00
670,-1,2008-09-02 09:36:00
671,-1,2008-09-02 09:37:00
672,-1,2008-09-02 10:13:00
673,-1,2008-09-02 10:21:00
674,-1,2008-09-02 10:25:00
675,-1,2008-09-02 10:33:00
676,-1,2008-09-02 11:08:00
677,-1,2008-09-02 11:22:00
678,-1,2008-09-02 11:47:00
679,-1,2008-09-02 11:49:00
680,-1,2008-09-02 12:01:00
681,-1,2008-09-02 12:17:00
682,-1,2008-09-02 12:26:00
683,-1,2008-09-02 12:30:00
684,-1,2008-09-02 12:44:00
685,-1,2008-09-02 13:05:00
686,-1,2008-09-02 13:08:00
687,-1,2008-09-02 13:27:00
688,-1,2008-09-02 13:40:00
689,-1,2008-09-02 14:09:00
690,-1,2008-09-02 14:21:00
691,-1,2008-09-02 14:34:00
692,-1,2008-09-02 15:29:00
693,-1,2008-09-02 16:10:00
694,-1,2008-09-02 16:50:00
695,-1,2008-09-02 16:54:00
696,-1,2008-09-02 16:58:00
697,-1,2008-09-02 17:10:00
698,-1,2008-09-02 17:18:00
699,-1,2008-09-02 18:38:00
700,-1,2008-09-02 18:52:00
701,-1,2008-09-02 19:18:00
702,-1,2008-09-02 20:18:00
703,-1,2008-09-02 20:52:00
704,-1,2008-09-02 20:58:00
705,-1,2008-09-02 20:59:00
706,-1,2008-09-03 00:18:00
707,-1,2008-09-03 00:45:00
708,-1,2008-09-03 00:58:00
709,1,2008-09-03 01:15:00
710,-1,2008-09-03 01:32:00
711,-1,2008-09-03 04:18:00
712,-1,2008-09-03 06:26:00
713,-1,2008-09-03 09:38:00
714,-1,2008-09-03 14:24:00
715,-1,2008-09-03 14:29:00
716,-1,2008-09-03 17:22:00
717,-1,2008-09-03 18:16:00
718,-1,2008-09-03 18:16:00
719,-1,2008-09-03 20:00:00
720,-1,2008-09-03 20:10:00
721,-1,2008-09-04 08:01:00
722,-1,2008-09-04 08:22:00
723,-1,2008-09-04 08:33:00
724,-1,2008-09-04 08:41:00
725,-1,2008-09-04 08:53:00
726,-1,2008-09-04 11:50:00
727,-1,2008-09-04 14:09:00
728,-1,2008-09-04 14:11:00
729,-1,2008-09-04 14:48:00
730,-1,2008-09-04 16:30:00
731,-1,2008-09-04 16:41:00
732,-1,2008-09-04 16:56:00
733,-1,2008-09-04 17:30:00
734,-1,2008-09-05 15:30:00
735,-1,2008-09-05 21:48:00
736,-1,2008-09-07 00:08:00
737,-1,2008-09-07 00:12:00
738,-1,2008-09-07 00:49:00
739,-1,2008-09-07 10:52:00
740,-1,2008-09-07 12:04:00
741,-1,2008-09-07 12:20:00
742,-1,2008-09-07 13:02:00
743,-1,2008-09-07 18:02:00
744,-1,2008-09-07 18:24:00
745,-1,2008-09-07 18:49:00
746,-1,2008-09-07 19:29:00
747,-1,2008-09-07 19:31:00
748,-1,2008-09-07 20:12:00
749,-1,2008-09-07 20:50:00
750,-1,2008-09-07 23:33:00
751,-1,2008-09-08 00:32:00
752,-1,2008-09-08 00:40:00
753,-1,2008-09-08 01:24:00
754,-1,2008-09-08 03:32:00
755,-1,2008-09-08 03:48:00
756,-1,2008-09-08 04:21:00
757,-1,2008-09-08 06:37:00
758,-1,2008-09-08 07:14:00
759,-1,2008-09-08 07:41:00
760,-1,2008-09-08 18:46:00
761,-1,2008-09-08 19:14:00
762,-1,2008-09-08 19:15:00
763,-1,2008-09-08 19:25:00
764,-1,2008-09-08 19:33:00
765,-1,2008-09-08 20:00:00
766,-1,2008-09-08 21:36:00
767,-1,2008-09-08 21:53:00
768,-1,2008-09-08 22:17:00
769,-1,2008-09-09 00:25:00
770,-1,2008-09-09 03:53:00
771,-1,2008-09-09 08:44:00
772,-1,2008-09-10 07:26:00
773,-1,2008-09-10 09:21:00
774,-1,2008-09-10 20:52:00
775,-1,2008-09-10 20:53:00
776,-1,2008-09-10 21:56:00
777,-1,2008-09-10 23:30:00
778,-1,2008-09-10 23:43:00
779,-1,2008-09-11 00:17:00
